qname	chrom	pos	end	is_reverse	tlen	cigar	mapq	nm	zf	zw	zc	zs	zl	zn	zt	zr	zg	pred
A00839:75:H7MFFDSXY:3:2169:13566:11428	chr2	178563025	178563174	False	231	150M	255	1	3	0.07456036657094955	ambig_opp_strand	unspliced	12994	44	ENST00000342175.12	TTN	ENSG00000155657.29	mrna
A00839:75:H7MFFDSXY:3:2414:18240:35305	chr2	178569470	178569619	False	350	150M	255	0	5	0.4418873190879822	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2535:17815:34695	chr2	178568126	178568275	True	-455	150M	255	0	5	0.777315616607666	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1371:22363:25066	chr2	178565224	178565373	False	169	150M	255	0	25	0.7287191152572632	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1332:15338:18474	chr2	178560784	178560933	True	-223	150M	255	0	25	0.21064960956573486	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178523417_178776534		RIGEL_NRNA_chr2_1_178523417_178776534	nrna
A00839:75:H7MFFDSXY:3:1301:4481:18208	chr2	178565875	178566024	True	-429	150M	255	0	5	0.74570631980896	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1158:29731:29246	chr2	178563523	178563672	True	-232	150M	255	0	25	0.1733790934085846	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178541746_178597681		RIGEL_NRNA_chr2_1_178541746_178597681	nrna
A00839:75:H7MFFDSXY:3:1159:1362:21104	chr2	178566079	178566228	False	290	150M	255	0	3	0.07019960135221481	ambig_opp_strand	unspliced	12994	44	ENST00000342175.12	TTN	ENSG00000155657.29	mrna
A00839:75:H7MFFDSXY:3:1560:29080:9455	chr2	178562305	178562454	False	301	150M	255	0	3	0.06811580806970596	ambig_opp_strand	unspliced	12994	44	ENST00000342175.12	TTN	ENSG00000155657.29	mrna
A00839:75:H7MFFDSXY:3:2355:30499:8688	chr2	178565226	178565375	True	-275	150M	255	0	25	0.16059282422065735	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178528764_178620148		RIGEL_NRNA_chr2_1_178528764_178620148	nrna
A00839:75:H7MFFDSXY:3:1444:11406:11224	chr2	178568563	178568712	False	491	150M	255	0	25	0.10999290645122528	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:2434:31611:11584	chr2	178567335	178567484	True	-298	150M	255	0	25	0.17196033895015717	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178539804_178576557		RIGEL_NRNA_chr2_1_178539804_178576557	nrna
A00839:75:H7MFFDSXY:3:1326:22589:14058	chr2	178567576	178567725	True	-356	150M	255	0	25	0.14517909288406372	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178523417_178776534		RIGEL_NRNA_chr2_1_178523417_178776534	nrna
A00839:75:H7MFFDSXY:3:2534:24885:13839	chr2	178569349	178569497	False	191	149M1S	255	5	3	0.023163840174674988	ambig_opp_strand	unspliced	12994	44	ENST00000412264.2	TTN	ENSG00000155657.29	mrna
A00839:75:H7MFFDSXY:3:1272:29378:17895	chr2	178569429	178569578	False	294	150M	255	0	25	0.6957417726516724	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1525:32045:31313	chr2	178565364	178565513	False	332	150M	255	2	25	0.5723742842674255	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1669:26738:18709	chr2	178563542	178563691	True	-400	150M	255	0	5	0.7442869544029236	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1421:13982:35133	chr2	178565010	178565159	False	284	150M	255	0	25	0.7105951905250549	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:2116:29631:12571	chr2	178561470	178561619	True	-392	150M	255	0	5	0.746553361415863	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2446:25870:27477	chr2	178563678	178563827	True	-226	150M	255	0	25	0.21057020127773285	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178523417_178776534		RIGEL_NRNA_chr2_1_178523417_178776534	nrna
A00839:75:H7MFFDSXY:3:2675:32235:16423	chr2	178566363	178566512	True	-338	150M	255	0	25	0.015986554324626923	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178528764_178738038		RIGEL_NRNA_chr2_1_178528764_178738038	nrna
A00839:75:H7MFFDSXY:3:1515:30228:1360	chr2	178564409	178564558	False	192	150M	255	0	25	0.7414560317993164	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:2559:7410:4022	chr2	178568832	178568981	False	495	150M	255	0	5	0.8577330112457275	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1667:25527:20087	chr2	178564242	178564391	False	0	150M	255	0	64	0.0	.	unspliced	-1	0	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1549:13584:31125	chr2	178565222	178565371	False	250	150M	255	0	3	0.07412795722484589	ambig_opp_strand	unspliced	12994	44	ENST00000342175.12	TTN	ENSG00000155657.29	mrna
A00839:75:H7MFFDSXY:3:2267:11966:32957	chr2	178569586	178569735	True	-349	150M	255	0	25	0.028927985578775406	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178528739_178633078		RIGEL_NRNA_chr2_1_178528739_178633078	nrna
A00839:75:H7MFFDSXY:3:2161:26160:11788	chr2	178568878	178569027	True	-257	150M	255	0	25	0.20921467244625092	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178523417_178776534		RIGEL_NRNA_chr2_1_178523417_178776534	nrna
A00839:75:H7MFFDSXY:3:2402:7093:17785	chr2	178560115	178560264	False	197	150M	255	0	25	0.7435593008995056	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1527:28474:19022	chr2	178566877	178567026	False	235	150M	255	0	3	0.09133056551218033	ambig_opp_strand	unspliced	12994	44	ENST00000460472.6	TTN	ENSG00000155657.29	mrna
A00839:75:H7MFFDSXY:3:2256:1389:8093	chr2	178567268	178567417	True	-404	150M	255	0	5	0.7572623491287231	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1578:28682:18129	chr2	178565629	178565778	True	-213	150M	255	0	25	0.1674235761165619	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178540115_178582663		RIGEL_NRNA_chr2_1_178540115_178582663	nrna
A00839:75:H7MFFDSXY:3:2621:14118:31360	chr2	178563012	178563162	True	-229	138M1D12M	255	1	25	0.16331066191196442	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178528764_178620148		RIGEL_NRNA_chr2_1_178528764_178620148	nrna
A00839:75:H7MFFDSXY:3:2627:5213:29183	chr2	178565347	178565496	False	386	150M	255	0	5	0.8399210572242737	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1164:11867:14653	chr2	178562123	178562272	False	280	150M	255	0	25	0.7157753705978394	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1158:22797:8750	chr2	178566694	178566843	False	347	150M	255	0	5	0.4102727174758911	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2422:32497:23891	chr2	178563677	178563826	True	-225	150M	255	0	25	0.17898893356323242	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178539804_178576557		RIGEL_NRNA_chr2_1_178539804_178576557	nrna
A00839:75:H7MFFDSXY:3:1344:8549:36213	chr2	178562705	178562854	True	-248	150M	255	0	25	0.16288433969020844	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178528764_178620148		RIGEL_NRNA_chr2_1_178528764_178620148	nrna
A00839:75:H7MFFDSXY:3:1206:5674:26537	chr2	178560583	178560732	True	-308	150M	255	0	25	0.15416955947875977	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178528764_178620148		RIGEL_NRNA_chr2_1_178528764_178620148	nrna
A00839:75:H7MFFDSXY:3:2613:22770:21762	chr2	178561360	178561509	False	280	150M	255	0	25	0.7157753705978394	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:2525:9833:22060	chr2	178564156	178564305	True	-347	150M	255	0	25	0.13410140573978424	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178541746_178597681		RIGEL_NRNA_chr2_1_178541746_178597681	nrna
A00839:75:H7MFFDSXY:3:1373:18457:19085	chr2	178564924	178565070	False	147	147M	255	0	25	0.6953597068786621	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1161:13593:17832	chr2	178564716	178564865	False	246	150M	255	0	25	0.7423760890960693	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1674:23737:33802	chr2	178566773	178566922	False	271	150M	255	0	3	0.08887061476707458	ambig_opp_strand	unspliced	12994	44	ENST00000460472.6	TTN	ENSG00000155657.29	mrna
A00839:75:H7MFFDSXY:3:1310:9851:23187	chr2	178564769	178564918	True	-465	150M	255	0	5	0.7426198124885559	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2427:22498:21699	chr2	178564192	178564341	False	380	150M	255	0	5	0.7945609092712402	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2364:23384:37043	chr2	178563574	178563723	False	246	150M	255	0	25	0.7423760890960693	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1461:2302:11334	chr2	178564015	178564164	False	249	150M	255	0	25	0.7411295771598816	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1349:22146:19241	chr2	178564447	178564596	True	-245	150M	255	0	25	0.17304682731628418	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178541746_178597681		RIGEL_NRNA_chr2_1_178541746_178597681	nrna
A00839:75:H7MFFDSXY:3:1211:2880:25394	chr2	178563412	178563561	True	-452	150M	255	0	5	0.7669721841812134	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1473:22408:4539	chr2	178568236	178568385	True	-299	150M	255	0	25	0.16067717969417572	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178540115_178582663		RIGEL_NRNA_chr2_1_178540115_178582663	nrna
A00839:75:H7MFFDSXY:3:1611:21332:15765	chr2	178567989	178568138	True	-259	150M	255	0	25	0.20900486409664154	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178523417_178776534		RIGEL_NRNA_chr2_1_178523417_178776534	nrna
A00839:75:H7MFFDSXY:3:2276:29035:21590	chr2	178564111	178564260	False	370	150M	255	0	5	0.6891862750053406	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2226:14253:12900	chr2	178569100	178569249	True	-246	150M	255	0	25	0.17301009595394135	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178541746_178597681		RIGEL_NRNA_chr2_1_178541746_178597681	nrna
A00839:75:H7MFFDSXY:3:2316:3902:26318	chr2	178560228	178560377	True	-271	150M	255	0	25	0.16109101474285126	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178528764_178620148		RIGEL_NRNA_chr2_1_178528764_178620148	nrna
A00839:75:H7MFFDSXY:3:2447:19190:15186	chr2	178566797	178566946	False	371	150M	255	0	5	0.7072661519050598	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1669:28022:34178	chr2	178564070	178564219	True	-382	150M	255	1	5	0.6857072114944458	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1668:12246:9486	chr2	178560168	178560317	False	247	150M	255	0	25	0.7418500781059265	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:2556:17291:19633	chr2	178565255	178565404	False	289	150M	255	0	25	0.7041612267494202	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:2623:25129:28197	chr2	178563194	178563343	True	-278	150M	255	0	25	0.17014551162719727	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178541746_178597681		RIGEL_NRNA_chr2_1_178541746_178597681	nrna
A00839:75:H7MFFDSXY:3:2107:22336:36730	chr2	178562085	178562234	True	-283	150M	255	0	25	0.16360601782798767	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178540115_178582663		RIGEL_NRNA_chr2_1_178540115_178582663	nrna
A00839:75:H7MFFDSXY:3:1427:20952:1517	chr2	178569314	178569451	False	138	138M	255	0	3	0.08182580024003983	ambig_opp_strand	unspliced	12994	44	ENST00000460472.6	TTN	ENSG00000155657.29	mrna
A00839:75:H7MFFDSXY:3:2635:5321:35822	chr2	178564547	178564696	False	370	150M	255	0	5	0.6891863942146301	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2220:13602:35008	chr2	178569291	178569440	False	347	150M	255	0	25	0.46395230293273926	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1377:20030:5118	chr2	178564367	178564503	False	137	137M	255	0	25	0.6602330803871155	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1538:25111:4961	chr2	178563798	178563947	True	-358	150M	255	1	5	0.35168713331222534	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2375:2709:19460	chr2	178563715	178563864	True	-252	150M	255	0	25	0.1667722463607788	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178540115_178582663		RIGEL_NRNA_chr2_1_178540115_178582663	nrna
A00839:75:H7MFFDSXY:3:2473:6840:1251	chr2	178565551	178565700	True	-359	150M	255	0	25	0.11005912721157074	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178540115_178582663		RIGEL_NRNA_chr2_1_178540115_178582663	nrna
A00839:75:H7MFFDSXY:3:2330:31159:32534	chr2	178568304	178568453	True	-226	150M	255	0	25	0.1674375981092453	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178540115_178582663		RIGEL_NRNA_chr2_1_178540115_178582663	nrna
A00839:75:H7MFFDSXY:3:2547:3314:27117	chr2	178565672	178565821	True	-397	150M	255	0	25	0.04176687076687813	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178528764_178620148		RIGEL_NRNA_chr2_1_178528764_178620148	nrna
A00839:75:H7MFFDSXY:3:1644:23782:35697	chr2	178569416	178569565	True	-322	150M	255	0	25	0.15211918950080872	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178540115_178582663		RIGEL_NRNA_chr2_1_178540115_178582663	nrna
A00839:75:H7MFFDSXY:3:1626:3269:3020	chr2	178564606	178564755	False	434	150M	255	0	5	0.8715420365333557	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1607:2754:32910	chr2	178565268	178565417	True	-278	150M	255	0	25	0.20657634735107422	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178523417_178776534		RIGEL_NRNA_chr2_1_178523417_178776534	nrna
A00839:75:H7MFFDSXY:3:2356:1316:27414	chr2	178569601	178569750	True	-210	150M	255	0	25	0.1674388349056244	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_1_178540115_178582663		RIGEL_NRNA_chr2_1_178540115_178582663	nrna
A00839:75:H7MFFDSXY:3:1177:18132:31548	chr2	178566423	178566572	False	257	150M	255	0	25	0.7362647652626038	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
A00839:75:H7MFFDSXY:3:1627:21187:14920	chr2	178568786	178568935	True	-392	150M	255	0	5	0.746553361415863	ambig_opp_strand	unspliced	-1	44	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2464:16776:2206	chr2	178560733	178560882	False	295	150M	255	0	25	0.693649411201477	ambig_opp_strand	unspliced	12994	44	RIGEL_NRNA_chr2_2_178525988_178804642		RIGEL_NRNA_chr2_2_178525988_178804642	nrna
