qname	chrom	pos	end	is_reverse	tlen	cigar	mapq	nm	zf	zw	zc	zs	zl	zn	zt	zr	zg	pred
A00839:75:H7MFFDSXY:3:2614:11595:16532	chr11	65500009	65500158	False	263	150M	255	0	9	0.9428861737251282	ambig_opp_strand	unspliced	3419	26	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2618:29776:31641	chr11	65502253	65502402	True	-497	150M	255	0	3	0.9045997262001038	ambig_opp_strand	unspliced	3419	11	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2107:24740:15342	chr11	65501566	65501715	True	-261	150M	255	0	3	0.12368784099817276	ambig_opp_strand	unspliced	3419	17	ENST00000710943.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2674:17707:34507	chr11	65502179	65502328	False	323	150M	255	0	9	0.9185453653335571	ambig_opp_strand	unspliced	3419	11	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1501:31675:9596	chr11	65504914	65505063	True	-333	150M	255	0	3	0.36574995517730713	ambig_opp_strand	unspliced	3419	19	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1228:20292:25175	chr11	65504198	65504347	False	345	150M	255	0	9	0.8559997081756592	ambig_opp_strand	unspliced	3419	12	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1641:6135:25801	chr11	65506367	65506516	True	-330	150M	255	2	9	0.9092454314231873	ambig_opp_strand	unspliced	3419	3	ENST00000534336.3	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1159:19786:25551	chr11	65500638	65500787	True	-252	150M	255	0	3	0.1127033606171608	ambig_opp_strand	unspliced	3419	25	ENST00000710862.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2311:7536:17487	chr11	65501241	65501390	False	402	150M	255	0	5	0.6127245426177979	ambig_opp_strand	unspliced	-1	15	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2145:17734:22498	chr11	65505414	65505563	False	458	150M	255	0	5	0.6089547872543335	ambig_opp_strand	unspliced	-1	6	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2344:2808:7326	chr11	65500797	65500945	True	-291	149M	255	0	3	0.7121317386627197	ambig_opp_strand	unspliced	3419	13	ENST00000710933.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1506:23475:1752	chr11	65505416	65505565	False	339	150M	255	0	9	0.8677008748054504	ambig_opp_strand	unspliced	3419	6	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2649:31810:14685	chr11	65500651	65500800	False	194	150M	255	0	9	0.9392000436782837	ambig_opp_strand	unspliced	3419	13	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1328:19533:27743	chr11	65502349	65502498	False	380	150M	255	0	9	0.5049458146095276	ambig_opp_strand	unspliced	3419	13	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1515:15320:36198	chr11	65500992	65501141	True	-372	150M	255	0	3	0.1627446413040161	ambig_opp_strand	unspliced	3419	13	ENST00000710862.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1157:20419:35603	chr11	65505619	65505768	False	291	150M	255	1	9	0.9401655793190002	ambig_opp_strand	unspliced	3419	6	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2661:9959:33270	chr11	65500820	65500969	False	150	150M	255	0	5	0.03195146098732948	ambig_opp_strand	unspliced	-1	13	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1341:3586:25708	chr11	65504041	65504190	False	272	150M	255	0	9	0.9682751297950745	ambig_opp_strand	unspliced	3419	12	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1524:24849:23328	chr11	65504650	65504799	True	-392	150M	255	0	3	0.19829082489013672	ambig_opp_strand	unspliced	3419	20	ENST00000710862.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1616:20708:15812	chr11	65504926	65505075	True	-289	150M	255	0	3	0.17483919858932495	ambig_opp_strand	unspliced	3419	19	ENST00000710862.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2678:18304:15937	chr11	65500572	65500721	False	191	150M	255	0	9	0.9147955775260925	ambig_opp_strand	unspliced	3419	27	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1574:16622:12430	chr11	65500495	65500644	False	303	150M	255	0	9	0.8980911374092102	ambig_opp_strand	unspliced	3419	24	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2469:31241:8030	chr11	65505959	65506068	True	-291	40S110M	255	4	3	0.5174174308776855	ambig_opp_strand	unspliced	3419	6	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2275:27073:10363	chr11	65503153	65503302	False	220	150M	255	0	9	0.9591296911239624	ambig_opp_strand	unspliced	3419	27	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2673:2022:33019	chr11	65502582	65502731	True	-412	150M	255	0	3	0.8918877243995667	ambig_opp_strand	unspliced	3419	13	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1677:3830:14669	chr11	65500555	65500704	False	458	150M	255	0	5	0.6050952672958374	ambig_opp_strand	unspliced	-1	13	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2428:5981:1078	chr11	65500981	65501130	True	-354	150M	255	4	3	0.7098758816719055	ambig_opp_strand	unspliced	3419	13	ENST00000710933.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2524:14733:36683	chr11	65502067	65502216	False	490	150M	255	0	5	0.6030912399291992	ambig_opp_strand	unspliced	-1	10	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2208:32027:30499	chr11	65500315	65500464	True	-378	150M	255	0	3	0.19297270476818085	ambig_opp_strand	unspliced	3419	26	ENST00000710862.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2350:17445:10942	chr11	65500782	65500931	True	-331	150M	255	0	3	0.7115017771720886	ambig_opp_strand	unspliced	3419	13	ENST00000710933.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1354:31412:17785	chr11	65501695	65501844	False	365	150M	255	0	9	0.7002817988395691	ambig_opp_strand	unspliced	3419	18	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1603:18728:4022	chr11	65502547	65502696	False	342	150M	255	0	9	0.8671410083770752	ambig_opp_strand	unspliced	3419	15	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2347:29279:23046	chr11	65506381	65506530	True	-337	150M	255	1	9	0.8839462399482727	ambig_opp_strand	unspliced	3419	3	ENST00000534336.3	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2243:4065:31735	chr11	65500272	65500421	False	227	150M	255	0	9	0.9473271369934082	ambig_opp_strand	unspliced	3419	26	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2354:5376:29027	chr11	65502015	65502164	True	-189	150M	255	0	3	0.2582627832889557	ambig_opp_strand	unspliced	3419	22	ENST00000710862.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1617:24921:3255	chr11	65504301	65504451	False	409	8M1D142M	255	1	5	0.6178004741668701	ambig_opp_strand	unspliced	-1	11	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2413:28438:36965	chr11	65505094	65505243	False	248	150M	255	0	9	0.9414706826210022	ambig_opp_strand	unspliced	3419	15	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1572:6940:25473	chr11	65502186	65502335	False	277	150M	255	0	9	0.9597923159599304	ambig_opp_strand	unspliced	3419	12	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1506:22372:1344	chr11	65504275	65504424	False	288	150M	255	0	9	0.9619946479797363	ambig_opp_strand	unspliced	3419	12	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1132:9815:35055	chr11	65505615	65505764	True	-394	150M	255	0	3	0.5008861422538757	ambig_opp_strand	unspliced	3419	6	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1239:26250:32487	chr11	65505618	65505767	True	-244	150M	255	0	3	0.5175992846488953	ambig_opp_strand	unspliced	3419	6	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2441:8043:2425	chr11	65501503	65501652	False	490	150M	255	1	9	0.38779503107070923	ambig_opp_strand	unspliced	3419	17	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1651:10782:19633	chr11	65500994	65501093	True	-241	50S100M	255	5	3	0.7123019099235535	ambig_opp_strand	unspliced	3419	13	ENST00000710933.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1335:32579:11537	chr11	65500940	65501062	True	-123	69M1D53M	255	1	3	0.7106896638870239	ambig_opp_strand	unspliced	3419	15	ENST00000710933.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2237:30888:4977	chr11	65502744	65502893	True	-223	150M	255	0	3	0.8542736172676086	ambig_opp_strand	unspliced	3419	20	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1472:2528:4492	chr11	65505216	65505365	False	246	150M	255	0	9	0.9538700580596924	ambig_opp_strand	unspliced	3419	8	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1459:13214:25535	chr11	65506192	65506341	False	332	150M	255	0	9	0.9142224192619324	ambig_opp_strand	unspliced	3419	3	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2603:18683:4820	chr11	65503531	65503680	False	310	150M	255	0	9	0.9279899001121521	ambig_opp_strand	unspliced	3419	19	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2378:5177:7545	chr11	65505135	65505284	True	-283	150M	255	1	3	0.17519217729568481	ambig_opp_strand	unspliced	3419	15	ENST00000710862.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1570:18846:9580	chr11	65503954	65504103	True	-277	150M	255	0	3	0.6060019135475159	ambig_opp_strand	unspliced	3419	17	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2540:19967:13839	chr11	65501484	65501633	True	-280	150M	255	0	3	0.5441075563430786	ambig_opp_strand	unspliced	3419	16	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2601:17842:26349	chr11	65503844	65503993	True	-160	150M	255	0	3	0.016005219891667366	ambig_opp_strand	unspliced	3419	17	ENST00000710948.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2156:20564:15311	chr11	65504701	65504850	True	-225	150M	255	0	3	0.42722174525260925	ambig_opp_strand	unspliced	3419	20	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1345:11921:22733	chr11	65502186	65502335	False	156	150M	255	0	9	0.9453733563423157	ambig_opp_strand	unspliced	3419	22	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2256:3251:16611	chr11	65500793	65500942	True	-278	150M	255	0	3	0.07815218716859818	ambig_opp_strand	unspliced	3419	13	ENST00000710943.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2125:13856:29340	chr11	65501562	65501679	True	-118	118M	255	0	3	0.5421968102455139	ambig_opp_strand	unspliced	3419	18	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2664:11306:35571	chr11	65504507	65504656	True	-391	150M	255	0	3	0.6687073111534119	ambig_opp_strand	unspliced	3419	11	ENST00000710862.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1139:12988:24173	chr11	65501618	65501767	True	-251	150M	255	0	3	0.5440540909767151	ambig_opp_strand	unspliced	3419	17	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1439:32045:8923	chr11	65500301	65500450	False	281	150M	255	0	9	0.9368119239807129	ambig_opp_strand	unspliced	3419	26	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1339:26765:22670	chr11	65503423	65503572	False	269	150M	255	0	9	0.9526491761207581	ambig_opp_strand	unspliced	3419	23	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2454:2582:14293	chr11	65502745	65502894	False	446	150M	255	1	9	0.38729774951934814	ambig_opp_strand	unspliced	3419	16	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2305:8703:29371	chr11	65501408	65501557	True	-219	150M	255	1	3	0.2598873972892761	ambig_opp_strand	unspliced	3419	16	ENST00000710862.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1212:11297:3552	chr11	65502090	65502239	True	-355	150M	255	0	3	0.5380455255508423	ambig_opp_strand	unspliced	3419	20	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1559:20455:16031	chr11	65503785	65503934	True	-196	150M	255	0	3	0.6061505675315857	ambig_opp_strand	unspliced	3419	17	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1168:32886:32863	chr11	65504520	65504669	True	-250	150M	255	1	3	0.42720624804496765	ambig_opp_strand	unspliced	3419	20	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2674:25807:16470	chr11	65505762	65505911	True	-288	150M	255	0	3	0.5174400210380554	ambig_opp_strand	unspliced	3419	6	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1336:29622:35509	chr11	65500918	65501067	False	318	150M	255	0	9	0.9300996661186218	ambig_opp_strand	unspliced	3419	13	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2209:1615:27273	chr11	65503098	65503247	True	-194	150M	255	0	3	0.8359941244125366	ambig_opp_strand	unspliced	3419	18	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2435:13639:32847	chr11	65504604	65504753	True	-150	150M	255	0	3	0.42705291509628296	ambig_opp_strand	unspliced	3419	20	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2602:31340:20478	chr11	65504546	65504695	True	-272	150M	255	0	3	0.20397211611270905	ambig_opp_strand	unspliced	3419	20	ENST00000710862.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2637:25292:35336	chr11	65501392	65501541	False	334	150M	255	1	9	0.8844555616378784	ambig_opp_strand	unspliced	3419	16	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2528:17400:20572	chr11	65505171	65505320	False	334	150M	255	1	9	0.8830458521842957	ambig_opp_strand	unspliced	3419	8	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1442:24325:28307	chr11	65500548	65500697	False	249	150M	255	0	9	0.9187793135643005	ambig_opp_strand	unspliced	3419	25	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2630:32895:19100	chr11	65500377	65500526	True	-248	150M	255	0	3	0.5394818186759949	ambig_opp_strand	unspliced	3419	26	ENST00000710935.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1547:29225:31344	chr11	65501156	65501305	False	413	150M	255	0	9	0.35151901841163635	ambig_opp_strand	unspliced	3419	15	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1160:15917:36072	chr11	65504284	65504351	True	-317	82S68M	255	3	3	0.7374115586280823	ambig_opp_strand	unspliced	3419	12	ENST00000710862.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1512:12445:12367	chr11	65505465	65505614	False	238	150M	255	0	9	0.9548338055610657	ambig_opp_strand	unspliced	3419	6	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1373:26946:13495	chr11	65503495	65503644	False	309	150M	255	0	9	0.9284065961837769	ambig_opp_strand	unspliced	3419	19	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1543:2365:3803	chr11	65505260	65505409	True	-285	150M	255	0	3	0.08341269195079803	ambig_opp_strand	unspliced	3419	15	ENST00000710943.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1475:5493:20682	chr11	65501887	65502036	False	328	150M	255	0	9	0.8984068036079407	ambig_opp_strand	unspliced	3419	20	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2601:2582:35900	chr11	65504139	65504288	False	322	150M	255	0	9	0.9264091849327087	ambig_opp_strand	unspliced	3419	12	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2557:6352:21981	chr11	65501074	65501223	True	-274	150M	255	0	3	0.2705678343772888	ambig_opp_strand	unspliced	3419	13	ENST00000710943.1	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:1623:7166:3912	chr11	65504321	65504470	False	340	150M	255	0	9	0.8760343194007874	ambig_opp_strand	unspliced	3419	12	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:1222:10936:34272	chr11	65504667	65504816	True	-299	150M	255	2	3	0.4270389974117279	ambig_opp_strand	unspliced	3419	20	ENST00000618132.2	MALAT1	ENSG00000251562.11	mrna
A00839:75:H7MFFDSXY:3:2218:17788:8625	chr11	65505516	65505665	False	319	150M	255	0	9	0.9119696617126465	ambig_opp_strand	unspliced	3419	6	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2546:11270:12054	chr11	65504383	65504532	False	154	150M	255	0	9	0.9363886713981628	ambig_opp_strand	unspliced	3419	22	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
A00839:75:H7MFFDSXY:3:2265:29215:26631	chr11	65500806	65500955	False	344	150M	255	0	9	0.831611156463623	ambig_opp_strand	unspliced	3419	13	ENST00000698129.1	TALAM1	ENSG00000289740.1	mrna
