qname	chrom	pos	end	is_reverse	tlen	cigar	mapq	nm	zf	zw	zc	zs	zl	zn	zt	zr	zg	pred
A00839:75:H7MFFDSXY:3:2167:10782:24424	chr1	152352893	152353042	True	-249	150M	255	0	25	0.8119003176689148	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2540:30825:19398	chr1	152356877	152357026	False	240	150M	255	0	3	0.8755958676338196	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2350:27543:29747	chr1	152355322	152355471	False	407	150M	255	0	5	0.7572895288467407	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1415:19208:12242	chr1	152350957	152351106	False	325	150M	255	0	3	0.7824770212173462	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2277:27462:34147	chr1	152350734	152350883	False	234	150M	255	0	3	0.8759640455245972	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1531:24153:13135	chr1	152352877	152353026	True	-395	150M	255	0	5	0.9340923428535461	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2332:26313:34287	chr1	152355006	152355155	False	261	150M	255	0	3	0.8690878748893738	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1252:29866:24815	chr1	152355797	152355946	True	-184	150M	255	2	5	0.12094254791736603	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2459:21151:29324	chr1	152356199	152356348	False	300	150M	255	0	3	0.8364787697792053	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1338:31114:36652	chr1	152354227	152354376	True	-356	150M	255	0	5	0.690138578414917	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1178:18530:17394	chr1	152350734	152350883	True	-311	150M	255	0	25	0.05115044116973877	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152189332_152365557		RIGEL_NRNA_chr1_1_152189332_152365557	nrna
A00839:75:H7MFFDSXY:3:2578:20085:32643	chr1	152351907	152351991	False	310	85M	255	0	3	0.8198214769363403	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1247:21441:7968	chr1	152357323	152357472	False	330	150M	255	1	5	0.6374111175537109	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1614:1904:14403	chr1	152356369	152356518	False	372	150M	255	0	5	0.5482625961303711	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1461:23800:18505	chr1	152353224	152353373	True	-287	150M	255	0	25	0.7398525476455688	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2437:5791:5008	chr1	152351460	152351609	True	-256	150M	255	0	25	0.8027465343475342	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2518:22887:30013	chr1	152354119	152354268	False	391	150M	255	0	5	0.7731271982192993	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1335:32985:28902	chr1	152352408	152352557	True	-289	150M	255	0	25	0.7344013452529907	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1328:21748:9095	chr1	152355274	152355423	True	-352	150M	255	1	25	0.3219101130962372	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2264:27679:26725	chr1	152351118	152351267	True	-313	150M	255	0	25	0.6313621997833252	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1316:16830:24314	chr1	152353119	152353268	False	208	150M	255	0	3	0.8767197132110596	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2540:22426:10019	chr1	152357533	152357682	False	321	150M	255	0	25	0.42392095923423767	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_2_152348734_152360006		RIGEL_NRNA_chr1_2_152348734_152360006	nrna
A00839:75:H7MFFDSXY:3:1468:4969:26130	chr1	152356735	152356884	False	320	150M	255	0	3	0.7966775298118591	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1504:21938:18223	chr1	152353597	152353746	False	325	150M	255	0	3	0.7824770212173462	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2638:31376:11271	chr1	152357285	152357434	True	-335	150M	255	1	25	0.4823647737503052	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1467:30020:5635	chr1	152351365	152351514	True	-438	150M	255	0	5	0.9284497499465942	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1411:3586:28432	chr1	152351848	152351997	False	281	150M	255	0	3	0.856623113155365	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1521:13865:26944	chr1	152353785	152353934	True	-189	150M	255	1	25	0.8120765686035156	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1535:22299:19570	chr1	152356864	152357012	False	393	149M	255	0	5	0.765766978263855	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2575:12274:7185	chr1	152355090	152355239	False	197	150M	255	0	3	0.875155508518219	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1349:29098:10113	chr1	152352098	152352247	True	-349	150M	255	1	25	0.3463674783706665	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2235:20229:5995	chr1	152353354	152353503	False	356	150M	255	0	5	0.3442799746990204	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1355:23692:16971	chr1	152351677	152351826	False	414	150M	255	0	5	0.7759493589401245	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2465:24279:33552	chr1	152356628	152356777	False	429	150M	255	0	5	0.7595534920692444	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1601:22607:1470	chr1	152355020	152355155	True	-367	136M	3	0	128	0.0	.	unknown	-1	0	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1601:9851:28792	chr1	152356378	152356527	True	-175	150M	255	0	25	0.795405387878418	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1573:5719:29434	chr1	152353213	152353362	False	381	150M	255	0	5	0.6684404015541077	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1527:29731:32816	chr1	152354127	152354276	False	312	150M	255	0	3	0.8142598867416382	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1476:15329:21245	chr1	152354602	152354751	False	346	150M	255	0	3	0.6764441728591919	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1203:8938:4820	chr1	152355739	152355888	False	372	150M	255	0	3	0.406935453414917	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2338:1054:34444	chr1	152351673	152351822	True	-387	150M	255	0	5	0.9218645095825195	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1405:16179:6496	chr1	152350724	152350873	False	371	150M	255	1	3	0.4056529104709625	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1412:2428:21574	chr1	152353150	152353299	False	386	150M	255	0	5	0.7260953187942505	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1525:5629:8923	chr1	152351638	152351787	False	390	150M	255	0	3	0.2324562668800354	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1653:6271:8030	chr1	152352911	152353060	True	-236	150M	255	0	25	0.820188045501709	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1427:2663:35415	chr1	152353441	152353590	True	-338	150M	255	1	5	0.4983070492744446	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2648:4345:26271	chr1	152350455	152350604	False	337	150M	255	0	3	0.732475996017456	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1255:22959:33051	chr1	152357131	152357280	True	-283	150M	255	0	25	0.7493870258331299	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1127:5312:27821	chr1	152350908	152351057	True	-357	150M	255	1	5	0.6967925429344177	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2151:3378:3176	chr1	152353804	152353953	False	197	150M	255	0	3	0.875155508518219	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2610:4915:10942	chr1	152350655	152350804	False	418	150M	255	0	5	0.7819684743881226	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2458:19515:30937	chr1	152352100	152352249	False	383	150M	255	0	5	0.7054384350776672	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1241:10474:25332	chr1	152354811	152354918	True	-339	108M	255	0	25	0.03621024265885353	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152189332_152365557		RIGEL_NRNA_chr1_1_152189332_152365557	nrna
A00839:75:H7MFFDSXY:3:1171:14561:25989	chr1	152352191	152352340	False	286	150M	255	0	3	0.852739691734314	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2610:9435:30765	chr1	152353557	152353706	False	370	150M	255	0	3	0.42486053705215454	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2202:8223:11224	chr1	152350586	152350735	True	-350	150M	255	0	25	0.34074339270591736	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2612:2989:1846	chr1	152354579	152354724	True	-211	146M	255	0	5	0.10486925393342972	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1145:24614:9330	chr1	152351253	152351402	False	576	150M	255	1	3	0.552334725856781	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1635:13376:11945	chr1	152357346	152357495	False	268	150M	255	0	3	0.865267813205719	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2164:16712:31782	chr1	152357018	152357167	True	-423	150M	255	0	5	0.935839831829071	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2578:29948:4539	chr1	152352889	152353038	True	-305	150M	255	0	25	0.672765851020813	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1375:19524:34303	chr1	152357227	152357376	False	323	150M	255	0	3	0.7879531979560852	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1375:12861:23328	chr1	152353823	152353972	True	-443	150M	255	0	5	0.9468745589256287	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2171:13232:30201	chr1	152350376	152350525	False	342	150M	255	0	3	0.7070009708404541	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2208:3558:32393	chr1	152354252	152354401	False	277	150M	255	0	3	0.8593738079071045	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1154:2456:32111	chr1	152355940	152356089	False	449	150M	255	0	5	0.7547329068183899	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2123:21178:4633	chr1	152351607	152351756	False	338	150M	255	1	3	0.7299171090126038	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2333:17074:25645	chr1	152354045	152354181	False	137	137M	255	0	25	0.09026344865560532	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_2_152348734_152360006		RIGEL_NRNA_chr1_2_152348734_152360006	nrna
A00839:75:H7MFFDSXY:3:2515:29297:21574	chr1	152356622	152356771	False	255	150M	255	0	3	0.871295154094696	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2214:7346:13275	chr1	152356122	152356271	True	-442	150M	255	0	5	0.9324852824211121	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1135:21847:21919	chr1	152352358	152352399	True	-273	42M	255	0	5	0.15841415524482727	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1402:12373:33066	chr1	152356315	152356464	True	-413	150M	255	0	5	0.9398261904716492	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1363:16251:8312	chr1	152350898	152351047	False	675	150M	255	0	3	0.6645954847335815	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1648:20952:6872	chr1	152351556	152351705	False	170	150M	255	0	3	0.8667905926704407	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1534:22327:27007	chr1	152356234	152356383	False	329	150M	255	0	3	0.7693861126899719	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1562:32524:22717	chr1	152356432	152356581	True	-312	150M	255	0	25	0.6333353519439697	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2123:8169:34898	chr1	152353366	152353515	True	-203	150M	255	0	25	0.8197950124740601	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1508:12771:35227	chr1	152355169	152355318	True	-238	150M	255	0	25	0.8201908469200134	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2247:18313:2613	chr1	152355531	152355680	True	-347	150M	255	0	5	0.5985598564147949	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2560:23095:16939	chr1	152353864	152354013	False	250	150M	255	4	3	0.8735895156860352	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1240:3369:36980	chr1	152352569	152352713	True	-370	145M	255	0	5	0.8261558413505554	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1431:26657:32910	chr1	152356374	152356523	True	-362	150M	255	0	25	0.22776509821414948	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1341:4110:2159	chr1	152353948	152354097	True	-214	150M	255	0	25	0.8229922652244568	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2209:31828:12211	chr1	152356855	152357003	False	183	1S149M	255	2	3	0.8716685771942139	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2415:24017:27743	chr1	152354374	152354523	True	-330	150M	255	0	5	0.4251745045185089	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2202:8585:12790	chr1	152350950	152351099	False	333	150M	255	0	5	0.1648334413766861	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1403:2519:26240	chr1	152352991	152353140	False	406	150M	255	0	5	0.7756003737449646	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2629:30852:1564	chr1	152354806	152354955	False	334	150M	255	0	3	0.7501073479652405	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2103:30355:18458	chr1	152351240	152351389	False	211	150M	255	0	3	0.8766130805015564	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1357:17282:1172	chr1	152354031	152354180	False	286	150M	255	0	3	0.852739691734314	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2667:25364:23062	chr1	152350800	152350949	True	-276	150M	255	0	25	0.7656789422035217	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2609:8413:21574	chr1	152354080	152354229	True	-357	150M	255	0	5	0.6967923641204834	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1164:17246:18709	chr1	152351904	152352053	True	-178	150M	255	1	25	0.799881637096405	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2468:4734:8218	chr1	152356555	152356704	False	269	150M	255	0	5	0.040284790098667145	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2530:4399:11584	chr1	152351942	152352091	False	415	150M	255	0	3	0.2102106362581253	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1356:24587:24158	chr1	152356225	152356374	True	-351	150M	255	0	5	0.639532208442688	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2414:21630:17566	chr1	152352288	152352437	False	13	150M	255	0	5	0.777821958065033	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2502:7166:20885	chr1	152351803	152351952	True	-390	150M	255	0	5	0.9242246150970459	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1174:11143:4351	chr1	152356239	152356388	False	190	150M	255	0	3	0.8736576437950134	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2350:32642:11428	chr1	152356174	152356323	False	346	150M	255	0	3	0.6764441728591919	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1103:17734:29262	chr1	152356333	152356482	True	-266	150M	255	0	25	0.7869921326637268	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1610:31837:13072	chr1	152357661	152357810	True	-455	150M	255	0	5	0.9411660432815552	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1276:25355:32878	chr1	152353544	152353693	False	395	150M	255	0	5	0.769639253616333	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1561:11541:2472	chr1	152351466	152351615	True	-242	150M	255	0	25	0.8176822662353516	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:1148:16342:14857	chr1	152354354	152354503	False	159	150M	255	0	3	0.8588417172431946	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2454:12753:28620	chr1	152356014	152356163	True	-718	150M	255	0	25	0.9189491868019104	ambig_opp_strand	spliced_unannot	1437	11	RIGEL_NRNA_chr1_1_152335378_152364080		RIGEL_NRNA_chr1_1_152335378_152364080	nrna
A00839:75:H7MFFDSXY:3:2409:22607:13870	chr1	152355754	152355903	False	169	150M	255	0	3	0.8659967184066772	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:1275:1018:19351	chr1	152353755	152353904	True	-214	150M	255	0	5	0.10442029684782028	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1203:6831:14888	chr1	152353193	152353342	True	-258	150M	255	0	25	0.06383591145277023	ambig_opp_strand	unspliced	1437	12	RIGEL_NRNA_chr1_1_152189332_152365557		RIGEL_NRNA_chr1_1_152189332_152365557	nrna
A00839:75:H7MFFDSXY:3:2248:25446:4852	chr1	152356202	152356351	False	316	150M	255	0	3	0.8068447113037109	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2322:19054:3959	chr1	152356235	152356384	False	471	150M	255	0	3	0.20968025922775269	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
A00839:75:H7MFFDSXY:3:2163:2953:31469	chr1	152356892	152357041	True	-439	150M	255	0	5	0.9356362223625183	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2330:21920:30718	chr1	152353607	152353756	False	289	150M	255	0	3	0.8504444360733032	ambig_opp_strand	unspliced	1437	12	ENST00000388718.5	FLG2	ENSG00000143520.6	mrna
