qname	chrom	pos	end	is_reverse	tlen	cigar	mapq	nm	zf	zw	zc	zs	zl	zn	zt	zr	zg	pred
A00839:75:H7MFFDSXY:3:2631:24795:2503	chr9	76706391	76706540	False	243	150M	255	0	3	0.6876435875892639	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1244:19741:4867	chr9	76709299	76709448	False	376	150M	255	0	3	0.655756413936615	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2407:24325:5603	chr9	76707359	76707508	False	373	150M	255	0	3	0.6603348851203918	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1408:14000:3568	chr9	76706768	76706917	False	407	150M	255	0	3	0.18686026334762573	ambig_opp_strand	unspliced	22928	19	ENST00000428286.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2259:12771:4225	chr9	76705326	76705475	False	322	150M	255	0	3	0.20454120635986328	ambig_opp_strand	unspliced	22928	19	ENST00000428286.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2447:25138:4038	chr9	76703873	76703975	True	-103	103M	255	0	5	0.8358888626098633	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1658:1832:33755	chr9	76709831	76709980	True	-324	150M	255	1	25	0.9173480868339539	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:2141:32479:15687	chr9	76705966	76706115	True	-355	150M	255	0	25	0.7929695248603821	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:1119:25690:35775	chr9	76706727	76706876	True	-165	150M	255	0	5	0.019466981291770935	ambig_opp_strand	unspliced	-1	19	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1455:6533:5541	chr9	76707530	76707679	False	304	150M	255	0	3	0.6864429712295532	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1657:16062:15718	chr9	76705676	76705825	True	-293	150M	255	1	25	0.9507495760917664	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:1547:5981:23062	chr9	76703475	76703599	False	436	25S125M	255	1	3	0.6272333264350891	ambig_opp_strand	unspliced	22928	12	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2648:8513:19742	chr9	76704996	76705145	False	264	150M	255	0	3	0.6874510645866394	ambig_opp_strand	unspliced	22928	22	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1132:8874:10629	chr9	76708812	76708961	False	231	150M	255	0	3	0.6876792907714844	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2314:6659:28933	chr9	76709179	76709316	False	241	59M12I79M	255	13	3	0.6876555681228638	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2130:12952:21856	chr9	76703240	76703389	False	521	150M	255	0	5	0.9986463189125061	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2273:23321:28541	chr9	76705006	76705119	False	114	114M	255	0	3	0.20380344986915588	ambig_opp_strand	unspliced	22928	22	ENST00000428286.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2270:30192:17801	chr9	76707508	76707657	False	346	150M	255	0	3	0.6810927987098694	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2650:24216:5509	chr9	76706018	76706167	True	-202	150M	255	0	25	0.966254472732544	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:2444:15501:3443	chr9	76703836	76703985	True	-316	150M	255	0	5	0.7237403392791748	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1624:6126:22936	chr9	76704682	76704831	False	435	150M	255	0	5	0.9983383417129517	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1622:21612:12774	chr9	76705335	76705484	True	-389	150M	255	0	5	0.5912739634513855	ambig_opp_strand	unspliced	-1	26	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1344:4887:1282	chr9	76707374	76707523	True	-474	150M	255	0	5	0.6072347164154053	ambig_opp_strand	unspliced	-1	19	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1350:13566:7513	chr9	76705729	76705878	False	190	150M	255	0	3	0.6876129508018494	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2110:15537:30029	chr9	76703818	76703967	False	187	150M	255	1	3	0.6876327395439148	ambig_opp_strand	unspliced	22928	12	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1372:21233:13119	chr9	76706312	76706461	False	341	150M	255	1	3	0.20369181036949158	ambig_opp_strand	unspliced	22928	19	ENST00000428286.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2612:30337:13103	chr9	76706554	76706703	True	-369	150M	255	0	25	0.6614436507225037	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:2347:28411:26616	chr9	76706161	76706310	True	-262	150M	255	0	25	0.9623994827270508	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:2305:5502:19758	chr9	76709915	76710064	False	285	150M	255	0	3	0.6870914697647095	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1235:18439:18364	chr9	76706509	76706658	True	-363	150M	255	2	25	0.7309319376945496	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:2555:2989:2503	chr9	76707071	76707220	False	203	150M	255	1	3	0.6876695156097412	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2424:8558:6480	chr9	76706793	76706942	False	381	150M	255	0	3	0.6467316150665283	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1254:23294:18944	chr9	76706188	76706337	False	324	150M	255	0	3	0.6851239204406738	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1424:17228:28009	chr9	76705023	76705172	False	298	150M	255	0	3	0.2049722820520401	ambig_opp_strand	unspliced	22928	22	ENST00000428286.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2665:15076:31986	chr9	76705586	76705735	True	-181	150M	255	1	25	0.9636655449867249	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:1466:10583:19758	chr9	76705235	76705384	False	178	150M	255	0	3	0.10263542085886002	ambig_opp_strand	unspliced	22928	26	ENST00000376718.8	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1168:1018:7357	chr9	76707495	76707644	True	-350	150M	255	0	25	0.8259350061416626	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:1106:16523:33395	chr9	76707281	76707430	False	331	150M	255	0	3	0.6843298673629761	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:2360:10366:32534	chr9	76707047	76707196	True	-206	150M	255	1	25	0.9664841890335083	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:2454:23357:30796	chr9	76705339	76705488	False	467	150M	255	0	3	0.6179158687591553	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1326:3369:33692	chr9	76705009	76705158	False	334	150M	255	0	3	0.6839121580123901	ambig_opp_strand	unspliced	22928	22	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1647:14326:35227	chr9	76708690	76708839	True	-281	150M	255	1	5	0.023358173668384552	ambig_opp_strand	unspliced	-1	19	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2359:29152:31688	chr9	76705143	76705292	False	385	150M	255	0	3	0.6345953941345215	ambig_opp_strand	unspliced	22928	26	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1576:26377:15734	chr9	76706974	76707123	False	273	150M	255	0	3	0.1026054248213768	ambig_opp_strand	unspliced	22928	19	ENST00000376718.8	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1234:31928:3552	chr9	76703569	76703718	True	-474	150M	255	0	5	0.9937718510627747	ambig_opp_strand	unspliced	-1	12	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1227:7636:4413	chr9	76706518	76706667	False	255	150M	255	0	3	0.687551736831665	ambig_opp_strand	unspliced	22928	19	ENST00000426088.5	PRUNE2	ENSG00000106772.19	mrna
A00839:75:H7MFFDSXY:3:1260:11641:36057	chr9	76708493	76708642	True	-201	150M	255	0	25	0.9661571979522705	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:2170:29984:18850	chr9	76703034	76703181	False	299	82M2I66M	255	2	5	0.9371815323829651	ambig_opp_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1312:9399:36182	chr9	76705342	76705491	False	373	150M	255	0	5	0.04062160104513168	ambig_opp_strand	unspliced	-1	19	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1408:21929:6934	chr9	76705587	76705736	True	-396	150M	255	1	25	0.38197195529937744	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:2325:19180:23531	chr9	76708992	76709141	True	-338	150M	255	0	25	0.883220911026001	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
A00839:75:H7MFFDSXY:3:2217:30798:9267	chr9	76706676	76706825	True	-204	150M	255	0	25	0.9665318727493286	ambig_opp_strand	unspliced	22928	19	RIGEL_NRNA_chr9_1_76704847_76710661		RIGEL_NRNA_chr9_1_76704847_76710661	nrna
