qname	chrom	pos	end	is_reverse	tlen	cigar	mapq	nm	zf	zw	zc	zs	zl	zn	zt	zr	zg	pred
A00839:75:H7MFFDSXY:3:2141:29821:13557	chr11	64261649	64261798	True	-305	150M	255	0	25	0.8193967342376709	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2233:19849:15264	chr11	64264778	64264927	True	-177	150M	255	0	25	0.9073485136032104	ambig_same_strand	unspliced	4067	5	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2325:9028:11490	chr11	64264707	64264856	True	-347	150M	255	0	25	0.5256630778312683	ambig_same_strand	unspliced	4067	5	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2637:20708:35853	chr11	64262153	64262302	False	339	150M	255	0	5	0.9987732172012329	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1201:6027:9079	chr11	64266009	64266158	False	186	150M	255	1	5	0.9909389615058899	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1565:20907:26365	chr11	64265353	64265502	True	-219	150M	255	0	25	0.9341166019439697	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1310:22968:9079	chr11	64264100	64264249	True	-246	150M	255	0	25	0.9185090661048889	ambig_same_strand	unspliced	4067	9	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1121:14335:9596	chr11	64263091	64263240	False	445	150M	255	0	5	0.9998854398727417	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2560:17571:4335	chr11	64264065	64264214	True	-299	150M	255	0	25	0.8336466550827026	ambig_same_strand	unspliced	4067	9	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1106:4535:32800	chr11	64265934	64266083	True	-234	150M	255	0	25	0.9312421083450317	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1447:19217:20494	chr11	64269846	64269995	False	312	150M	255	0	3	0.8407257199287415	ambig_opp_strand	unspliced	4173	5	ENST00000309032.8	BAD	ENSG00000002330.14	mrna
A00839:75:H7MFFDSXY:3:1263:1886:29622	chr11	64263529	64263678	False	492	150M	255	0	5	0.9999010562896729	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2410:31412:14372	chr11	64263763	64263912	False	314	150M	255	0	5	0.997310996055603	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1222:31069:6762	chr11	64266570	64266719	True	-351	150M	255	0	5	0.513855516910553	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1202:20076:23046	chr11	64261311	64261460	False	504	150M	255	0	25	0.9980326890945435	ambig_same_strand	spliced_implicit	4067	6	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2612:24008:23218	chr11	64261547	64261696	False	426	150M	255	0	5	0.9999111294746399	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1109:7175:29293	chr11	64264916	64265060	False	427	145M5S	255	9	25	0.9980326890945435	ambig_same_strand	spliced_implicit	4067	6	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2168:16333:1282	chr11	64265175	64265303	False	466	129M21S	255	9	5	0.9999169111251831	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1415:29306:29136	chr11	64262350	64262499	False	434	150M	255	0	5	0.9999133348464966	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2231:14208:18176	chr11	64264029	64264178	True	-337	150M	255	0	5	0.36505162715911865	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1148:2971:12461	chr11	64262472	64262621	False	358	150M	255	0	5	0.9994916915893555	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2421:18295:17675	chr11	64266032	64266181	True	-251	150M	255	0	25	0.9229196310043335	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1457:9417:36307	chr11	64260449	64260598	True	-274	150M	255	0	25	0.8946672677993774	ambig_same_strand	unspliced	4067	4	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1527:20473:3035	chr11	64263883	64264032	False	311	150M	255	0	5	0.9970771670341492	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1210:30743:5729	chr11	64266690	64266839	True	-318	150M	255	1	25	0.7610593438148499	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2356:21694:36839	chr11	64263416	64263565	True	-213	150M	255	1	25	0.9330432415008545	ambig_same_strand	unspliced	4067	5	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2269:17662:27571	chr11	64263516	64263665	False	254	150M	255	1	5	0.9910376667976379	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1562:27163:6480	chr11	64261987	64262136	True	-181	150M	255	0	25	0.9179819822311401	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1277:32597:15483	chr11	64265206	64265355	True	-252	150M	255	0	25	0.9236271977424622	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1355:26078:14152	chr11	64263913	64264062	False	256	150M	255	0	5	0.9912781119346619	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1311:28565:5776	chr11	64261502	64261651	False	463	150M	255	1	5	0.9999123215675354	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1357:11595:27712	chr11	64262468	64262617	False	360	150M	255	0	5	0.99952632188797	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2242:29749:19038	chr11	64266536	64266685	False	219	150M	255	0	5	0.9891424775123596	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2514:8585:35430	chr11	64262759	64262908	True	-390	150M	255	1	5	0.8790307641029358	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2558:21106:25426	chr11	64263994	64264143	False	376	150M	255	0	5	0.9998071193695068	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1510:11143:20666	chr11	64263573	64263722	False	299	150M	255	0	5	0.9959561824798584	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1265:28266:13933	chr11	64260331	64260480	True	-356	150M	255	0	25	0.42890506982803345	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1656:8793:30342	chr11	64263696	64263845	False	377	150M	255	0	5	0.9998158812522888	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1459:6560:32518	chr11	64266661	64266810	True	-414	150M	255	0	5	0.8974643349647522	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1444:31774:22326	chr11	64262597	64262745	True	-317	42M1I107M	255	2	25	0.7659599184989929	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2227:12744:9596	chr11	64261352	64261501	True	-217	150M	255	0	25	0.9341233372688293	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1562:9426:22639	chr11	64266070	64266219	False	469	150M	255	0	5	0.9999052286148071	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1473:11243:31454	chr11	64262565	64262714	True	-313	150M	255	0	25	0.7850024104118347	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2514:23674:11334	chr11	64260014	64260163	True	-332	150M	255	0	25	0.6751788854598999	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1265:14561:21637	chr11	64263931	64264080	True	-373	150M	255	0	5	0.7686628699302673	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2601:16025:19601	chr11	64263799	64263948	False	312	150M	255	0	5	0.9971836805343628	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2154:7075:22983	chr11	64262020	64262169	False	214	150M	255	0	5	0.9893033504486084	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1510:20989:24815	chr11	64264120	64264269	True	-385	150M	255	0	5	0.8691123127937317	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1674:29306:8249	chr11	64262058	64262207	True	-393	150M	255	0	5	0.8920360803604126	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2140:27480:22216	chr11	64261997	64262146	False	227	150M	255	0	5	0.9893232583999634	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2629:9525:7028	chr11	64260092	64260241	True	-353	150M	255	0	5	0.5413181781768799	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2309:5855:13385	chr11	64261761	64261910	True	-403	150M	255	0	5	0.8938499093055725	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2676:10095:21512	chr11	64261461	64261610	False	264	150M	255	0	5	0.99232017993927	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2163:7979:31908	chr11	64266226	64266375	False	315	150M	255	0	5	0.9973582029342651	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1125:30264:7748	chr11	64262476	64262625	False	256	150M	255	0	5	0.9913663268089294	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2651:23475:28432	chr11	64262104	64262253	True	-334	150M	255	0	25	0.6619144082069397	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2663:1551:5932	chr11	64263925	64264056	True	-132	132M	255	0	25	0.7603328824043274	ambig_same_strand	unspliced	4067	9	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1332:31096:23782	chr11	64262492	64262641	False	317	150M	255	0	5	0.9975272417068481	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1439:18376:28244	chr11	64265156	64265303	False	339	148M2S	255	7	5	0.9987732172012329	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2253:21359:1063	chr11	64262031	64262180	True	-221	150M	255	0	5	0.06480757147073746	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2406:7111:29215	chr11	64266339	64266488	True	-428	150M	255	0	5	0.8919392228126526	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1126:23484:31485	chr11	64269969	64270118	False	367	150M	255	0	5	0.263078510761261	ambig_opp_strand	unspliced	-1	5	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1108:8495:9784	chr11	64261500	64261649	False	414	150M	255	0	5	0.9999141693115234	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1319:22290:20619	chr11	64266048	64266197	False	275	150M	255	0	5	0.9936618208885193	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1313:14841:26256	chr11	64263845	64263994	True	-294	150M	255	1	5	0.14183159172534943	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2544:26422:11804	chr11	64262015	64262164	False	329	150M	255	0	5	0.998263418674469	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1616:16694:26991	chr11	64261577	64261726	True	-435	150M	255	1	5	0.878876268863678	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2541:5999:23187	chr11	64262649	64262798	True	-361	150M	255	0	5	0.6235657930374146	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1439:10212:17926	chr11	64266092	64266241	False	532	150M	255	0	5	0.9998660683631897	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1230:28293:14325	chr11	64265504	64265653	True	-326	150M	255	0	25	0.7145487070083618	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2577:10836:30530	chr11	64261187	64261336	False	384	150M	255	0	5	0.9998758435249329	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1569:16107:6652	chr11	64266326	64266475	True	-471	150M	255	0	25	0.9980326890945435	ambig_same_strand	spliced_implicit	4067	6	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2554:10945:14747	chr11	64264968	64265070	False	292	103M47S	255	10	5	0.9952980279922485	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2366:28592:10394	chr11	64265408	64265557	True	-377	150M	255	0	5	0.8047025203704834	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1114:1217:32597	chr11	64264938	64265070	False	337	133M17S	255	10	5	0.9987086057662964	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1275:3468:23281	chr11	64260009	64260158	True	-378	150M	255	0	5	0.8175681233406067	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2332:13205:29215	chr11	64263997	64264146	True	-377	150M	255	0	5	0.8030866980552673	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2648:6994:4272	chr11	64262680	64262829	True	-357	150M	255	0	5	0.577903151512146	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2253:11035:21324	chr11	64262046	64262195	True	-456	150M	255	1	25	0.10134600847959518	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2363:21169:2237	chr11	64264119	64264268	True	-361	150M	255	1	25	0.37424203753471375	ambig_same_strand	unspliced	4067	9	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1167:2709:15734	chr11	64265105	64265254	False	417	150M	255	0	5	0.9999183416366577	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2469:21730:2080	chr11	64263555	64263704	False	247	150M	255	0	5	0.9902710318565369	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2252:4942:18035	chr11	64264871	64265020	True	-290	150M	255	0	25	0.8643606305122375	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1173:13819:31594	chr11	64265804	64265953	False	391	150M	255	0	5	0.9999127984046936	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1459:31195:11992	chr11	64263665	64263814	False	199	150M	255	0	5	0.9897520542144775	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2277:2709:23062	chr11	64262029	64262178	True	-159	150M	255	0	25	0.88829505443573	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1433:32036:36683	chr11	64260355	64260504	True	-157	150M	255	2	25	0.8826084733009338	ambig_same_strand	unspliced	4067	4	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1431:13431:34554	chr11	64260088	64260234	False	147	147M	255	0	5	0.9573554992675781	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1634:7554:14356	chr11	64266091	64266240	True	-293	150M	255	0	25	0.8585538268089294	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1306:19886:29606	chr11	64262421	64262570	True	-179	150M	255	0	25	0.9171024560928345	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2211:15031:35947	chr11	64262870	64263019	True	-304	150M	255	0	25	0.8222060799598694	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2476:16423:16407	chr11	64263962	64264111	False	287	150M	255	0	5	0.9947660565376282	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1149:5502:20541	chr11	64264174	64264323	True	-347	150M	255	0	25	0.5256630778312683	ambig_same_strand	unspliced	4067	9	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1149:27163:12743	chr11	64263303	64263452	True	-292	150M	255	0	25	0.861126720905304	ambig_same_strand	unspliced	4067	5	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2341:16260:26240	chr11	64266045	64266186	True	-142	142M	255	1	25	0.8307546973228455	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1638:12825:26804	chr11	64265942	64266090	True	-163	1S149M	0	2	128	0.0	.	unknown	-1	0	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1519:23818:29058	chr11	64266207	64266356	True	-405	150M	255	0	5	0.8983018398284912	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1308:22733:23140	chr11	64265906	64266055	False	268	150M	255	0	5	0.9928197264671326	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1355:16812:3082	chr11	64264983	64265132	True	-325	150M	255	0	25	0.7220395803451538	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2145:29848:33896	chr11	64262676	64262825	True	-156	150M	255	1	25	0.8810876607894897	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2678:6171:29340	chr11	64261602	64261751	True	-182	150M	255	0	25	0.9196562170982361	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1328:8486:11115	chr11	64264213	64264362	True	-377	150M	255	0	5	0.8030866980552673	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2537:9923:28103	chr11	64261251	64261400	False	413	150M	255	0	5	0.9999192953109741	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1372:11116:16016	chr11	64263993	64264142	True	-343	150M	255	0	5	0.4233470857143402	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2424:22697:5916	chr11	64262420	64262569	False	317	150M	255	2	5	0.9975272417068481	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2507:17291:13996	chr11	64267326	64267475	False	205	150M	255	1	5	0.9895244240760803	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1527:21070:4946	chr11	64262200	64262349	False	360	150M	255	0	5	0.99952632188797	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1138:3522:1611	chr11	64266173	64266322	False	369	150M	255	0	5	0.9997132420539856	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1146:27679:29136	chr11	64262075	64262224	True	-267	150M	255	0	25	0.9049443602561951	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1151:12861:5196	chr11	64266231	64266380	True	-300	150M	255	0	25	0.8355889916419983	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1530:3396:24846	chr11	64265922	64266071	True	-453	150M	255	0	5	0.8834627866744995	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1420:10285:7153	chr11	64264967	64265116	True	-213	150M	255	0	25	0.9330433011054993	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1107:7753:22498	chr11	64265175	64265303	False	240	129M21S	255	7	5	0.9897904992103577	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2266:11406:10723	chr11	64265907	64266056	False	234	150M	255	0	5	0.9896366000175476	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
A00839:75:H7MFFDSXY:3:1307:10348:20384	chr11	64261310	64261459	True	-184	150M	255	0	25	0.9224238991737366	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:2407:30752:33583	chr11	64262555	64262704	True	-273	150M	255	0	25	0.8973953723907471	ambig_same_strand	unspliced	4067	7	RIGEL_NRNA_chr11_1_64251529_64267923		RIGEL_NRNA_chr11_1_64251529_64267923	nrna
A00839:75:H7MFFDSXY:3:1352:32814:20995	chr11	64263842	64263991	False	360	150M	255	0	5	0.9995214343070984	ambig_same_strand	unspliced	-1	9	.	.	.	mrna
A00839:75:H7MFFDSXY:3:2175:22245:8547	chr11	64266323	64266472	False	412	150M	255	0	5	0.9999087452888489	ambig_same_strand	unspliced	-1	7	.	.	.	mrna
