target_label	chrom	observed_start_1based	observed_end	gdna_false_rna	fraction_of_false_rna	pred_mrna	pred_nrna	ambig_same	ambig_opp	unspliced	mean_zw	max_zw	zw_ge_90_rate
mRNA TCF20 ENST00000335626.8	chr22	42209649	42215439	1026	0.00035228290308580594	1026	0	1026	0	1026	0.8235986822486272	0.9977753758430481	0.645224171539961
mRNA TTN ENST00000460472.6	chr2	24586848	186333274	1020	0.00035022276914963165	1020	0	11	1005	970	0.1616531078648918	1.0	0.00392156862745098
nRNA chr2:96,274,337-96,305,546(-)	chr2	96274821	96305518	1017	0.0003491927021815445	0	1017	1015	0	993	0.7129606312624341	0.9973436594009399	0.29793510324483774
nRNA chr9:114,850,967-115,121,030(+)	chr9	114862696	115102303	1016	0.00034884934652551546	0	1016	6	1005	1013	0.5990275929436293	0.9959805607795715	0.002952755905511811
nRNA chr2:169,127,108-169,362,534(-)	chr2	169128475	169362511	1011	0.0003471325682453702	0	1011	1008	0	1008	0.5186585590729728	1.0	0.0009891196834817012
mRNA HIVEP2 ENST00000703918.1	chr6	142752706	142775108	1007	0.000345759145621254	1007	0	877	130	1007	0.6972760804480288	0.9879856705665588	0.2671300893743793
nRNA chr11:63,898,086-63,909,539(+)	chr11	63898090	63909450	999	0.0003430123003730216	0	999	995	0	961	0.5915613743300373	0.826134204864502	0.0
mRNA RTN3 ENST00000540798.5	mixed	63681496	145376295	998	0.00034266894471699253	998	0	996	0	997	0.7492895608894781	0.8649021983146667	0.0
nRNA chr3:52,316,318-52,400,492(+)	chr3	52317849	52400466	998	0.00034266894471699253	0	998	990	0	946	0.434654414984127	1.0	0.04308617234468938
mRNA HRNR ENST00000368801.4	chr1	152212753	152221481	997	0.00034232558906096346	997	0	0	577	934	0.793441393101586	0.8781797289848328	0.0
mRNA MUC22 ENST00000561890.1	chr6	31010475	31035076	986	0.0003385486768446439	986	0	864	0	582	0.8922395139675716	1.0	0.6744421906693712
mRNA RNF213 ENST00000508628.6	chr17	80287821	80393819	984	0.0003378619655325858	984	0	951	32	983	0.8292416183257142	0.9914157390594482	0.5904471544715447
mRNA SVEP1 ENST00000374469.6	chr9	110366169	110579730	980	0.0003364885429084696	980	0	977	0	976	0.7980243027229242	1.0	0.30612244897959184
mRNA MUC17 ENST00000379439.3	chr7	101031218	101058349	978	0.0003358018315964115	978	0	955	0	937	0.5811982472714776	0.9980491399765015	0.04396728016359918
mRNA SYNM ENST00000336292.11	chr15	99105084	99133403	965	0.00033133820806803386	965	0	395	568	963	0.8872417275383683	0.9901205897331238	0.7606217616580311
nRNA chr2:178,540,115-178,582,663(+)	chr2	178540240	178582620	964	0.0003309948524120048	0	964	0	963	956	0.15026951424344695	0.19748014211654663	0.0
mRNA ICE1 ENST00000296564.9	chr5	5422760	124983041	961	0.00032996478544391767	961	0	960	0	960	0.859914555005985	1.0	0.7252861602497399
mRNA SETX ENST00000224140.6	chr9	106579640	132346448	957	0.0003285913628198015	957	0	956	1	956	0.8557530293599269	1.0	0.7011494252873564
mRNA NCOA6 ENST00000359003.7	chr20	34714916	34782401	955	0.0003279046515077434	955	0	172	782	954	0.8840254567719567	0.9978798627853394	0.7560209424083769
nRNA chr2:178,539,804-178,576,557(+)	chr2	178539825	178576500	945	0.00032447109494745284	0	945	0	944	943	0.15887743408087068	0.20885847508907318	0.0
nRNA chr5:98,856,019-98,928,786(-)	chr5	98856159	98928491	943	0.00032378438363539475	0	943	940	0	942	0.7742513935432265	0.9956040382385254	0.3870625662778367
nRNA chr11:46,856,716-46,918,550(-)	chr11	46858784	47038308	941	0.00032309767232333665	0	941	798	141	932	0.7747703107839943	1.0	0.3368756641870351
nRNA chr5:180,607,964-180,629,338(-)	chr5	180608491	180629334	922	0.0003165739148587847	0	922	911	0	909	0.6587847477550378	0.8020135164260864	0.0
mRNA AR ENST00000396044.8	chrX	67535821	67723935	919	0.00031554384789069754	919	0	915	0	918	0.26835278538993124	0.9972897171974182	0.001088139281828074
nRNA chr3:38,039,204-38,124,025(+)	chr3	38039226	38123518	919	0.00031554384789069754	0	919	529	388	899	0.667592745310788	0.9877007603645325	0.02176278563656148
nRNA ENST00000568225.2	chr8	143857839	143873260	903	0.0003100501573942327	0	903	611	0	880	0.638649865493987	0.8768357038497925	0.0
mRNA TRANK1 ENST00000429976.5	chr3	36827911	36861141	889	0.00030524317820982604	889	0	885	0	888	0.7809892860906464	0.9972742199897766	0.3025871766029246
nRNA chr9:76,704,847-76,710,661(+)	chr9	76704853	76710659	889	0.00030524317820982604	0	889	0	882	889	0.879132211409484	0.9715996384620667	0.735658042744657
nRNA chr1:146,547,366-146,898,974(+)	mixed	22284401	146882645	884	0.00030352639992968077	0	884	533	0	877	0.4690204310142414	1.0	0.005656108597285068
mRNA FAM186A ENST00000327337.6	chr12	50330583	50396595	878	0.0003014662659935065	878	0	835	5	821	0.8647989448773036	0.9989819526672363	0.6947608200455581
nRNA chr11:63,911,229-63,917,164(-)	chr11	63911241	63916993	873	0.0002997494877133612	0	873	869	0	791	0.6647732524502113	1.0	0.08934707903780069
mRNA SHROOM3 ENST00000646790.1	chr4	76730930	76779146	871	0.0002990627764013031	871	0	0	868	868	0.8600487590774928	0.9780211448669434	0.2606199770378875
mRNA ARHGAP35 ENST00000672722.1	chr19	46918488	47001606	864	0.00029665928680909975	864	0	863	0	864	0.8711701490478676	0.9970983266830444	0.7245370370370371
nRNA chr11:63,985,996-64,001,811(+)	chr11	63986047	64000877	864	0.00029665928680909975	0	864	578	285	837	0.7353038982686552	1.0	0.03009259259259259
mRNA NWD2 ENST00000309447.6	chr4	37244805	37447816	860	0.00029528586418498356	860	0	858	0	857	0.8473083562217653	1.0	0.6825581395348838
mRNA SETD2 ENST00000409792.4	chr3	47016799	47164012	846	0.00029047888500057683	846	0	844	0	846	0.636454141152754	0.991391658782959	0.001182033096926714
nRNA chr17:81,395,456-81,466,331(+)	chr17	81179143	81691545	840	0.00028841875106440254	0	840	791	41	815	0.6602820017729841	1.0	0.02857142857142857
mRNA RPTN ENST00000316073.3	chr1	152154329	152157754	836	0.00028704532844028635	836	0	831	0	802	0.7834402602878912	0.8738012909889221	0.0
mRNA APOB ENST00000233242.5	chr2	21001506	21033508	835	0.00028670197278425727	835	0	831	1	831	0.6479881252446574	1.0	0.00718562874251497
mRNA ANK3 ENST00000280772.7	chr10	60068636	60389794	828	0.0002842984831920539	828	0	828	0	828	0.6309936920378879	0.9724302291870117	0.004830917874396135
mRNA FREM3 ENST00000329798.5	chr4	143577310	143700667	827	0.0002839551275360249	827	0	0	827	827	0.8807628820171668	0.9901279211044312	0.7484885126964933
nRNA chr1:237,471,173-237,833,988(+)	chr1	237491698	237832792	818	0.0002808649266317634	0	818	815	0	817	0.44666981916706144	0.9980813264846802	0.0012224938875305623
mRNA ABCA13 ENST00000435803.6	chr7	48192826	48646070	817	0.00028052157097573435	817	0	814	0	817	0.8257142453929786	1.0	0.4785801713586291
nRNA chr3:46,987,989-47,009,704(+)	chr3	46987998	47009554	817	0.00028052157097573435	0	817	816	0	740	0.4293162041985529	0.9994472861289978	0.03182374541003672
nRNA chr1:156,525,404-156,572,604(-)	chr1	156526156	156572596	809	0.00027777472572750197	0	809	809	0	787	0.7892344234366204	0.9961847066879272	0.3992583436341162
mRNA MALAT1 ENST00000618132.2	chr11	65501018	65506109	809	0.00027777472572750197	809	0	0	808	806	0.5745495239454603	0.9894973039627075	0.1446229913473424
nRNA chr7:100,733,625-100,797,797(+)	chr7	100733952	100797799	809	0.00027777472572750197	0	809	802	0	792	0.5054778495552513	0.8976554870605469	0.0
mRNA IGSF10 ENST00000282466.4	chr3	151436359	151453765	805	0.00027640130310338577	805	0	727	76	802	0.7797010715287295	1.0	0.3826086956521739
mRNA PLEC ENST00000693060.1	chr8	143916185	143933093	803	0.0002757145917913277	803	0	801	0	799	0.42631050344941623	0.5313830971717834	0.0
nRNA chr3:48,564,072-48,595,329(-)	chr3	48564075	48595452	797	0.00027365445785515333	0	797	794	0	516	0.49583416813902714	1.0	0.34127979924717694
nRNA chr8:123,851,986-124,120,061(+)	chr8	123905662	124120007	796	0.0002733111021991243	0	796	190	604	792	0.5408740883304658	1.0	0.005025125628140704
mRNA GPATCH8 ENST00000587228.5	chr17	44397418	44401446	777	0.00026678734473457237	777	0	777	0	777	0.8164664682125531	0.9305581450462341	0.6216216216216216
mRNA FREM2 ENST00000280481.9	chr13	38687075	60517711	770	0.000264383855142369	770	0	770	0	769	0.8561202844000095	1.0	0.6584415584415585
mRNA MKI67 ENST00000368653.7	chr10	128098791	128112445	767	0.00026335378817428183	767	0	761	0	761	0.6265955389595094	0.7225748896598816	0.0
mRNA EXPH5 ENST00000525344.5	chr11	108509090	108514864	766	0.0002630104325182528	766	0	766	0	766	0.5806472707739192	0.9228072166442871	0.0926892950391645
mRNA ANKRD17 ENST00000509867.6	chr4	73075876	73156224	765	0.00026266707686222374	765	0	761	0	762	0.6350041992864968	0.8560988903045654	0.0
mRNA NEDD9 ENST00000504387.5	chr6	11184829	11213728	764	0.00026232372120619466	764	0	0	762	763	0.8194189567450454	0.8863121867179871	0.0
nRNA chr17:82,078,337-82,098,187(-)	chr17	82079305	82096409	761	0.00026129365423810754	0	761	756	0	641	0.5941943886265179	0.9956062436103821	0.15637319316688567
nRNA chr15:81,331,216-81,374,213(-)	chr15	81331830	81374207	760	0.00026095029858207847	0	760	0	757	753	0.7587422483159523	0.9925664663314819	0.31842105263157894
mRNA TSC22D1 ENST00000458659.3	chr13	44433577	44576314	758	0.00026026358727002037	758	0	704	54	758	0.8397194437515532	0.9991368651390076	0.6701846965699209
nRNA chr9:115,020,559-115,091,147(-)	chr9	115020998	115090857	749	0.0002571733863657589	0	749	0	746	746	0.6398633396991582	0.923637330532074	0.009345794392523364
mRNA TRPS1 ENST00000520276.5	chr8	115413925	115620060	742	0.00025476989677355555	742	0	739	0	738	0.8510063393468243	0.9794009327888489	0.7318059299191375
mRNA DSPP ENST00000651931.1	chr4	87612186	87616871	741	0.0002544265411175265	741	0	0	719	735	0.7710793577561936	1.0	0.001349527665317139
mRNA ARHGAP32 ENST00000527272.1	chr11	128968870	128980750	740	0.00025408318546149745	740	0	739	0	738	0.6947908475592329	0.913711428642273	0.004054054054054054
mRNA TET1 ENST00000373644.5	chr10	68572220	68692283	740	0.00025408318546149745	740	0	740	0	740	0.8603044994578168	0.9899027347564697	0.731081081081081
mRNA RAI1 ENST00000353383.6	chr17	17792938	17811441	739	0.00025373982980546843	739	0	641	98	739	0.751163407233928	0.99432373046875	0.4519621109607578
nRNA chr15:81,332,346-81,362,937(+)	chr15	81332364	81362696	737	0.00025305311849341033	0	737	0	732	731	0.8347247471196357	0.9951261281967163	0.5291723202170964
mRNA RPRD2 ENST00000492220.1	chr1	150457289	150473552	734	0.00025202305152532316	734	0	733	0	734	0.8261202678734015	0.9344767332077026	0.670299727520436
nRNA chr11:64,286,419-64,289,494(+)	chr11	64285377	64289469	732	0.00025133634021326506	0	732	727	0	675	0.657629661175519	0.9781909584999084	0.07650273224043716
mRNA VCPIP1 ENST00000310421.5	chr8	66634244	66667232	729	0.0002503062732451779	729	0	729	0	729	0.8218807947370945	0.9489741325378418	0.5390946502057613
mRNA SPATA31H1 ENST00000447166.3	chr2	27566736	27582709	726	0.0002492762062770908	726	0	726	0	726	0.8410524336105474	0.9665569067001343	0.6253443526170799
nRNA chr7:100,957,964-100,967,890(+)	chr7	100957993	100967666	725	0.0002489328506210617	0	725	491	218	697	0.5046854746521547	0.7957484126091003	0.0
mRNA SLC5A3 ENST00000381151.5	chr21	34094870	34097783	725	0.0002489328506210617	725	0	724	0	725	0.8752674905146505	0.9912768006324768	0.7531034482758621
nRNA chr9:5,749,978-5,833,027(-)	chr9	5752934	5832901	724	0.0002485894949650327	0	724	270	450	717	0.7038755220932197	0.9915664196014404	0.008287292817679558
nRNA chr19:42,325,634-42,378,769(+)	chr19	42326129	42376651	723	0.0002482461393090036	0	723	717	0	692	0.5568683246024375	0.9921258687973022	0.04426002766251729
mRNA ADNP ENST00000349014.8	chr20	50891069	50894513	721	0.0002475594279969455	721	0	720	0	721	0.7894813681651687	0.9026807546615601	0.3120665742024965
nRNA chr3:38,103,128-38,123,083(-)	chr3	38107248	38122991	719	0.0002468727166848874	0	719	0	719	709	0.8327534868380622	0.9997856616973877	0.6119610570236439
mRNA ZNF292 ENST00000339907.8	chr6	87233365	87261910	719	0.0002468727166848874	719	0	719	0	719	0.6538751788711971	0.97294682264328	0.14881780250347706
mRNA HIVEP3 ENST00000643665.1	chr1	41509194	41585139	718	0.00024652936102885834	718	0	718	0	718	0.7498299540993355	0.8614941239356995	0.0
mRNA PRUNE2 ENST00000426088.5	chr9	21069650	76710226	692	0.00023760211397210303	692	0	2	688	691	0.6707682124409028	0.8361216187477112	0.0
mRNA MAN1B1 ENST00000684645.1	chr9	137086983	137108898	691	0.00023725875831607398	691	0	541	0	287	0.8921151839293723	0.9969136714935303	0.5947901591895803
nRNA chr11:64,218,896-64,223,857(+)	chr11	64218988	64223830	690	0.00023691540266004493	0	690	688	2	671	0.5429669596254826	0.7819187045097351	0.0
mRNA ZBTB7B ENST00000292176.2	chr1	155014449	155016981	689	0.00023657204700401588	689	0	689	0	685	0.7636487354485234	0.9437479376792908	0.13062409288824384
mRNA DIDO1 ENST00000395343.6	chr20	62878882	62911597	688	0.00023622869134798684	688	0	684	0	683	0.8336553998118224	0.9862431883811951	0.6526162790697675
mRNA ZHX2 ENST00000314393.6	chr8	122951293	122954028	686	0.00023554198003592874	686	0	686	0	686	0.8342666813490082	0.9963666796684265	0.6151603498542274
mRNA ZHX1 ENST00000522655.5	chr8	123253322	123256164	685	0.0002351986243798997	685	0	684	0	685	0.8213733361666873	0.934352457523346	0.6306569343065693
mRNA TSHZ3 ENST00000240587.5	chr19	31276200	31279749	684	0.00023485526872387064	684	0	684	0	684	0.8611223044184347	0.9908837676048279	0.7222222222222222
nRNA chr1:154,582,056-154,599,446(-)	chr1	154584220	154598961	683	0.0002345119130678416	0	683	682	0	679	0.6835655037894584	0.8813585042953491	0.0
mRNA ZDBF2 ENST00000648361.1	chr2	206304719	206312037	682	0.00023416855741181252	682	0	680	0	682	0.5691869971670123	0.7726441025733948	0.0
mRNA PPP1R3A ENST00000284601.4	chr7	113877352	113919008	682	0.00023416855741181252	682	0	681	0	682	0.8840531583744322	1.0	0.7697947214076246
mRNA RLF ENST00000372771.5	chr1	40202438	40240910	681	0.00023382520175578347	681	0	680	0	681	0.8652103198952042	0.9856963157653809	0.7400881057268722
mRNA KIAA1958 ENST00000374244.3	chr9	112574055	112619199	680	0.00023348184609975442	680	0	678	0	680	0.8371143123299322	1.0	0.3911764705882353
nRNA chr13:110,502,574-110,508,179(-)	chr13	110502580	110508173	679	0.00023313849044372538	0	679	0	673	667	0.8633934291016546	0.9997074007987976	0.6671575846833578
nRNA chr11:63,763,302-63,765,962(-)	chr11	63763304	63765961	678	0.00023279513478769633	0	678	678	0	672	0.638583837475375	0.7720213532447815	0.0
mRNA ASPM ENST00000367409.9	chr1	197084135	197146643	677	0.00023245177913166728	677	0	676	0	677	0.7961080415543043	0.9596743583679199	0.5361890694239291
mRNA PRR14L ENST00000327423.11	chr22	31685300	31738894	677	0.00023245177913166728	677	0	676	0	677	0.7447964694320693	0.9719992876052856	0.4623338257016248
nRNA chr11:67,400,854-67,421,183(-)	chr11	67400855	67421180	677	0.00023245177913166728	0	677	35	641	662	0.5577214811233862	0.9984239339828491	0.013293943870014771
mRNA MAP1B ENST00000296755.12	chr5	72193868	158812480	676	0.00023210842347563823	676	0	656	19	656	0.8581751842883872	1.0	0.6198224852071006
nRNA chr11:66,334,493-66,339,875(+)	chr11	38256511	66339125	675	0.00023176506781960918	0	675	3	671	662	0.8461062044346774	1.0	0.6340740740740741
nRNA chr11:63,759,891-63,768,775(-)	chr11	63760659	63768688	675	0.00023176506781960918	0	675	675	0	674	0.6003144474879459	0.9821599125862122	0.32
nRNA chr7:43,112,628-43,566,001(+)	chr7	43114095	43562273	672	0.00023073500085152204	0	672	629	42	671	0.5342859546376747	0.9792749881744385	0.001488095238095238
mRNA KCNB2 ENST00000523207.2	chr8	72567642	72938345	671	0.000230391645195493	671	0	671	0	671	0.877811143704969	0.9933533668518066	0.7749627421758569
mRNA BOD1L1 ENST00000507943.2	chr4	13569707	13712835	671	0.000230391645195493	671	0	670	1	670	0.6170025005847793	0.7227780818939209	0.0
