locus_id	locus_key	chrom	observed_start_1based	observed_end	gdna_false_rna	fraction_of_false_rna	pred_mrna	pred_nrna	ambig_same	ambig_opp	unambig	unspliced	mean_zw	max_zw	zw_ge_90_rate	top_target	top_target_count
3	chr6:3	chr6	95134	170745948	15190	0.006346200927656652	4289	10901	11911	3001	23	14955	0.4327136537801398	1.0	0.03311389071757735	nRNA chr6:56,457,986-56,642,996(-)	961
3	chr15:3	chr15	20144097	101876410	14754	0.0061640453249931695	3565	11189	7685	6940	6	14531	0.5076974824889514	1.0	0.0355157923275044	nRNA chr15:81,332,346-81,362,937(+)	589
3	chr19:3	chr19	156842	58599378	8871	0.0037061980532746646	3871	5000	3643	5110	38	8688	0.5278429935841983	1.0	0.07845789651673994	mRNA ZNF615 ENST00000618487.4	381
883	chr7:883	chr7	42757557	156969899	8395	0.0035073309274310464	2306	6089	4151	3774	5	8172	0.49530175869863985	1.0	0.05944014294222752	nRNA chr7:100,197,473-100,214,387(+)	516
1380	chr5:1380	chr5	62306180	150396827	6485	0.0027093556955795515	819	5666	6135	293	1	6430	0.6871795962018205	1.0	0.18134155744024671	nRNA ENST00000611950.1	354
3	chr10:3	chr10	5765702	133468290	6375	0.002663399006834177	2177	4198	5805	384	8	6055	0.5142288551612519	1.0	0.09317647058823529	mRNA ZNF518A ENST00000624776.4	437
867	chr17:867	chr17	29562309	30185893	5420	0.0022644113909084302	1384	4036	1489	3918	1	5263	0.4893480160242682	1.0	0.07509225092250922	nRNA chr17:29,560,546-29,707,090(+)	1750
3	chr16:3	chr16	1510650	90175600	5134	0.0021449240001704577	2579	2555	3189	1601	2	4998	0.5092880811591615	1.0	0.17958706661472537	mRNA ZFHX3 ENST00000268489.10	930
2804	chr19:2804	chr19	36054750	55456609	4495	0.0018779574173677846	1278	3217	3912	445	4	4116	0.4414730902241172	1.0	0.05628476084538376	nRNA chr19:42,325,634-42,378,769(+)	698
3225	chr11:3225	chr11	5254207	64321809	4434	0.0018524723445180772	1104	3330	2500	1912	2	4302	0.6905882939705553	1.0	0.3042399639152007	nRNA chr11:64,318,120-64,321,811(+)	486
5941	chr13:5941	chr13	96453381	110512536	4414	0.0018441165829280093	236	4178	2831	1506	1	4134	0.4158618835300649	1.0	0.039193475305845035	nRNA chr13:110,307,283-110,504,595(+)	1168
21523	chrX:21523	chrX	67521831	67853372	4233	0.0017684969405378937	3289	944	4199	1	0	4217	0.4076815383511442	1.0	0.08457358847153319	mRNA AR ENST00000396043.4	1536
3	chr18:3	chr18	1272297	65880930	3902	0.0016302090862222683	1302	2600	2075	1784	2	3858	0.4939809816109942	1.0	0.13223987698616094	nRNA chr18:58,535,414-58,538,552(+)	380
3	chr14:3	chr14	16373182	83170058	3856	0.0016109908345651118	1919	1937	2111	1481	219	3811	0.5495500845619172	1.0	0.15819502074688796	mRNA ADAM20 ENST00000256389.5	293
1097	chr3:1097	chr3	49940348	190656853	3727	0.0015570961723091732	687	3040	3316	392	4	3468	0.46323549362068916	1.0	0.03836866112154548	nRNA chr3:52,495,337-52,524,495(+)	972
3926	chr11:3926	chr11	67351755	85758001	3510	0.0014664361590569354	1100	2410	2041	1449	7	3334	0.4580511501775338	1.0	0.025925925925925925	mRNA SYTL2 ENST00000634661.1	579
8543	chr17:8543	chr17	10300771	46371505	3332	0.0013920698809053301	111	3221	16	3292	4	3123	0.4011472516854172	1.0	0.03841536614645858	nRNA chr17:10,383,155-10,537,862(+)	1058
3	chrX:3	chrX	7049962	155568141	3308	0.0013820429669972485	1348	1960	2181	1015	3	3112	0.5076175313144516	1.0	0.06499395405078598	mRNA FRMPD4 ENST00000657982.1	199
3	chr20:3	chr20	13849252	64292591	3267	0.0013649136557376091	1821	1446	2348	864	0	3196	0.6218414963791754	1.0	0.2727272727272727	nRNA chr20:61,599,760-61,937,249(+)	478
13345	chr21:13345	chr21	11628714	33931473	3256	0.0013603179868630717	2288	968	2532	694	0	3206	0.4293277091003442	1.0	0.03101965601965602	mRNA SON ENST00000300278.8	1313
14073	chr3:14073	chr3	9750038	195443031	3121	0.0013039165961301125	1447	1674	1482	1616	4	3038	0.48567163999419505	1.0	0.03140019224607497	mRNA IGSF10 ENST00000282466.4	652
3723	chr11:3723	chr11	59712933	64328765	2946	0.0012308036822170176	72	2874	2869	40	28	2656	0.7351587016744955	0.9976447820663452	0.09266802443991853	nRNA chr11:64,251,529-64,267,923(+)	2809
3821	chr11:3821	chr11	63974620	64166101	2790	0.0011656287418144872	1324	1466	927	1857	1	2716	0.4830362750911638	1.0	0.017204301075268817	mRNA FLRT1 ENST00000246841.3	1013
4	chr21:4	chr21	8202827	45024528	2655	0.001109227351081528	531	2124	980	355	2	2247	0.6802281027859719	1.0	0.45875706214689266	nRNA chr21:8,380,664-8,450,668(+)	1171
17233	chr6:17233	chr6	26026904	166439391	2645	0.001105049470286494	884	1761	1884	711	36	2610	0.5881055206905466	1.0	0.2623818525519849	nRNA chr6:26,457,949-26,469,653(+)	162
247	chr17:247	chr17	15995681	81720975	2576	0.0010762220928007594	889	1687	2069	462	11	2431	0.39827646702124525	1.0	0.03998447204968944	nRNA chr17:81,395,456-81,466,331(+)	277
4494	chr12:4494	chr12	1946055	96952309	2553	0.0010666129669721811	544	2009	1313	1219	1	2498	0.46221565077999877	1.0	0.016059537798668234	nRNA chr12:2,820,087-2,859,791(+)	196
7093	chr15:7093	chr15	41183673	99133452	2339	0.0009772063179584534	1047	1292	1221	1109	0	2328	0.6235019281043067	1.0	0.1013253527148354	mRNA SYNM ENST00000336292.11	765
19853	chr8:19853	chr8	76703819	92818668	2281	0.0009529746093472562	2036	245	2279	1	0	2279	0.6560767400848113	0.9932529330253601	0.36519070583077595	mRNA ZFHX4 ENST00000518282.5	1711
15396	chr4:15396	chr4	47031578	86160251	2135	0.0008919775497397598	569	1566	842	1279	1	2120	0.5006427955131026	1.0	0.05105386416861827	nRNA chr4:47,914,226-47,959,141(+)	268
3918	chr11:3918	chr11	66848566	66886266	2095	0.0008752660265596238	808	1287	795	1268	18	1944	0.5257274567818621	1.0	0.0486873508353222	nRNA chr11:66,857,882-66,860,475(-)	426
3	chr22:3	chr22	16480683	50780756	2093	0.000874430450400617	686	1407	1367	461	0	2073	0.4921061733303297	1.0	0.03296703296703297	nRNA chr22:24,011,415-24,178,628(+)	389
4847	chr12:4847	chr12	48996271	49055299	2039	0.0008518698941074334	1269	770	1929	100	7	1910	0.373294828639125	1.0	0.032368808239333004	mRNA KMT2D ENST00000692637.1	603
2561	chr12:2561	chr12	100987219	124314777	2037	0.0008510343179484266	300	1737	1283	735	0	1993	0.3800478660134406	1.0	0.009818360333824251	nRNA chr12:123,762,187-123,935,720(+)	857
17462	chr6:17462	chr6	33194314	43576035	1983	0.0008284737616552429	699	1284	1374	600	8	1897	0.5048651611624991	1.0	0.0832072617246596	nRNA chr6:33,200,444-33,202,692(+)	459
3376	chr11:3376	chr11	26249163	94492904	1954	0.0008163579073496443	377	1577	1846	97	1	1867	0.46880875498022095	1.0	0.004605936540429887	nRNA chr11:68,047,283-68,050,880(+)	451
17153	chr6:17153	chr6	11174790	11337534	1954	0.0008163579073496443	901	1053	17	1924	1	1946	0.5495140721922323	1.0	0.0030706243602865915	nRNA chr6:11,173,451-11,259,099(+)	791
19991	chr8:19991	chr8	102253867	104252174	1952	0.0008155223311906376	522	1430	1674	261	1	1891	0.4967613381359413	1.0	0.0584016393442623	nRNA chr8:102,254,197-102,412,759(-)	1198
5019	chr12:5019	chr12	57096217	84580459	1948	0.0008138511788726239	258	1690	1810	129	2	1823	0.42841367824031784	1.0	0.048767967145790556	nRNA chr12:57,128,482-57,213,361(+)	950
226	chr1:226	chr1	13893461	228495719	1934	0.0008080021457595763	1079	855	1824	17	57	1779	0.4739482707383483	1.0	0.08790072388831438	nRNA chr1:154,582,056-154,599,446(-)	477
20188	chr8:20188	chr8	143916146	143976705	1930	0.0008063309934415627	1557	373	1923	0	0	1847	0.33100402979855786	0.9997918009757996	0.039378238341968914	mRNA PLEC ENST00000693060.1	792
20820	chr9:20820	chr9	114862696	115401265	1922	0.0008029886888055355	578	1344	6	1902	0	1912	0.44268343187858905	1.0	0.0036420395421436005	nRNA chr9:114,850,967-115,121,030(+)	744
11089	chr19:11089	chr19	56621282	56836401	1913	0.000799228596090005	1190	723	314	1590	0	1893	0.5004898855268909	0.9993113875389099	0.1411395713538944	nRNA chr19:56,765,318-56,823,395(+)	487
4302	chr11:4302	chr11	118364911	118602178	1891	0.0007900372583409301	1434	457	1681	195	2	1863	0.3351110820892444	1.0	0.03172924378635643	mRNA KMT2A ENST00000649699.1	467
256	chr3:256	chr3	49691214	49723965	1846	0.0007712367947632771	375	1471	929	916	0	1748	0.5439039413647712	1.0	0.029794149512459372	nRNA chr3:49,689,561-49,721,529(+)	683
11263	chr2:11263	chr2	21001506	219538221	1841	0.0007691478543657601	942	899	1282	547	1	1768	0.3768014642736272	1.0	0.025529603476371537	mRNA APOB ENST00000233242.5	649
4620	chr12:4620	chr12	10801559	108569097	1831	0.0007649699735707261	1032	799	1643	9	129	1701	0.5851421310057215	1.0	0.1190606226105953	mRNA FAM186A ENST00000327337.6	709
3	chr21:3	chr21	10413477	39349613	1792	0.0007486762384700935	1140	652	1687	81	0	1765	0.7011788615002713	1.0	0.41183035714285715	mRNA NRIP1 ENST00000400199.5	944
3906	chr11:3906	chr11	38256511	127099615	1778	0.0007428272053570459	126	1652	623	1151	0	1737	0.5586881065249854	1.0	0.09280089988751405	nRNA chr11:66,334,493-66,339,875(+)	547
4580	chr12:4580	chr12	8713806	104372762	1757	0.0007340536556874745	874	883	1033	116	87	729	0.5187496877925796	1.0	0.08764940239043825	mRNA PHC1 ENST00000543824.5	515
11113	chr19:11113	chr19	38536389	57916583	1732	0.0007236089536998895	1310	422	1010	697	0	1702	0.4945969836696053	1.0	0.04214780600461894	mRNA ZNF814 ENST00000435989.7	216
16782	chr5:16782	chr5	140786255	141010652	1732	0.0007236089536998895	363	1369	1121	598	0	1731	0.5141350262906987	0.9870941638946533	0.0017321016166281756	nRNA ENST00000409700.4	207
10107	chr19:10107	chr19	8855859	8981296	1715	0.0007165065563483317	1708	7	1702	2	0	1697	0.5066040004693168	1.0	0.00816326530612245	mRNA MUC16 ENST00000397910.8	1670
12523	chr20:12523	chr20	1118618	46456441	1691	0.0007064796424402501	680	1011	760	926	0	1672	0.49606447092779005	1.0	0.07155529272619751	nRNA chr20:46,364,550-46,390,885(+)	295
1615	chr20:1615	chr20	41028933	41205065	1675	0.0006997950331681956	703	972	1572	97	0	1580	0.6070994815586218	0.9967477917671204	0.0662686567164179	nRNA chr20:41,136,959-41,175,721(+)	575
1398	chr1:1398	chr1	155337341	155853794	1654	0.0006910214834986243	1282	372	1448	184	4	1613	0.2935130482155519	1.0	0.012091898428053204	mRNA ASH1L ENST00000392403.8	214
17480	chr6:17480	chr6	33621326	100890296	1599	0.0006680431391259372	94	1505	1431	128	21	1488	0.5330537641263702	1.0	0.09943714821763602	nRNA chr6:33,621,321-33,696,574(+)	1361
1381	chr1:1381	chr1	154983352	246666269	1596	0.000666789774887427	1015	581	1592	1	0	1560	0.4631232051715666	1.0	0.05701754385964912	mRNA FLAD1 ENST00000368431.7	370
3885	chr11:3885	chr11	28570650	65872434	1595	0.0006663719868079236	406	1189	635	956	1	1479	0.3586278324135138	1.0	0.02006269592476489	nRNA chr11:65,860,432-65,866,440(+)	259
5606	chr13:5606	chr13	23234487	23411562	1581	0.000660522953694876	1577	4	1573	5	0	1578	0.5012471222358177	1.0	0.0018975332068311196	mRNA SACS ENST00000402364.1	1163
16223	chr6:16223	chr6	26883092	57942859	1574	0.0006575984371383522	224	1350	8	1521	0	1557	0.4787358036075436	1.0	0.0031766200762388818	nRNA chr6:32,262,701-32,407,763(+)	539
3914	chr11:3914	chr11	66590180	92891373	1565	0.0006538383444228215	577	988	778	7	773	1529	0.5542827955253732	1.0	0.16613418530351437	nRNA ENST00000333861.5	774
18464	chr7:18464	chr7	34627467	92241149	1558	0.0006509138278662978	831	727	688	861	1	1546	0.3763612390463557	1.0	0.036585365853658534	mRNA AKAP9 ENST00000681722.1	217
15579	chr4:15579	chr4	76435797	76782916	1554	0.0006492426755482842	965	589	8	1541	0	1547	0.6140466781352266	0.9798809289932251	0.25611325611325614	mRNA SHROOM3 ENST00000646790.1	823
18563	chr7:18563	chr7	82821985	143352076	1544	0.0006450647947532502	1443	101	1533	1	1	1529	0.5479349224699102	1.0	0.006476683937823834	mRNA PCLO ENST00000423517.6	1205
3915	chr11:3915	chr11	66616632	66677664	1517	0.0006337845166066584	1133	384	1336	159	0	1494	0.5823470684923796	0.9999874234199524	0.12986156888595912	mRNA RBM14 ENST00000310137.5	439
14257	chr3:14257	chr3	44916803	64454313	1516	0.000633366728527155	560	956	1013	492	0	1500	0.47907704335089407	0.9967751502990723	0.018469656992084433	mRNA PRICKLE2 ENST00000640303.1	202
709	chr1:709	chr1	47765754	171285845	1507	0.0006296066358116244	108	1399	175	1323	0	1496	0.39004706789497795	0.9976578950881958	0.003981420039814201	nRNA chr1:170,863,238-171,251,832(-)	438
3827	chr11:3827	chr11	64269845	64289487	1501	0.0006270999073346039	656	845	1215	263	0	1407	0.5530463051557203	1.0	0.072618254497002	nRNA chr11:64,286,419-64,289,494(+)	700
3298	chr11:3298	chr11	12477859	64844653	1496	0.000625010966937087	138	1358	1483	1	10	1361	0.6540846997706399	1.0	0.09024064171122995	nRNA chr11:64,823,051-64,844,653(-)	1357
2913	chr2:2913	chr2	98997895	172596163	1493	0.0006237576026985768	373	1120	577	899	1	1436	0.38239251326130824	1.0	0.04085733422638982	nRNA chr2:172,427,417-172,504,534(+)	224
3903	chr11:3903	chr11	66268590	66289176	1466	0.000612477324551985	238	1228	655	810	0	1415	0.5852205902827194	1.0	0.027285129604365622	nRNA chr11:66,278,461-66,285,301(+)	239
9395	chr17:9395	chr17	80273029	80430433	1465	0.0006120595364724815	1138	327	1053	406	0	1438	0.6495440793201429	0.991556704044342	0.3460750853242321	mRNA RNF213 ENST00000508628.6	916
241	chr1:241	chr1	15847747	221517039	1461	0.0006103883841544679	1332	129	1452	4	0	1455	0.6182594271708206	1.0	0.12457221081451061	mRNA SPEN ENST00000375759.8	854
1224	chr15:1224	chr15	43534411	43802062	1451	0.0006062105033594339	667	784	568	852	6	1389	0.5709868201114324	1.0	0.026878015161957272	nRNA chr15:43,794,161-43,800,220(-)	304
17935	chr6:17935	chr6	111259392	111592094	1450	0.0006057927152799305	847	603	232	1211	0	1444	0.5047501080361163	0.9890169501304626	0.002758620689655172	mRNA REV3L ENST00000368802.8	484
3782	chr11:3782	chr11	62516582	62534062	1433	0.0005986903179283728	1433	0	1423	0	0	1416	0.6892559638211798	1.0	0.01256106071179344	mRNA AHNAK ENST00000378024.9	1433
5026	chr12:5026	chr12	57472286	57585695	1430	0.0005974369536898626	390	1040	1132	292	1	1341	0.4777337563810284	1.0	0.04055944055944056	mRNA MBD6 ENST00000355673.8	188
2424	chr10:2424	chr10	38012211	60615359	1418	0.0005924234967358218	1094	324	1312	103	0	1404	0.47553486296347486	1.0	0.08110014104372355	mRNA ANK3 ENST00000280772.7	396
3922	chr11:3922	chr11	67121066	67256030	1415	0.0005911701324973115	610	805	564	850	0	1410	0.4193032403697026	0.9485728144645691	0.008480565371024734	nRNA chr11:67,252,335-67,261,545(-)	271
3357	chr11:3357	chr11	19350773	63768688	1411	0.0005894989801792979	316	1095	1233	172	0	1394	0.506294617314528	0.9999217987060547	0.001417434443656981	nRNA chr11:63,763,302-63,765,962(-)	579
20009	chr8:20009	chr8	104714687	105996307	1410	0.0005890811920997945	646	764	67	1343	0	1410	0.4083883374546331	0.9376747608184814	0.024113475177304965	mRNA ZFPM2 ENST00000517361.1	347
16068	chr4:16068	chr4	83052074	186722702	1394	0.0005823965828277402	1354	40	1384	1	4	1382	0.7641402057043332	1.0	0.40746054519368724	mRNA FAT1 ENST00000441802.7	1304
17418	chr6:17418	chr6	31622890	31958915	1391	0.0005811432185892299	439	952	1272	108	5	1226	0.4201827182646742	1.0	0.05895039539899353	nRNA chr6:31,620,714-31,637,771(+)	174
3911	chr11:3911	chr11	66480035	67105541	1386	0.0005790542781917129	510	876	730	632	2	1311	0.46707185030905435	1.0	0.02958152958152958	nRNA chr11:66,492,466-66,493,179(+)	140
5591	chr5:5591	chr5	177402152	177456259	1377	0.0005752941854761823	242	1135	537	833	1	1285	0.5539942015755107	1.0	0.024691358024691357	nRNA chr5:177,403,203-177,432,257(+)	348
3986	chr11:3986	chr11	70472489	124898096	1372	0.0005732052450786653	398	974	994	372	0	1351	0.5366990704492615	1.0	0.01239067055393586	nRNA chr11:70,896,384-71,092,477(-)	423
13464	chr21:13464	chr21	45422373	45542370	1332	0.0005564937218985293	539	793	695	614	0	1270	0.40875771668230604	1.0	0.0533033033033033	nRNA chr21:45,493,571-45,531,541(-)	303
3838	chr11:3838	chr11	64606765	64878837	1328	0.0005548225695805157	823	505	975	339	5	1305	0.4162033539649705	1.0	0.04141566265060241	nRNA chr11:64,646,398-64,659,681(+)	248
6278	chr14:6278	chr14	24299954	51095237	1325	0.0005535692053420055	550	775	694	587	3	1146	0.5298944701226252	1.0	0.0709433962264151	mRNA NOP9 ENST00000267425.8	218
6004	chr13:6004	chr13	109755835	109786239	1325	0.0005535692053420055	1301	24	1165	159	0	1325	0.804940064439796	0.9446565508842468	0.5041509433962265	mRNA IRS2 ENST00000375856.5	1301
11104	chr19:11104	chr19	57364867	57477500	1314	0.0005489735364674681	929	385	1020	289	0	1308	0.6025611828293941	1.0	0.07229832572298325	mRNA ZNF749 ENST00000334181.5	264
3999	chr11:3999	chr11	71998810	72029579	1309	0.0005468845960699511	909	400	430	877	0	1287	0.43322927246156245	1.0	0.0053475935828877	mRNA NUMA1 ENST00000620566.4	372
1384	chr1:1384	chr1	155002667	155062771	1304	0.0005447956556724341	792	512	1286	7	6	1206	0.5795080951026476	1.0	0.1004601226993865	mRNA ZBTB7B ENST00000292176.2	674
10296	chr19:10296	chr19	16479095	18281568	1290	0.0005389466225593865	726	564	854	408	17	1269	0.516062489876076	1.0	0.06589147286821706	mRNA C19orf44 ENST00000221671.8	191
3878	chr11:3878	chr11	65616002	65637417	1280	0.0005347687417643524	517	763	1269	0	6	1136	0.4993674551107688	1.0	0.203125	nRNA chr11:65,615,775-65,637,439(+)	677
15424	chr4:15424	chr4	53377579	54581277	1271	0.0005310086490488219	414	857	879	381	0	1257	0.4870571473233818	1.0	0.0952006294256491	nRNA chr4:54,229,279-54,298,245(+)	364
20038	chr8:20038	chr8	112210535	141729916	1270	0.0005305908609693185	248	1022	1001	255	0	1251	0.3252439762890984	0.998053789138794	0.005511811023622047	nRNA chr8:132,866,957-133,134,903(+)	597
17613	chr6:17613	chr6	29199014	43369630	1270	0.0005305908609693185	965	305	1193	73	1	1245	0.6620668465381591	1.0	0.17795275590551182	mRNA ZNF318 ENST00000361428.3	921
6983	chr15:6983	chr15	24620264	25409172	1265	0.0005285019205718015	196	1069	979	275	0	1255	0.6945949935387422	0.9966683983802795	0.3391304347826087	nRNA ENST00000329468.5	484
1977	chr4:1977	chr4	112514314	140154173	1262	0.0005272485563332913	852	410	822	432	0	1256	0.5782369179023864	1.0	0.2931854199683043	mRNA MAML3 ENST00000509479.6	489
11548	chr2:11548	chr2	73385763	125769889	1257	0.0005251596159357743	1254	3	1181	73	0	1251	0.33456348685226156	1.0	0.002386634844868735	mRNA ALMS1 ENST00000614410.4	493
981	chr5:981	chr5	663570	150086592	1254	0.000523906251697264	441	813	1165	58	1	1201	0.4773347802093309	1.0	0.04066985645933014	nRNA chr5:150,053,290-150,086,590(-)	256
4488	chr12:4488	chr12	753096	909350	1252	0.0005230706755382573	952	300	1235	2	0	1240	0.5431226830135066	0.9992517828941345	0.03194888178913738	mRNA WNK1 ENST00000676347.1	372
6745	chr3:6745	chr3	52322508	52400474	1248	0.0005213995232202437	55	1193	1238	0	0	1161	0.35934086927385905	1.0	0.035256410256410256	nRNA chr3:52,316,318-52,400,492(+)	939
8754	chr17:8754	chr17	34930771	35121513	1245	0.0005201461589817335	285	960	916	315	2	1220	0.4836050559328981	1.0	0.13493975903614458	nRNA ENST00000361952.5	247
4858	chr12:4858	chr12	49587527	49763263	1241	0.0005184750066637198	539	702	549	686	0	1204	0.432160774803451	0.9944518208503723	0.020145044319097503	nRNA chr12:49,644,952-49,652,242(-)	220
8696	chr17:8696	chr17	28719989	28742347	1240	0.0005180572185842164	107	1133	207	1024	4	1187	0.550335417666863	1.0	0.035483870967741936	nRNA chr17:28,732,962-28,742,765(-)	513
14331	chr3:14331	chr3	49624972	49671352	1236	0.0005163860662662029	1233	3	1232	0	1	1230	0.7649635065612187	1.0	0.23300970873786409	mRNA BSN ENST00000296452.5	1227
851	chr1:851	chr1	74198241	74544361	1234	0.0005155504901071961	399	835	348	884	0	1225	0.5151350809928374	0.9984883666038513	0.006482982171799027	nRNA chr1:74,235,386-74,544,428(+)	446
3337	chr7:3337	chr7	1188962	132608387	1234	0.0005155504901071961	206	1028	1188	30	0	1216	0.3681259389900311	1.0	0.01053484602917342	nRNA chr7:132,123,339-132,576,470(-)	390
1024	chr5:1024	chr5	138352782	139325637	1229	0.000513461549709679	646	583	1221	1	0	1215	0.5378565900376335	1.0	0.2367778681855167	mRNA KDM3B ENST00000314358.10	443
3917	chr11:3917	chr11	66744697	122536969	1229	0.000513461549709679	146	1083	1174	40	2	1194	0.5758892208030122	1.0	0.11960943856794141	nRNA chr11:66,842,834-66,846,532(+)	383
20462	chr9:20462	chr9	39099963	121177512	1225	0.0005117903973916655	142	1083	1201	12	0	1210	0.33748184837172834	0.9733222723007202	0.0024489795918367346	nRNA chr9:121,123,930-121,177,430(+)	385
3854	chr11:3854	chr11	65090543	65117698	1216	0.0005080303046761348	357	859	826	376	10	1095	0.5035657888365677	1.0	0.12828947368421054	nRNA ENST00000310597.6	272
11944	chr2:11944	chr2	130229380	177618735	1214	0.000507194728517128	320	894	387	750	38	1192	0.6377406115474906	1.0	0.2644151565074135	nRNA ENST00000355689.6	308
3	chr13:3	chr13	19304688	114301764	1209	0.0005051057881196111	745	464	566	598	3	1156	0.5204835367358981	1.0	0.13234077750206782	mRNA TRIM13 ENST00000457662.2	144
9505	chr18:9505	chr18	7231092	47101031	1209	0.0005051057881196111	33	1176	122	407	71	1206	0.6151334689906972	1.0	0.14392059553349876	nRNA chr18:46,946,433-47,054,849(+)	524
8703	chr17:8703	chr17	29073525	80252962	1202	0.0005021812715630872	601	601	937	235	2	1138	0.4294354336912714	1.0	0.05740432612312812	mRNA MYO18A ENST00000531253.5	416
12821	chr20:12821	chr20	34708460	34825197	1200	0.0005013456954040805	967	233	157	1043	0	1197	0.7512212304545877	1.0	0.5575	mRNA NCOA6 ENST00000359003.7	921
11293	chr2:11293	chr2	26308696	228676769	1198	0.0005005101192450737	78	1120	627	565	0	1176	0.4205205005279529	1.0	0.02003338898163606	nRNA chr2:127,535,801-127,637,729(+)	337
6019	chr13:6019	chr13	111114783	111303456	1198	0.0005005101192450737	317	881	1174	13	0	1188	0.3903289863626739	0.9699273109436035	0.06928213689482471	nRNA chr13:111,153,688-111,283,298(+)	526
17332	chr6:17332	chr6	29355059	29440971	1191	0.0004975856026885498	377	814	351	838	0	1191	0.5817772670313528	0.9586510062217712	0.01343408900083963	nRNA ENST00000623183.1	230
3765	chr11:3765	chr11	61720090	94872799	1187	0.0004959144503705363	261	926	429	753	1	1162	0.39240705529769226	1.0	0.014321819713563605	nRNA chr11:61,768,500-61,790,603(-)	170
17038	chr5:17038	chr5	179797660	179861963	1184	0.0004946610861320261	586	598	551	618	2	1128	0.5469127915511726	1.0	0.16554054054054054	mRNA SQSTM1 ENST00000389805.9	264
15815	chr4:15815	chr4	125109334	125492011	1183	0.0004942432980525227	1182	1	1180	0	0	1178	0.7160548423200418	1.0	0.0033812341504649195	mRNA FAT4 ENST00000394329.9	1166
14314	chr3:14314	chr3	49007073	49023481	1180	0.0004929899338140124	784	396	971	199	2	1062	0.4067424520644975	1.0	0.048305084745762714	mRNA WDR6 ENST00000608424.6	372
11275	chr2:11275	chr2	24597499	216918677	1173	0.0004900654172574887	253	920	1059	103	1	1153	0.5302693400077858	1.0	0.023017902813299233	nRNA chr2:24,564,309-24,768,543(+)	311
9623	chr18:9623	chr18	26455547	75064734	1168	0.00048797647685997164	984	184	944	214	0	1154	0.4907134625867762	1.0	0.1386986301369863	mRNA ZNF407 ENST00000299687.10	394
9049	chr17:9049	chr17	46031083	76643748	1166	0.0004871409007009648	581	585	677	480	0	1154	0.3954210030402202	1.0	0.06260720411663807	mRNA KANSL1 ENST00000638902.1	164
930	chr1:930	chr1	89582390	89935917	1155	0.00048254523182642743	945	210	595	556	0	1152	0.7215051577406335	0.9964487552642822	0.37402597402597404	mRNA LRRC8B ENST00000439853.6	315
3206	chr11:3206	chr11	4709586	4992410	1150	0.00048045629142891045	108	1042	673	475	0	1149	0.7500726125324549	0.9999173879623413	0.42695652173913046	nRNA ENST00000322110.8	180
6261	chr14:6261	chr14	23521690	23567743	1143	0.00047753177487238664	603	540	46	1091	2	1099	0.4687342302138776	1.0	0.019247594050743656	mRNA ZFHX2 ENST00000419474.5	435
1379	chr1:1379	chr1	154957183	154973295	1142	0.00047711398679288323	593	549	1134	4	1	1065	0.5171336705377244	1.0	0.0446584938704028	mRNA PYGO2 ENST00000368456.1	325
