locus_id	locus_key	qname	true_source	predicted_detail	chrom	fragment_start_1based	fragment_end	read_start_1based	read_end	cigar	template_length	mapq	is_reverse	mate_is_reverse	nh	nm	as	zf	zw	zc	zs	zl	zt	zg	zr	target_label
3	chr9:3	A00839:75:H7MFFDSXY:3:1647:25554:35289	gdna	nrna	chr9	32633742	32634092	32633742	32633891	150M	351	255	False	True	1	0	298	9	0.7445800304412842	ambig_opp_strand	unspliced	3	ENST00000242310.4	ENSG00000122728.6	TAF1L	nRNA ENST00000242310.4
3	chr9:3	A00839:75:H7MFFDSXY:3:2504:2248:3568	gdna	mrna	chr9	92615947	92616184	92616035	92616184	150M	-238	255	True	False	1	0	298	3	0.805242121219635	ambig_opp_strand	unspliced	3	ENST00000375587.8	ENSG00000188312.15	CENPP	mRNA CENPP ENST00000375587.8
3	chr9:3	A00839:75:H7MFFDSXY:3:2512:9552:36010	gdna	nrna	chr9	106924052	106924272	106924123	106924272	150M	-221	255	True	False	1	1	294	25	0.9887856245040894	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr9_1_106863165_106930575	RIGEL_NRNA_chr9_1_106863165_106930575		nRNA chr9:106,863,165-106,930,575(+)
3	chr9:3	A00839:75:H7MFFDSXY:3:2358:21423:33833	gdna	nrna	chr9	110481103	110481314	110481103	110481252	150M	212	255	False	True	1	0	298	25	0.872234046459198	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr9_2_110365247_110579741	RIGEL_NRNA_chr9_2_110365247_110579741		nRNA chr9:110,365,247-110,579,741(-)
3	chr8:3	A00839:75:H7MFFDSXY:3:1517:4110:30279	gdna	nrna	chr8	99891808	99892048	99891808	99891957	150M	241	255	False	True	1	1	296	25	0.03282276913523674	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr8_2_99874995_99893707	RIGEL_NRNA_chr8_2_99874995_99893707		nRNA chr8:99,874,995-99,893,707(-)
3	chr8:3	A00839:75:H7MFFDSXY:3:1343:12310:18959	gdna	mrna	chr8	72937822	72937992	72937843	72937992	150M	-171	255	True	False	1	0	298	3	0.9480561017990112	ambig_same_strand	unspliced	3	ENST00000523207.2	ENSG00000182674.6	KCNB2	mRNA KCNB2 ENST00000523207.2
3	chr8:3	A00839:75:H7MFFDSXY:3:2468:24605:10848	gdna	nrna	chr8	124143311	124143639	124143311	124143460	150M	329	255	False	True	1	2	292	25	0.0920981615781784	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr8_2_124058536_124171451	RIGEL_NRNA_chr8_2_124058536_124171451		nRNA chr8:124,058,536-124,171,451(-)
3	chr8:3	A00839:75:H7MFFDSXY:3:1643:7166:6731	gdna	nrna	chr8	70660679	70660975	70660679	70660828	150M	297	255	False	True	1	0	298	25	0.39539653062820435	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr8_2_70637265_70669185	RIGEL_NRNA_chr8_2_70637265_70669185		nRNA chr8:70,637,265-70,669,185(-)
3	chr4:3	A00839:75:H7MFFDSXY:3:1168:30309:18067	gdna	nrna	chr4	99949635	99949866	99949635	99949784	150M	232	255	False	True	1	0	298	25	0.8801082968711853	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr4_2_99948777_99950268	RIGEL_NRNA_chr4_2_99948777_99950268		nRNA chr4:99,948,777-99,950,268(-)
3	chr4:3	A00839:75:H7MFFDSXY:3:2346:21956:29465	gdna	mrna	chr4	87612481	87612737	87612588	87612737	150M	-257	255	True	False	1	0	298	3	0.8727400302886963	ambig_opp_strand	unspliced	3	ENST00000651931.1	ENSG00000152591.15	DSPP	mRNA DSPP ENST00000651931.1
3	chr4:3	A00839:75:H7MFFDSXY:3:1323:31060:13604	gdna	nrna	chr4	147879041	147879416	147879267	147879416	150M	-376	255	True	False	1	0	296	25	0.013599333353340626	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr4_1_147860982_148072776	RIGEL_NRNA_chr4_1_147860982_148072776		nRNA chr4:147,860,982-148,072,776(+)
3	chr4:3	A00839:75:H7MFFDSXY:3:2524:16685:17456	gdna	nrna	chr4	72288662	72288942	72288662	72288811	150M	281	255	False	True	1	0	290	25	0.6099640130996704	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr4_2_72280968_72569221	RIGEL_NRNA_chr4_2_72280968_72569221		nRNA chr4:72,280,968-72,569,221(-)
3	chr12:3	A00839:75:H7MFFDSXY:3:1447:17409:25786	gdna	nrna	chr12	39643784	39644034	39643885	39644034	150M	-251	255	True	False	1	1	294	25	0.6637797355651855	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr12_1_39626166_39721914	RIGEL_NRNA_chr12_1_39626166_39721914		nRNA chr12:39,626,166-39,721,914(+)
3	chr12:3	A00839:75:H7MFFDSXY:3:2642:1316:35211	gdna	nrna	chr12	39646372	39646580	39646431	39646580	150M	-209	255	True	False	1	0	298	25	0.6949716806411743	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr12_1_39626166_39721914	RIGEL_NRNA_chr12_1_39626166_39721914		nRNA chr12:39,626,166-39,721,914(+)
3	chr12:3	A00839:75:H7MFFDSXY:3:2432:25988:15060	gdna	mrna	chr12	51379677	51391603	51379738	51391603	147M11716N3M	-11927	3	True	False	2	0	288	3	0.9868096709251404	multimapper	spliced_annot	3	ENST00000604381.5	ENSG00000139629.16	GALNT6	mRNA GALNT6 ENST00000604381.5
3	chr12:3	A00839:75:H7MFFDSXY:3:2408:15799:15796	gdna	nrna	chr12	21476964	21477166	21476964	21477112	96M1I53M	203	255	False	True	1	2	284	25	0.7313284277915955	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr12_2_21469801_21501551	RIGEL_NRNA_chr12_2_21469801_21501551		nRNA chr12:21,469,801-21,501,551(-)
3	chr17:3	A00839:75:H7MFFDSXY:3:1512:11541:21919	gdna	nrna	chr17	28619673	28619884	28619673	28619822	150M	212	255	False	True	1	0	298	25	0.7874245643615723	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr17_2_28614881_28645454	RIGEL_NRNA_chr17_2_28614881_28645454		nRNA chr17:28,614,881-28,645,454(-)
3	chr17:3	A00839:75:H7MFFDSXY:3:2542:24334:24533	gdna	nrna	chr17	33023766	33023998	33023766	33023915	150M	233	255	False	True	1	0	298	25	0.719552218914032	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr17_2_33013086_33293295	RIGEL_NRNA_chr17_2_33013086_33293295		nRNA chr17:33,013,086-33,293,295(-)
3	chr17:3	A00839:75:H7MFFDSXY:3:1217:13720:21997	gdna	nrna	chr17	47409351	47409644	47409495	47409644	150M	-294	255	True	False	1	0	296	25	0.2165197879076004	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr17_1_47323954_47441312	RIGEL_NRNA_chr17_1_47323954_47441312		nRNA chr17:47,323,954-47,441,312(+)
3	chr17:3	A00839:75:H7MFFDSXY:3:2232:10041:28995	gdna	nrna	chr17	32775867	32776095	32775867	32776016	150M	229	255	False	True	1	0	296	25	0.6276567578315735	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr17_2_32759811_32877177	RIGEL_NRNA_chr17_2_32759811_32877177		nRNA chr17:32,759,811-32,877,177(-)
3	chr6:3	A00839:75:H7MFFDSXY:3:2668:32127:20306	gdna	nrna	chr6	38890494	38890786	38890637	38890786	150M	-293	255	True	False	1	0	298	25	0.3396530747413635	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr6_1_38715310_39030792	RIGEL_NRNA_chr6_1_38715310_39030792		nRNA chr6:38,715,310-39,030,792(+)
3	chr6:3	A00839:75:H7MFFDSXY:3:1155:10402:22138	gdna	nrna	chr6	129158525	129158896	129158525	129158674	150M	372	255	False	True	1	0	298	9	0.12850321829319	ambig_opp_strand	unspliced	3	ENST00000403332.2	ENSG00000219642.2	BMPR1AP1	nRNA ENST00000403332.2
3	chr6:3	A00839:75:H7MFFDSXY:3:1106:2763:30984	gdna	nrna	chr6	27831230	27831435	27831286	27831435	150M	-206	3	True	False	2	0	298	9	0.7749064564704895	multimapper	unspliced	3	ENST00000355057.3	ENSG00000197238.5	H4C11	nRNA ENST00000355057.3
3	chr6:3	A00839:75:H7MFFDSXY:3:2368:3152:4601	gdna	nrna	chr6	34293381	34293628	34293381	34293530	150M	248	255	False	True	1	0	298	25	0.820558488368988	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr6_2_34286968_34426046	RIGEL_NRNA_chr6_2_34286968_34426046		nRNA chr6:34,286,968-34,426,046(-)
3	chr15:3	A00839:75:H7MFFDSXY:3:2563:18114:17832	gdna	nrna	chr15	81355503	81355811	81355662	81355811	150M	-309	255	True	False	1	0	296	25	0.6078477501869202	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr15_1_81332346_81362937	RIGEL_NRNA_chr15_1_81332346_81362937		nRNA chr15:81,332,346-81,362,937(+)
3	chr15:3	A00839:75:H7MFFDSXY:3:1502:31675:18928	gdna	nrna	chr15	83126661	83126838	83126661	83126810	150M	178	255	False	True	1	0	298	25	0.26014456152915955	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr15_2_83112737_83157989	RIGEL_NRNA_chr15_2_83112737_83157989		nRNA chr15:83,112,737-83,157,989(-)
3	chr15:3	A00839:75:H7MFFDSXY:3:1133:9733:32534	gdna	nrna	chr15	66326042	66326195	66326042	66326191	150M	154	255	False	True	1	0	298	25	0.6661441326141357	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr15_2_66314913_66331703	RIGEL_NRNA_chr15_2_66314913_66331703		nRNA chr15:66,314,913-66,331,703(-)
3	chr15:3	A00839:75:H7MFFDSXY:3:2347:32479:29215	gdna	nrna	chr15	28198341	28198759	28198610	28198759	150M	-419	255	True	False	1	0	294	25	0.8800622224807739	ambig_same_strand	spliced_implicit	3	RIGEL_NRNA_chr15_2_28190200_28203936	RIGEL_NRNA_chr15_2_28190200_28203936		nRNA chr15:28,190,200-28,203,936(-)
3	chr19:3	A00839:75:H7MFFDSXY:3:2109:24442:18552	gdna	nrna	chr19	53010611	53010733	53010611	53010733	123M	-123	255	True	False	1	1	243	25	0.2844013571739197	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr19_1_53007511_53013180	RIGEL_NRNA_chr19_1_53007511_53013180		nRNA chr19:53,007,511-53,013,180(+)
3	chr19:3	A00839:75:H7MFFDSXY:3:2551:25852:30389	gdna	nrna	chr19	12145720	12146002	12145720	12145869	150M	283	255	False	True	1	0	298	25	0.06537405401468277	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr19_2_12144889_12156734	RIGEL_NRNA_chr19_2_12144889_12156734		nRNA chr19:12,144,889-12,156,734(-)
3	chr19:3	A00839:75:H7MFFDSXY:3:1367:32533:9643	gdna	mrna	chr19	16680515	16680795	16680646	16680795	150M	-281	255	True	False	1	0	296	3	0.9128698110580444	ambig_same_strand	unspliced	3	ENST00000595452.1	ENSG00000072954.7	TMEM38A	mRNA TMEM38A ENST00000595452.1
3	chr19:3	A00839:75:H7MFFDSXY:3:1639:26992:6997	gdna	nrna	chr19	51900054	51900295	51900146	51900295	150M	-242	255	True	False	1	0	298	25	0.8964088559150696	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr19_1_51888024_51900463	RIGEL_NRNA_chr19_1_51888024_51900463		nRNA chr19:51,888,024-51,900,463(+)
883	chr7:883	A00839:75:H7MFFDSXY:3:1268:8486:23296	gdna	mrna	chr7	75314629	75314961	75314629	75314778	150M	333	0	False	True	7	0	298	3	0.46526461839675903	multimapper	unspliced	883	ENST00000636308.1	ENSG00000265479.7	DTX2P1-UPK3BP1-PMS2P11	mRNA DTX2P1-UPK3BP1-PMS2P11 ENST00000636308.1
883	chr7:883	A00839:75:H7MFFDSXY:3:1439:7961:3881	gdna	nrna	chr7	76429492	76429679	76429530	76429679	150M	-188	255	True	False	1	0	294	25	0.7519193291664124	ambig_same_strand	unspliced	883	RIGEL_NRNA_chr7_1_76397517_76442071	RIGEL_NRNA_chr7_1_76397517_76442071		nRNA chr7:76,397,517-76,442,071(+)
883	chr7:883	A00839:75:H7MFFDSXY:3:1606:6470:21684	gdna	nrna	chr7	76400870	76401196	76401047	76401196	150M	-327	255	True	False	1	0	298	25	0.38427025079727173	ambig_opp_strand	unspliced	883	RIGEL_NRNA_chr7_1_76397517_76442071	RIGEL_NRNA_chr7_1_76397517_76442071		nRNA chr7:76,397,517-76,442,071(+)
883	chr7:883	A00839:75:H7MFFDSXY:3:1122:16703:8155	gdna	nrna	chr7	42923285	42923496	42923285	42923434	150M	212	255	False	True	1	0	298	25	0.38780173659324646	ambig_same_strand	unspliced	883	RIGEL_NRNA_chr7_2_42917412_42932202	RIGEL_NRNA_chr7_2_42917412_42932202		nRNA chr7:42,917,412-42,932,202(-)
1380	chr5:1380	A00839:75:H7MFFDSXY:3:1172:30987:12633	gdna	nrna	chr5	141338966	141339304	141339155	141339304	150M	-339	255	True	False	1	0	298	9	0.43894052505493164	ambig_same_strand	unspliced	1380	ENST00000528330.2	ENSG00000081853.15	PCDHGA2	nRNA ENST00000528330.2
1380	chr5:1380	A00839:75:H7MFFDSXY:3:2660:27489:24455	gdna	nrna	chr5	141370516	141370713	141370564	141370713	150M	-198	255	True	False	1	0	298	9	0.9449679255485535	ambig_same_strand	unspliced	1380	ENST00000618934.1	ENSG00000262209.3	PCDHGB3	nRNA ENST00000618934.1
1380	chr5:1380	A00839:75:H7MFFDSXY:3:1170:19280:8954	gdna	nrna	chr5	141371747	141371997	141371848	141371997	150M	-251	255	True	False	1	0	298	9	0.9391553997993469	ambig_same_strand	unspliced	1380	ENST00000618934.1	ENSG00000262209.3	PCDHGB3	nRNA ENST00000618934.1
1380	chr5:1380	A00839:75:H7MFFDSXY:3:2421:32226:1219	gdna	nrna	chr5	141331971	141332231	141332082	141332231	150M	-261	255	True	False	1	0	298	9	0.7978017926216125	ambig_same_strand	unspliced	1380	ENST00000378105.4	ENSG00000204956.6	PCDHGA1	nRNA ENST00000378105.4
3	chr10:3	A00839:75:H7MFFDSXY:3:1271:23556:5494	gdna	nrna	chr10	102403316	102403614	102403316	102403465	150M	299	255	False	True	1	0	298	25	0.6650694608688354	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr10_2_102402616_102418785	RIGEL_NRNA_chr10_2_102402616_102418785		nRNA chr10:102,402,616-102,418,785(-)
3	chr10:3	A00839:75:H7MFFDSXY:3:2528:9408:36824	gdna	nrna	chr10	97076793	97076985	97076793	97076942	150M	193	255	False	True	1	0	298	25	0.5932937264442444	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr10_2_97001112_97185758	RIGEL_NRNA_chr10_2_97001112_97185758		nRNA chr10:97,001,112-97,185,758(-)
3	chr10:3	A00839:75:H7MFFDSXY:3:1132:4237:15875	gdna	nrna	chr10	79201328	79201606	79201457	79201606	150M	-279	255	True	False	1	0	298	25	0.5430859327316284	ambig_same_strand	unspliced	3	RIGEL_NRNA_chr10_1_79068965_79316519	RIGEL_NRNA_chr10_1_79068965_79316519		nRNA chr10:79,068,965-79,316,519(+)
3	chr10:3	A00839:75:H7MFFDSXY:3:2261:29315:23234	gdna	mrna	chr10	42185367	42185763	42185367	42185640	3M124N147M	397	255	False	True	1	1	292	3	1.0	unambig	spliced_annot	3	ENST00000442306.2	ENSG00000237592.2	IGKV1OR10-1	mRNA IGKV1OR10-1 ENST00000442306.2
867	chr17:867	A00839:75:H7MFFDSXY:3:1105:2284:25363	gdna	mrna	chr17	29636022	29636305	29636022	29636171	150M	284	255	False	True	1	0	296	3	0.9245479702949524	ambig_opp_strand	unspliced	867	ENST00000649863.1	ENSG00000141298.19	SSH2	mRNA SSH2 ENST00000649863.1
867	chr17:867	A00839:75:H7MFFDSXY:3:1270:15374:27524	gdna	mrna	chr17	29571904	29572289	29571904	29572053	150M	386	255	False	True	1	0	298	3	0.683991551399231	ambig_same_strand	spliced_implicit	867	ENST00000301057.8	ENSG00000167543.16	TP53I13	mRNA TP53I13 ENST00000301057.8
867	chr17:867	A00839:75:H7MFFDSXY:3:2535:28149:18208	gdna	nrna	chr17	29632115	29632290	29632141	29632290	150M	-176	255	True	False	1	0	296	25	0.5865260362625122	ambig_opp_strand	unspliced	867	RIGEL_NRNA_chr17_1_29560546_29707090	RIGEL_NRNA_chr17_1_29560546_29707090		nRNA chr17:29,560,546-29,707,090(+)
867	chr17:867	A00839:75:H7MFFDSXY:3:1521:17409:6433	gdna	nrna	chr17	29576046	29576493	29576046	29576195	150M	448	255	False	True	1	0	296	25	0.05814886838197708	ambig_opp_strand	unspliced	867	RIGEL_NRNA_chr17_2_29575814_29576971	RIGEL_NRNA_chr17_2_29575814_29576971		nRNA chr17:29,575,814-29,576,971(-)
3	chr16:3	A00839:75:H7MFFDSXY:3:2249:28926:8093	gdna	mrna	chr16	72788292	72788635	72788292	72788441	150M	344	255	False	True	1	0	296	3	0.8700986504554749	ambig_opp_strand	unspliced	3	ENST00000268489.10	ENSG00000140836.17	ZFHX3	mRNA ZFHX3 ENST00000268489.10
3	chr16:3	A00839:75:H7MFFDSXY:3:2309:24523:34663	gdna	nrna	chr16	70907344	70907648	70907344	70907493	150M	305	3	False	True	2	0	298	25	0.33977288007736206	multimapper	unspliced	3	RIGEL_NRNA_chr1_1_146547366_146898974	RIGEL_NRNA_chr1_1_146547366_146898974		nRNA chr1:146,547,366-146,898,974(+)
3	chr16:3	A00839:75:H7MFFDSXY:3:2104:16351:8296	gdna	nrna	chr16	14988982	14989189	14989040	14989189	150M	-208	255	True	False	1	0	294	25	0.35209783911705017	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr16_1_14975011_14998362	RIGEL_NRNA_chr16_1_14975011_14998362		nRNA chr16:14,975,011-14,998,362(+)
3	chr16:3	A00839:75:H7MFFDSXY:3:1406:32768:14622	gdna	mrna	chr16	15061652	15061789	15061652	15061789	138M	138	255	False	True	1	0	274	3	0.8272764682769775	ambig_opp_strand	unspliced	3	ENST00000429751.6	ENSG00000085721.13	RRN3	mRNA RRN3 ENST00000429751.6
2804	chr19:2804	A00839:75:H7MFFDSXY:3:2605:10945:31031	gdna	nrna	chr19	55092872	55093271	55092872	55093021	150M	400	255	False	True	1	3	207	25	0.04236004874110222	ambig_same_strand	spliced_implicit	2804	RIGEL_NRNA_chr19_2_55092775_55095161	RIGEL_NRNA_chr19_2_55092775_55095161		nRNA chr19:55,092,775-55,095,161(-)
2804	chr19:2804	A00839:75:H7MFFDSXY:3:2343:6244:34162	gdna	nrna	chr19	44948433	44948780	44948631	44948780	150M	-348	255	True	False	1	0	298	25	0.3613426685333252	ambig_same_strand	unspliced	2804	RIGEL_NRNA_chr19_1_44948285_44949332	RIGEL_NRNA_chr19_1_44948285_44949332		nRNA chr19:44,948,285-44,949,332(+)
2804	chr19:2804	A00839:75:H7MFFDSXY:3:2574:7383:25207	gdna	nrna	chr19	55137109	55137387	55137109	55137258	150M	279	255	False	True	1	0	298	25	0.09980598837137222	ambig_same_strand	unspliced	2804	RIGEL_NRNA_chr19_2_55132825_55141891	RIGEL_NRNA_chr19_2_55132825_55141891		nRNA chr19:55,132,825-55,141,891(-)
