target_label	chrom	observed_start_1based	observed_end	gdna_false_rna	fraction_of_false_rna	pred_mrna	pred_nrna	ambig_same	ambig_opp	unspliced	mean_zw	max_zw	zw_ge_90_rate
nRNA ENST00000242310.4	chr9	32629863	32635660	1363	0.0005694451523631347	0	1363	0	543	1358	0.845840699106362	0.9980531930923462	0.6918561995597946
nRNA chr6:33,621,321-33,696,574(+)	chr6	33621491	33892590	1361	0.0005686095762041279	0	1361	1317	34	1269	0.5186651296513997	0.9988192915916443	0.06906686260102865
nRNA chr11:64,823,051-64,844,653(-)	chr11	64687206	64844644	1357	0.0005669384238861143	0	1357	1355	0	1239	0.6499012433947802	1.0	0.08695652173913043
nRNA chr2:151,485,335-151,734,487(-)	chr2	151485504	151733337	1344	0.0005615071788525701	0	1344	1225	115	1317	0.4179168807729314	1.0	0.008928571428571428
mRNA SON ENST00000300278.8	chr21	33549517	33560460	1313	0.0005485557483879647	1313	0	1255	57	1309	0.6070005750065132	0.9988059401512146	0.03884234577303884
nRNA chr17:28,614,881-28,645,454(-)	chr17	28614977	28645427	1305	0.0005452134437519374	0	1305	955	347	1283	0.6951334948926251	0.9986050128936768	0.20229885057471264
mRNA FAT1 ENST00000441802.7	chr4	83052074	186709837	1304	0.0005447956556724341	1304	0	1300	1	1299	0.7958368486439112	1.0	0.4294478527607362
mRNA IRS2 ENST00000375856.5	chr13	109755854	109786239	1301	0.0005435422914339239	1301	0	1142	159	1301	0.8177950449078862	0.9446565508842468	0.5134511913912375
nRNA chr11:64,229,213-64,234,292(-)	chr11	64229221	64234291	1292	0.0005397821987183932	0	1292	0	1286	1256	0.7964188713268968	0.9998016357421875	0.26160990712074306
nRNA chr17:28,455,751-28,614,197(-)	chr17	28469436	28614194	1242	0.0005188927947432232	0	1242	451	789	1203	0.4788556680144763	0.9995607733726501	0.011272141706924315
mRNA BSN ENST00000296452.5	chr3	49624972	49671352	1227	0.0005126259735506722	1227	0	1223	0	1224	0.7671405606840137	1.0	0.23227383863080683
nRNA chr2:178,541,746-178,597,681(+)	chr2	178542130	178597679	1221	0.0005101192450736519	0	1221	0	1220	1213	0.1676962715356224	0.26710355281829834	0.0
mRNA PCLO ENST00000423517.6	chr7	82821985	83162900	1205	0.0005034346358015974	1205	0	1197	0	1198	0.6174077524900189	0.9995765089988708	0.005809128630705394
nRNA chr8:102,254,197-102,412,759(-)	chr8	102254219	102412422	1198	0.0005005101192450737	0	1198	1179	13	1156	0.5552866508926145	0.9953518509864807	0.03589315525876461
nRNA chr13:110,307,283-110,504,595(+)	chr13	110307666	110504548	1168	0.00048797647685997164	0	1168	845	287	1044	0.30914276776586547	0.9831790328025818	0.05821917808219178
mRNA FAT4 ENST00000394329.9	chr4	125315073	125492011	1166	0.0004871409007009648	1166	0	1164	0	1164	0.7162823724124331	0.998434841632843	0.0017152658662092624
mRNA SACS ENST00000402364.1	chr13	23329055	23375270	1163	0.00048588753646245465	1163	0	1163	0	1162	0.6102583189771181	0.7168915271759033	0.0
nRNA chr13:110,149,060-110,299,118(-)	chr13	110149066	110298805	1124	0.00046959380136182204	0	1124	1113	0	1056	0.3093567177747771	0.9956225752830505	0.05693950177935943
mRNA CCDC168 ENST00000322527.4	chr13	102729396	102759046	1113	0.0004649981324872846	1113	0	1113	0	1111	0.34072709110668403	0.9995250105857849	0.0017969451931716084
nRNA chr4:78,057,322-78,544,269(+)	chr4	78057885	78541268	1093	0.00045664237089721664	0	1093	1088	0	1090	0.36372736408924794	1.0	0.0009149130832570906
nRNA chr17:10,383,155-10,537,862(+)	chr17	10390185	10537841	1058	0.0004420197881145976	0	1058	1	1051	998	0.4070960720094354	0.8660844564437866	0.0
nRNA chr2:27,217,407-27,243,785(+)	chr2	27217435	32916114	1025	0.0004282327814909854	0	1025	1022	0	1001	0.7234284907288667	0.9974565505981445	0.17853658536585365
nRNA chr1:146,547,366-146,898,974(+)	mixed	22284401	146898963	1018	0.0004253082649344616	0	1018	606	0	1010	0.5212704594080539	1.0	0.005893909626719057
mRNA FLRT1 ENST00000246841.3	chr11	64116219	64118658	1013	0.0004232193245369446	1013	0	0	1012	1013	0.7351099042201678	0.9972769618034363	0.0009871668311944718
nRNA chr3:52,495,337-52,524,495(+)	chr3	52495338	52524602	972	0.00040609001327730516	0	972	966	5	907	0.5194781383503336	1.0	0.033950617283950615
mRNA ZNF462 ENST00000277225.10	chr9	29052401	107011452	972	0.00040609001327730516	972	0	957	14	971	0.4316373301110395	1.0	0.00205761316872428
nRNA chr6:56,457,986-56,642,996(-)	chr6	56458992	56642963	961	0.00040149434440276777	0	961	958	0	951	0.3006530820298068	0.7002293467521667	0.0
nRNA chr9:106,863,165-106,930,575(+)	chr9	106863295	106930538	951	0.00039731646360773373	0	951	951	0	951	0.4449817057166221	0.9889222979545593	0.17034700315457413
nRNA chr12:57,128,482-57,213,361(+)	chr12	57128742	57212711	950	0.0003968986755282304	0	950	907	41	894	0.37424109295010566	1.0	0.049473684210526316
mRNA NRIP1 ENST00000400199.5	chr21	14724112	24192340	944	0.00039439194705121	944	0	944	0	942	0.8648637062968623	0.9992583394050598	0.7330508474576272
nRNA chr3:52,316,318-52,400,492(+)	chr3	52322544	52400466	939	0.00039230300665369294	0	939	931	0	885	0.40865365799746545	1.0	0.04579339723109691
nRNA chr12:26,335,351-26,833,194(-)	mixed	20548687	26833093	935	0.00039063185433567936	0	935	754	169	927	0.5387317473636591	1.0	0.008556149732620321
mRNA ZFHX3 ENST00000268489.10	chr16	72786960	72960167	930	0.00038854291393816237	930	0	300	629	930	0.8494152807600556	0.9661498665809631	0.7010752688172043
nRNA chr5:180,607,964-180,649,624(-)	chr5	180608491	180649610	928	0.00038770733777915555	0	928	914	0	909	0.6132471433013742	0.8459486365318298	0.0
nRNA chr3:38,039,204-38,124,025(+)	chr3	38039218	38123430	924	0.00038603618546114197	0	924	497	425	903	0.6301605024766096	0.9878377914428711	0.021645021645021644
nRNA chr12:40,393,447-40,570,646(+)	chr12	40397822	40570644	924	0.00038603618546114197	0	924	671	249	896	0.3658834828448873	1.0	0.025974025974025976
mRNA NCOA6 ENST00000359003.7	chr20	34714783	34782401	921	0.00038478282122263174	921	0	155	766	920	0.8621577544544341	0.997808039188385	0.7252985884907709
mRNA ZNF318 ENST00000361428.3	chr6	29199014	43369630	921	0.00038478282122263174	921	0	919	0	919	0.7715357829221038	0.9995147585868835	0.23344191096634093
mRNA RNF213 ENST00000508628.6	chr17	80287823	80393819	916	0.00038269388082511475	916	0	883	32	915	0.8219019668359782	0.991556704044342	0.5338427947598253
nRNA chr2:178,540,115-178,582,663(+)	chr2	178540214	178582645	910	0.00038018715234809436	0	910	0	908	903	0.1507661125305426	0.20512251555919647	0.0
mRNA AR ENST00000513847.5	chrX	67544821	67689760	902	0.00037684484771206714	902	0	896	0	901	0.302832599971939	0.940972089767456	0.0011086474501108647
mRNA ZFP62 ENST00000502412.2	chr5	107995110	180851493	873	0.0003647289934064685	873	0	872	1	868	0.7915813556167148	0.9820055961608887	0.5601374570446735
nRNA chrX:67,544,819-67,689,763(+)	chrX	67544952	67689761	872	0.00036431120532696515	0	872	863	0	867	0.5259119640211276	0.9586290121078491	0.005733944954128441
mRNA SETX ENST00000224140.6	chr9	106579640	132346448	863	0.0003605511126114345	863	0	862	1	862	0.8354325393583898	1.0	0.6234067207415991
nRNA chr12:123,762,187-123,935,720(+)	chr12	123762216	123935612	857	0.0003580443841344141	0	857	684	160	837	0.35161784519696804	0.9943475127220154	0.011668611435239206
mRNA SPEN ENST00000375759.8	chr1	15847747	221517039	854	0.0003567910198959039	854	0	850	2	852	0.744346389771642	0.9301441311836243	0.1288056206088993
nRNA chr11:64,340,203-64,357,534(+)	chr11	64340215	64383523	845	0.00035303092718037333	0	845	837	4	702	0.41001771527877046	1.0	0.16449704142011834
nRNA ENST00000568225.2	chr8	143857766	143873260	842	0.0003517775629418631	0	842	555	0	818	0.6120079522399395	0.8731024265289307	0.0
mRNA MUC22 ENST00000561890.1	chr6	31010475	31035076	833	0.00034801747022633253	833	0	715	0	438	0.8091064599618799	1.0	0.47418967587034816
nRNA chr2:178,539,804-178,576,557(+)	chr2	178539825	178576529	832	0.0003475996821468291	0	832	0	832	827	0.1531569814206495	0.21075718104839325	0.0
nRNA chr2:185,788,019-185,800,151(-)	chr2	185788475	185800135	828	0.0003459285298288155	0	828	0	827	828	0.7975453929660689	0.9300176501274109	0.4106280193236715
mRNA HRNR ENST00000368801.4	chr1	152212753	152221476	823	0.0003438395894312985	823	0	0	472	761	0.7320259861910619	0.8824024200439453	0.0
mRNA SHROOM3 ENST00000646790.1	chr4	76730930	76779146	823	0.0003438395894312985	823	0	0	821	821	0.8412302907053857	0.9798809289932251	0.46537059538274606
mRNA RTN3 ENST00000540798.5	chr11	63681496	63758369	822	0.0003434218013517951	822	0	821	0	822	0.7507603883419249	0.8976728320121765	0.0
nRNA chr2:169,127,108-169,362,534(-)	chr2	32916401	169362525	807	0.0003371549801592441	0	807	801	1	801	0.42705511072560537	1.0	0.006195786864931847
mRNA TCF20 ENST00000335626.8	chr22	42209649	42215437	805	0.0003363194040002373	805	0	805	0	805	0.8193323972305249	0.9889149069786072	0.5677018633540373
nRNA chr3:48,564,072-48,595,329(-)	chr3	48564138	48595452	798	0.0003333948874437135	0	798	794	0	514	0.5022311445657062	1.0	0.33959899749373434
mRNA PLEC ENST00000693060.1	chr8	143916185	143930146	792	0.0003308881589666931	792	0	791	0	790	0.4272244688925437	0.5396497249603271	0.0
nRNA chr6:11,173,451-11,259,099(+)	chr6	11174790	11250426	791	0.0003304703708871897	0	791	1	782	786	0.46834607311087634	0.9996405243873596	0.006321112515802781
mRNA ICE1 ENST00000296564.9	chr5	5422781	124983041	788	0.0003292170066486795	788	0	787	0	787	0.839129948787637	1.0	0.6954314720812182
nRNA ENST00000333861.5	chr11	66590180	66593061	774	0.0003233679735356319	0	774	0	0	774	0.7638335268684598	1.0	0.30103359173126615
nRNA chr17:82,078,337-82,098,187(-)	chr17	82079279	82096577	774	0.0003233679735356319	0	774	770	0	654	0.5973334014463871	0.9969696998596191	0.15374677002583978
mRNA RP1 ENST00000220676.2	chr8	54620963	54630662	773	0.0003229501854561285	773	0	772	0	773	0.6739165923554561	0.7889283895492554	0.0
mRNA AR ENST00000396044.8	chrX	67521831	67723935	768	0.0003208612450586115	768	0	765	0	765	0.27756779237218626	0.9975128769874573	0.0013020833333333333
mRNA MALAT1 ENST00000618132.2	chr11	65501018	65506097	765	0.0003196078808201013	765	0	0	763	758	0.5730307106391277	0.9895873665809631	0.12287581699346405
mRNA SYNM ENST00000336292.11	chr15	99105084	99133452	765	0.0003196078808201013	765	0	301	462	763	0.7856663637216282	0.906920313835144	0.00261437908496732
mRNA FLG ENST00000368799.2	chr1	152302464	152314738	762	0.0003183545165815911	762	0	0	650	717	0.6652325292330558	0.8236256837844849	0.0
nRNA chr6:38,715,310-39,030,792(+)	chr6	38722631	39030651	753	0.0003145944238660605	0	753	645	96	733	0.41208360564572166	0.9522038698196411	0.0013280212483399733
nRNA chr17:31,235,194-31,358,882(+)	chr17	31235437	31358726	748	0.0003125054834685435	0	748	420	321	741	0.3243561826950128	0.8001719117164612	0.0
mRNA MKI67 ENST00000368653.7	chr10	128098656	128112445	745	0.00031125211923003327	745	0	738	0	738	0.6273526705964	0.7254987955093384	0.0
nRNA chr9:114,850,967-115,121,030(+)	chr9	114862696	115091349	744	0.00031083433115052986	0	744	6	733	741	0.49901674766599213	0.9970976114273071	0.004032258064516129
nRNA chr1:237,042,183-237,833,988(+)	chr1	237042354	237832813	743	0.0003104165430710265	0	743	739	0	741	0.35408344902950534	1.0	0.0013458950201884253
mRNA SETD2 ENST00000409792.4	chr3	47016799	47164012	740	0.0003091631788325163	740	0	739	0	740	0.6390334215971667	0.9720244407653809	0.0013513513513513514
nRNA chr6:56,572,126-56,693,303(-)	chr6	56572166	56693167	734	0.0003066564503554959	0	734	733	0	725	0.33664101360959564	0.9828323721885681	0.005449591280653951
mRNA HIVEP2 ENST00000703918.1	chr6	142752706	142775108	727	0.0003037319337989721	727	0	630	97	727	0.6530733216205481	0.9444983601570129	0.1499312242090784
nRNA chr8:123,851,986-124,120,061(+)	chr8	123865202	124120023	725	0.00030289635763996526	0	725	194	529	721	0.48880105749414915	1.0	0.005517241379310344
nRNA chr7:100,734,020-100,797,797(+)	chr7	100734045	100797799	717	0.0002995540530039381	0	717	710	0	702	0.49535791297940696	0.7307973504066467	0.0
nRNA chr4:182,243,401-182,803,024(+)	chr4	182264140	182800591	715	0.0002987184768449313	0	715	683	29	713	0.4888006351810027	0.8881499171257019	0.0
mRNA RPTN ENST00000316073.3	chr1	152154386	152157754	714	0.00029830068876542787	714	0	709	0	681	0.7755542890773955	0.8827498555183411	0.0
mRNA FAM186A ENST00000327337.6	chr12	50330583	50396595	709	0.0002962117483679109	709	0	667	5	652	0.7681665040016679	0.9987599849700928	0.19605077574047955
nRNA chr11:64,286,419-64,289,494(+)	chr11	64285377	64289481	700	0.00029245165565238026	0	700	695	0	639	0.6669518456820931	0.9803054332733154	0.08571428571428572
nRNA chr19:42,325,634-42,378,769(+)	chr19	42326143	42376980	698	0.00029161607949337344	0	698	692	0	667	0.5065631178784101	0.9927264451980591	0.045845272206303724
mRNA ARHGAP35 ENST00000672722.1	chr19	46918488	47001606	698	0.00029161607949337344	698	0	697	0	698	0.8555132740398703	0.9831537008285522	0.7077363896848138
mRNA NEDD9 ENST00000504387.5	chr6	11184829	11213728	695	0.00029036271525486327	695	0	0	693	694	0.7756408067889137	0.8712533712387085	0.0
mRNA ADNP ENST00000349014.8	chr20	50891043	50894510	686	0.00028660262253933264	686	0	686	0	686	0.7694230298796783	0.8982508778572083	0.0
nRNA chr9:76,704,847-76,710,661(+)	chr9	76704853	76710659	686	0.00028660262253933264	0	686	0	681	686	0.7492627014701985	0.8722587823867798	0.0
nRNA chr3:49,689,561-49,721,529(+)	mixed	16642608	49721496	684	0.0002857670463803259	0	684	559	123	647	0.5501694085147254	0.9883612394332886	0.02631578947368421
nRNA chr2:178,528,764-178,738,038(+)	chr2	178528911	178736299	681	0.00028451368214181565	0	681	0	679	669	0.05676680081216249	0.10898187011480331	0.0
nRNA chr11:63,898,086-63,909,539(+)	chr11	63898090	63909529	680	0.00028409589406231225	0	680	677	0	635	0.4761787105118856	0.9499920606613159	0.06323529411764706
nRNA chr11:65,615,775-65,637,439(+)	chr11	65616216	65637096	677	0.0002828425298238021	0	677	676	0	582	0.354035467719673	1.0	0.13737075332348597
mRNA ZBTB7B ENST00000292176.2	chr1	155014452	155016981	674	0.00028158916558529185	674	0	674	0	669	0.7689440379455376	0.9474700093269348	0.12462908011869436
nRNA chr7:100,957,964-100,967,890(+)	chr7	100922470	100967484	667	0.00027866464902876804	0	667	444	207	641	0.5222345631558454	0.7958468794822693	0.0
mRNA PRUNE2 ENST00000426088.5	chr9	21069650	76710221	667	0.00027866464902876804	667	0	0	665	666	0.6540155282755127	0.8368019461631775	0.0
nRNA chr2:178,528,764-178,620,148(+)	chr2	178528848	178619899	665	0.0002778290728697613	0	665	0	665	650	0.06267092343755906	0.1268012821674347	0.0
mRNA MAN1B1 ENST00000684645.1	chr9	137086983	137108898	664	0.00027741128479025787	664	0	519	0	267	0.8603443706699883	0.9921398162841797	0.6054216867469879
mRNA FREM2 ENST00000280481.9	chr13	38687080	60517711	661	0.00027615792055174764	661	0	661	0	660	0.8033596884259184	1.0	0.36459909228441756
mRNA TTN ENST00000460472.6	chr2	24586848	186333274	655	0.00027365119207472724	655	0	9	642	610	0.14766919312444124	1.0	0.0061068702290076335
mRNA IGSF10 ENST00000282466.4	chr3	151436389	151453765	652	0.00027239782783621707	652	0	594	56	649	0.6986851238937009	1.0	0.004601226993865031
mRNA APOB ENST00000233242.5	chr2	21001506	21033508	649	0.00027114446359770685	649	0	645	1	645	0.5514095625158497	1.0	0.009244992295839754
nRNA chr13:110,456,395-110,463,287(-)	chr13	110456413	110463280	647	0.00027030888743870003	0	647	0	636	627	0.672195763213465	0.9998987317085266	0.03245749613601236
mRNA FAT2 ENST00000261800.6	chr5	151505351	151568934	646	0.0002698910993591966	646	0	629	14	644	0.43455342439381006	1.0	0.0046439628482972135
nRNA chr2:96,274,337-96,305,546(-)	chr2	96274821	96305514	637	0.00026613100664366605	0	637	635	0	609	0.5079821122567545	0.9862239360809326	0.03610675039246468
mRNA ANKRD17 ENST00000509867.6	chr4	72851937	73156224	633	0.0002644598543256524	633	0	632	0	630	0.6199045177625631	0.8498369455337524	0.0
mRNA FREM3 ENST00000329798.5	chr4	143577314	143700667	633	0.0002644598543256524	633	0	0	633	633	0.7818283848405637	0.9107873439788818	0.26224328593996843
nRNA chr6:144,285,334-144,853,034(+)	chr6	34576199	144851195	633	0.0002644598543256524	0	633	628	2	630	0.4382359072312972	0.886071503162384	0.0
mRNA ZHX1 ENST00000522655.5	chr8	123253323	123256170	632	0.00026404206624614906	632	0	631	0	632	0.8160265351784168	0.9283717274665833	0.5443037974683544
mRNA DSPP ENST00000651931.1	chr4	87612186	87616870	626	0.00026153533776912866	626	0	0	607	619	0.7699776944070579	1.0	0.012779552715654952
mRNA GPATCH8 ENST00000587228.5	chr17	44397493	44401446	622	0.000259864185451115	622	0	622	0	622	0.7992467041669408	0.915495753288269	0.4437299035369775
mRNA TSC22D1 ENST00000458659.3	chr13	44433577	44576323	621	0.0002594463973716116	621	0	582	39	621	0.8660568124892103	0.9964612126350403	0.6103059581320451
mRNA DIDO1 ENST00000395343.6	chr20	62878882	62911597	614	0.0002565218808150878	614	0	610	0	609	0.8042856181337701	0.9857847690582275	0.5456026058631922
mRNA BOD1L1 ENST00000507943.2	chr4	13569730	13712835	613	0.00025610409273558446	613	0	612	1	612	0.5997553013392753	0.7181800007820129	0.0
mRNA ARHGAP32 ENST00000527272.1	chr11	128968870	128980747	608	0.0002540151523380674	608	0	607	0	606	0.7413430910857738	0.9303590059280396	0.004934210526315789
nRNA chr7:157,539,055-158,587,788(-)	chr7	157540486	158587748	604	0.00025234400002005383	0	604	537	41	564	0.4829837532115743	0.740725040435791	0.0
mRNA EVPL ENST00000301607.8	chr17	76006957	76024023	604	0.00025234400002005383	604	0	603	0	602	0.6518516843083827	0.9474623799324036	0.0016556291390728477
mRNA KMT2D ENST00000692637.1	chr12	49022614	49053528	603	0.0002519262119405504	603	0	603	0	593	0.466123748539791	0.6134024858474731	0.0
mRNA ZNFX1 ENST00000396105.6	chr20	49247156	49271746	602	0.000251508423861047	602	0	602	0	602	0.7153185160917251	0.8793037533760071	0.0
mRNA ZNF292 ENST00000339907.8	chr6	87233342	87261910	602	0.000251508423861047	602	0	601	0	601	0.635512208935814	0.9460003972053528	0.1079734219269103
nRNA chr11:46,856,716-46,918,550(-)	chr11	46858784	47038308	599	0.00025025505962253684	0	599	510	87	590	0.5498878517108837	1.0	0.015025041736227046
nRNA chr8:132,866,957-133,134,903(+)	chr8	132867728	133133890	597	0.00024941948346353	0	597	460	131	590	0.24147437015077228	0.998053789138794	0.010050251256281407
mRNA RAI1 ENST00000353383.6	chr17	17792940	17811441	594	0.0002481661192250198	594	0	506	88	594	0.7221697645468844	0.9759844541549683	0.3956228956228956
nRNA chr1:156,525,404-156,572,604(-)	chr1	156526125	156572603	593	0.00024774833114551644	0	593	593	0	571	0.6552302821572323	0.9946925640106201	0.03709949409780776
mRNA ARID2 ENST00000422737.7	chr12	45817668	45893864	592	0.00024733054306601304	592	0	592	0	592	0.8453219569307072	0.9882203936576843	0.6841216216216216
nRNA chr15:81,332,346-81,362,937(+)	chr15	81332362	81362696	589	0.0002460771788275028	0	589	0	584	583	0.6979009625715392	0.9937549233436584	0.010186757215619695
mRNA MALAT1 ENST00000710862.1	chr11	65499114	65506430	589	0.0002460771788275028	589	0	1	585	585	0.3365857338687762	0.7425694465637207	0.0
nRNA chr5:169,703,948-170,083,382(+)	chr5	73436915	170083134	588	0.0002456593907479994	0	588	392	192	583	0.40982449513727	0.7251812219619751	0.0
nRNA chr15:81,331,216-81,374,213(-)	chr15	81332258	90358865	587	0.00024524160266849605	0	587	0	583	579	0.6540204995649739	0.9914174675941467	0.0068143100511073255
mRNA RPRD2 ENST00000492220.1	chr1	150457289	150473552	582	0.00024315266227097903	582	0	581	0	582	0.8062019326989747	0.9351781010627747	0.46563573883161513
nRNA chr4:87,568,034-87,732,370(-)	chr4	70982052	87716081	582	0.00024315266227097903	0	582	6	560	579	0.5304308945386705	0.988979697227478	0.005154639175257732
mRNA ASPM ENST00000367409.9	chr1	197084135	197146630	581	0.00024273487419147562	581	0	580	0	581	0.7714282551879726	0.9335632920265198	0.3889845094664372
nRNA chr17:31,258,382-31,336,473(+)	chr17	31258383	31336454	581	0.00024273487419147562	0	581	157	422	580	0.38000254266015326	0.5521882772445679	0.0
mRNA CENPF ENST00000366955.8	chr1	214639929	214664044	580	0.0002423170861119722	580	0	578	0	579	0.8377694966159118	0.9857199788093567	0.6379310344827587
mRNA SYTL2 ENST00000634661.1	chr11	67410667	85734740	579	0.00024189929803246883	579	0	579	0	578	0.7407350361263556	0.9718132019042969	0.0017271157167530224
nRNA chr11:63,763,302-63,765,962(-)	chr11	63763304	63765957	579	0.00024189929803246883	0	579	579	0	572	0.6231145264487553	0.8042306900024414	0.0
mRNA PEG10 ENST00000488574.5	chr7	94663332	94668738	576	0.0002406459337939586	576	0	575	0	559	0.8517608672522733	0.9664489030838013	0.7482638888888888
nRNA chr20:41,136,959-41,175,721(+)	chr20	41137399	41174754	575	0.00024022814571445522	0	575	561	14	520	0.5587691153812667	0.9967477917671204	0.0782608695652174
mRNA SSH2 ENST00000649863.1	chr17	29630802	29761411	573	0.0002393925695554484	573	0	0	573	573	0.8110653876634168	0.9581788778305054	0.5636998254799301
mRNA QRICH2 ENST00000262765.10	chr17	76278002	76293994	572	0.00023897478147594502	572	0	525	0	408	0.7637699676182615	0.9808719754219055	0.2867132867132867
mRNA TRANK1 ENST00000429976.5	chr3	36827909	36864466	572	0.00023897478147594502	572	0	568	0	571	0.5941348187755663	0.9978800415992737	0.006993006993006993
nRNA chr8:51,319,576-51,809,445(-)	mixed	31027908	156559077	572	0.00023897478147594502	0	572	531	37	571	0.5785890925363019	0.9430814385414124	0.0017482517482517483
nRNA chr11:64,894,545-64,913,395(-)	chr11	64489789	64913380	570	0.0002381392053169382	0	570	565	0	451	0.400669316074958	0.9876720309257507	0.20350877192982456
mRNA SLC5A3 ENST00000381151.5	chr21	34094870	34097768	570	0.0002381392053169382	570	0	570	0	570	0.8332328879519513	0.9589513540267944	0.5701754385964912
mRNA TSHZ3 ENST00000240587.5	chr19	31276163	31279745	570	0.0002381392053169382	570	0	570	0	570	0.8354793713379063	0.9690306782722473	0.6350877192982456
mRNA TICRR ENST00000268138.12	chr15	89575466	89627555	570	0.0002381392053169382	570	0	111	459	569	0.7868723851465211	0.9699100852012634	0.054385964912280704
mRNA LIG4 ENST00000693040.1	chr13	108208552	108214540	566	0.00023646805299892463	566	0	564	0	564	0.6712668116661875	0.9178609848022461	0.0035335689045936395
nRNA chr4:72,280,968-72,569,221(-)	chr4	72282992	72568956	564	0.0002356324768399178	0	564	532	29	563	0.5433415149946215	0.9896031618118286	0.0017730496453900709
nRNA chr17:37,518,460-37,609,386(-)	mixed	22801415	37609378	560	0.0002339613245219042	0	560	556	0	557	0.6054747099223148	0.9829017519950867	0.005357142857142857
nRNA chr11:63,911,229-63,917,164(-)	chr11	63911488	63917057	560	0.0002339613245219042	0	560	556	0	479	0.4843729040020012	1.0	0.1392857142857143
mRNA ZHX3 ENST00000432768.6	chr20	41088120	41205065	553	0.00023103680796538042	553	0	542	10	552	0.7503895218455473	0.9708764553070068	0.07956600361663653
mRNA SRRM2 ENST00000301740.13	chr16	2761570	2771396	553	0.00023103680796538042	553	0	553	0	551	0.6522530621190507	0.8677282929420471	0.0
mRNA WDR81 ENST00000409644.6	chr17	1724772	1738064	553	0.00023103680796538042	553	0	51	502	553	0.7710603357547015	0.9254540801048279	0.22603978300180833
nRNA chr2:32,357,324-32,524,908(+)	chr2	32357331	32519175	551	0.0002302012318063736	0	551	538	9	544	0.44409252779588726	0.8478679656982422	0.0
mRNA TRPS1 ENST00000520276.5	chr8	115413925	115620059	549	0.0002293656556473668	549	0	546	0	544	0.8161007193305644	0.9933701157569885	0.5009107468123861
