2026-03-14 12:51:09,065 INFO  __main__ — nRNA groups (100):
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U14: ['U14'] (--strand, 1195437–1197631, carrier=U14)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U16: ['U16'] (--strand, 1223030–1228367, carrier=U16)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U18: ['U18'] (--strand, 1253985–1261227, carrier=U18)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U20: ['U20'] (--strand, 1290917–1297394, carrier=U20)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U22: ['U22'] (--strand, 1324500–1332443, carrier=U22)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U24: ['U24'] (--strand, 1357958–1363242, carrier=U24)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U26: ['U26'] (--strand, 1386585–1388708, carrier=U26)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U28: ['U28'] (--strand, 1410846–1419899, carrier=U28)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U30: ['U30'] (--strand, 1454094–1458111, carrier=U30)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U32: ['U32'] (--strand, 1489963–1494866, carrier=U32)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U34: ['U34'] (--strand, 1525224–1529855, carrier=U34)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U36: ['U36'] (--strand, 1557412–1560529, carrier=U36)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U38: ['U38'] (--strand, 1594706–1602866, carrier=U38)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U40: ['U40'] (--strand, 1632011–1636695, carrier=U40)
2026-03-14 12:51:09,066 INFO  __main__ — Sweep grid:
2026-03-14 12:51:09,066 INFO  __main__ —   patterns: 1 configurations
2026-03-14 12:51:09,066 INFO  __main__ —     [0] {'T01': 314, 'N01': 131, 'T02': 23, 'N02': 13, 'T03': 242, 'N03': 105, 'T04': 201, 'N04': 76, 'T05': 2470, 'N05': 923, 'T06': 37, 'N06': 17, 'T07': 15, 'N07': 5, 'T08': 27, 'N08': 12, 'T09': 24, 'N09': 13, 'T10': 103, 'N10': 43, 'T11': 4127, 'N11': 1509, 'T12': 3988, 'N12': 2389, 'T13': 457, 'N13': 206, 'T14': 50, 'N14': 16, 'T15': 181, 'N15': 56, 'T16': 1379, 'N16': 459, 'T17': 17, 'N17': 8, 'T18': 2083, 'N18': 1119, 'T19': 379, 'N19': 161, 'T20': 212, 'N20': 67, 'T21': 179, 'N21': 74, 'T22': 44, 'N22': 26, 'T23': 3472, 'N23': 1592, 'T24': 1396, 'N24': 825, 'T25': 329, 'N25': 183, 'T26': 16, 'N26': 4, 'T27': 1511, 'N27': 780, 'T28': 488, 'N28': 246, 'T29': 1418, 'N29': 653, 'T30': 387, 'N30': 147, 'T31': 11, 'N31': 5, 'T32': 4471, 'N32': 1490, 'T33': 2881, 'N33': 1240, 'T34': 11, 'N34': 4, 'T35': 466, 'N35': 273, 'T36': 242, 'N36': 136, 'T37': 47, 'N37': 17, 'T38': 4305, 'N38': 1938, 'T39': 401, 'N39': 141, 'T40': 42, 'N40': 24, 'T41': 4777, 'N41': 2680, 'T42': 18, 'N42': 7, 'T43': 2408, 'N43': 1183, 'T44': 4985, 'N44': 2406, 'T45': 3196, 'N45': 1105, 'T46': 15, 'N46': 7, 'T47': 2378, 'N47': 1098, 'T48': 11, 'N48': 5, 'T49': 25, 'N49': 11, 'T50': 2556, 'N50': 767, 'T51': 12, 'N51': 4, 'T52': 274, 'N52': 83, 'T53': 432, 'N53': 250, 'T54': 210, 'N54': 118, 'T55': 4920, 'N55': 2703, 'T56': 1177, 'N56': 461, 'T57': 48, 'N57': 15, 'T58': 316, 'N58': 178, 'T59': 24, 'N59': 14, 'T60': 459, 'N60': 149}
2026-03-14 12:51:09,066 INFO  __main__ —   strand_specificity: [0.5, 0.75, 0.9, 0.95]
2026-03-14 12:51:09,066 INFO  __main__ —   n_rna_fragments: [50000]
2026-03-14 12:51:09,066 INFO  __main__ —   gdna_fraction: [0.0, 0.1, 0.3, 0.5, 1.0]
2026-03-14 12:51:09,066 INFO  __main__ —   gdna_frag_mean: [200, 350]
2026-03-14 12:51:09,066 INFO  __main__ —   gdna_frag_std: [80]
2026-03-14 12:51:09,066 INFO  __main__ —   gdna_strand_kappa: [5, 20, 100]
2026-03-14 12:51:09,066 INFO  __main__ —   U01: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U02: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U03: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U04: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U05: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U06: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U07: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U08: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U09: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U10: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U11: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U12: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U13: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U14: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U15: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U16: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U17: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U18: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U19: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U20: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U21: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U22: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U23: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U24: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U25: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U26: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U27: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U28: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U29: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U30: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U31: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U32: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U33: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U34: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U35: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U36: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U37: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U38: [0]
2026-03-14 12:51:09,066 INFO  __main__ —   U39: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   U40: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U01: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U03: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U05: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U07: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U09: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U11: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U13: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U15: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U17: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U19: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U21: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U23: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U25: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U27: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U29: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U31: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U33: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U35: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U37: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U39: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U02: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U04: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U06: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U08: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U10: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U12: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U14: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U16: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U18: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U20: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U22: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U24: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U26: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U28: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U30: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U32: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U34: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U36: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U38: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   nrna_U40: [0]
2026-03-14 12:51:09,067 INFO  __main__ —   gdna: [0]
2026-03-14 12:51:09,067 INFO  __main__ — Total runs: 120
2026-03-14 12:51:09,068 INFO  __main__ — ============================================================
2026-03-14 12:51:09,068 INFO  __main__ — Run 1/120: T01=314 T02=23 T03=242 T04=201 T05=2470 T06=37 T07=15 T08=27 T09=24 T10=103 T11=4127 T12=3988 T13=457 T14=50 T15=181 T16=1379 T17=17 T18=2083 T19=379 T20=212 T21=179 T22=44 T23=3472 T24=1396 T25=329 T26=16 T27=1511 T28=488 T29=1418 T30=387 T31=11 T32=4471 T33=2881 T34=11 T35=466 T36=242 T37=47 T38=4305 T39=401 T40=42 T41=4777 T42=18 T43=2408 T44=4985 T45=3196 T46=15 T47=2378 T48=11 T49=25 T50=2556 T51=12 T52=274 T53=432 T54=210 T55=4920 T56=1177 T57=48 T58=316 T59=24 T60=459 N19=161 N06=17 N16=459 N47=1098 N53=250 N38=1938 N45=1105 N08=12 N41=2680 N24=825 N33=1240 N54=118 N10=43 N50=767 N36=136 N23=1592 N30=147 N31=5 N46=7 N56=461 N22=26 N43=1183 N58=178 N12=2389 N13=206 N55=2703 N21=74 N39=141 N35=273 N03=105 N14=16 N25=183 N02=13 N27=780 N28=246 N51=4 N48=5 N15=56 N40=24 N09=13 N04=76 N26=4 N42=7 N57=15 N44=2406 N29=653 N18=1119 N01=131 N37=17 N20=67 N59=14 N07=5 N52=83 N05=923 N17=8 N32=1490 N49=11 N34=4 N60=149 N11=1509 ss=0.5
2026-03-14 12:51:10,146 INFO  rigel.sim.annotation — Wrote 100 transcripts (275 exon lines) → /var/folders/ph/_lsypp750wj0q9_44ksdh3_00000gq/T/rigel_sweep_pl0e28cj/work/annotations.gtf
2026-03-14 12:51:11,636 INFO  rigel.sim.oracle_bam — Wrote 50000 read pairs to /var/folders/ph/_lsypp750wj0q9_44ksdh3_00000gq/T/rigel_sweep_pl0e28cj/work/sweep_oracle.bam (mRNA=22318, nRNA=27682, gDNA=0)
2026-03-14 12:51:11,660 INFO  rigel.index — [START] Loading references from /var/folders/ph/_lsypp750wj0q9_44ksdh3_00000gq/T/rigel_sweep_pl0e28cj/work/sweep.fa
2026-03-14 12:51:11,660 INFO  rigel.index — [DONE] Read 1 references
2026-03-14 12:51:11,665 INFO  rigel.index — [START] Reading transcripts from /var/folders/ph/_lsypp750wj0q9_44ksdh3_00000gq/T/rigel_sweep_pl0e28cj/work/annotations.gtf
2026-03-14 12:51:11,667 INFO  rigel.index — [DONE] Read 100 transcripts
2026-03-14 12:51:11,667 INFO  rigel.index — [START] Computing nRNA table
2026-03-14 12:51:11,667 INFO  rigel.index — [DONE] Found 100 unique nRNA spans from 100 transcripts
2026-03-14 12:51:11,670 INFO  rigel.index — [START] Building splice junctions
2026-03-14 12:51:11,670 INFO  rigel.index — [DONE] Found 175 splice junctions
2026-03-14 12:51:11,671 INFO  rigel.index — [START] Building genomic intervals
2026-03-14 12:51:11,672 INFO  rigel.index — [DONE] Found 651 genomic intervals
2026-03-14 12:51:11,673 INFO  rigel.index — [START] Building calibration regions
2026-03-14 12:51:11,675 INFO  rigel.index — [DONE] Found 551 calibration regions
2026-03-14 12:51:11,676 INFO  rigel.index — Index written to /var/folders/ph/_lsypp750wj0q9_44ksdh3_00000gq/T/rigel_sweep_pl0e28cj/work/index
2026-03-14 12:51:11,687 INFO  rigel.pipeline — [START] Native C++ BAM scan → resolve + train + buffer
2026-03-14 12:51:12,015 INFO  rigel.pipeline — [DONE] Native scan: 50,000 fragments → 50,000 same-strand, 0 ambig-strand, 0 intergenic, 50,000 buffered (2.4 MB in memory, 0 chunks spilled), 0 multimapper molecules
2026-03-14 12:51:12,015 INFO  rigel.strand_model — Strand models (κ=2.0):
2026-03-14 12:51:12,015 INFO  rigel.strand_model —   [exonic_spliced] (RNA — used for scoring)  5,147 obs, p_r1_sense=0.5086, specificity=0.5086
2026-03-14 12:51:12,015 INFO  rigel.strand_model —   [exonic] (diagnostic)  50,000 obs, p_r1_sense=0.5021, specificity=0.5021
2026-03-14 12:51:12,015 INFO  rigel.strand_model —   [intergenic] (diagnostic)  0 obs, p_r1_sense=0.5000, specificity=0.5000
2026-03-14 12:51:12,015 INFO  rigel.frag_length_model — Fragment length models: 50,000 total observations
2026-03-14 12:51:12,016 INFO  rigel.frag_length_model —   Global: mean=249.4, std=50.0, median=249.0, mode=250
2026-03-14 12:51:12,016 INFO  rigel.frag_length_model —   UNSPLICED: 44,853 obs, mean=248.4, mode=250
2026-03-14 12:51:12,016 INFO  rigel.frag_length_model —   SPLICED_ANNOT: 5,147 obs, mean=258.3, mode=255
2026-03-14 12:51:12,016 INFO  rigel.frag_length_model —   Unspliced same-strand: 22,488 obs, mean=250.0, mode=247
2026-03-14 12:51:12,016 INFO  rigel.frag_length_model —   Unspliced opp-strand: 22,365 obs, mean=249.5, mode=250
2026-03-14 12:51:12,016 INFO  rigel.frag_length_model — Fragment length mixing: S=22488 sense, A=22365 anti, s_rna=0.5086, W_sense=0.8390, W_anti=0.8437
2026-03-14 12:51:12,016 INFO  rigel.frag_length_model —   Certainty: C_gdna=[0.678, 0.687], C_rna=[0.000, 0.000]
2026-03-14 12:51:12,016 INFO  rigel.frag_length_model —   gDNA model: 25763 weighted obs, mean=249.8
2026-03-14 12:51:12,016 INFO  rigel.frag_length_model —   RNA model: 5147 weighted obs, mean=258.3
2026-03-14 12:51:12,017 INFO  rigel.pipeline — [START] Quantifying 50,000 buffered fragments (locus-level EM: mRNA/nRNA/gDNA)
2026-03-14 12:51:12,041 INFO  rigel.pipeline — [DONE] Scan: 5,147 unique, 44,853 ambiguous units (74,264 RNA candidates)
2026-03-14 12:51:12,043 INFO  rigel.pipeline — [LOCI] 60 loci from 44,853 units (largest: 1 transcripts, 5123 units)
2026-03-14 12:51:12,043 INFO  rigel.pipeline — [INFO] Strand specificity: 0.509 (strand weight=0.000, density weight=1.000)
2026-03-14 12:51:12,043 INFO  rigel.locus — gDNA EB: global_density=5.72437e-05 reads/bp (N=44853), κ_ref=5.0
2026-03-14 12:51:12,044 INFO  rigel.locus — gDNA EB: κ_locus=200.0, median_locus_density=3.87699e-05, n_zero=23/60, n_high(≥0.001)=2/60
2026-03-14 12:51:12,068 INFO  rigel.pipeline — [DONE] Per-locus EM: 60 loci, 44,853 ambiguous fragments, gDNA EM=29090
2026-03-14 12:51:12,084 INFO  rigel.pipeline — [gDNA] total=29090 (EM=29090), contamination rate=58.43%
2026-03-14 12:51:12,298 INFO  __main__ — 
Benchmark: sweep_0
  Simulated: 50000 fragments
  Pipeline fragments: 50000 (alignment rate: 100.0%)
  Intergenic: 0, Chimeric: 0
  Total expected: 22318, Total observed: 20695
  gDNA: expected=0, pipeline=29090, diff=29090
  nRNA: expected=27682, pipeline=215, diff=27467
  All exact: False, Total abs error: 1649, Max rel error: 36.7%
  Per-transcript:
    T01: expected=201, observed=196, diff=+5, rel_err=2.4%
    T02: expected=10, observed=9, diff=+1, rel_err=13.9%
    T03: expected=59, observed=59, diff=+0, rel_err=0.1%
    T04: expected=122, observed=113, diff=+9, rel_err=7.6%
    T05: expected=1000, observed=944, diff=+56, rel_err=5.6%
    T06: expected=8, observed=6, diff=+2, rel_err=22.9%
    T07: expected=4, observed=3, diff=+1, rel_err=17.7%
    T08: expected=10, observed=7, diff=+3, rel_err=34.8%
    T09: expected=13, observed=11, diff=+2, rel_err=17.1%
    T10: expected=35, observed=28, diff=+7, rel_err=20.1%
    T11: expected=2510, observed=2350, diff=+160, rel_err=6.4%
    T12: expected=977, observed=875, diff=+102, rel_err=10.4%
    T13: expected=140, observed=130, diff=+10, rel_err=7.1%
    T14: expected=10, observed=14, diff=+4, rel_err=36.7%
    T15: expected=38, observed=39, diff=+1, rel_err=2.8%
    T16: expected=172, observed=158, diff=+14, rel_err=8.1%
    T17: expected=15, observed=13, diff=+2, rel_err=14.4%
    T18: expected=1188, observed=1096, diff=+92, rel_err=7.7%
    T19: expected=69, observed=57, diff=+12, rel_err=18.0%
    T20: expected=79, observed=73, diff=+6, rel_err=7.5%
    T21: expected=65, observed=58, diff=+7, rel_err=10.9%
    T22: expected=7, observed=7, diff=+0, rel_err=1.9%
