target_label	chrom	observed_start_1based	observed_end	gdna_false_rna	fraction_of_false_rna	pred_mrna	pred_nrna	ambig_same	ambig_opp	unspliced	mean_zw	max_zw	zw_ge_90_rate
nRNA chr21:8,380,664-8,450,668(+)	mixed	101586	45024528	1714	0.0006855204796243636	0	1714	128	0	1335	0.8301296824482872	0.9990715384483337	0.6971995332555426
mRNA ZNF462 ENST00000277225.10	chr9	29052401	107011284	1606	0.0006423254902431318	1606	0	1585	18	1605	0.6538226089978435	1.0	0.0012453300124533001
mRNA FLG2 ENST00000388718.5	chr1	152350091	152357638	1581	0.0006323266501085874	1581	0	0	1561	1570	0.7701612800020421	0.8890874981880188	0.0
mRNA AHNAK ENST00000378024.9	chr11	62516540	62534074	1577	0.0006307268356870603	1577	0	1565	0	1560	0.7323492900359154	1.0	0.011414077362079899
mRNA AR ENST00000396043.4	chrX	67544227	67724281	1563	0.0006251274852117155	1563	0	1556	0	1561	0.49838475253068326	0.9770684838294983	0.22968650031989762
nRNA chr7:141,995,878-142,106,747(+)	chr7	142005363	142106213	1537	0.0006147286914717893	0	1537	1513	0	1485	0.6504240039549405	0.9441131949424744	0.03253090435914118
nRNA chr4:78,057,322-78,544,269(+)	chr4	78057744	78541207	1511	0.0006043298977318632	0	1511	1504	0	1507	0.5014324148440109	1.0	0.0026472534745201853
nRNA chr1:152,335,378-152,364,080(+)	chr1	152344441	152359090	1505	0.0006019301760995724	0	1505	1	1480	1485	0.8165712785483199	0.9950218200683594	0.5209302325581395
nRNA chr2:151,485,335-151,734,487(-)	chr2	151485499	151733434	1475	0.0005899315679381192	0	1475	1332	139	1450	0.4548444532135786	1.0	0.008135593220338983
nRNA chr11:64,823,051-64,844,653(-)	chr11	64687206	64844644	1452	0.0005807326350143383	0	1452	1451	0	1334	0.6832014012661026	1.0	0.081267217630854
nRNA chr2:178,528,764-178,620,148(+)	chr2	32916265	178620133	1450	0.0005799327278035748	0	1450	0	1446	1433	0.1332344500951726	0.2611764669418335	0.0
mRNA PCLO ENST00000423517.6	chr7	82821985	83162894	1438	0.0005751332845389935	1438	0	1429	0	1431	0.6865030593926577	0.9996168613433838	0.004867872044506259
nRNA ENST00000242310.4	chr9	32629863	32635660	1429	0.0005715337020905575	0	1429	0	580	1424	0.865017398774749	0.9981672167778015	0.7207837648705389
mRNA FAT1 ENST00000441802.7	chr4	83052074	186709840	1419	0.0005675341660367398	1419	0	1415	1	1414	0.8073206529391429	1.0	0.5024665257223396
nRNA chr13:110,149,060-110,299,118(-)	chr13	110149064	110298934	1415	0.0005659343516152127	0	1415	1406	0	1350	0.36287467168321563	0.9968328475952148	0.04381625441696113
mRNA IRS2 ENST00000375856.5	chr13	109755835	109786239	1392	0.0005567354186914318	1392	0	1215	177	1392	0.8406505833845586	0.9644331336021423	0.625
nRNA chr6:33,621,321-33,696,574(+)	chr6	33621491	33892590	1392	0.0005567354186914318	0	1392	1338	45	1301	0.5298981861192626	0.9987688660621643	0.06752873563218391
mRNA SON ENST00000300278.8	chr21	33549478	33560569	1362	0.0005447368105299785	1362	0	1304	57	1356	0.606795123382369	0.9991248846054077	0.035976505139500736
nRNA chr11:64,229,213-64,234,292(-)	chr11	64229217	64234291	1362	0.0005447368105299785	0	1362	0	1356	1322	0.8039335224903278	0.9997926354408264	0.263582966226138
nRNA chr8:102,254,197-102,412,759(-)	chr8	102254220	102412496	1351	0.000540337320870779	0	1351	1328	17	1309	0.595064342075712	0.9954387545585632	0.03182827535159141
mRNA BSN ENST00000296452.5	chr3	49624972	49671352	1340	0.0005359378312115795	1340	0	1336	0	1337	0.7866294507270873	1.0	0.3753731343283582
nRNA chr2:178,541,746-178,597,681(+)	chr2	178542092	178597679	1316	0.0005263389446824168	0	1316	0	1315	1305	0.1704309624011167	0.267387717962265	0.0
nRNA chr17:28,614,881-28,645,454(-)	chr17	28614957	28645384	1301	0.0005203396406016902	0	1301	979	319	1281	0.6628827363579068	0.998562753200531	0.24750192159877019
mRNA SACS ENST00000402364.1	chr13	23249827	23375270	1245	0.0004979422387003107	1245	0	1244	1	1244	0.6366027581022985	0.7609332203865051	0.0
nRNA chr12:57,128,482-57,213,361(+)	chr12	57128798	57212648	1240	0.0004959424706734019	0	1240	1191	47	1184	0.42134137791506343	1.0	0.03790322580645161
mRNA CCDC168 ENST00000322527.4	chr13	102729380	102758946	1237	0.0004947426098572565	1237	0	1237	0	1235	0.35150845325871904	0.9995389580726624	0.0016168148746968471
nRNA chr17:28,455,751-28,614,197(-)	chr17	28381763	28614197	1205	0.00048194409448503974	0	1205	399	802	1181	0.4970969487275325	0.9998586177825928	0.00995850622406639
mRNA FAT4 ENST00000394329.9	chr4	125315073	125492011	1199	0.0004795443728527491	1199	0	1197	0	1197	0.7392234796591358	0.998802661895752	0.0016680567139282735
nRNA chr12:40,393,447-40,570,646(+)	chr12	40397710	40570612	1194	0.0004775446048258402	0	1194	838	353	1169	0.4494417628735129	1.0	0.020100502512562814
nRNA chr17:10,383,155-10,537,862(+)	chr17	10390261	10537816	1165	0.0004659459502697687	0	1165	0	1161	1101	0.4353748669935782	0.8942039012908936	0.0
mRNA FLRT1 ENST00000246841.3	chr11	64103236	64118658	1161	0.0004643461358482416	1161	0	0	1160	1161	0.7990290948432853	0.998308539390564	0.43583118001722654
nRNA chr5:180,607,964-180,649,624(-)	chr5	180608491	180649610	1158	0.0004631462750320963	0	1158	1141	0	1131	0.7227695682158433	0.9469001889228821	0.025906735751295335
nRNA chr3:52,495,337-52,524,495(+)	chr3	52495346	52524635	1134	0.00045354738850293365	0	1134	1121	10	1061	0.5606333802781039	1.0	0.0291005291005291
nRNA chr2:178,528,739-178,633,078(+)	chr2	178528827	178632960	1050	0.0004199512856508645	0	1050	0	1049	1035	0.09114701661857821	0.22830666601657867	0.0
nRNA chr3:52,316,318-52,400,492(+)	chr3	52322393	52400492	1042	0.00041675165680781027	0	1042	1035	0	988	0.4412438186437907	1.0	0.04126679462571977
mRNA ZNF318 ENST00000361428.3	chr6	29199014	43369630	1033	0.0004131520743593743	1033	0	1031	0	1031	0.7919400902275656	0.9996428489685059	0.3117134559535334
nRNA chr6:56,457,986-56,642,996(-)	chr6	56459032	56642933	1019	0.0004075527238840295	0	1019	1019	0	1013	0.3494336161894086	0.7747608423233032	0.0
nRNA chr2:27,217,407-27,243,785(+)	chr2	27217435	32916114	1007	0.00040275328061944814	0	1007	1004	0	987	0.7310092901513202	0.9973413944244385	0.3038728897715988
mRNA NRIP1 ENST00000400199.5	chr21	14724112	24192340	1007	0.00040275328061944814	1007	0	1007	0	1005	0.8645383583191253	0.99927818775177	0.7328699106256207
mRNA ZFP62 ENST00000502412.2	chr5	107995110	180851493	977	0.0003907546724579949	977	0	976	1	972	0.7850529957589376	0.9824478626251221	0.6069600818833163
mRNA ZFHX3 ENST00000268489.10	chr16	72786900	72960167	975	0.00038995476524723133	975	0	322	652	975	0.8642840103671336	0.9694836139678955	0.7415384615384616
mRNA AR ENST00000513847.5	chrX	67544821	67689760	967	0.0003867551364041771	967	0	960	0	965	0.30689745597183055	0.9684156179428101	0.002068252326783868
nRNA chr11:64,340,203-64,357,534(+)	chr11	64340215	64383523	957	0.00038275560035035935	0	957	950	2	813	0.45414010102616365	1.0	0.1452455590386625
nRNA chr1:146,547,366-146,898,974(+)	mixed	22284401	146898963	949	0.00037955597150730517	0	949	580	0	941	0.4747584739697997	1.0	0.005268703898840885
nRNA chr2:178,540,115-178,582,663(+)	chr2	178540133	178582642	945	0.00037795615708577807	0	945	0	945	941	0.1506517172411636	0.2096916288137436	0.0
mRNA NCOA6 ENST00000359003.7	chr20	34714916	34782401	944	0.0003775562034803963	944	0	164	780	943	0.8741990542473366	0.9978472590446472	0.7404661016949152
mRNA SPEN ENST00000375759.8	chr1	15847747	221517039	926	0.0003703570385835243	926	0	920	3	924	0.7480002846930892	0.9216917753219604	0.12958963282937366
mRNA RP1 ENST00000220676.2	chr8	54620963	54630621	925	0.00036995708497814255	925	0	925	0	925	0.7673783088012321	0.8823906183242798	0.0
mRNA RNF213 ENST00000508628.6	chr17	80287821	80393819	924	0.00036955713137276077	924	0	891	32	923	0.836242909760928	0.9915047287940979	0.5670995670995671
mRNA SETX ENST00000224140.6	chr9	106579640	132336465	920	0.0003679573169512337	920	0	919	1	919	0.8411499313423005	1.0	0.6380434782608696
nRNA chr3:38,039,204-38,124,025(+)	chr3	38039219	38123447	913	0.0003651576417135612	0	913	522	390	892	0.6343078044450231	0.9951791167259216	0.02190580503833516
mRNA TCF20 ENST00000335626.8	chr22	42209652	42215439	913	0.0003651576417135612	913	0	913	0	913	0.8161573677689963	0.992328941822052	0.6002190580503833
mRNA HRNR ENST00000368801.4	chr1	152212753	152221479	907	0.00036275792008127057	907	0	0	523	842	0.7743380567861892	0.9055556654930115	0.07166482910694598
nRNA chr6:11,173,451-11,259,099(+)	chr6	11174790	11255583	901	0.0003603581984489799	0	901	1	894	896	0.5495191711713286	0.9995640516281128	0.005549389567147614
mRNA MUC22 ENST00000561890.1	chr6	31010475	31035374	900	0.00035995824484359815	900	0	780	0	496	0.8348778599749008	1.0	0.4488888888888889
mRNA RTN3 ENST00000540798.5	chr11	63681496	63758409	896	0.00035835843042207106	896	0	895	0	896	0.7530176462865451	0.8795934915542603	0.0
mRNA FLG ENST00000368799.2	chr1	152302428	152314738	892	0.0003567586160005439	892	0	0	766	847	0.7707232551256638	0.9204829335212708	0.05044843049327354
nRNA ENST00000333861.5	chr11	66590190	66593065	885	0.0003539589407628715	0	885	0	0	885	0.8145250321465866	1.0	0.5276836158192091
nRNA chr2:185,788,019-185,800,151(-)	chr2	185788475	185800135	878	0.0003511592655251991	0	878	0	878	878	0.8357945259380449	0.9478278756141663	0.5580865603644647
mRNA SHROOM3 ENST00000646790.1	chr4	76730930	76779146	868	0.00034715972947138135	868	0	0	866	866	0.8340587861297335	0.9786696434020996	0.2488479262672811
mRNA SYNM ENST00000336292.11	chr15	99105081	99133327	864	0.0003455599150498542	864	0	344	518	863	0.8351790577300428	0.954156756401062	0.6435185185185185
mRNA FAT2 ENST00000261800.6	chr5	151505266	151568934	862	0.00034476000783909065	862	0	847	12	860	0.5608206713775263	1.0	0.0034802784222737818
nRNA ENST00000568225.2	chr8	143857766	143873248	861	0.0003443600542337089	0	861	579	0	836	0.6297344534369088	0.8749880194664001	0.0
mRNA TTN ENST00000460472.6	chr2	24586848	186333274	859	0.00034356014702294533	859	0	12	841	806	0.16528109451094522	1.0	0.004656577415599534
nRNA chr2:178,539,804-178,576,557(+)	chr2	178539868	178576530	825	0.000329961724439965	0	825	0	824	820	0.15733649249781262	0.2115219086408615	0.0
mRNA ICE1 ENST00000296564.9	chr5	5422781	124983041	821	0.0003283619100184379	821	0	820	0	820	0.8606120726291031	1.0	0.7442143727161997
nRNA chr2:169,127,108-169,362,534(-)	chr2	169128475	169321160	815	0.0003259621883861472	0	815	812	0	812	0.43866008741244034	1.0	0.001226993865030675
nRNA chr1:154,697,454-154,870,281(-)	chr1	154558365	154870256	813	0.00032516228117538364	0	813	810	0	807	0.5613634799129409	0.86733478307724	0.0
nRNA chr9:114,850,967-115,121,030(+)	chr9	114865584	115091281	811	0.0003243623739646201	0	811	10	797	808	0.5004721176448829	0.9971289038658142	0.0036991368680641184
nRNA chr12:26,335,351-26,833,194(-)	mixed	20548687	26832972	807	0.000322762559543093	0	807	655	143	799	0.5053595636453124	1.0	0.009913258983890954
nRNA chr3:48,564,072-48,595,329(-)	chr3	48564166	48595452	804	0.0003215626987269477	0	804	801	0	523	0.4977699904436181	1.0	0.3383084577114428
mRNA MALAT1 ENST00000618132.2	chr11	65501018	65506388	804	0.0003215626987269477	804	0	0	803	795	0.5709911635787277	0.9895572662353516	0.11940298507462686
nRNA chr12:123,762,187-123,935,720(+)	chr12	123762216	123935711	801	0.00032036283791080235	0	801	678	113	784	0.3643844553296188	0.994420051574707	0.011235955056179775
nRNA chr11:63,898,086-63,909,539(+)	chr11	63898089	63909450	801	0.00032036283791080235	0	801	800	0	762	0.5287769517969437	0.9223746061325073	0.04868913857677903
mRNA PLEC ENST00000693060.1	chr8	143916203	143933093	799	0.0003195629307000388	799	0	798	0	794	0.4205188297040677	0.5382780432701111	0.0
mRNA HIVEP2 ENST00000703918.1	chr6	142752732	142776149	799	0.0003195629307000388	799	0	690	108	798	0.6662242546344225	0.9638017416000366	0.20150187734668334
mRNA AR ENST00000396044.8	chrX	67521831	67723935	797	0.00031876302348927526	797	0	794	0	794	0.276372588149633	0.9974467158317566	0.0012547051442910915
mRNA SETD2 ENST00000409792.4	chr3	47016723	47164012	793	0.00031716320906774817	793	0	792	0	793	0.6393169228593534	0.9815759658813477	0.0012610340479192938
nRNA chr17:82,078,337-82,098,187(-)	chr17	82079285	82096425	769	0.00030756432253858555	0	769	764	0	649	0.5888887486155344	0.9963457584381104	0.15474642392717816
mRNA FAM186A ENST00000327337.6	chr12	50330583	50396595	761	0.0003043646936955313	761	0	720	5	704	0.808857425172298	0.9988523125648499	0.45860709592641263
mRNA RPTN ENST00000316073.3	chr1	152154329	152157754	759	0.00030356478648476776	759	0	753	0	727	0.780220326610469	0.8947522044181824	0.0
mRNA MKI67 ENST00000368653.7	chr10	128098656	128112445	751	0.00030036515764171357	751	0	744	0	744	0.6286771586016019	0.7235280871391296	0.0
nRNA chr11:64,286,419-64,289,494(+)	chr11	64285377	64289474	746	0.0002983653896148047	0	746	741	0	683	0.6691374631234053	0.9781100153923035	0.08310991957104558
nRNA chr9:76,704,847-76,710,661(+)	chr9	76704853	76710659	744	0.00029756548240404115	0	744	0	736	744	0.8112576318283876	0.9210199117660522	0.38306451612903225
nRNA chr8:123,851,986-124,120,061(+)	chr8	123865202	124120023	735	0.00029396589995560514	0	735	176	558	731	0.4946339889828648	1.0	0.005442176870748299
mRNA APOB ENST00000233242.5	chr2	21001506	21033508	732	0.0002927660391394598	732	0	728	1	728	0.5989643961211534	1.0	0.00819672131147541
nRNA chr2:96,274,337-96,305,546(-)	chr2	96274944	96305518	729	0.0002915661783233145	0	729	727	0	704	0.5917823411810463	0.9889242649078369	0.03155006858710562
mRNA ARHGAP35 ENST00000672722.1	chr19	46918488	47001606	727	0.00029076627111255095	727	0	726	0	727	0.8633900796789599	0.9877789616584778	0.7248968363136176
mRNA TRANK1 ENST00000429976.5	chr3	36827917	36864466	723	0.00028916645669102385	723	0	719	0	722	0.6896387158505319	0.9977178573608398	0.005532503457814661
nRNA chr13:110,477,922-110,513,027(+)	chr13	110477931	110512462	722	0.0002887665030856421	0	722	466	234	653	0.4035130938091973	0.9719050526618958	0.0013850415512465374
mRNA FREM2 ENST00000280481.9	chr13	38687080	60517711	712	0.0002847669670318243	712	0	712	0	711	0.8344117449544203	1.0	0.5589887640449438
mRNA NEDD9 ENST00000504387.5	chr6	11184829	11213728	711	0.0002843670134264425	711	0	0	709	710	0.7889870619021472	0.8773289322853088	0.0
mRNA ADNP ENST00000349014.8	chr20	50891035	50894513	710	0.00028396705982106074	710	0	710	0	710	0.7752618864073719	0.9005120396614075	0.14084507042253522
nRNA chr13:110,456,395-110,463,287(-)	chr13	110456444	110463286	708	0.0002831671526102972	0	708	0	697	688	0.7166543848507401	0.9999129772186279	0.029661016949152543
nRNA chr19:42,325,634-42,378,769(+)	chr19	42326251	42377091	707	0.0002827671990049154	0	707	701	0	676	0.5202205063250901	0.993473470211029	0.04526166902404526
mRNA IGSF10 ENST00000282466.4	chr3	151436359	151453765	707	0.0002827671990049154	707	0	650	55	704	0.7440735639258692	1.0	0.23196605374823195
mRNA FREM3 ENST00000329798.5	chr4	143577310	143700667	706	0.00028236724539953365	706	0	0	706	706	0.846730786165956	0.9630040526390076	0.6090651558073654
nRNA chr8:132,866,957-133,134,903(+)	chr8	132866989	133133890	706	0.00028236724539953365	0	706	552	148	699	0.2717199232904161	0.9983121156692505	0.0084985835694051
mRNA MUC17 ENST00000379439.3	chr7	101031218	101043817	698	0.00027916761655647946	698	0	676	0	657	0.4683665441106311	0.9973218441009521	0.06160458452722063
nRNA chr7:128,830,405-128,859,274(+)	chr7	128830480	128858575	694	0.00027756780213495237	0	694	490	199	641	0.47977342360763026	1.0	0.07636887608069164
mRNA FAT3 ENST00000409404.6	chr11	92352096	92891372	694	0.00027756780213495237	694	0	689	5	694	0.47512569189372256	0.597656786441803	0.0
mRNA PRUNE2 ENST00000426088.5	chr9	21069650	76710221	686	0.0002743681732918981	686	0	1	684	685	0.6564677466988651	0.8366499543190002	0.0
mRNA GPATCH8 ENST00000587228.5	chr17	44397418	44401446	681	0.00027236840526498926	681	0	681	0	681	0.7938565407057735	0.922455906867981	0.5183553597650514
nRNA chr2:178,528,764-178,738,038(+)	chr2	178528911	178736170	676	0.0002703686372380804	0	676	0	676	663	0.058811156931966986	0.1012950986623764	0.0
mRNA TSC22D1 ENST00000458659.3	chr13	44433577	44576323	675	0.0002699686836326986	675	0	627	48	675	0.8512611047288886	0.9977421164512634	0.5822222222222222
mRNA ZBTB7B ENST00000292176.2	chr1	155014452	155016974	674	0.00026956873002731684	674	0	674	0	670	0.7677988989516341	0.945854663848877	0.1261127596439169
nRNA chr11:65,615,775-65,637,439(+)	chr11	65616196	65637181	674	0.00026956873002731684	0	674	673	0	579	0.35342786788735925	1.0	0.13798219584569732
mRNA ZHX1 ENST00000522655.5	chr8	123253322	123256164	672	0.0002687688228165533	672	0	672	0	672	0.8225909892380947	0.9315447211265564	0.5818452380952381
mRNA STARD9 ENST00000290607.12	chr15	42663294	42719792	670	0.00026796891560578975	670	0	668	0	667	0.5433920173697285	0.9996622204780579	0.0029850746268656717
mRNA ANKRD17 ENST00000509867.6	chr4	72851937	73154114	666	0.0002663691011842626	666	0	663	0	665	0.6256907861805647	0.8538233637809753	0.0
mRNA MAN1B1 ENST00000684645.1	chr9	137101495	137108851	662	0.0002647692867627355	662	0	510	0	262	0.8829879273049916	0.9950070381164551	0.6132930513595166
nRNA chr7:100,957,964-100,967,890(+)	chr7	100922470	100967491	661	0.00026436933315735373	0	661	411	226	629	0.5293328955448297	0.8312013745307922	0.0
mRNA BOD1L1 ENST00000507943.2	chr4	13569707	13712835	660	0.00026396937955197196	660	0	659	1	659	0.6117372440668105	0.7211785912513733	0.0
nRNA chr11:46,856,716-46,918,550(-)	chr11	46858815	47038308	656	0.00026236956513044486	0	656	559	95	648	0.6102761784454853	1.0	0.013719512195121951
mRNA SVEP1 ENST00000374469.6	chr9	110365919	110579718	652	0.00026076975070891777	652	0	649	0	648	0.6067262140682619	1.0	0.004601226993865031
mRNA DSPP ENST00000651931.1	chr4	87612186	87616870	650	0.0002599698434981542	650	0	0	629	642	0.7686046565481677	1.0	0.0015384615384615385
mRNA DIDO1 ENST00000395343.6	chr20	62878882	62911602	650	0.0002599698434981542	650	0	646	0	645	0.8097227245225356	0.9859813451766968	0.5707692307692308
mRNA RAI1 ENST00000353383.6	chr17	17792938	17811441	649	0.00025956988989277245	649	0	559	90	649	0.7148944713126506	0.9831727743148804	0.4098613251155624
mRNA ASPM ENST00000367409.9	chr1	197084135	197146643	648	0.0002591699362873907	648	0	647	0	648	0.7775633608660787	0.9479668140411377	0.4537037037037037
nRNA chr3:49,689,561-49,721,529(+)	chr3	49691143	49721485	637	0.0002547704466281911	0	637	538	99	603	0.5118020202239371	0.9879359006881714	0.0282574568288854
mRNA ARHGAP32 ENST00000527272.1	chr11	128968870	128980750	635	0.00025397053941742756	635	0	634	0	634	0.7267459371251853	0.9253683090209961	0.0031496062992125984
mRNA ZNFX1 ENST00000396105.6	chr20	49247142	49271751	635	0.00025397053941742756	635	0	635	0	635	0.7211706756240153	0.8844584822654724	0.0
nRNA chr11:63,911,229-63,917,164(-)	chr11	63911629	63916855	633	0.000253170632206664	0	633	631	0	554	0.5450243999089863	1.0	0.12322274881516587
nRNA chr1:156,525,404-156,572,604(-)	chr1	156526262	156572603	633	0.000253170632206664	0	633	632	0	611	0.675307760730174	0.9949938654899597	0.03475513428120063
mRNA TSHZ3 ENST00000240587.5	chr19	31276103	31279749	625	0.00024997100336360983	625	0	625	0	625	0.8481614284947514	0.9808313250541687	0.6816
mRNA RPRD2 ENST00000492220.1	chr1	150457289	150473552	621	0.00024837118894208273	621	0	620	0	621	0.8022339515172053	0.934903621673584	0.5169082125603864
mRNA MUC3A ENST00000483366.5	chr7	49228193	100961080	619	0.0002475712817313192	619	0	552	1	536	0.5352583177890238	0.9997549057006836	0.024232633279483037
nRNA chr17:31,258,382-31,336,473(+)	chr17	31260145	31335259	618	0.0002471713281259374	0	618	143	473	616	0.37970227861933675	0.6193550825119019	0.0
mRNA QRICH2 ENST00000262765.10	chr17	76278002	76294004	618	0.0002471713281259374	618	0	573	0	455	0.7722776370804191	0.9816304445266724	0.26375404530744334
mRNA ARID2 ENST00000422737.7	chr12	45817674	45893864	616	0.00024637142091517387	616	0	616	0	616	0.8386570583520965	0.9914892315864563	0.7077922077922078
mRNA KMT2D ENST00000692637.1	chr12	49022614	49054683	615	0.00024597146730979204	615	0	614	0	605	0.4642926867945286	0.6403592824935913	0.0
mRNA ANK3 ENST00000280772.7	chr10	60055696	60389794	613	0.0002451715600990285	613	0	612	1	612	0.5321899076185355	0.8683659434318542	0.0
mRNA ZNF292 ENST00000339907.8	chr6	87233342	87261910	612	0.0002447716064936467	612	0	612	0	612	0.648406272722116	0.9561980962753296	0.1323529411764706
mRNA TRPS1 ENST00000520276.5	chr8	115413925	115620060	612	0.0002447716064936467	612	0	610	0	608	0.8419984065352336	0.9942589402198792	0.6290849673202614
mRNA SLC5A3 ENST00000381151.5	chr21	34094919	34097783	603	0.00024117202404521076	603	0	603	0	603	0.8500359263966111	0.9725645780563354	0.6600331674958541
mRNA SCAND3 ENST00000452236.3	chr6	28571622	28586999	601	0.0002403721168344472	601	0	601	0	601	0.7930874063566749	0.9299412965774536	0.3544093178036606
mRNA SSH2 ENST00000649863.1	chr17	29630802	29761411	598	0.0002391722560183019	598	0	0	598	598	0.8399248309978549	0.9721284508705139	0.6605351170568562
nRNA chr11:64,218,896-64,223,857(+)	chr11	64218939	64223836	598	0.0002391722560183019	0	598	593	5	573	0.5181906499999597	0.7965538501739502	0.0
mRNA PEG10 ENST00000488574.5	chr7	94663332	94668738	596	0.00023837234880753831	596	0	595	0	579	0.8506632561157864	0.9658396244049072	0.7332214765100671
mRNA EXPH5 ENST00000525344.5	chr11	108509155	108514871	596	0.00023837234880753831	596	0	596	0	596	0.5369024398586644	0.887520968914032	0.0
mRNA EVPL ENST00000301607.8	chr17	76006957	76024023	595	0.00023797239520215654	595	0	594	0	593	0.6600742076343599	0.9541630744934082	0.0067226890756302525
nRNA chr9:5,749,978-5,833,027(-)	chr9	5752950	5833007	594	0.00023757244159677477	0	594	226	364	587	0.5849487429346751	0.9927566647529602	0.010101010101010102
mRNA TET1 ENST00000373644.5	chr10	68572220	68692283	594	0.00023757244159677477	594	0	594	0	594	0.8246899748907772	0.9586820006370544	0.6127946127946128
nRNA chr15:81,331,216-81,374,213(-)	chr15	81332313	90358865	594	0.00023757244159677477	0	594	0	590	586	0.6574266275723374	0.9913649559020996	0.006734006734006734
mRNA ZNF574 ENST00000359044.5	chr19	42078590	42081528	593	0.000237172487991393	593	0	593	0	593	0.8648563658341162	0.9812875390052795	0.7268128161888702
mRNA CENPF ENST00000366955.8	chr1	214639929	214664044	591	0.00023637258078062945	591	0	589	0	590	0.8483651490588933	0.9856076240539551	0.688663282571912
nRNA chr11:66,334,493-66,339,875(+)	chr11	38256511	66339034	590	0.00023597262717524767	0	590	3	586	577	0.7912929452198036	1.0	0.43728813559322033
mRNA WDR81 ENST00000409644.6	chr17	1724767	1738058	590	0.00023597262717524767	590	0	62	528	590	0.7849520918297566	0.938171923160553	0.3559322033898305
mRNA KIAA1958 ENST00000374244.3	chr9	112574055	112619199	588	0.00023517271996448413	588	0	586	0	588	0.8396308422991435	1.0	0.40816326530612246
nRNA chr15:81,332,346-81,362,937(+)	chr15	81332364	81362696	587	0.00023477276635910235	0	587	0	583	581	0.7391718825233348	0.9947583675384521	0.010221465076660987
mRNA SYTL2 ENST00000634661.1	chr11	67410667	85734740	585	0.0002339728591483388	585	0	585	0	584	0.7634319760016779	0.9700961112976074	0.1794871794871795
nRNA chr11:63,763,302-63,765,962(-)	chr11	63763304	63765957	580	0.0002319730911214299	0	580	580	0	574	0.6368984769483835	0.7898024320602417	0.0
nRNA chr11:63,985,996-64,001,811(+)	chr11	63986017	64000859	580	0.0002319730911214299	0	580	352	228	551	0.5141944279958461	1.0	0.01896551724137931
nRNA chr3:38,103,128-38,123,083(-)	chr3	38107248	38122991	579	0.00023157313751604814	0	579	0	579	569	0.7610158141258467	0.9996090531349182	0.23661485319516407
nRNA chr12:56,128,266-56,144,041(+)	chr12	56128394	56144025	576	0.00023037327669990282	0	576	563	11	526	0.6040901345517745	0.9975558519363403	0.0798611111111111
mRNA ABCA13 ENST00000435803.6	chr7	48192826	48645844	575	0.00022997332309452104	575	0	572	0	575	0.6481110092803188	1.0	0.0052173913043478265
mRNA KCNB2 ENST00000523207.2	chr8	72567642	72938345	574	0.00022957336948913927	574	0	574	0	574	0.8639333262513894	0.9791626930236816	0.7195121951219512
mRNA LIG4 ENST00000693040.1	chr13	108208553	108214540	573	0.0002291734158837575	573	0	571	0	571	0.6815831745872323	0.9160932302474976	0.0034904013961605585
mRNA ZHX3 ENST00000432768.6	chr20	41088120	41205063	572	0.00022877346227837572	572	0	566	6	571	0.7472606552015808	0.9739291667938232	0.07867132867132867
