condition	true_pool	pred_pool	zc	zs	count
gdna_med_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	142936
gdna_med_ss_0.99_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	1998
gdna_med_ss_0.99_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8380
gdna_med_ss_0.99_nrna_low	nrna	nrna	ambig_same_strand	unspliced	26301
gdna_med_ss_0.99_nrna_low	nrna	gdna	ambig_same_strand	unspliced	9842
gdna_med_ss_0.99_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	2021
gdna_med_ss_0.99_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	3997
gdna_med_ss_0.99_nrna_low	nrna	unresolved	.	unspliced	10
gdna_med_ss_0.99_nrna_low	gdna	gdna	ambig_same_strand	unspliced	97936
gdna_med_ss_0.99_nrna_low	gdna	gdna	.	unknown	880055
gdna_med_ss_0.99_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	13656
gdna_med_ss_0.99_nrna_low	gdna	mrna	ambig_same_strand	unspliced	3812
gdna_med_ss_0.99_nrna_low	gdna	nrna	ambig_same_strand	unspliced	2334
gdna_med_ss_0.99_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	960
gdna_med_ss_0.99_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	997
gdna_med_ss_0.99_nrna_low	gdna	gdna	unambig	unspliced	166
gdna_med_ss_0.99_nrna_low	gdna	unresolved	.	unspliced	83
gdna_med_ss_0.99_nrna_low	gdna	nrna	unambig	unspliced	1
gdna_med_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	754
gdna_med_ss_0.99_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	8710
gdna_med_ss_0.99_nrna_low	mrna	nrna	ambig_opp_strand	unspliced	315
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	unspliced	626032
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	152528
gdna_high_ss_0.50_nrna_low	mrna	nrna	ambig_same_strand	unspliced	11944
gdna_high_ss_0.50_nrna_low	mrna	gdna	ambig_same_strand	unspliced	23815
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2343
gdna_high_ss_0.50_nrna_low	mrna	mrna	unambig	spliced_annot	37866
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	138396
gdna_high_ss_0.50_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	6325
gdna_high_ss_0.50_nrna_low	nrna	gdna	ambig_same_strand	unspliced	22565
gdna_high_ss_0.50_nrna_low	nrna	nrna	ambig_same_strand	unspliced	13916
gdna_high_ss_0.50_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8067
gdna_high_ss_0.50_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	8620
gdna_high_ss_0.50_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	2159
gdna_high_ss_0.50_nrna_low	gdna	gdna	.	unknown	1759702
gdna_high_ss_0.50_nrna_low	gdna	gdna	ambig_same_strand	unspliced	196758
gdna_high_ss_0.50_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	28073
gdna_high_ss_0.50_nrna_low	gdna	mrna	ambig_same_strand	unspliced	8843
gdna_high_ss_0.50_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	2376
gdna_high_ss_0.50_nrna_low	gdna	nrna	ambig_same_strand	unspliced	2712
gdna_high_ss_0.50_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	925
gdna_high_ss_0.50_nrna_low	gdna	gdna	unambig	unspliced	377
gdna_high_ss_0.50_nrna_low	gdna	unresolved	.	unspliced	234
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	750
gdna_high_ss_0.50_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	3925
gdna_high_ss_0.50_nrna_low	nrna	unresolved	.	unspliced	9
gdna_high_ss_0.50_nrna_low	mrna	gdna	unambig	unspliced	1
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	unspliced	635625
gdna_high_ss_0.99_nrna_low	mrna	nrna	ambig_same_strand	unspliced	13384
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	152528
gdna_high_ss_0.99_nrna_low	mrna	gdna	ambig_same_strand	unspliced	12782
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2343
gdna_high_ss_0.99_nrna_low	mrna	mrna	unambig	spliced_annot	37866
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	141016
gdna_high_ss_0.99_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	3664
gdna_high_ss_0.99_nrna_low	nrna	nrna	ambig_same_strand	unspliced	22382
gdna_high_ss_0.99_nrna_low	nrna	gdna	ambig_same_strand	unspliced	13992
gdna_high_ss_0.99_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8174
gdna_high_ss_0.99_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	5935
gdna_high_ss_0.99_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	1905
gdna_high_ss_0.99_nrna_low	gdna	gdna	.	unknown	1759702
gdna_high_ss_0.99_nrna_low	gdna	gdna	ambig_same_strand	unspliced	198649
gdna_high_ss_0.99_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	28527
gdna_high_ss_0.99_nrna_low	gdna	mrna	ambig_same_strand	unspliced	6527
gdna_high_ss_0.99_nrna_low	gdna	nrna	ambig_same_strand	unspliced	3137
gdna_high_ss_0.99_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	1701
gdna_high_ss_0.99_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	1146
gdna_high_ss_0.99_nrna_low	gdna	gdna	unambig	unspliced	377
gdna_high_ss_0.99_nrna_low	gdna	unresolved	.	unspliced	234
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	750
gdna_high_ss_0.99_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	6864
gdna_high_ss_0.99_nrna_low	mrna	nrna	ambig_opp_strand	unspliced	41
gdna_high_ss_0.99_nrna_low	nrna	unresolved	.	unspliced	9
gdna_high_ss_0.99_nrna_low	mrna	gdna	unambig	unspliced	1
gdna_zero_ss_0.50_nrna_high	mrna	gdna	ambig_same_strand	unspliced	57244
gdna_zero_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	unspliced	594556
gdna_zero_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	spliced_annot	153369
gdna_zero_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	spliced_implicit	2404
gdna_zero_ss_0.50_nrna_high	mrna	mrna	unambig	spliced_annot	37519
gdna_zero_ss_0.50_nrna_high	mrna	mrna	ambig_opp_strand	unspliced	129343
