condition	locus_id	true_pool	pred_pool	count
gdna_zero_ss_0.99_nrna_zero	11	mrna	nrna	1
gdna_zero_ss_0.99_nrna_zero	11	mrna	mrna	1
gdna_low_ss_0.50_nrna_zero	24	mrna	mrna	111396
gdna_low_ss_0.50_nrna_zero	-1	mrna	gdna	2828
gdna_low_ss_0.50_nrna_zero	27	mrna	mrna	72809
gdna_low_ss_0.50_nrna_zero	30	mrna	mrna	35068
gdna_low_ss_0.50_nrna_zero	44	mrna	mrna	94453
gdna_low_ss_0.50_nrna_zero	5	mrna	mrna	10781
gdna_low_ss_0.50_nrna_zero	9	mrna	mrna	7034
gdna_low_ss_0.50_nrna_zero	6	mrna	mrna	12443
gdna_low_ss_0.50_nrna_zero	3	mrna	mrna	3912
gdna_low_ss_0.50_nrna_zero	35	mrna	mrna	2389
gdna_low_ss_0.50_nrna_zero	45	mrna	mrna	34985
gdna_low_ss_0.50_nrna_zero	12	mrna	mrna	556
gdna_low_ss_0.50_nrna_zero	0	mrna	mrna	395
gdna_low_ss_0.50_nrna_zero	52	mrna	mrna	69797
gdna_low_ss_0.50_nrna_zero	8	mrna	mrna	150
gdna_low_ss_0.50_nrna_zero	49	mrna	mrna	47
gdna_low_ss_0.50_nrna_zero	48	mrna	mrna	16
gdna_low_ss_0.50_nrna_zero	42	mrna	nrna	965
gdna_low_ss_0.50_nrna_zero	4	mrna	mrna	84217
gdna_low_ss_0.50_nrna_zero	23	mrna	nrna	3
gdna_low_ss_0.50_nrna_zero	36	mrna	mrna	1211
gdna_low_ss_0.50_nrna_zero	-1	gdna	gdna	247764
gdna_low_ss_0.50_nrna_zero	44	gdna	mrna	71
gdna_low_ss_0.50_nrna_zero	26	gdna	mrna	101
gdna_low_ss_0.50_nrna_zero	1	gdna	mrna	42
gdna_low_ss_0.50_nrna_zero	41	gdna	mrna	105
gdna_low_ss_0.50_nrna_zero	19	gdna	mrna	36
gdna_low_ss_0.50_nrna_zero	24	gdna	mrna	125
gdna_low_ss_0.50_nrna_zero	6	gdna	mrna	94
gdna_low_ss_0.50_nrna_zero	14	gdna	mrna	24
gdna_low_ss_0.50_nrna_zero	32	gdna	mrna	95
gdna_low_ss_0.50_nrna_zero	7	gdna	nrna	15
gdna_low_ss_0.50_nrna_zero	18	gdna	mrna	8
gdna_low_ss_0.50_nrna_zero	4	gdna	mrna	88
gdna_low_ss_0.50_nrna_zero	21	gdna	mrna	200
gdna_low_ss_0.50_nrna_zero	34	gdna	mrna	85
gdna_low_ss_0.50_nrna_zero	10	gdna	mrna	33
gdna_low_ss_0.50_nrna_zero	5	gdna	mrna	63
gdna_low_ss_0.50_nrna_zero	47	gdna	mrna	20
gdna_low_ss_0.50_nrna_zero	15	gdna	mrna	108
gdna_low_ss_0.50_nrna_zero	52	gdna	mrna	117
gdna_low_ss_0.50_nrna_zero	43	gdna	mrna	102
gdna_low_ss_0.50_nrna_zero	27	gdna	mrna	81
gdna_low_ss_0.50_nrna_zero	35	gdna	mrna	35
gdna_low_ss_0.50_nrna_zero	45	gdna	mrna	36
gdna_low_ss_0.50_nrna_zero	37	gdna	mrna	54
gdna_low_ss_0.50_nrna_zero	33	gdna	mrna	12
gdna_low_ss_0.50_nrna_zero	42	gdna	nrna	17
gdna_low_ss_0.50_nrna_zero	39	gdna	mrna	98
gdna_low_ss_0.50_nrna_zero	31	gdna	nrna	31
gdna_low_ss_0.50_nrna_zero	36	gdna	mrna	16
gdna_low_ss_0.50_nrna_zero	9	gdna	mrna	28
gdna_low_ss_0.50_nrna_zero	28	gdna	mrna	16
gdna_low_ss_0.50_nrna_zero	22	gdna	mrna	18
gdna_low_ss_0.50_nrna_zero	30	gdna	mrna	24
gdna_low_ss_0.50_nrna_zero	25	gdna	mrna	62
gdna_low_ss_0.50_nrna_zero	46	gdna	mrna	39
gdna_low_ss_0.50_nrna_zero	20	gdna	nrna	13
gdna_low_ss_0.50_nrna_zero	-1	gdna	unresolved	23
gdna_low_ss_0.50_nrna_zero	12	gdna	mrna	8
gdna_low_ss_0.50_nrna_zero	48	gdna	mrna	2
gdna_low_ss_0.50_nrna_zero	2	gdna	mrna	17
gdna_low_ss_0.50_nrna_zero	17	gdna	mrna	31
gdna_low_ss_0.50_nrna_zero	3	gdna	mrna	4
gdna_low_ss_0.50_nrna_zero	0	gdna	mrna	17
gdna_low_ss_0.50_nrna_zero	34	mrna	mrna	36797
gdna_low_ss_0.50_nrna_zero	43	mrna	mrna	15142
gdna_low_ss_0.50_nrna_zero	26	mrna	mrna	9710
gdna_low_ss_0.50_nrna_zero	10	mrna	mrna	8610
gdna_low_ss_0.50_nrna_zero	17	mrna	mrna	4757
gdna_low_ss_0.50_nrna_zero	20	mrna	nrna	3606
gdna_low_ss_0.50_nrna_zero	7	mrna	nrna	2236
gdna_low_ss_0.50_nrna_zero	19	mrna	mrna	1449
gdna_low_ss_0.50_nrna_zero	25	mrna	mrna	1680
gdna_low_ss_0.50_nrna_zero	14	mrna	mrna	173
gdna_low_ss_0.50_nrna_zero	15	mrna	mrna	178656
gdna_low_ss_0.50_nrna_zero	28	mrna	mrna	58
gdna_low_ss_0.50_nrna_zero	39	mrna	mrna	66470
gdna_low_ss_0.50_nrna_zero	13	mrna	mrna	42
gdna_low_ss_0.50_nrna_zero	1	mrna	mrna	4762
gdna_low_ss_0.50_nrna_zero	18	mrna	mrna	30
gdna_low_ss_0.50_nrna_zero	2	mrna	mrna	283
gdna_low_ss_0.50_nrna_zero	41	mrna	mrna	6476
gdna_low_ss_0.50_nrna_zero	13	gdna	mrna	6
gdna_low_ss_0.50_nrna_zero	49	gdna	mrna	7
gdna_low_ss_0.50_nrna_zero	38	gdna	mrna	3
gdna_low_ss_0.50_nrna_zero	29	gdna	mrna	1
gdna_low_ss_0.50_nrna_zero	8	gdna	mrna	5
gdna_low_ss_0.50_nrna_zero	21	mrna	mrna	79684
gdna_low_ss_0.50_nrna_zero	22	mrna	mrna	4454
gdna_low_ss_0.50_nrna_zero	31	mrna	nrna	4221
gdna_low_ss_0.50_nrna_zero	32	mrna	mrna	23493
gdna_low_ss_0.50_nrna_zero	33	mrna	mrna	464
gdna_low_ss_0.50_nrna_zero	47	mrna	mrna	275
gdna_low_ss_0.50_nrna_zero	38	mrna	mrna	12
gdna_low_ss_0.50_nrna_zero	37	mrna	mrna	844
gdna_low_ss_0.50_nrna_zero	46	mrna	mrna	161
gdna_low_ss_0.99_nrna_zero	24	mrna	mrna	111344
gdna_low_ss_0.99_nrna_zero	-1	mrna	gdna	2327
gdna_low_ss_0.99_nrna_zero	27	mrna	mrna	72794
gdna_low_ss_0.99_nrna_zero	30	mrna	mrna	35056
gdna_low_ss_0.99_nrna_zero	44	mrna	mrna	94431
gdna_low_ss_0.99_nrna_zero	5	mrna	mrna	10826
gdna_low_ss_0.99_nrna_zero	9	mrna	mrna	7035
gdna_low_ss_0.99_nrna_zero	6	mrna	mrna	12479
gdna_low_ss_0.99_nrna_zero	3	mrna	mrna	3916
gdna_low_ss_0.99_nrna_zero	35	mrna	mrna	2442
gdna_low_ss_0.99_nrna_zero	45	mrna	mrna	34971
gdna_low_ss_0.99_nrna_zero	12	mrna	mrna	563
gdna_low_ss_0.99_nrna_zero	0	mrna	mrna	410
gdna_low_ss_0.99_nrna_zero	52	mrna	mrna	69802
gdna_low_ss_0.99_nrna_zero	8	mrna	mrna	151
gdna_low_ss_0.99_nrna_zero	49	mrna	mrna	49
gdna_low_ss_0.99_nrna_zero	48	mrna	mrna	22
gdna_low_ss_0.99_nrna_zero	42	mrna	nrna	976
gdna_low_ss_0.99_nrna_zero	4	mrna	mrna	84173
gdna_low_ss_0.99_nrna_zero	36	mrna	mrna	1221
gdna_low_ss_0.99_nrna_zero	-1	gdna	gdna	248214
gdna_low_ss_0.99_nrna_zero	46	gdna	mrna	25
gdna_low_ss_0.99_nrna_zero	44	gdna	mrna	56
gdna_low_ss_0.99_nrna_zero	35	gdna	mrna	27
gdna_low_ss_0.99_nrna_zero	26	gdna	mrna	74
gdna_low_ss_0.99_nrna_zero	19	gdna	mrna	22
gdna_low_ss_0.99_nrna_zero	24	gdna	mrna	111
gdna_low_ss_0.99_nrna_zero	6	gdna	mrna	70
gdna_low_ss_0.99_nrna_zero	7	gdna	nrna	10
gdna_low_ss_0.99_nrna_zero	21	gdna	mrna	163
gdna_low_ss_0.99_nrna_zero	34	gdna	mrna	72
gdna_low_ss_0.99_nrna_zero	47	gdna	mrna	10
gdna_low_ss_0.99_nrna_zero	15	gdna	mrna	93
gdna_low_ss_0.99_nrna_zero	41	gdna	mrna	78
gdna_low_ss_0.99_nrna_zero	4	gdna	mrna	82
gdna_low_ss_0.99_nrna_zero	52	gdna	mrna	108
gdna_low_ss_0.99_nrna_zero	43	gdna	mrna	69
gdna_low_ss_0.99_nrna_zero	45	gdna	mrna	35
gdna_low_ss_0.99_nrna_zero	32	gdna	mrna	74
gdna_low_ss_0.99_nrna_zero	42	gdna	nrna	11
gdna_low_ss_0.99_nrna_zero	1	gdna	mrna	37
gdna_low_ss_0.99_nrna_zero	5	gdna	mrna	44
gdna_low_ss_0.99_nrna_zero	39	gdna	mrna	95
gdna_low_ss_0.99_nrna_zero	18	gdna	mrna	5
gdna_low_ss_0.99_nrna_zero	10	gdna	mrna	26
gdna_low_ss_0.99_nrna_zero	22	gdna	mrna	11
gdna_low_ss_0.99_nrna_zero	27	gdna	mrna	68
gdna_low_ss_0.99_nrna_zero	31	gdna	nrna	26
gdna_low_ss_0.99_nrna_zero	25	gdna	mrna	48
gdna_low_ss_0.99_nrna_zero	37	gdna	mrna	33
gdna_low_ss_0.99_nrna_zero	28	gdna	mrna	6
gdna_low_ss_0.99_nrna_zero	20	gdna	nrna	14
gdna_low_ss_0.99_nrna_zero	9	gdna	mrna	18
gdna_low_ss_0.99_nrna_zero	-1	gdna	unresolved	23
gdna_low_ss_0.99_nrna_zero	0	gdna	mrna	16
gdna_low_ss_0.99_nrna_zero	48	gdna	mrna	7
gdna_low_ss_0.99_nrna_zero	30	gdna	mrna	21
gdna_low_ss_0.99_nrna_zero	12	gdna	mrna	5
gdna_low_ss_0.99_nrna_zero	38	gdna	mrna	9
gdna_low_ss_0.99_nrna_zero	36	gdna	mrna	13
gdna_low_ss_0.99_nrna_zero	17	gdna	mrna	25
gdna_low_ss_0.99_nrna_zero	2	gdna	mrna	10
gdna_low_ss_0.99_nrna_zero	3	gdna	mrna	4
gdna_low_ss_0.99_nrna_zero	14	gdna	mrna	17
gdna_low_ss_0.99_nrna_zero	16	gdna	mrna	1
gdna_low_ss_0.99_nrna_zero	49	gdna	mrna	4
gdna_low_ss_0.99_nrna_zero	34	mrna	mrna	36787
gdna_low_ss_0.99_nrna_zero	43	mrna	mrna	15144
gdna_low_ss_0.99_nrna_zero	26	mrna	mrna	9804
gdna_low_ss_0.99_nrna_zero	10	mrna	mrna	8619
gdna_low_ss_0.99_nrna_zero	17	mrna	mrna	4759
gdna_low_ss_0.99_nrna_zero	20	mrna	nrna	3610
gdna_low_ss_0.99_nrna_zero	7	mrna	nrna	2234
gdna_low_ss_0.99_nrna_zero	19	mrna	mrna	1494
gdna_low_ss_0.99_nrna_zero	25	mrna	mrna	1718
gdna_low_ss_0.99_nrna_zero	14	mrna	mrna	195
gdna_low_ss_0.99_nrna_zero	15	mrna	mrna	178604
gdna_low_ss_0.99_nrna_zero	28	mrna	mrna	64
gdna_low_ss_0.99_nrna_zero	39	mrna	mrna	66454
gdna_low_ss_0.99_nrna_zero	13	mrna	mrna	47
gdna_low_ss_0.99_nrna_zero	1	mrna	mrna	4787
gdna_low_ss_0.99_nrna_zero	18	mrna	mrna	32
gdna_low_ss_0.99_nrna_zero	2	mrna	mrna	296
gdna_low_ss_0.99_nrna_zero	41	mrna	mrna	6578
gdna_low_ss_0.99_nrna_zero	50	gdna	nrna	1
gdna_low_ss_0.99_nrna_zero	21	mrna	mrna	79679
gdna_low_ss_0.99_nrna_zero	22	mrna	mrna	4458
gdna_low_ss_0.99_nrna_zero	31	mrna	nrna	4243
gdna_low_ss_0.99_nrna_zero	32	mrna	mrna	23537
gdna_low_ss_0.99_nrna_zero	33	mrna	mrna	467
gdna_low_ss_0.99_nrna_zero	47	mrna	mrna	290
gdna_low_ss_0.99_nrna_zero	38	mrna	mrna	14
gdna_low_ss_0.99_nrna_zero	8	gdna	mrna	2
gdna_low_ss_0.99_nrna_zero	13	gdna	mrna	4
gdna_low_ss_0.99_nrna_zero	45	gdna	nrna	1
gdna_low_ss_0.99_nrna_zero	37	mrna	mrna	914
gdna_low_ss_0.99_nrna_zero	46	mrna	mrna	184
gdna_low_ss_0.99_nrna_zero	33	gdna	mrna	2
gdna_med_ss_0.50_nrna_zero	24	mrna	mrna	110980
gdna_med_ss_0.50_nrna_zero	-1	mrna	gdna	11629
gdna_med_ss_0.50_nrna_zero	27	mrna	mrna	72551
gdna_med_ss_0.50_nrna_zero	30	mrna	mrna	34990
gdna_med_ss_0.50_nrna_zero	44	mrna	mrna	94283
gdna_med_ss_0.50_nrna_zero	5	mrna	mrna	10442
gdna_med_ss_0.50_nrna_zero	9	mrna	mrna	6878
gdna_med_ss_0.50_nrna_zero	6	mrna	mrna	11965
gdna_med_ss_0.50_nrna_zero	3	mrna	mrna	3876
gdna_med_ss_0.50_nrna_zero	35	mrna	mrna	2174
gdna_med_ss_0.50_nrna_zero	45	mrna	mrna	34884
gdna_med_ss_0.50_nrna_zero	12	mrna	mrna	532
gdna_med_ss_0.50_nrna_zero	0	mrna	mrna	361
gdna_med_ss_0.50_nrna_zero	52	mrna	mrna	69306
gdna_med_ss_0.50_nrna_zero	8	mrna	mrna	135
gdna_med_ss_0.50_nrna_zero	49	mrna	mrna	32
gdna_med_ss_0.50_nrna_zero	48	mrna	mrna	12
gdna_med_ss_0.50_nrna_zero	42	mrna	nrna	888
gdna_med_ss_0.50_nrna_zero	4	mrna	mrna	83950
gdna_med_ss_0.50_nrna_zero	36	mrna	mrna	1140
gdna_med_ss_0.50_nrna_zero	-1	gdna	gdna	992799
gdna_med_ss_0.50_nrna_zero	42	gdna	nrna	47
gdna_med_ss_0.50_nrna_zero	5	gdna	mrna	205
gdna_med_ss_0.50_nrna_zero	45	gdna	mrna	126
gdna_med_ss_0.50_nrna_zero	6	gdna	mrna	276
gdna_med_ss_0.50_nrna_zero	17	gdna	mrna	109
gdna_med_ss_0.50_nrna_zero	39	gdna	mrna	284
gdna_med_ss_0.50_nrna_zero	41	gdna	mrna	347
gdna_med_ss_0.50_nrna_zero	15	gdna	mrna	442
gdna_med_ss_0.50_nrna_zero	44	gdna	mrna	256
gdna_med_ss_0.50_nrna_zero	52	gdna	mrna	449
gdna_med_ss_0.50_nrna_zero	4	gdna	mrna	324
gdna_med_ss_0.50_nrna_zero	30	gdna	mrna	90
gdna_med_ss_0.50_nrna_zero	21	gdna	mrna	682
gdna_med_ss_0.50_nrna_zero	26	gdna	mrna	308
gdna_med_ss_0.50_nrna_zero	35	gdna	mrna	162
gdna_med_ss_0.50_nrna_zero	32	gdna	mrna	275
gdna_med_ss_0.50_nrna_zero	34	gdna	mrna	261
gdna_med_ss_0.50_nrna_zero	20	gdna	nrna	69
gdna_med_ss_0.50_nrna_zero	27	gdna	mrna	319
gdna_med_ss_0.50_nrna_zero	24	gdna	mrna	453
gdna_med_ss_0.50_nrna_zero	36	gdna	mrna	59
gdna_med_ss_0.50_nrna_zero	43	gdna	mrna	270
gdna_med_ss_0.50_nrna_zero	7	gdna	nrna	48
gdna_med_ss_0.50_nrna_zero	-1	gdna	unresolved	128
gdna_med_ss_0.50_nrna_zero	14	gdna	mrna	39
gdna_med_ss_0.50_nrna_zero	31	gdna	nrna	92
gdna_med_ss_0.50_nrna_zero	1	gdna	mrna	123
gdna_med_ss_0.50_nrna_zero	10	gdna	mrna	138
gdna_med_ss_0.50_nrna_zero	25	gdna	mrna	154
gdna_med_ss_0.50_nrna_zero	9	gdna	mrna	96
gdna_med_ss_0.50_nrna_zero	19	gdna	mrna	132
gdna_med_ss_0.50_nrna_zero	37	gdna	mrna	121
gdna_med_ss_0.50_nrna_zero	0	gdna	mrna	22
gdna_med_ss_0.50_nrna_zero	46	gdna	mrna	40
gdna_med_ss_0.50_nrna_zero	47	gdna	mrna	51
gdna_med_ss_0.50_nrna_zero	2	gdna	mrna	37
gdna_med_ss_0.50_nrna_zero	8	gdna	mrna	14
gdna_med_ss_0.50_nrna_zero	22	gdna	mrna	35
gdna_med_ss_0.50_nrna_zero	3	gdna	mrna	16
gdna_med_ss_0.50_nrna_zero	33	gdna	mrna	27
gdna_med_ss_0.50_nrna_zero	12	gdna	mrna	21
gdna_med_ss_0.50_nrna_zero	49	gdna	mrna	8
gdna_med_ss_0.50_nrna_zero	28	gdna	mrna	15
gdna_med_ss_0.50_nrna_zero	38	gdna	mrna	10
gdna_med_ss_0.50_nrna_zero	48	gdna	mrna	9
gdna_med_ss_0.50_nrna_zero	34	mrna	mrna	36510
gdna_med_ss_0.50_nrna_zero	43	mrna	mrna	14657
gdna_med_ss_0.50_nrna_zero	26	mrna	mrna	9254
gdna_med_ss_0.50_nrna_zero	10	mrna	mrna	8431
gdna_med_ss_0.50_nrna_zero	17	mrna	mrna	4586
gdna_med_ss_0.50_nrna_zero	20	mrna	nrna	3503
gdna_med_ss_0.50_nrna_zero	7	mrna	nrna	2190
gdna_med_ss_0.50_nrna_zero	19	mrna	mrna	1248
gdna_med_ss_0.50_nrna_zero	25	mrna	mrna	1463
gdna_med_ss_0.50_nrna_zero	14	mrna	mrna	138
gdna_med_ss_0.50_nrna_zero	15	mrna	mrna	178374
gdna_med_ss_0.50_nrna_zero	28	mrna	mrna	34
gdna_med_ss_0.50_nrna_zero	39	mrna	mrna	66186
gdna_med_ss_0.50_nrna_zero	13	mrna	mrna	31
gdna_med_ss_0.50_nrna_zero	1	mrna	mrna	4585
gdna_med_ss_0.50_nrna_zero	18	mrna	mrna	17
gdna_med_ss_0.50_nrna_zero	2	mrna	mrna	230
gdna_med_ss_0.50_nrna_zero	41	mrna	mrna	5993
gdna_med_ss_0.50_nrna_zero	13	gdna	mrna	10
gdna_med_ss_0.50_nrna_zero	18	gdna	mrna	2
gdna_med_ss_0.50_nrna_zero	21	mrna	mrna	78820
gdna_med_ss_0.50_nrna_zero	22	mrna	mrna	4389
gdna_med_ss_0.50_nrna_zero	31	mrna	nrna	4048
gdna_med_ss_0.50_nrna_zero	32	mrna	mrna	22923
gdna_med_ss_0.50_nrna_zero	33	mrna	mrna	430
gdna_med_ss_0.50_nrna_zero	47	mrna	mrna	216
gdna_med_ss_0.50_nrna_zero	38	mrna	mrna	12
gdna_med_ss_0.50_nrna_zero	37	mrna	mrna	649
gdna_med_ss_0.50_nrna_zero	46	mrna	mrna	75
gdna_med_ss_0.99_nrna_zero	24	mrna	mrna	111072
gdna_med_ss_0.99_nrna_zero	-1	mrna	gdna	8013
gdna_med_ss_0.99_nrna_zero	27	mrna	mrna	72599
gdna_med_ss_0.99_nrna_zero	30	mrna	mrna	34996
gdna_med_ss_0.99_nrna_zero	44	mrna	mrna	94261
gdna_med_ss_0.99_nrna_zero	5	mrna	mrna	10584
gdna_med_ss_0.99_nrna_zero	9	mrna	mrna	6952
gdna_med_ss_0.99_nrna_zero	6	mrna	mrna	12240
gdna_med_ss_0.99_nrna_zero	3	mrna	mrna	3887
gdna_med_ss_0.99_nrna_zero	35	mrna	mrna	2301
gdna_med_ss_0.99_nrna_zero	45	mrna	mrna	34889
gdna_med_ss_0.99_nrna_zero	12	mrna	mrna	544
gdna_med_ss_0.99_nrna_zero	0	mrna	mrna	376
gdna_med_ss_0.99_nrna_zero	52	mrna	mrna	69431
gdna_med_ss_0.99_nrna_zero	8	mrna	mrna	144
gdna_med_ss_0.99_nrna_zero	49	mrna	mrna	36
gdna_med_ss_0.99_nrna_zero	48	mrna	mrna	17
gdna_med_ss_0.99_nrna_zero	42	mrna	nrna	917
gdna_med_ss_0.99_nrna_zero	4	mrna	mrna	83964
gdna_med_ss_0.99_nrna_zero	23	mrna	nrna	1
gdna_med_ss_0.99_nrna_zero	36	mrna	mrna	1168
gdna_med_ss_0.99_nrna_zero	-1	gdna	gdna	994707
gdna_med_ss_0.99_nrna_zero	42	gdna	nrna	35
gdna_med_ss_0.99_nrna_zero	45	gdna	mrna	94
gdna_med_ss_0.99_nrna_zero	43	gdna	mrna	192
gdna_med_ss_0.99_nrna_zero	39	gdna	mrna	213
gdna_med_ss_0.99_nrna_zero	15	gdna	mrna	353
gdna_med_ss_0.99_nrna_zero	44	gdna	mrna	195
gdna_med_ss_0.99_nrna_zero	52	gdna	mrna	328
gdna_med_ss_0.99_nrna_zero	4	gdna	mrna	263
gdna_med_ss_0.99_nrna_zero	30	gdna	mrna	75
gdna_med_ss_0.99_nrna_zero	41	gdna	mrna	204
gdna_med_ss_0.99_nrna_zero	37	gdna	mrna	106
gdna_med_ss_0.99_nrna_zero	35	gdna	mrna	97
gdna_med_ss_0.99_nrna_zero	1	gdna	mrna	83
gdna_med_ss_0.99_nrna_zero	21	gdna	mrna	516
gdna_med_ss_0.99_nrna_zero	8	gdna	mrna	9
gdna_med_ss_0.99_nrna_zero	34	gdna	mrna	179
gdna_med_ss_0.99_nrna_zero	32	gdna	mrna	197
gdna_med_ss_0.99_nrna_zero	20	gdna	nrna	56
