condition	true_pool	pred_pool	count	row_fraction	overall_fraction	mean_winner_posterior
gdna_high_ss_0.99_nrna_zero	mrna	gdna	14956	0.014956	0.004985333333333333	0.28472401161311234
gdna_high_ss_0.99_nrna_zero	mrna	unresolved	0	0.0	0.0	
gdna_high_ss_0.99_nrna_zero	nrna	mrna	0		0.0	
gdna_high_ss_0.99_nrna_zero	nrna	nrna	0		0.0	
gdna_high_ss_0.99_nrna_zero	nrna	gdna	0		0.0	
gdna_high_ss_0.99_nrna_zero	nrna	unresolved	0		0.0	
gdna_high_ss_0.99_nrna_zero	gdna	mrna	8537	0.0042685	0.0028456666666666665	0.5868499945586049
gdna_high_ss_0.99_nrna_zero	gdna	nrna	269	0.0001345	8.966666666666667e-05	0.649924948558793
gdna_high_ss_0.99_nrna_zero	gdna	gdna	1990992	0.995496	0.663664	0.9989029423214224
gdna_high_ss_0.99_nrna_zero	gdna	unresolved	202	0.000101	6.733333333333333e-05	0.0
gdna_high_ss_0.99_nrna_zero	unresolved	mrna	0		0.0	
gdna_high_ss_0.99_nrna_zero	unresolved	nrna	0		0.0	
gdna_high_ss_0.99_nrna_zero	unresolved	gdna	0		0.0	
gdna_high_ss_0.99_nrna_zero	unresolved	unresolved	0		0.0	
gdna_zero_ss_0.50_nrna_low	mrna	mrna	973960	0.97396	0.9194712162535956	0.6973914430692133
gdna_zero_ss_0.50_nrna_low	mrna	nrna	10693	0.010693	0.010094773620476918	0.8835259749637971
gdna_zero_ss_0.50_nrna_low	mrna	gdna	15347	0.015347	0.01448840276381364	0.10164836198005335
gdna_zero_ss_0.50_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_zero_ss_0.50_nrna_low	nrna	mrna	10694	0.18045594910649498	0.010095717674869555	0.6165791344188805
gdna_zero_ss_0.50_nrna_low	nrna	nrna	5968	0.10070704173064916	0.005634116615262905	0.07450679499417513
gdna_zero_ss_0.50_nrna_low	nrna	gdna	42592	0.7187188876326758	0.04020916469123285	0.9161206869192932
gdna_zero_ss_0.50_nrna_low	nrna	unresolved	7	0.00011812153018005096	6.608380748465203e-06	0.0
gdna_zero_ss_0.50_nrna_low	gdna	mrna	0		0.0	
gdna_zero_ss_0.50_nrna_low	gdna	nrna	0		0.0	
gdna_zero_ss_0.50_nrna_low	gdna	gdna	0		0.0	
gdna_zero_ss_0.50_nrna_low	gdna	unresolved	0		0.0	
gdna_zero_ss_0.50_nrna_low	unresolved	mrna	0		0.0	
gdna_zero_ss_0.50_nrna_low	unresolved	nrna	0		0.0	
gdna_zero_ss_0.50_nrna_low	unresolved	gdna	0		0.0	
gdna_zero_ss_0.50_nrna_low	unresolved	unresolved	0		0.0	
gdna_zero_ss_0.99_nrna_low	mrna	mrna	982696	0.982696	0.9277184754276803	0.699526011548584
gdna_zero_ss_0.99_nrna_low	mrna	nrna	16532	0.016532	0.015607107219089535	0.6129827327292706
gdna_zero_ss_0.99_nrna_low	mrna	gdna	772	0.000772	0.0007288099911164482	0.17537577341822183
gdna_zero_ss_0.99_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_zero_ss_0.99_nrna_low	nrna	mrna	10447	0.17628794654157035	0.009862536239887998	0.61649983810127
gdna_zero_ss_0.99_nrna_low	nrna	nrna	45600	0.7694773966014749	0.043048880304287614	0.47085080370053717
gdna_zero_ss_0.99_nrna_low	nrna	gdna	3207	0.054116535326774774	0.003027582437189701	0.3172325920955387
gdna_zero_ss_0.99_nrna_low	nrna	unresolved	7	0.00011812153018005096	6.608380748465203e-06	0.0
gdna_zero_ss_0.99_nrna_low	gdna	mrna	0		0.0	
gdna_zero_ss_0.99_nrna_low	gdna	nrna	0		0.0	
gdna_zero_ss_0.99_nrna_low	gdna	gdna	0		0.0	
gdna_zero_ss_0.99_nrna_low	gdna	unresolved	0		0.0	
gdna_zero_ss_0.99_nrna_low	unresolved	mrna	0		0.0	
gdna_zero_ss_0.99_nrna_low	unresolved	nrna	0		0.0	
gdna_zero_ss_0.99_nrna_low	unresolved	gdna	0		0.0	
gdna_zero_ss_0.99_nrna_low	unresolved	unresolved	0		0.0	
gdna_low_ss_0.50_nrna_low	mrna	mrna	977786	0.977786	0.7468228260064266	0.6904802518635268
gdna_low_ss_0.50_nrna_low	mrna	nrna	13527	0.013527	0.010331782585748754	0.7448649691067922
gdna_low_ss_0.50_nrna_low	mrna	gdna	8687	0.008687	0.006635040683255668	0.17594707999837297
gdna_low_ss_0.50_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_low_ss_0.50_nrna_low	nrna	mrna	10414	0.17573108789929295	0.007954105407554339	0.6227621282830932
gdna_low_ss_0.50_nrna_low	nrna	nrna	29879	0.5041933143213918	0.0228212709307006	0.3579283294822245
gdna_low_ss_0.50_nrna_low	nrna	gdna	18963	0.319991225257758	0.014483743119209996	0.6198052888049927
gdna_low_ss_0.50_nrna_low	nrna	unresolved	5	8.437252155717925e-05	3.818948246377155e-06	0.0
gdna_low_ss_0.50_nrna_low	gdna	mrna	1846	0.007384	0.0014099556925624456	0.6471095660722583
gdna_low_ss_0.50_nrna_low	gdna	nrna	1078	0.004312	0.0008233652419189145	0.30844700145353743
gdna_low_ss_0.50_nrna_low	gdna	gdna	247055	0.98822	0.1886980518017416	0.99718098370279
gdna_low_ss_0.50_nrna_low	gdna	unresolved	21	8.4e-05	1.603958263478405e-05	0.0
gdna_low_ss_0.50_nrna_low	unresolved	mrna	0		0.0	
gdna_low_ss_0.50_nrna_low	unresolved	nrna	0		0.0	
gdna_low_ss_0.50_nrna_low	unresolved	gdna	0		0.0	
gdna_low_ss_0.50_nrna_low	unresolved	unresolved	0		0.0	
gdna_low_ss_0.99_nrna_low	mrna	mrna	981090	0.98109	0.7493463870076326	0.696076751804167
gdna_low_ss_0.99_nrna_low	mrna	nrna	15686	0.015686	0.01198080443853441	0.6653914159884856
gdna_low_ss_0.99_nrna_low	mrna	gdna	3224	0.003224	0.0024624578292639894	0.23064956106545945
gdna_low_ss_0.99_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_low_ss_0.99_nrna_low	nrna	mrna	10137	0.17105685020502523	0.007742535674705044	0.6154605330926185
gdna_low_ss_0.99_nrna_low	nrna	nrna	42156	0.7113616037528897	0.03219831645485507	0.46330960672666427
gdna_low_ss_0.99_nrna_low	nrna	gdna	6963	0.11749717352052784	0.0053182673279048255	0.41994877600699715
gdna_low_ss_0.99_nrna_low	nrna	unresolved	5	8.437252155717925e-05	3.818948246377155e-06	0.0
gdna_low_ss_0.99_nrna_low	gdna	mrna	1568	0.006272	0.0011976221700638757	0.6178344283906306
gdna_low_ss_0.99_nrna_low	gdna	nrna	1490	0.00596	0.001138046577420392	0.39840176518031417
gdna_low_ss_0.99_nrna_low	gdna	gdna	246921	0.987684	0.18859570398873868	0.9964863800118611
gdna_low_ss_0.99_nrna_low	gdna	unresolved	21	8.4e-05	1.603958263478405e-05	0.0
gdna_low_ss_0.99_nrna_low	unresolved	mrna	0		0.0	
gdna_low_ss_0.99_nrna_low	unresolved	nrna	0		0.0	
gdna_low_ss_0.99_nrna_low	unresolved	gdna	0		0.0	
gdna_low_ss_0.99_nrna_low	unresolved	unresolved	0		0.0	
gdna_med_ss_0.50_nrna_low	mrna	mrna	969430	0.96943	0.4707659689568248	0.6815721094494677
gdna_med_ss_0.50_nrna_low	mrna	nrna	12886	0.012886	0.006257584638372698	0.7028619684273906
gdna_med_ss_0.50_nrna_low	mrna	gdna	17684	0.017684	0.008587546697577431	0.19852994023982348
gdna_med_ss_0.50_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_med_ss_0.50_nrna_low	nrna	mrna	10670	0.18005096100302054	0.005181470440123908	0.5925873882530891
gdna_med_ss_0.50_nrna_low	nrna	nrna	23825	0.4020350652199592	0.011569684464475363	0.33173257440688225
gdna_med_ss_0.50_nrna_low	nrna	gdna	24756	0.41774522873390596	0.012021788398847936	0.6704510016512655
gdna_med_ss_0.50_nrna_low	nrna	unresolved	10	0.0001687450431143585	4.856111002927749e-06	0.0
gdna_med_ss_0.50_nrna_low	gdna	mrna	6423	0.006423	0.0031190800971804935	0.6238262135011745
gdna_med_ss_0.50_nrna_low	gdna	nrna	2743	0.002743	0.0013320312481030817	0.3045240438961218
gdna_med_ss_0.50_nrna_low	gdna	gdna	990751	0.990751	0.48111968322616705	0.9975419727359862
gdna_med_ss_0.50_nrna_low	gdna	unresolved	83	8.3e-05	4.030572132430032e-05	0.0
gdna_med_ss_0.50_nrna_low	unresolved	mrna	0		0.0	
gdna_med_ss_0.50_nrna_low	unresolved	nrna	0		0.0	
gdna_med_ss_0.50_nrna_low	unresolved	gdna	0		0.0	
gdna_med_ss_0.50_nrna_low	unresolved	unresolved	0		0.0	
gdna_med_ss_0.99_nrna_low	mrna	mrna	975946	0.975946	0.4739302108863325	0.6898333603864393
gdna_med_ss_0.99_nrna_low	mrna	nrna	14674	0.014674	0.00712585728569618	0.6419256459864477
gdna_med_ss_0.99_nrna_low	mrna	gdna	9380	0.00938	0.004555032120746229	0.2648367116278383
gdna_med_ss_0.99_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_med_ss_0.99_nrna_low	nrna	mrna	10384	0.1752248527699499	0.005042585665440175	0.6003328039108536
gdna_med_ss_0.99_nrna_low	nrna	nrna	34904	0.588987698486357	0.016949769844619017	0.4330518307581251
gdna_med_ss_0.99_nrna_low	nrna	gdna	13963	0.2356187037005788	0.006780587793388016	0.5408030281902962
gdna_med_ss_0.99_nrna_low	nrna	unresolved	10	0.0001687450431143585	4.856111002927749e-06	0.0
gdna_med_ss_0.99_nrna_low	gdna	mrna	4866	0.004866	0.0023629836140246427	0.6000747418565469
gdna_med_ss_0.99_nrna_low	gdna	nrna	3195	0.003195	0.001551527465435416	0.34962402974490037
gdna_med_ss_0.99_nrna_low	gdna	gdna	991856	0.991856	0.4816562834919906	0.9975502187296817
gdna_med_ss_0.99_nrna_low	gdna	unresolved	83	8.3e-05	4.030572132430032e-05	0.0
gdna_med_ss_0.99_nrna_low	unresolved	mrna	0		0.0	
gdna_med_ss_0.99_nrna_low	unresolved	nrna	0		0.0	
gdna_med_ss_0.99_nrna_low	unresolved	gdna	0		0.0	
gdna_med_ss_0.99_nrna_low	unresolved	unresolved	0		0.0	
gdna_high_ss_0.50_nrna_low	mrna	mrna	957787	0.957787	0.31307789691693516	0.6891656980489832
gdna_high_ss_0.50_nrna_low	mrna	nrna	12015	0.012015	0.003927419072776072	0.7329287109074899
gdna_high_ss_0.50_nrna_low	mrna	gdna	30198	0.030198	0.009871011332475392	0.21048191009663356
gdna_high_ss_0.50_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_high_ss_0.50_nrna_low	nrna	mrna	10261	0.17314928873964328	0.0033540779946529572	0.6185157948793768
gdna_high_ss_0.50_nrna_low	nrna	nrna	17918	0.3023573682523076	0.00585697003295894	0.27265415948662103
gdna_high_ss_0.50_nrna_low	nrna	gdna	31073	0.5243414724692462	0.010157028118882305	0.7212930552334903
gdna_high_ss_0.50_nrna_low	nrna	unresolved	9	0.00015187053880292266	2.9418869458996796e-06	0.0
gdna_high_ss_0.50_nrna_low	gdna	mrna	11305	0.0056525	0.0036953368803773197	0.6247342269024072
gdna_high_ss_0.50_nrna_low	gdna	nrna	3751	0.0018755	0.001226113103785522	0.27866561483851005
gdna_high_ss_0.50_nrna_low	gdna	gdna	1984710	0.992355	0.6487547155996171	0.9978387635801709
gdna_high_ss_0.50_nrna_low	gdna	unresolved	234	0.000117	7.648906059339168e-05	0.0
gdna_high_ss_0.50_nrna_low	unresolved	mrna	0		0.0	
gdna_high_ss_0.50_nrna_low	unresolved	nrna	0		0.0	
gdna_high_ss_0.50_nrna_low	unresolved	gdna	0		0.0	
gdna_high_ss_0.50_nrna_low	unresolved	unresolved	0		0.0	
gdna_high_ss_0.99_nrna_low	mrna	mrna	970095	0.970095	0.31710109075361664	0.699282119348618
gdna_high_ss_0.99_nrna_low	mrna	nrna	13264	0.013264	0.004335687605601483	0.709453854202776
gdna_high_ss_0.99_nrna_low	mrna	gdna	16641	0.016641	0.005439548962968508	0.2747388044219415
gdna_high_ss_0.99_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_high_ss_0.99_nrna_low	nrna	mrna	10057	0.16970688986011037	0.003287395223879231	0.6163493516134757
gdna_high_ss_0.99_nrna_low	nrna	nrna	29430	0.4966166618855571	0.009619970313091952	0.3878980802724627
gdna_high_ss_0.99_nrna_low	nrna	gdna	19765	0.3335245777155296	0.006460710609523019	0.6243680167918265
gdna_high_ss_0.99_nrna_low	nrna	unresolved	9	0.00015187053880292266	2.9418869458996796e-06	0.0
gdna_high_ss_0.99_nrna_low	gdna	mrna	8199	0.0040995	0.0026800590077146083	0.5993201448203291
gdna_high_ss_0.99_nrna_low	gdna	nrna	4189	0.0020945	0.0013692849351526397	0.32172852097687
gdna_high_ss_0.99_nrna_low	gdna	gdna	1987378	0.993689	0.6496268216409127	0.9979716112183675
gdna_high_ss_0.99_nrna_low	gdna	unresolved	234	0.000117	7.648906059339168e-05	0.0
gdna_high_ss_0.99_nrna_low	unresolved	mrna	0		0.0	
gdna_high_ss_0.99_nrna_low	unresolved	nrna	0		0.0	
gdna_high_ss_0.99_nrna_low	unresolved	gdna	0		0.0	
gdna_high_ss_0.99_nrna_low	unresolved	unresolved	0		0.0	
gdna_zero_ss_0.50_nrna_high	mrna	mrna	914583	0.914583	0.7168224408939677	0.6499034817520171
gdna_zero_ss_0.50_nrna_high	mrna	nrna	9248	0.009248	0.007248302158893631	0.7255148820296674
gdna_zero_ss_0.50_nrna_high	mrna	gdna	76169	0.076169	0.059698954059339206	0.18580715391923266
gdna_zero_ss_0.50_nrna_high	mrna	unresolved	0	0.0	0.0	
gdna_zero_ss_0.50_nrna_high	nrna	mrna	44030	0.15959548362542364	0.03450937976385019	0.6206555388826186
gdna_zero_ss_0.50_nrna_high	nrna	nrna	9793	0.03549667433894557	0.00767545664381978	0.036832964233521524
gdna_zero_ss_0.50_nrna_high	nrna	gdna	222000	0.8046831107164217	0.17399687275890852	0.9420797695210036
gdna_zero_ss_0.50_nrna_high	nrna	unresolved	62	0.00022473131920909073	4.859372122095643e-05	0.0
gdna_zero_ss_0.50_nrna_high	gdna	mrna	0		0.0	
gdna_zero_ss_0.50_nrna_high	gdna	nrna	0		0.0	
gdna_zero_ss_0.50_nrna_high	gdna	gdna	0		0.0	
gdna_zero_ss_0.50_nrna_high	gdna	unresolved	0		0.0	
gdna_zero_ss_0.50_nrna_high	unresolved	mrna	0		0.0	
gdna_zero_ss_0.50_nrna_high	unresolved	nrna	0		0.0	
gdna_zero_ss_0.50_nrna_high	unresolved	gdna	0		0.0	
gdna_zero_ss_0.50_nrna_high	unresolved	unresolved	0		0.0	
gdna_zero_ss_0.99_nrna_high	mrna	mrna	945948	0.945948	0.7414053774438919	0.6790556132832588
gdna_zero_ss_0.99_nrna_high	mrna	nrna	50370	0.05037	0.03947847964354154	0.2359749744091932
gdna_zero_ss_0.99_nrna_high	mrna	gdna	3682	0.003682	0.0028858400247671226	0.22586813584118798
gdna_zero_ss_0.99_nrna_high	mrna	unresolved	0	0.0	0.0	
gdna_zero_ss_0.99_nrna_high	nrna	mrna	45479	0.16484767203726192	0.035645062054965766	0.63319667838015
gdna_zero_ss_0.99_nrna_high	nrna	nrna	214727	0.7783206770937166	0.16829651575181148	0.5969879705736645
gdna_zero_ss_0.99_nrna_high	nrna	gdna	15617	0.05660691954981242	0.012240131359801235	0.33442271791666645
gdna_zero_ss_0.99_nrna_high	nrna	unresolved	62	0.00022473131920909073	4.859372122095643e-05	0.0
gdna_zero_ss_0.99_nrna_high	gdna	mrna	0		0.0	
gdna_zero_ss_0.99_nrna_high	gdna	nrna	0		0.0	
gdna_zero_ss_0.99_nrna_high	gdna	gdna	0		0.0	
gdna_zero_ss_0.99_nrna_high	gdna	unresolved	0		0.0	
gdna_zero_ss_0.99_nrna_high	unresolved	mrna	0		0.0	
gdna_zero_ss_0.99_nrna_high	unresolved	nrna	0		0.0	
gdna_zero_ss_0.99_nrna_high	unresolved	gdna	0		0.0	
gdna_zero_ss_0.99_nrna_high	unresolved	unresolved	0		0.0	
gdna_low_ss_0.50_nrna_high	mrna	mrna	929775	0.929775	0.6093349105601011	0.65660545012842
gdna_low_ss_0.50_nrna_high	mrna	nrna	23092	0.023092	0.01513351268280375	0.38630452776138496
gdna_low_ss_0.50_nrna_high	mrna	gdna	47133	0.047133	0.030888959521851254	0.17643590024363115
gdna_low_ss_0.50_nrna_high	mrna	unresolved	0	0.0	0.0	
gdna_low_ss_0.50_nrna_high	nrna	mrna	45702	0.16565597984667524	0.029951143107114886	0.6280571955030293
gdna_low_ss_0.50_nrna_high	nrna	nrna	87285	0.31638182576073365	0.05720286915462174	0.3142828938210717
gdna_low_ss_0.50_nrna_high	nrna	gdna	142846	0.5177737100603512	0.09361518069841436	0.7033493427381665
gdna_low_ss_0.50_nrna_high	nrna	unresolved	52	0.00018848433223988257	3.407858390376732e-05	0.0
gdna_low_ss_0.50_nrna_high	gdna	mrna	1448	0.005792	0.000948957490243367	0.5791275526663207
gdna_low_ss_0.50_nrna_high	gdna	nrna	972	0.003888	0.000637007376047343	0.2662917570778219
gdna_low_ss_0.50_nrna_high	gdna	gdna	247559	0.990236	0.16223961831986028	0.9965688325257513
gdna_low_ss_0.50_nrna_high	gdna	unresolved	21	8.4e-05	1.376250503805988e-05	0.0
gdna_low_ss_0.50_nrna_high	unresolved	mrna	0		0.0	
gdna_low_ss_0.50_nrna_high	unresolved	nrna	0		0.0	
gdna_low_ss_0.50_nrna_high	unresolved	gdna	0		0.0	
gdna_low_ss_0.50_nrna_high	unresolved	unresolved	0		0.0	
gdna_low_ss_0.99_nrna_high	mrna	mrna	946544	0.946544	0.6203245985116834	0.6668625852836457
gdna_low_ss_0.99_nrna_high	mrna	nrna	47702	0.047702	0.0312618578726444	0.25096770767994436
gdna_low_ss_0.99_nrna_high	mrna	gdna	5754	0.005754	0.003770926380428407	0.24627899877412382
gdna_low_ss_0.99_nrna_high	mrna	unresolved	0	0.0	0.0	
gdna_low_ss_0.99_nrna_high	nrna	mrna	45937	0.16650778404045163	0.030105152092064606	0.6262680638580217
