condition	true_pool	pred_pool	zc	zs	count
gdna_med_ss_0.99_nrna_zero	mrna	nrna	ambig_same_strand	unspliced	10883
gdna_med_ss_0.99_nrna_zero	gdna	gdna	.	unknown	879540
gdna_med_ss_0.99_nrna_zero	gdna	gdna	ambig_same_strand	unspliced	100198
gdna_med_ss_0.99_nrna_zero	gdna	gdna	ambig_opp_strand	unspliced	14729
gdna_med_ss_0.99_nrna_zero	gdna	mrna	ambig_same_strand	unspliced	3970
gdna_med_ss_0.99_nrna_zero	gdna	mrna	ambig_opp_strand	unspliced	1044
gdna_med_ss_0.99_nrna_zero	gdna	nrna	ambig_same_strand	unspliced	196
gdna_med_ss_0.99_nrna_zero	gdna	unresolved	.	unspliced	128
gdna_med_ss_0.99_nrna_zero	gdna	gdna	unambig	unspliced	195
gdna_med_ss_0.99_nrna_zero	mrna	mrna	ambig_opp_strand	spliced_implicit	773
gdna_med_ss_0.99_nrna_zero	mrna	nrna	unambig	unspliced	2
gdna_high_ss_0.50_nrna_zero	mrna	mrna	ambig_same_strand	unspliced	633993
gdna_high_ss_0.50_nrna_zero	mrna	mrna	ambig_same_strand	spliced_annot	151399
gdna_high_ss_0.50_nrna_zero	mrna	gdna	ambig_same_strand	unspliced	18091
gdna_high_ss_0.50_nrna_zero	mrna	mrna	ambig_same_strand	spliced_implicit	2402
gdna_high_ss_0.50_nrna_zero	mrna	mrna	unambig	spliced_annot	37513
gdna_high_ss_0.50_nrna_zero	mrna	mrna	ambig_opp_strand	unspliced	140398
gdna_high_ss_0.50_nrna_zero	mrna	gdna	ambig_opp_strand	unspliced	5133
gdna_high_ss_0.50_nrna_zero	mrna	nrna	ambig_same_strand	unspliced	10290
gdna_high_ss_0.50_nrna_zero	gdna	gdna	.	unknown	1760568
gdna_high_ss_0.50_nrna_zero	gdna	gdna	ambig_same_strand	unspliced	197967
gdna_high_ss_0.50_nrna_zero	gdna	gdna	ambig_opp_strand	unspliced	28546
gdna_high_ss_0.50_nrna_zero	gdna	mrna	ambig_same_strand	unspliced	9256
gdna_high_ss_0.50_nrna_zero	gdna	nrna	ambig_same_strand	unspliced	441
gdna_high_ss_0.50_nrna_zero	gdna	gdna	unambig	unspliced	394
gdna_high_ss_0.50_nrna_zero	gdna	mrna	ambig_opp_strand	unspliced	2626
gdna_high_ss_0.50_nrna_zero	gdna	unresolved	.	unspliced	202
gdna_high_ss_0.50_nrna_zero	mrna	mrna	ambig_opp_strand	spliced_implicit	781
gdna_high_ss_0.99_nrna_zero	mrna	mrna	ambig_same_strand	unspliced	640055
gdna_high_ss_0.99_nrna_zero	mrna	mrna	ambig_same_strand	spliced_annot	151399
gdna_high_ss_0.99_nrna_zero	mrna	gdna	ambig_same_strand	unspliced	11740
gdna_high_ss_0.99_nrna_zero	mrna	mrna	ambig_same_strand	spliced_implicit	2402
gdna_high_ss_0.99_nrna_zero	mrna	mrna	unambig	spliced_annot	37513
gdna_high_ss_0.99_nrna_zero	mrna	mrna	ambig_opp_strand	unspliced	142315
gdna_high_ss_0.99_nrna_zero	mrna	gdna	ambig_opp_strand	unspliced	3216
gdna_high_ss_0.99_nrna_zero	mrna	nrna	ambig_same_strand	unspliced	10579
gdna_high_ss_0.99_nrna_zero	gdna	gdna	.	unknown	1760568
gdna_high_ss_0.99_nrna_zero	gdna	gdna	ambig_same_strand	unspliced	200704
gdna_high_ss_0.99_nrna_zero	gdna	gdna	ambig_opp_strand	unspliced	29326
gdna_high_ss_0.99_nrna_zero	gdna	mrna	ambig_same_strand	unspliced	6691
gdna_high_ss_0.99_nrna_zero	gdna	gdna	unambig	unspliced	394
gdna_high_ss_0.99_nrna_zero	gdna	nrna	ambig_same_strand	unspliced	269
gdna_high_ss_0.99_nrna_zero	gdna	mrna	ambig_opp_strand	unspliced	1846
gdna_high_ss_0.99_nrna_zero	gdna	unresolved	.	unspliced	202
gdna_high_ss_0.99_nrna_zero	mrna	mrna	ambig_opp_strand	spliced_implicit	781
gdna_zero_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	unspliced	639326
gdna_zero_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	151443
gdna_zero_ss_0.50_nrna_low	mrna	gdna	ambig_same_strand	unspliced	12782
gdna_zero_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2406
gdna_zero_ss_0.50_nrna_low	mrna	mrna	unambig	spliced_annot	37791
gdna_zero_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	142211
gdna_zero_ss_0.50_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	2564
gdna_zero_ss_0.50_nrna_low	mrna	nrna	ambig_same_strand	unspliced	10693
gdna_zero_ss_0.50_nrna_low	nrna	gdna	ambig_same_strand	unspliced	33843
gdna_zero_ss_0.50_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8318
gdna_zero_ss_0.50_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	8749
gdna_zero_ss_0.50_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	2376
gdna_zero_ss_0.50_nrna_low	nrna	unresolved	.	unspliced	7
gdna_zero_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	783
gdna_zero_ss_0.50_nrna_low	nrna	nrna	ambig_same_strand	unspliced	2339
gdna_zero_ss_0.50_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	3629
gdna_zero_ss_0.50_nrna_low	mrna	gdna	unambig	unspliced	1
gdna_zero_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	unspliced	646153
gdna_zero_ss_0.99_nrna_low	mrna	gdna	ambig_same_strand	unspliced	615
gdna_zero_ss_0.99_nrna_low	mrna	nrna	ambig_same_strand	unspliced	16033
gdna_zero_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	151443
gdna_zero_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2406
gdna_zero_ss_0.99_nrna_low	mrna	mrna	unambig	spliced_annot	37791
gdna_zero_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	144120
gdna_zero_ss_0.99_nrna_low	mrna	nrna	ambig_opp_strand	unspliced	499
gdna_zero_ss_0.99_nrna_low	nrna	gdna	ambig_same_strand	unspliced	2032
gdna_zero_ss_0.99_nrna_low	nrna	nrna	ambig_same_strand	unspliced	34075
gdna_zero_ss_0.99_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8393
gdna_zero_ss_0.99_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	11525
gdna_zero_ss_0.99_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	2054
gdna_zero_ss_0.99_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	1175
gdna_zero_ss_0.99_nrna_low	nrna	unresolved	.	unspliced	7
gdna_zero_ss_0.99_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	156
gdna_zero_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	783
gdna_zero_ss_0.99_nrna_low	mrna	gdna	unambig	unspliced	1
gdna_low_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	unspliced	642373
gdna_low_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	151709
gdna_low_ss_0.50_nrna_low	mrna	nrna	ambig_same_strand	unspliced	13288
gdna_low_ss_0.50_nrna_low	mrna	gdna	ambig_same_strand	unspliced	6827
gdna_low_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2431
gdna_low_ss_0.50_nrna_low	mrna	mrna	unambig	spliced_annot	37785
gdna_low_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	142729
gdna_low_ss_0.50_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	1860
gdna_low_ss_0.50_nrna_low	nrna	nrna	ambig_same_strand	unspliced	21759
gdna_low_ss_0.50_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8181
gdna_low_ss_0.50_nrna_low	nrna	gdna	ambig_same_strand	unspliced	14545
gdna_low_ss_0.50_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	4418
gdna_low_ss_0.50_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	2233
gdna_low_ss_0.50_nrna_low	nrna	unresolved	.	unspliced	5
gdna_low_ss_0.50_nrna_low	gdna	gdna	.	unknown	219823
gdna_low_ss_0.50_nrna_low	gdna	gdna	ambig_same_strand	unspliced	24014
gdna_low_ss_0.50_nrna_low	gdna	mrna	ambig_same_strand	unspliced	1440
gdna_low_ss_0.50_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	3164
gdna_low_ss_0.50_nrna_low	gdna	nrna	ambig_same_strand	unspliced	744
gdna_low_ss_0.50_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	406
gdna_low_ss_0.50_nrna_low	gdna	unresolved	.	unspliced	21
gdna_low_ss_0.50_nrna_low	gdna	gdna	unambig	unspliced	54
gdna_low_ss_0.50_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	334
gdna_low_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	759
gdna_low_ss_0.50_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	8120
gdna_low_ss_0.50_nrna_low	mrna	nrna	ambig_opp_strand	unspliced	239
gdna_low_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	unspliced	644787
gdna_low_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	151709
gdna_low_ss_0.99_nrna_low	mrna	nrna	ambig_same_strand	unspliced	15130
gdna_low_ss_0.99_nrna_low	mrna	gdna	ambig_same_strand	unspliced	2571
gdna_low_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2431
gdna_low_ss_0.99_nrna_low	mrna	mrna	unambig	spliced_annot	37785
gdna_low_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	143619
gdna_low_ss_0.99_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	653
gdna_low_ss_0.99_nrna_low	mrna	nrna	ambig_opp_strand	unspliced	556
gdna_low_ss_0.99_nrna_low	nrna	nrna	ambig_same_strand	unspliced	31148
gdna_low_ss_0.99_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8238
gdna_low_ss_0.99_nrna_low	nrna	gdna	ambig_same_strand	unspliced	5099
gdna_low_ss_0.99_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	1864
gdna_low_ss_0.99_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	11008
gdna_low_ss_0.99_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	1899
gdna_low_ss_0.99_nrna_low	nrna	unresolved	.	unspliced	5
gdna_low_ss_0.99_nrna_low	gdna	gdna	.	unknown	219823
gdna_low_ss_0.99_nrna_low	gdna	gdna	ambig_same_strand	unspliced	23888
gdna_low_ss_0.99_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	3156
gdna_low_ss_0.99_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	324
gdna_low_ss_0.99_nrna_low	gdna	nrna	ambig_same_strand	unspliced	1066
gdna_low_ss_0.99_nrna_low	gdna	unresolved	.	unspliced	21
gdna_low_ss_0.99_nrna_low	gdna	mrna	ambig_same_strand	unspliced	1244
gdna_low_ss_0.99_nrna_low	gdna	gdna	unambig	unspliced	54
gdna_low_ss_0.99_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	424
gdna_low_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	759
gdna_med_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	unspliced	635997
gdna_med_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	151665
gdna_med_ss_0.50_nrna_low	mrna	nrna	ambig_same_strand	unspliced	12801
gdna_med_ss_0.50_nrna_low	mrna	gdna	ambig_same_strand	unspliced	13776
gdna_med_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2429
gdna_med_ss_0.50_nrna_low	mrna	mrna	unambig	spliced_annot	37329
gdna_med_ss_0.50_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	3908
gdna_med_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	141256
gdna_med_ss_0.50_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8313
gdna_med_ss_0.50_nrna_low	nrna	nrna	ambig_same_strand	unspliced	17901
gdna_med_ss_0.50_nrna_low	nrna	gdna	ambig_same_strand	unspliced	18309
gdna_med_ss_0.50_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	6447
gdna_med_ss_0.50_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	2357
gdna_med_ss_0.50_nrna_low	nrna	unresolved	.	unspliced	10
gdna_med_ss_0.50_nrna_low	gdna	gdna	ambig_same_strand	unspliced	97167
gdna_med_ss_0.50_nrna_low	gdna	gdna	.	unknown	880055
gdna_med_ss_0.50_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	13362
gdna_med_ss_0.50_nrna_low	gdna	mrna	ambig_same_strand	unspliced	5047
gdna_med_ss_0.50_nrna_low	gdna	nrna	ambig_same_strand	unspliced	1868
gdna_med_ss_0.50_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	1376
gdna_med_ss_0.50_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	875
gdna_med_ss_0.50_nrna_low	gdna	gdna	unambig	unspliced	167
gdna_med_ss_0.50_nrna_low	gdna	unresolved	.	unspliced	83
gdna_med_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	754
gdna_med_ss_0.50_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	5924
gdna_med_ss_0.50_nrna_low	mrna	nrna	ambig_opp_strand	unspliced	85
gdna_med_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	unspliced	640827
gdna_med_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	151665
gdna_med_ss_0.99_nrna_low	mrna	nrna	ambig_same_strand	unspliced	14362
gdna_med_ss_0.99_nrna_low	mrna	gdna	ambig_same_strand	unspliced	7385
gdna_med_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2429
gdna_med_ss_0.99_nrna_low	mrna	mrna	unambig	spliced_annot	37329
gdna_med_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	142942
gdna_med_ss_0.99_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	1995
gdna_med_ss_0.99_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8374
gdna_med_ss_0.99_nrna_low	nrna	nrna	ambig_same_strand	unspliced	26164
gdna_med_ss_0.99_nrna_low	nrna	gdna	ambig_same_strand	unspliced	9985
gdna_med_ss_0.99_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	3978
gdna_med_ss_0.99_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	2010
gdna_med_ss_0.99_nrna_low	nrna	unresolved	.	unspliced	10
gdna_med_ss_0.99_nrna_low	gdna	gdna	ambig_same_strand	unspliced	97948
gdna_med_ss_0.99_nrna_low	gdna	gdna	.	unknown	880055
gdna_med_ss_0.99_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	13686
gdna_med_ss_0.99_nrna_low	gdna	mrna	ambig_same_strand	unspliced	3888
gdna_med_ss_0.99_nrna_low	gdna	nrna	ambig_same_strand	unspliced	2246
gdna_med_ss_0.99_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	978
gdna_med_ss_0.99_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	949
gdna_med_ss_0.99_nrna_low	gdna	gdna	unambig	unspliced	167
gdna_med_ss_0.99_nrna_low	gdna	unresolved	.	unspliced	83
gdna_med_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	754
gdna_med_ss_0.99_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	8740
gdna_med_ss_0.99_nrna_low	mrna	nrna	ambig_opp_strand	unspliced	312
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	unspliced	625794
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	152528
gdna_high_ss_0.50_nrna_low	mrna	nrna	ambig_same_strand	unspliced	12015
gdna_high_ss_0.50_nrna_low	mrna	gdna	ambig_same_strand	unspliced	23982
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2343
gdna_high_ss_0.50_nrna_low	mrna	mrna	unambig	spliced_annot	37866
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	138506
gdna_high_ss_0.50_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	6215
gdna_high_ss_0.50_nrna_low	nrna	nrna	ambig_same_strand	unspliced	13943
gdna_high_ss_0.50_nrna_low	nrna	gdna	ambig_same_strand	unspliced	22515
gdna_high_ss_0.50_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8090
gdna_high_ss_0.50_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	8558
gdna_high_ss_0.50_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	2171
gdna_high_ss_0.50_nrna_low	gdna	gdna	.	unknown	1759702
gdna_high_ss_0.50_nrna_low	gdna	gdna	ambig_same_strand	unspliced	196633
gdna_high_ss_0.50_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	27998
gdna_high_ss_0.50_nrna_low	gdna	mrna	ambig_same_strand	unspliced	8914
gdna_high_ss_0.50_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	2391
gdna_high_ss_0.50_nrna_low	gdna	nrna	ambig_same_strand	unspliced	2766
gdna_high_ss_0.50_nrna_low	gdna	gdna	unambig	unspliced	377
gdna_high_ss_0.50_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	985
gdna_high_ss_0.50_nrna_low	gdna	unresolved	.	unspliced	234
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	750
gdna_high_ss_0.50_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	3975
gdna_high_ss_0.50_nrna_low	nrna	unresolved	.	unspliced	9
gdna_high_ss_0.50_nrna_low	mrna	gdna	unambig	unspliced	1
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	unspliced	635587
gdna_high_ss_0.99_nrna_low	mrna	nrna	ambig_same_strand	unspliced	13248
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	152528
gdna_high_ss_0.99_nrna_low	mrna	gdna	ambig_same_strand	unspliced	12956
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2343
gdna_high_ss_0.99_nrna_low	mrna	mrna	unambig	spliced_annot	37866
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	141021
gdna_high_ss_0.99_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	3684
gdna_high_ss_0.99_nrna_low	nrna	nrna	ambig_same_strand	unspliced	22498
gdna_high_ss_0.99_nrna_low	nrna	gdna	ambig_same_strand	unspliced	13884
gdna_high_ss_0.99_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8166
gdna_high_ss_0.99_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	5881
gdna_high_ss_0.99_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	1891
gdna_high_ss_0.99_nrna_low	gdna	gdna	.	unknown	1759702
gdna_high_ss_0.99_nrna_low	gdna	nrna	ambig_same_strand	unspliced	3084
gdna_high_ss_0.99_nrna_low	gdna	gdna	ambig_same_strand	unspliced	198718
gdna_high_ss_0.99_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	28581
gdna_high_ss_0.99_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	1688
gdna_high_ss_0.99_nrna_low	gdna	mrna	ambig_same_strand	unspliced	6511
gdna_high_ss_0.99_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	1105
gdna_high_ss_0.99_nrna_low	gdna	gdna	unambig	unspliced	377
gdna_high_ss_0.99_nrna_low	gdna	unresolved	.	unspliced	234
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	750
gdna_high_ss_0.99_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	6932
gdna_high_ss_0.99_nrna_low	mrna	nrna	ambig_opp_strand	unspliced	16
gdna_high_ss_0.99_nrna_low	nrna	unresolved	.	unspliced	9
gdna_high_ss_0.99_nrna_low	mrna	gdna	unambig	unspliced	1
gdna_zero_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	unspliced	590830
gdna_zero_ss_0.50_nrna_high	mrna	gdna	ambig_same_strand	unspliced	60940
gdna_zero_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	spliced_annot	153369
