condition	true_pool	pred_pool	zf	count
gdna_med_ss_0.50_nrna_low	gdna	unresolved	64	83
gdna_med_ss_0.99_nrna_low	mrna	mrna	3	975946
gdna_med_ss_0.99_nrna_low	mrna	nrna	25	3840
gdna_med_ss_0.99_nrna_low	mrna	gdna	5	9380
gdna_med_ss_0.99_nrna_low	mrna	nrna	9	10834
gdna_med_ss_0.99_nrna_low	nrna	mrna	3	10384
gdna_med_ss_0.99_nrna_low	nrna	nrna	25	34904
gdna_med_ss_0.99_nrna_low	nrna	gdna	5	13963
gdna_med_ss_0.99_nrna_low	nrna	unresolved	64	10
gdna_med_ss_0.99_nrna_low	gdna	gdna	5	111801
gdna_med_ss_0.99_nrna_low	gdna	gdna	37	880055
gdna_med_ss_0.99_nrna_low	gdna	mrna	3	4866
gdna_med_ss_0.99_nrna_low	gdna	nrna	25	3033
gdna_med_ss_0.99_nrna_low	gdna	nrna	9	162
gdna_med_ss_0.99_nrna_low	gdna	unresolved	64	83
gdna_high_ss_0.50_nrna_low	mrna	mrna	3	957787
gdna_high_ss_0.50_nrna_low	mrna	nrna	25	1846
gdna_high_ss_0.50_nrna_low	mrna	gdna	5	30198
gdna_high_ss_0.50_nrna_low	mrna	nrna	9	10169
gdna_high_ss_0.50_nrna_low	nrna	nrna	25	17918
gdna_high_ss_0.50_nrna_low	nrna	gdna	5	31073
gdna_high_ss_0.50_nrna_low	nrna	mrna	3	10261
gdna_high_ss_0.50_nrna_low	gdna	gdna	37	1759702
gdna_high_ss_0.50_nrna_low	gdna	gdna	5	225008
gdna_high_ss_0.50_nrna_low	gdna	mrna	3	11305
gdna_high_ss_0.50_nrna_low	gdna	nrna	25	3332
gdna_high_ss_0.50_nrna_low	gdna	nrna	9	419
gdna_high_ss_0.50_nrna_low	gdna	unresolved	64	234
gdna_high_ss_0.50_nrna_low	nrna	unresolved	64	9
gdna_high_ss_0.99_nrna_low	mrna	mrna	3	970095
gdna_high_ss_0.99_nrna_low	mrna	nrna	25	2724
gdna_high_ss_0.99_nrna_low	mrna	gdna	5	16641
gdna_high_ss_0.99_nrna_low	mrna	nrna	9	10540
gdna_high_ss_0.99_nrna_low	nrna	nrna	25	29430
gdna_high_ss_0.99_nrna_low	nrna	gdna	5	19765
gdna_high_ss_0.99_nrna_low	nrna	mrna	3	10057
gdna_high_ss_0.99_nrna_low	gdna	gdna	37	1759702
gdna_high_ss_0.99_nrna_low	gdna	nrna	25	3903
gdna_high_ss_0.99_nrna_low	gdna	gdna	5	227676
gdna_high_ss_0.99_nrna_low	gdna	mrna	3	8199
gdna_high_ss_0.99_nrna_low	gdna	unresolved	64	234
gdna_high_ss_0.99_nrna_low	gdna	nrna	9	286
gdna_high_ss_0.99_nrna_low	nrna	unresolved	64	9
gdna_zero_ss_0.50_nrna_high	mrna	mrna	3	914583
gdna_zero_ss_0.50_nrna_high	mrna	gdna	5	76169
gdna_zero_ss_0.50_nrna_high	mrna	nrna	9	9248
gdna_zero_ss_0.50_nrna_high	nrna	gdna	5	222000
gdna_zero_ss_0.50_nrna_high	nrna	mrna	3	44030
gdna_zero_ss_0.50_nrna_high	nrna	nrna	25	9793
gdna_zero_ss_0.50_nrna_high	nrna	unresolved	64	62
gdna_zero_ss_0.99_nrna_high	mrna	mrna	3	945948
gdna_zero_ss_0.99_nrna_high	mrna	nrna	25	39547
gdna_zero_ss_0.99_nrna_high	mrna	gdna	5	3682
gdna_zero_ss_0.99_nrna_high	mrna	nrna	9	10823
gdna_zero_ss_0.99_nrna_high	nrna	nrna	25	214727
gdna_zero_ss_0.99_nrna_high	nrna	mrna	3	45479
gdna_zero_ss_0.99_nrna_high	nrna	gdna	5	15617
gdna_zero_ss_0.99_nrna_high	nrna	unresolved	64	62
gdna_low_ss_0.50_nrna_high	mrna	mrna	3	929775
gdna_low_ss_0.50_nrna_high	mrna	nrna	25	13049
gdna_low_ss_0.50_nrna_high	mrna	gdna	5	47133
gdna_low_ss_0.50_nrna_high	mrna	nrna	9	10043
gdna_low_ss_0.50_nrna_high	nrna	gdna	5	142846
gdna_low_ss_0.50_nrna_high	nrna	mrna	3	45702
gdna_low_ss_0.50_nrna_high	nrna	nrna	25	87285
gdna_low_ss_0.50_nrna_high	nrna	unresolved	64	52
gdna_low_ss_0.50_nrna_high	gdna	gdna	37	219495
gdna_low_ss_0.50_nrna_high	gdna	gdna	5	28064
gdna_low_ss_0.50_nrna_high	gdna	nrna	25	919
gdna_low_ss_0.50_nrna_high	gdna	mrna	3	1448
gdna_low_ss_0.50_nrna_high	gdna	nrna	9	53
gdna_low_ss_0.50_nrna_high	gdna	unresolved	64	21
gdna_low_ss_0.99_nrna_high	mrna	mrna	3	946544
gdna_low_ss_0.99_nrna_high	mrna	nrna	25	36902
gdna_low_ss_0.99_nrna_high	mrna	gdna	5	5754
gdna_low_ss_0.99_nrna_high	mrna	nrna	9	10800
gdna_low_ss_0.99_nrna_high	nrna	nrna	25	208651
gdna_low_ss_0.99_nrna_high	nrna	gdna	5	21245
gdna_low_ss_0.99_nrna_high	nrna	mrna	3	45937
gdna_low_ss_0.99_nrna_high	nrna	unresolved	64	52
gdna_low_ss_0.99_nrna_high	gdna	gdna	37	219495
gdna_low_ss_0.99_nrna_high	gdna	nrna	25	2839
gdna_low_ss_0.99_nrna_high	gdna	gdna	5	26117
gdna_low_ss_0.99_nrna_high	gdna	mrna	3	1477
gdna_low_ss_0.99_nrna_high	gdna	nrna	9	51
gdna_low_ss_0.99_nrna_high	gdna	unresolved	64	21
gdna_med_ss_0.50_nrna_high	mrna	mrna	3	928793
gdna_med_ss_0.50_nrna_high	mrna	nrna	25	18613
gdna_med_ss_0.50_nrna_high	mrna	gdna	5	42511
gdna_med_ss_0.50_nrna_high	mrna	nrna	9	10083
gdna_med_ss_0.50_nrna_high	nrna	nrna	25	115780
gdna_med_ss_0.50_nrna_high	nrna	gdna	5	114640
gdna_med_ss_0.50_nrna_high	nrna	mrna	3	45414
gdna_med_ss_0.50_nrna_high	nrna	unresolved	64	51
gdna_med_ss_0.50_nrna_high	gdna	gdna	5	109834
gdna_med_ss_0.50_nrna_high	gdna	gdna	37	879867
gdna_med_ss_0.50_nrna_high	gdna	nrna	25	4693
gdna_med_ss_0.50_nrna_high	gdna	mrna	3	5284
gdna_med_ss_0.50_nrna_high	gdna	nrna	9	187
gdna_med_ss_0.50_nrna_high	gdna	unresolved	64	135
gdna_med_ss_0.99_nrna_high	mrna	mrna	3	940946
gdna_med_ss_0.99_nrna_high	mrna	nrna	25	37343
gdna_med_ss_0.99_nrna_high	mrna	gdna	5	11006
gdna_med_ss_0.99_nrna_high	mrna	nrna	9	10705
gdna_med_ss_0.99_nrna_high	nrna	nrna	25	195962
gdna_med_ss_0.99_nrna_high	nrna	gdna	5	34638
gdna_med_ss_0.99_nrna_high	nrna	mrna	3	45234
gdna_med_ss_0.99_nrna_high	nrna	unresolved	64	51
gdna_med_ss_0.99_nrna_high	gdna	gdna	5	107388
gdna_med_ss_0.99_nrna_high	gdna	gdna	37	879867
gdna_med_ss_0.99_nrna_high	gdna	nrna	25	7981
gdna_med_ss_0.99_nrna_high	gdna	mrna	3	4505
gdna_med_ss_0.99_nrna_high	gdna	nrna	9	124
gdna_med_ss_0.99_nrna_high	gdna	unresolved	64	135
gdna_high_ss_0.50_nrna_high	mrna	gdna	5	50071
gdna_high_ss_0.50_nrna_high	mrna	mrna	3	921934
gdna_high_ss_0.50_nrna_high	mrna	nrna	25	18250
gdna_high_ss_0.50_nrna_high	mrna	nrna	9	9745
gdna_high_ss_0.50_nrna_high	nrna	nrna	25	109178
gdna_high_ss_0.50_nrna_high	nrna	gdna	5	121724
gdna_high_ss_0.50_nrna_high	nrna	mrna	3	44931
gdna_high_ss_0.50_nrna_high	nrna	unresolved	64	52
gdna_high_ss_0.50_nrna_high	gdna	gdna	37	1759164
gdna_high_ss_0.50_nrna_high	gdna	gdna	5	221995
gdna_high_ss_0.50_nrna_high	gdna	nrna	25	8365
gdna_high_ss_0.50_nrna_high	gdna	mrna	3	9879
gdna_high_ss_0.50_nrna_high	gdna	nrna	9	374
gdna_high_ss_0.50_nrna_high	gdna	unresolved	64	223
gdna_high_ss_0.99_nrna_high	mrna	mrna	3	936136
gdna_high_ss_0.99_nrna_high	mrna	nrna	25	34618
gdna_high_ss_0.99_nrna_high	mrna	gdna	5	18820
gdna_high_ss_0.99_nrna_high	mrna	nrna	9	10426
gdna_high_ss_0.99_nrna_high	nrna	nrna	25	181067
gdna_high_ss_0.99_nrna_high	nrna	gdna	5	49593
gdna_high_ss_0.99_nrna_high	nrna	mrna	3	45173
gdna_high_ss_0.99_nrna_high	nrna	unresolved	64	52
gdna_high_ss_0.99_nrna_high	gdna	gdna	37	1759164
gdna_high_ss_0.99_nrna_high	gdna	gdna	5	220141
gdna_high_ss_0.99_nrna_high	gdna	nrna	25	12447
gdna_high_ss_0.99_nrna_high	gdna	mrna	3	7778
gdna_high_ss_0.99_nrna_high	gdna	nrna	9	247
gdna_high_ss_0.99_nrna_high	gdna	unresolved	64	223
