condition	locus_id	true_pool	pred_pool	count
gdna_zero_ss_0.99_nrna_zero	11	mrna	mrna	2
gdna_low_ss_0.50_nrna_zero	24	mrna	mrna	111375
gdna_low_ss_0.50_nrna_zero	-1	mrna	gdna	2818
gdna_low_ss_0.50_nrna_zero	27	mrna	mrna	72820
gdna_low_ss_0.50_nrna_zero	30	mrna	mrna	35065
gdna_low_ss_0.50_nrna_zero	44	mrna	mrna	94444
gdna_low_ss_0.50_nrna_zero	5	mrna	mrna	10787
gdna_low_ss_0.50_nrna_zero	9	mrna	mrna	7037
gdna_low_ss_0.50_nrna_zero	6	mrna	mrna	12450
gdna_low_ss_0.50_nrna_zero	3	mrna	mrna	3916
gdna_low_ss_0.50_nrna_zero	35	mrna	mrna	2382
gdna_low_ss_0.50_nrna_zero	45	mrna	mrna	34973
gdna_low_ss_0.50_nrna_zero	12	mrna	mrna	555
gdna_low_ss_0.50_nrna_zero	0	mrna	mrna	396
gdna_low_ss_0.50_nrna_zero	52	mrna	mrna	69797
gdna_low_ss_0.50_nrna_zero	8	mrna	mrna	151
gdna_low_ss_0.50_nrna_zero	49	mrna	mrna	38
gdna_low_ss_0.50_nrna_zero	48	mrna	mrna	11
gdna_low_ss_0.50_nrna_zero	42	mrna	nrna	963
gdna_low_ss_0.50_nrna_zero	4	mrna	mrna	84212
gdna_low_ss_0.50_nrna_zero	36	mrna	mrna	1205
gdna_low_ss_0.50_nrna_zero	-1	gdna	gdna	247782
gdna_low_ss_0.50_nrna_zero	21	gdna	mrna	199
gdna_low_ss_0.50_nrna_zero	44	gdna	mrna	68
gdna_low_ss_0.50_nrna_zero	1	gdna	mrna	43
gdna_low_ss_0.50_nrna_zero	41	gdna	mrna	109
gdna_low_ss_0.50_nrna_zero	19	gdna	mrna	39
gdna_low_ss_0.50_nrna_zero	24	gdna	mrna	121
gdna_low_ss_0.50_nrna_zero	18	gdna	mrna	7
gdna_low_ss_0.50_nrna_zero	6	gdna	mrna	89
gdna_low_ss_0.50_nrna_zero	14	gdna	mrna	18
gdna_low_ss_0.50_nrna_zero	32	gdna	mrna	93
gdna_low_ss_0.50_nrna_zero	7	gdna	nrna	16
gdna_low_ss_0.50_nrna_zero	4	gdna	mrna	88
gdna_low_ss_0.50_nrna_zero	37	gdna	mrna	65
gdna_low_ss_0.50_nrna_zero	52	gdna	mrna	119
gdna_low_ss_0.50_nrna_zero	34	gdna	mrna	80
gdna_low_ss_0.50_nrna_zero	10	gdna	mrna	32
gdna_low_ss_0.50_nrna_zero	15	gdna	mrna	110
gdna_low_ss_0.50_nrna_zero	43	gdna	mrna	101
gdna_low_ss_0.50_nrna_zero	27	gdna	mrna	77
gdna_low_ss_0.50_nrna_zero	35	gdna	mrna	37
gdna_low_ss_0.50_nrna_zero	45	gdna	mrna	43
gdna_low_ss_0.50_nrna_zero	26	gdna	mrna	97
gdna_low_ss_0.50_nrna_zero	33	gdna	mrna	9
gdna_low_ss_0.50_nrna_zero	42	gdna	nrna	15
gdna_low_ss_0.50_nrna_zero	47	gdna	mrna	19
gdna_low_ss_0.50_nrna_zero	5	gdna	mrna	58
gdna_low_ss_0.50_nrna_zero	39	gdna	mrna	95
gdna_low_ss_0.50_nrna_zero	31	gdna	nrna	30
gdna_low_ss_0.50_nrna_zero	36	gdna	mrna	19
gdna_low_ss_0.50_nrna_zero	46	gdna	mrna	39
gdna_low_ss_0.50_nrna_zero	9	gdna	mrna	28
gdna_low_ss_0.50_nrna_zero	28	gdna	mrna	11
gdna_low_ss_0.50_nrna_zero	25	gdna	mrna	64
gdna_low_ss_0.50_nrna_zero	30	gdna	mrna	22
gdna_low_ss_0.50_nrna_zero	20	gdna	nrna	16
gdna_low_ss_0.50_nrna_zero	-1	gdna	unresolved	23
gdna_low_ss_0.50_nrna_zero	48	gdna	mrna	4
gdna_low_ss_0.50_nrna_zero	12	gdna	mrna	5
gdna_low_ss_0.50_nrna_zero	2	gdna	mrna	12
gdna_low_ss_0.50_nrna_zero	0	gdna	mrna	18
gdna_low_ss_0.50_nrna_zero	17	gdna	mrna	31
gdna_low_ss_0.50_nrna_zero	3	gdna	mrna	4
gdna_low_ss_0.50_nrna_zero	22	gdna	mrna	17
gdna_low_ss_0.50_nrna_zero	34	mrna	mrna	36807
gdna_low_ss_0.50_nrna_zero	43	mrna	mrna	15145
gdna_low_ss_0.50_nrna_zero	26	mrna	mrna	9720
gdna_low_ss_0.50_nrna_zero	10	mrna	mrna	8605
gdna_low_ss_0.50_nrna_zero	17	mrna	mrna	4766
gdna_low_ss_0.50_nrna_zero	20	mrna	nrna	3603
gdna_low_ss_0.50_nrna_zero	7	mrna	nrna	2231
gdna_low_ss_0.50_nrna_zero	19	mrna	mrna	1452
gdna_low_ss_0.50_nrna_zero	25	mrna	mrna	1671
gdna_low_ss_0.50_nrna_zero	14	mrna	mrna	183
gdna_low_ss_0.50_nrna_zero	15	mrna	mrna	178656
gdna_low_ss_0.50_nrna_zero	28	mrna	mrna	54
gdna_low_ss_0.50_nrna_zero	39	mrna	mrna	66458
gdna_low_ss_0.50_nrna_zero	13	mrna	mrna	46
gdna_low_ss_0.50_nrna_zero	1	mrna	mrna	4775
gdna_low_ss_0.50_nrna_zero	18	mrna	mrna	24
gdna_low_ss_0.50_nrna_zero	2	mrna	mrna	288
gdna_low_ss_0.50_nrna_zero	41	mrna	mrna	6509
gdna_low_ss_0.50_nrna_zero	8	gdna	mrna	7
gdna_low_ss_0.50_nrna_zero	49	gdna	mrna	8
gdna_low_ss_0.50_nrna_zero	13	gdna	mrna	11
gdna_low_ss_0.50_nrna_zero	38	gdna	mrna	2
gdna_low_ss_0.50_nrna_zero	21	mrna	mrna	79689
gdna_low_ss_0.50_nrna_zero	22	mrna	mrna	4454
gdna_low_ss_0.50_nrna_zero	31	mrna	nrna	4220
gdna_low_ss_0.50_nrna_zero	32	mrna	mrna	23505
gdna_low_ss_0.50_nrna_zero	33	mrna	mrna	465
gdna_low_ss_0.50_nrna_zero	47	mrna	mrna	269
gdna_low_ss_0.50_nrna_zero	38	mrna	mrna	17
gdna_low_ss_0.50_nrna_zero	37	mrna	mrna	852
gdna_low_ss_0.50_nrna_zero	46	mrna	mrna	141
gdna_low_ss_0.99_nrna_zero	24	mrna	mrna	111361
gdna_low_ss_0.99_nrna_zero	-1	mrna	gdna	2244
gdna_low_ss_0.99_nrna_zero	27	mrna	mrna	72786
gdna_low_ss_0.99_nrna_zero	30	mrna	mrna	35038
gdna_low_ss_0.99_nrna_zero	44	mrna	mrna	94433
gdna_low_ss_0.99_nrna_zero	5	mrna	mrna	10809
gdna_low_ss_0.99_nrna_zero	9	mrna	mrna	7036
gdna_low_ss_0.99_nrna_zero	6	mrna	mrna	12497
gdna_low_ss_0.99_nrna_zero	3	mrna	mrna	3911
gdna_low_ss_0.99_nrna_zero	35	mrna	mrna	2431
gdna_low_ss_0.99_nrna_zero	45	mrna	mrna	34970
gdna_low_ss_0.99_nrna_zero	12	mrna	mrna	569
gdna_low_ss_0.99_nrna_zero	0	mrna	mrna	413
gdna_low_ss_0.99_nrna_zero	52	mrna	mrna	69783
gdna_low_ss_0.99_nrna_zero	8	mrna	mrna	157
gdna_low_ss_0.99_nrna_zero	49	mrna	mrna	45
gdna_low_ss_0.99_nrna_zero	48	mrna	mrna	20
gdna_low_ss_0.99_nrna_zero	42	mrna	nrna	972
gdna_low_ss_0.99_nrna_zero	4	mrna	mrna	84197
gdna_low_ss_0.99_nrna_zero	36	mrna	mrna	1222
gdna_low_ss_0.99_nrna_zero	-1	gdna	gdna	248228
gdna_low_ss_0.99_nrna_zero	44	gdna	mrna	53
gdna_low_ss_0.99_nrna_zero	26	gdna	mrna	76
gdna_low_ss_0.99_nrna_zero	19	gdna	mrna	21
gdna_low_ss_0.99_nrna_zero	24	gdna	mrna	108
gdna_low_ss_0.99_nrna_zero	6	gdna	mrna	63
gdna_low_ss_0.99_nrna_zero	14	gdna	mrna	14
gdna_low_ss_0.99_nrna_zero	32	gdna	mrna	72
gdna_low_ss_0.99_nrna_zero	7	gdna	nrna	11
gdna_low_ss_0.99_nrna_zero	4	gdna	mrna	82
gdna_low_ss_0.99_nrna_zero	21	gdna	mrna	167
gdna_low_ss_0.99_nrna_zero	25	gdna	mrna	46
gdna_low_ss_0.99_nrna_zero	37	gdna	mrna	35
gdna_low_ss_0.99_nrna_zero	52	gdna	mrna	106
gdna_low_ss_0.99_nrna_zero	34	gdna	mrna	64
gdna_low_ss_0.99_nrna_zero	5	gdna	mrna	44
gdna_low_ss_0.99_nrna_zero	47	gdna	mrna	16
gdna_low_ss_0.99_nrna_zero	15	gdna	mrna	87
gdna_low_ss_0.99_nrna_zero	41	gdna	mrna	86
gdna_low_ss_0.99_nrna_zero	43	gdna	mrna	72
gdna_low_ss_0.99_nrna_zero	27	gdna	mrna	67
gdna_low_ss_0.99_nrna_zero	35	gdna	mrna	28
gdna_low_ss_0.99_nrna_zero	45	gdna	mrna	34
gdna_low_ss_0.99_nrna_zero	33	gdna	mrna	4
gdna_low_ss_0.99_nrna_zero	42	gdna	nrna	15
gdna_low_ss_0.99_nrna_zero	1	gdna	mrna	32
gdna_low_ss_0.99_nrna_zero	39	gdna	mrna	90
gdna_low_ss_0.99_nrna_zero	10	gdna	mrna	25
gdna_low_ss_0.99_nrna_zero	22	gdna	mrna	12
gdna_low_ss_0.99_nrna_zero	9	gdna	mrna	20
gdna_low_ss_0.99_nrna_zero	28	gdna	mrna	8
gdna_low_ss_0.99_nrna_zero	46	gdna	mrna	30
gdna_low_ss_0.99_nrna_zero	-1	gdna	unresolved	23
gdna_low_ss_0.99_nrna_zero	31	gdna	nrna	25
gdna_low_ss_0.99_nrna_zero	38	gdna	mrna	9
gdna_low_ss_0.99_nrna_zero	12	gdna	mrna	3
gdna_low_ss_0.99_nrna_zero	40	gdna	nrna	1
gdna_low_ss_0.99_nrna_zero	17	gdna	mrna	26
gdna_low_ss_0.99_nrna_zero	30	gdna	mrna	20
gdna_low_ss_0.99_nrna_zero	0	gdna	mrna	13
gdna_low_ss_0.99_nrna_zero	45	gdna	nrna	1
gdna_low_ss_0.99_nrna_zero	2	gdna	mrna	8
gdna_low_ss_0.99_nrna_zero	3	gdna	mrna	4
gdna_low_ss_0.99_nrna_zero	18	gdna	mrna	5
gdna_low_ss_0.99_nrna_zero	48	gdna	mrna	7
gdna_low_ss_0.99_nrna_zero	25	gdna	nrna	2
gdna_low_ss_0.99_nrna_zero	49	gdna	mrna	5
gdna_low_ss_0.99_nrna_zero	34	mrna	mrna	36810
gdna_low_ss_0.99_nrna_zero	43	mrna	mrna	15176
gdna_low_ss_0.99_nrna_zero	26	mrna	mrna	9802
gdna_low_ss_0.99_nrna_zero	10	mrna	mrna	8617
gdna_low_ss_0.99_nrna_zero	17	mrna	mrna	4765
gdna_low_ss_0.99_nrna_zero	20	mrna	nrna	3615
gdna_low_ss_0.99_nrna_zero	7	mrna	nrna	2232
gdna_low_ss_0.99_nrna_zero	19	mrna	mrna	1500
gdna_low_ss_0.99_nrna_zero	25	mrna	mrna	1714
gdna_low_ss_0.99_nrna_zero	14	mrna	mrna	190
gdna_low_ss_0.99_nrna_zero	15	mrna	mrna	178617
gdna_low_ss_0.99_nrna_zero	28	mrna	mrna	70
gdna_low_ss_0.99_nrna_zero	39	mrna	mrna	66457
gdna_low_ss_0.99_nrna_zero	13	mrna	mrna	50
gdna_low_ss_0.99_nrna_zero	1	mrna	mrna	4790
gdna_low_ss_0.99_nrna_zero	18	mrna	mrna	34
gdna_low_ss_0.99_nrna_zero	2	mrna	mrna	300
gdna_low_ss_0.99_nrna_zero	41	mrna	mrna	6595
gdna_low_ss_0.99_nrna_zero	20	gdna	nrna	10
gdna_low_ss_0.99_nrna_zero	36	gdna	mrna	9
gdna_low_ss_0.99_nrna_zero	8	gdna	mrna	7
gdna_low_ss_0.99_nrna_zero	9	gdna	nrna	1
gdna_low_ss_0.99_nrna_zero	8	gdna	nrna	1
gdna_low_ss_0.99_nrna_zero	21	mrna	mrna	79671
gdna_low_ss_0.99_nrna_zero	22	mrna	mrna	4461
gdna_low_ss_0.99_nrna_zero	31	mrna	nrna	4238
gdna_low_ss_0.99_nrna_zero	32	mrna	mrna	23526
gdna_low_ss_0.99_nrna_zero	33	mrna	mrna	474
gdna_low_ss_0.99_nrna_zero	47	mrna	mrna	291
gdna_low_ss_0.99_nrna_zero	38	mrna	mrna	16
gdna_low_ss_0.99_nrna_zero	13	gdna	mrna	4
gdna_low_ss_0.99_nrna_zero	37	mrna	mrna	920
gdna_low_ss_0.99_nrna_zero	46	mrna	mrna	175
gdna_med_ss_0.50_nrna_zero	24	mrna	mrna	110965
gdna_med_ss_0.50_nrna_zero	-1	mrna	gdna	11404
gdna_med_ss_0.50_nrna_zero	27	mrna	mrna	72538
gdna_med_ss_0.50_nrna_zero	30	mrna	mrna	34983
gdna_med_ss_0.50_nrna_zero	44	mrna	mrna	94287
gdna_med_ss_0.50_nrna_zero	5	mrna	mrna	10466
gdna_med_ss_0.50_nrna_zero	9	mrna	mrna	6874
gdna_med_ss_0.50_nrna_zero	6	mrna	mrna	12000
gdna_med_ss_0.50_nrna_zero	3	mrna	mrna	3879
gdna_med_ss_0.50_nrna_zero	35	mrna	mrna	2177
gdna_med_ss_0.50_nrna_zero	45	mrna	mrna	34887
gdna_med_ss_0.50_nrna_zero	12	mrna	mrna	539
gdna_med_ss_0.50_nrna_zero	0	mrna	mrna	359
gdna_med_ss_0.50_nrna_zero	52	mrna	mrna	69375
gdna_med_ss_0.50_nrna_zero	8	mrna	mrna	138
gdna_med_ss_0.50_nrna_zero	49	mrna	mrna	30
gdna_med_ss_0.50_nrna_zero	48	mrna	mrna	13
gdna_med_ss_0.50_nrna_zero	42	mrna	nrna	880
gdna_med_ss_0.50_nrna_zero	4	mrna	mrna	83924
gdna_med_ss_0.50_nrna_zero	23	mrna	nrna	1
gdna_med_ss_0.50_nrna_zero	36	mrna	mrna	1132
gdna_med_ss_0.50_nrna_zero	-1	gdna	gdna	992716
gdna_med_ss_0.50_nrna_zero	42	gdna	nrna	45
gdna_med_ss_0.50_nrna_zero	5	gdna	mrna	203
gdna_med_ss_0.50_nrna_zero	45	gdna	mrna	125
gdna_med_ss_0.50_nrna_zero	6	gdna	mrna	293
gdna_med_ss_0.50_nrna_zero	17	gdna	mrna	102
gdna_med_ss_0.50_nrna_zero	39	gdna	mrna	280
gdna_med_ss_0.50_nrna_zero	15	gdna	mrna	447
gdna_med_ss_0.50_nrna_zero	44	gdna	mrna	252
gdna_med_ss_0.50_nrna_zero	25	gdna	mrna	168
gdna_med_ss_0.50_nrna_zero	52	gdna	mrna	426
gdna_med_ss_0.50_nrna_zero	41	gdna	mrna	371
gdna_med_ss_0.50_nrna_zero	30	gdna	mrna	88
gdna_med_ss_0.50_nrna_zero	21	gdna	mrna	690
gdna_med_ss_0.50_nrna_zero	37	gdna	mrna	139
gdna_med_ss_0.50_nrna_zero	35	gdna	mrna	172
gdna_med_ss_0.50_nrna_zero	1	gdna	mrna	132
gdna_med_ss_0.50_nrna_zero	4	gdna	mrna	320
gdna_med_ss_0.50_nrna_zero	34	gdna	mrna	276
gdna_med_ss_0.50_nrna_zero	32	gdna	mrna	280
gdna_med_ss_0.50_nrna_zero	20	gdna	nrna	76
gdna_med_ss_0.50_nrna_zero	27	gdna	mrna	316
gdna_med_ss_0.50_nrna_zero	26	gdna	mrna	309
gdna_med_ss_0.50_nrna_zero	7	gdna	nrna	48
gdna_med_ss_0.50_nrna_zero	24	gdna	mrna	460
gdna_med_ss_0.50_nrna_zero	14	gdna	mrna	37
gdna_med_ss_0.50_nrna_zero	-1	gdna	unresolved	128
gdna_med_ss_0.50_nrna_zero	31	gdna	nrna	87
gdna_med_ss_0.50_nrna_zero	43	gdna	mrna	280
gdna_med_ss_0.50_nrna_zero	10	gdna	mrna	130
gdna_med_ss_0.50_nrna_zero	0	gdna	mrna	15
gdna_med_ss_0.50_nrna_zero	13	gdna	mrna	12
gdna_med_ss_0.50_nrna_zero	36	gdna	mrna	49
gdna_med_ss_0.50_nrna_zero	19	gdna	mrna	149
gdna_med_ss_0.50_nrna_zero	9	gdna	mrna	98
gdna_med_ss_0.50_nrna_zero	47	gdna	mrna	47
gdna_med_ss_0.50_nrna_zero	22	gdna	mrna	37
gdna_med_ss_0.50_nrna_zero	33	gdna	mrna	30
gdna_med_ss_0.50_nrna_zero	46	gdna	mrna	37
gdna_med_ss_0.50_nrna_zero	38	gdna	mrna	11
gdna_med_ss_0.50_nrna_zero	3	gdna	mrna	15
gdna_med_ss_0.50_nrna_zero	2	gdna	mrna	35
gdna_med_ss_0.50_nrna_zero	12	gdna	mrna	24
gdna_med_ss_0.50_nrna_zero	28	gdna	mrna	13
gdna_med_ss_0.50_nrna_zero	48	gdna	mrna	8
gdna_med_ss_0.50_nrna_zero	23	gdna	nrna	2
gdna_med_ss_0.50_nrna_zero	49	gdna	mrna	7
gdna_med_ss_0.50_nrna_zero	8	gdna	mrna	11
gdna_med_ss_0.50_nrna_zero	18	gdna	mrna	4
gdna_med_ss_0.50_nrna_zero	34	mrna	mrna	36501
gdna_med_ss_0.50_nrna_zero	43	mrna	mrna	14717
gdna_med_ss_0.50_nrna_zero	26	mrna	mrna	9256
gdna_med_ss_0.50_nrna_zero	10	mrna	mrna	8438
gdna_med_ss_0.50_nrna_zero	17	mrna	mrna	4608
gdna_med_ss_0.50_nrna_zero	20	mrna	nrna	3507
gdna_med_ss_0.50_nrna_zero	7	mrna	nrna	2164
gdna_med_ss_0.50_nrna_zero	19	mrna	mrna	1241
gdna_med_ss_0.50_nrna_zero	25	mrna	mrna	1462
gdna_med_ss_0.50_nrna_zero	14	mrna	mrna	138
gdna_med_ss_0.50_nrna_zero	15	mrna	mrna	178337
gdna_med_ss_0.50_nrna_zero	28	mrna	mrna	31
gdna_med_ss_0.50_nrna_zero	39	mrna	mrna	66234
gdna_med_ss_0.50_nrna_zero	13	mrna	mrna	27
gdna_med_ss_0.50_nrna_zero	1	mrna	mrna	4579
gdna_med_ss_0.50_nrna_zero	18	mrna	mrna	16
gdna_med_ss_0.50_nrna_zero	2	mrna	mrna	245
gdna_med_ss_0.50_nrna_zero	41	mrna	mrna	6028
gdna_med_ss_0.50_nrna_zero	21	mrna	mrna	78885
gdna_med_ss_0.50_nrna_zero	22	mrna	mrna	4399
gdna_med_ss_0.50_nrna_zero	31	mrna	nrna	4044
gdna_med_ss_0.50_nrna_zero	32	mrna	mrna	22922
gdna_med_ss_0.50_nrna_zero	33	mrna	mrna	425
gdna_med_ss_0.50_nrna_zero	47	mrna	mrna	221
gdna_med_ss_0.50_nrna_zero	38	mrna	mrna	11
gdna_med_ss_0.50_nrna_zero	37	mrna	mrna	635
gdna_med_ss_0.50_nrna_zero	46	mrna	mrna	78
gdna_med_ss_0.99_nrna_zero	24	mrna	mrna	111038
gdna_med_ss_0.99_nrna_zero	-1	mrna	gdna	7911
gdna_med_ss_0.99_nrna_zero	27	mrna	mrna	72595
gdna_med_ss_0.99_nrna_zero	30	mrna	mrna	34990
gdna_med_ss_0.99_nrna_zero	44	mrna	mrna	94300
gdna_med_ss_0.99_nrna_zero	5	mrna	mrna	10624
gdna_med_ss_0.99_nrna_zero	9	mrna	mrna	6958
gdna_med_ss_0.99_nrna_zero	6	mrna	mrna	12215
gdna_med_ss_0.99_nrna_zero	3	mrna	mrna	3889
gdna_med_ss_0.99_nrna_zero	35	mrna	mrna	2324
gdna_med_ss_0.99_nrna_zero	45	mrna	mrna	34894
gdna_med_ss_0.99_nrna_zero	12	mrna	mrna	548
gdna_med_ss_0.99_nrna_zero	0	mrna	mrna	373
gdna_med_ss_0.99_nrna_zero	52	mrna	mrna	69469
gdna_med_ss_0.99_nrna_zero	8	mrna	mrna	147
gdna_med_ss_0.99_nrna_zero	49	mrna	mrna	40
gdna_med_ss_0.99_nrna_zero	48	mrna	mrna	13
gdna_med_ss_0.99_nrna_zero	42	mrna	nrna	930
gdna_med_ss_0.99_nrna_zero	4	mrna	mrna	83980
gdna_med_ss_0.99_nrna_zero	23	mrna	nrna	1
gdna_med_ss_0.99_nrna_zero	36	mrna	mrna	1171
gdna_med_ss_0.99_nrna_zero	-1	gdna	gdna	994609
gdna_med_ss_0.99_nrna_zero	42	gdna	nrna	38
gdna_med_ss_0.99_nrna_zero	5	gdna	mrna	122
gdna_med_ss_0.99_nrna_zero	39	gdna	mrna	198
gdna_med_ss_0.99_nrna_zero	15	gdna	mrna	356
gdna_med_ss_0.99_nrna_zero	44	gdna	mrna	205
gdna_med_ss_0.99_nrna_zero	52	gdna	mrna	324
gdna_med_ss_0.99_nrna_zero	4	gdna	mrna	268
gdna_med_ss_0.99_nrna_zero	30	gdna	mrna	75
gdna_med_ss_0.99_nrna_zero	21	gdna	mrna	526
gdna_med_ss_0.99_nrna_zero	41	gdna	mrna	230
gdna_med_ss_0.99_nrna_zero	45	gdna	mrna	91
gdna_med_ss_0.99_nrna_zero	35	gdna	mrna	88
gdna_med_ss_0.99_nrna_zero	1	gdna	mrna	90
gdna_med_ss_0.99_nrna_zero	34	gdna	mrna	200
gdna_med_ss_0.99_nrna_zero	43	gdna	mrna	200
gdna_med_ss_0.99_nrna_zero	32	gdna	mrna	200
gdna_med_ss_0.99_nrna_zero	20	gdna	nrna	50
