condition	true_pool	pred_pool	count	row_fraction	overall_fraction	mean_winner_posterior
gdna_low_ss_0.50_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_low_ss_0.50_nrna_low	nrna	mrna	10422	0.17586608393378445	0.007960215724748542	0.6263641757919892
gdna_low_ss_0.50_nrna_low	nrna	nrna	29552	0.4986753514115523	0.022571511715387536	0.35799662480440264
gdna_low_ss_0.50_nrna_low	nrna	gdna	19282	0.3253741921331061	0.01472739201732886	0.6144995566362552
gdna_low_ss_0.50_nrna_low	nrna	unresolved	5	8.437252155717925e-05	3.818948246377155e-06	0.0
gdna_low_ss_0.50_nrna_low	gdna	mrna	1860	0.00744	0.0014206487476523017	0.6392624769765403
gdna_low_ss_0.50_nrna_low	gdna	nrna	1046	0.004184	0.0007989239731421008	0.3156222082517799
gdna_low_ss_0.50_nrna_low	gdna	gdna	247073	0.988292	0.18871180001542856	0.9971418388117796
gdna_low_ss_0.50_nrna_low	gdna	unresolved	21	8.4e-05	1.603958263478405e-05	0.0
gdna_low_ss_0.50_nrna_low	unresolved	mrna	0		0.0	
gdna_low_ss_0.50_nrna_low	unresolved	nrna	0		0.0	
gdna_low_ss_0.50_nrna_low	unresolved	gdna	0		0.0	
gdna_low_ss_0.50_nrna_low	unresolved	unresolved	0		0.0	
gdna_low_ss_0.99_nrna_low	mrna	mrna	980889	0.980889	0.7491928652881282	0.7079670480342706
gdna_low_ss_0.99_nrna_low	mrna	nrna	15954	0.015954	0.012185500064540226	0.656309612833806
gdna_low_ss_0.99_nrna_low	mrna	gdna	3157	0.003157	0.0024112839227625354	0.2358063923025083
gdna_low_ss_0.99_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_low_ss_0.99_nrna_low	nrna	mrna	10152	0.17130996776969676	0.007753992519444175	0.6238973376418591
gdna_low_ss_0.99_nrna_low	nrna	nrna	42259	0.7130996776969677	0.032276986788730436	0.47742605588987014
gdna_low_ss_0.99_nrna_low	nrna	gdna	6845	0.1155059820117784	0.005228140149290325	0.42178014926721225
gdna_low_ss_0.99_nrna_low	nrna	unresolved	5	8.437252155717925e-05	3.818948246377155e-06	0.0
gdna_low_ss_0.99_nrna_low	gdna	mrna	1580	0.00632	0.001206787645855181	0.6221112154082312
gdna_low_ss_0.99_nrna_low	gdna	nrna	1591	0.006364	0.0012151893319972107	0.3953024342909015
gdna_low_ss_0.99_nrna_low	gdna	gdna	246808	0.987232	0.18850939575837056	0.9966578123217803
gdna_low_ss_0.99_nrna_low	gdna	unresolved	21	8.4e-05	1.603958263478405e-05	0.0
gdna_low_ss_0.99_nrna_low	unresolved	mrna	0		0.0	
gdna_low_ss_0.99_nrna_low	unresolved	nrna	0		0.0	
gdna_low_ss_0.99_nrna_low	unresolved	gdna	0		0.0	
gdna_low_ss_0.99_nrna_low	unresolved	unresolved	0		0.0	
gdna_med_ss_0.50_nrna_low	mrna	mrna	969404	0.969404	0.4707533430682172	0.6805252999556607
gdna_med_ss_0.50_nrna_low	mrna	nrna	12886	0.012886	0.006257584638372698	0.7019726080128591
gdna_med_ss_0.50_nrna_low	mrna	gdna	17710	0.01771	0.008600172586185045	0.19684725489518917
gdna_med_ss_0.50_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_med_ss_0.50_nrna_low	nrna	mrna	10658	0.17984846695128331	0.005175643106920395	0.5894516060690852
gdna_med_ss_0.50_nrna_low	nrna	nrna	23825	0.4020350652199592	0.011569684464475363	0.331254344497263
gdna_med_ss_0.50_nrna_low	nrna	gdna	24768	0.4179477227856432	0.01202761573205145	0.6686256262432024
gdna_med_ss_0.50_nrna_low	nrna	unresolved	10	0.0001687450431143585	4.856111002927749e-06	0.0
gdna_med_ss_0.50_nrna_low	gdna	mrna	6476	0.006476	0.0031448174854960104	0.6229901282675334
gdna_med_ss_0.50_nrna_low	gdna	nrna	2800	0.0028	0.0013597110808197697	0.3005949008850647
gdna_med_ss_0.50_nrna_low	gdna	gdna	990641	0.990641	0.48106626600513486	0.9975904323881605
gdna_med_ss_0.50_nrna_low	gdna	unresolved	83	8.3e-05	4.030572132430032e-05	0.0
gdna_med_ss_0.50_nrna_low	unresolved	mrna	0		0.0	
gdna_med_ss_0.50_nrna_low	unresolved	nrna	0		0.0	
gdna_med_ss_0.50_nrna_low	unresolved	gdna	0		0.0	
gdna_med_ss_0.50_nrna_low	unresolved	unresolved	0		0.0	
gdna_med_ss_0.99_nrna_low	mrna	mrna	976114	0.976114	0.4740117935511817	0.690086973584574
gdna_med_ss_0.99_nrna_low	mrna	nrna	14534	0.014534	0.007057871731655191	0.6467496967863958
gdna_med_ss_0.99_nrna_low	mrna	gdna	9352	0.009352	0.004541435009938031	0.26406107951739166
gdna_med_ss_0.99_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_med_ss_0.99_nrna_low	nrna	mrna	10388	0.17529235078719563	0.005044528109841346	0.5984813086179286
gdna_med_ss_0.99_nrna_low	nrna	nrna	35077	0.5919069877322354	0.017033780564969667	0.42754456811075897
gdna_med_ss_0.99_nrna_low	nrna	gdna	13786	0.23263191643745465	0.006694634628636195	0.5432401589484366
gdna_med_ss_0.99_nrna_low	nrna	unresolved	10	0.0001687450431143585	4.856111002927749e-06	0.0
gdna_med_ss_0.99_nrna_low	gdna	mrna	4874	0.004874	0.002366868502826985	0.6014502690184004
gdna_med_ss_0.99_nrna_low	gdna	nrna	3261	0.003261	0.0015835777980547391	0.339752157917032
gdna_med_ss_0.99_nrna_low	gdna	gdna	991782	0.991782	0.48162034827056893	0.9975507217856716
gdna_med_ss_0.99_nrna_low	gdna	unresolved	83	8.3e-05	4.030572132430032e-05	0.0
gdna_med_ss_0.99_nrna_low	unresolved	mrna	0		0.0	
gdna_med_ss_0.99_nrna_low	unresolved	nrna	0		0.0	
gdna_med_ss_0.99_nrna_low	unresolved	gdna	0		0.0	
gdna_med_ss_0.99_nrna_low	unresolved	unresolved	0		0.0	
gdna_high_ss_0.50_nrna_low	mrna	mrna	957440	0.95744	0.31296447083135437	0.6864008070916736
gdna_high_ss_0.50_nrna_low	mrna	nrna	11951	0.011951	0.003906498987827452	0.7343227090592235
gdna_high_ss_0.50_nrna_low	mrna	gdna	30609	0.030609	0.01000535750300481	0.21098292550713038
gdna_high_ss_0.50_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_high_ss_0.50_nrna_low	nrna	mrna	10225	0.17254180658443158	0.003342310446869358	0.6194984511777868
gdna_high_ss_0.50_nrna_low	nrna	nrna	17901	0.30207050167901317	0.005851413135394463	0.27233718091817716
gdna_high_ss_0.50_nrna_low	nrna	gdna	31126	0.5252358211977524	0.01017435256423038	0.7206609851237207
gdna_high_ss_0.50_nrna_low	nrna	unresolved	9	0.00015187053880292266	2.9418869458996796e-06	0.0
gdna_high_ss_0.50_nrna_low	gdna	mrna	11177	0.0055885	0.00365349671048008	0.6241254944482116
gdna_high_ss_0.50_nrna_low	gdna	nrna	3735	0.0018675	0.001220883082548367	0.2745908364957794
gdna_high_ss_0.50_nrna_low	gdna	gdna	1984854	0.992427	0.6488017857907514	0.9977976853818372
gdna_high_ss_0.50_nrna_low	gdna	unresolved	234	0.000117	7.648906059339168e-05	0.0
gdna_high_ss_0.50_nrna_low	unresolved	mrna	0		0.0	
gdna_high_ss_0.50_nrna_low	unresolved	nrna	0		0.0	
gdna_high_ss_0.50_nrna_low	unresolved	gdna	0		0.0	
gdna_high_ss_0.50_nrna_low	unresolved	unresolved	0		0.0	
gdna_high_ss_0.99_nrna_low	mrna	mrna	969948	0.969948	0.31705303993350026	0.7019979503101474
gdna_high_ss_0.99_nrna_low	mrna	nrna	13301	0.013301	0.004347782029712404	0.7072145930148225
gdna_high_ss_0.99_nrna_low	mrna	gdna	16751	0.016751	0.005475505358973948	0.2727347974344718
gdna_high_ss_0.99_nrna_low	mrna	unresolved	0	0.0	0.0	
gdna_high_ss_0.99_nrna_low	nrna	mrna	10085	0.17017937598083055	0.0032965477610442523	0.6238444565133694
gdna_high_ss_0.99_nrna_low	nrna	nrna	29324	0.49482796442854493	0.009585321422395801	0.39118811215834026
gdna_high_ss_0.99_nrna_low	nrna	gdna	19843	0.33484078905182163	0.006486206963054149	0.6248238643824522
gdna_high_ss_0.99_nrna_low	nrna	unresolved	9	0.00015187053880292266	2.9418869458996796e-06	0.0
gdna_high_ss_0.99_nrna_low	gdna	mrna	8229	0.0041145	0.0026898652975342737	0.601540433619113
gdna_high_ss_0.99_nrna_low	gdna	nrna	4224	0.002112	0.0013807256066089163	0.32345069455076364
gdna_high_ss_0.99_nrna_low	gdna	gdna	1987313	0.9936565	0.6496055746796366	0.9979921865152978
gdna_high_ss_0.99_nrna_low	gdna	unresolved	234	0.000117	7.648906059339168e-05	0.0
gdna_high_ss_0.99_nrna_low	unresolved	mrna	0		0.0	
gdna_high_ss_0.99_nrna_low	unresolved	nrna	0		0.0	
gdna_high_ss_0.99_nrna_low	unresolved	gdna	0		0.0	
gdna_high_ss_0.99_nrna_low	unresolved	unresolved	0		0.0	
gdna_zero_ss_0.50_nrna_high	mrna	mrna	915050	0.91505	0.7171884613425191	0.6568733501372221
gdna_zero_ss_0.50_nrna_high	mrna	nrna	9227	0.009227	0.0072318429952542744	0.7254038082838052
gdna_zero_ss_0.50_nrna_high	mrna	gdna	75723	0.075723	0.05934939277442716	0.17270113747779367
gdna_zero_ss_0.50_nrna_high	mrna	unresolved	0	0.0	0.0	
gdna_zero_ss_0.50_nrna_high	nrna	mrna	43901	0.15912789749352085	0.03440827347292272	0.6245496981036855
gdna_zero_ss_0.50_nrna_high	nrna	nrna	0	0.0	0.0	
gdna_zero_ss_0.50_nrna_high	nrna	gdna	231922	0.8406473711872701	0.18177343569365578	0.976856654716689
gdna_zero_ss_0.50_nrna_high	nrna	unresolved	62	0.00022473131920909073	4.859372122095643e-05	0.0
gdna_zero_ss_0.50_nrna_high	gdna	mrna	0		0.0	
gdna_zero_ss_0.50_nrna_high	gdna	nrna	0		0.0	
gdna_zero_ss_0.50_nrna_high	gdna	gdna	0		0.0	
gdna_zero_ss_0.50_nrna_high	gdna	unresolved	0		0.0	
gdna_zero_ss_0.50_nrna_high	unresolved	mrna	0		0.0	
gdna_zero_ss_0.50_nrna_high	unresolved	nrna	0		0.0	
gdna_zero_ss_0.50_nrna_high	unresolved	gdna	0		0.0	
gdna_zero_ss_0.50_nrna_high	unresolved	unresolved	0		0.0	
gdna_zero_ss_0.99_nrna_high	mrna	mrna	933768	0.933768	0.7318590625330653	0.6616297949189197
gdna_zero_ss_0.99_nrna_high	mrna	nrna	62308	0.062308	0.04883512228766699	0.21639214699370504
gdna_zero_ss_0.99_nrna_high	mrna	gdna	3924	0.003924	0.003075512291468275	0.22981048374323823
gdna_zero_ss_0.99_nrna_high	mrna	unresolved	0	0.0	0.0	
gdna_zero_ss_0.99_nrna_high	nrna	mrna	44529	0.16140420827518712	0.03490048084270918	0.609639708648265
gdna_zero_ss_0.99_nrna_high	nrna	nrna	216675	0.7853815901553184	0.16982329912178606	0.6068071007139072
gdna_zero_ss_0.99_nrna_high	nrna	gdna	14619	0.05298947025028544	0.01145792920208326	0.3302988769733472
gdna_zero_ss_0.99_nrna_high	nrna	unresolved	62	0.00022473131920909073	4.859372122095643e-05	0.0
gdna_zero_ss_0.99_nrna_high	gdna	mrna	0		0.0	
gdna_zero_ss_0.99_nrna_high	gdna	nrna	0		0.0	
gdna_zero_ss_0.99_nrna_high	gdna	gdna	0		0.0	
gdna_zero_ss_0.99_nrna_high	gdna	unresolved	0		0.0	
gdna_zero_ss_0.99_nrna_high	unresolved	mrna	0		0.0	
gdna_zero_ss_0.99_nrna_high	unresolved	nrna	0		0.0	
gdna_zero_ss_0.99_nrna_high	unresolved	gdna	0		0.0	
gdna_zero_ss_0.99_nrna_high	unresolved	unresolved	0		0.0	
gdna_low_ss_0.50_nrna_high	mrna	mrna	929576	0.929576	0.609204494440931	0.6493367146146407
gdna_low_ss_0.50_nrna_high	mrna	nrna	22916	0.022916	0.015018169783437153	0.38938236201385534
gdna_low_ss_0.50_nrna_high	mrna	gdna	47508	0.047508	0.03113471854038804	0.16964017824626065
gdna_low_ss_0.50_nrna_high	mrna	unresolved	0	0.0	0.0	
gdna_low_ss_0.50_nrna_high	nrna	mrna	45926	0.1664679123547855	0.030097943160854193	0.617620057692998
gdna_low_ss_0.50_nrna_high	nrna	nrna	84781	0.3073055802236439	0.05556185426817879	0.3159112089250216
gdna_low_ss_0.50_nrna_high	nrna	gdna	145126	0.5260380230893307	0.09510939553111801	0.7109865057331691
gdna_low_ss_0.50_nrna_high	nrna	unresolved	52	0.00018848433223988257	3.407858390376732e-05	0.0
gdna_low_ss_0.50_nrna_high	gdna	mrna	1474	0.005896	0.0009659967821952506	0.5802902086995532
gdna_low_ss_0.50_nrna_high	gdna	nrna	950	0.0038	0.0006225895136265184	0.27146959642732615
gdna_low_ss_0.50_nrna_high	gdna	gdna	247555	0.99022	0.16223699689032922	0.9967476781781428
gdna_low_ss_0.50_nrna_high	gdna	unresolved	21	8.4e-05	1.376250503805988e-05	0.0
gdna_low_ss_0.50_nrna_high	unresolved	mrna	0		0.0	
gdna_low_ss_0.50_nrna_high	unresolved	nrna	0		0.0	
gdna_low_ss_0.50_nrna_high	unresolved	gdna	0		0.0	
gdna_low_ss_0.50_nrna_high	unresolved	unresolved	0		0.0	
gdna_low_ss_0.99_nrna_high	mrna	mrna	943467	0.943467	0.6183080638449162	0.6699794256421691
gdna_low_ss_0.99_nrna_high	mrna	nrna	50878	0.050878	0.03334327292030526	0.23937861479016256
gdna_low_ss_0.99_nrna_high	mrna	gdna	5655	0.005655	0.003706045999534696	0.24616506760240023
gdna_low_ss_0.99_nrna_high	mrna	unresolved	0	0.0	0.0	
gdna_low_ss_0.99_nrna_high	nrna	mrna	45782	0.1659459557424289	0.030003571697736067	0.6264898025486559
