condition	true_pool	pred_pool	zc	zs	count
gdna_med_ss_0.99_nrna_low	mrna	mrna	unambig	spliced_annot	37329
gdna_med_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	142942
gdna_med_ss_0.99_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	1998
gdna_med_ss_0.99_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8367
gdna_med_ss_0.99_nrna_low	nrna	nrna	ambig_same_strand	unspliced	26291
gdna_med_ss_0.99_nrna_low	nrna	gdna	ambig_same_strand	unspliced	9865
gdna_med_ss_0.99_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	2021
gdna_med_ss_0.99_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	3921
gdna_med_ss_0.99_nrna_low	nrna	unresolved	.	unspliced	10
gdna_med_ss_0.99_nrna_low	gdna	gdna	ambig_same_strand	unspliced	97924
gdna_med_ss_0.99_nrna_low	gdna	gdna	.	unknown	880055
gdna_med_ss_0.99_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	13636
gdna_med_ss_0.99_nrna_low	gdna	mrna	ambig_same_strand	unspliced	3883
gdna_med_ss_0.99_nrna_low	gdna	nrna	ambig_same_strand	unspliced	2275
gdna_med_ss_0.99_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	986
gdna_med_ss_0.99_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	991
gdna_med_ss_0.99_nrna_low	gdna	gdna	unambig	unspliced	167
gdna_med_ss_0.99_nrna_low	gdna	unresolved	.	unspliced	83
gdna_med_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	754
gdna_med_ss_0.99_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	8786
gdna_med_ss_0.99_nrna_low	mrna	nrna	ambig_opp_strand	unspliced	309
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	unspliced	625541
gdna_high_ss_0.50_nrna_low	mrna	nrna	ambig_same_strand	unspliced	11951
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	152528
gdna_high_ss_0.50_nrna_low	mrna	gdna	ambig_same_strand	unspliced	24299
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2343
gdna_high_ss_0.50_nrna_low	mrna	mrna	unambig	spliced_annot	37866
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	138412
gdna_high_ss_0.50_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	6309
gdna_high_ss_0.50_nrna_low	nrna	gdna	ambig_same_strand	unspliced	22538
gdna_high_ss_0.50_nrna_low	nrna	nrna	ambig_same_strand	unspliced	13937
gdna_high_ss_0.50_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8073
gdna_high_ss_0.50_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	8588
gdna_high_ss_0.50_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	2152
gdna_high_ss_0.50_nrna_low	gdna	gdna	.	unknown	1759702
gdna_high_ss_0.50_nrna_low	gdna	nrna	ambig_same_strand	unspliced	2748
gdna_high_ss_0.50_nrna_low	gdna	gdna	ambig_same_strand	unspliced	196757
gdna_high_ss_0.50_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	28018
gdna_high_ss_0.50_nrna_low	gdna	mrna	ambig_same_strand	unspliced	8808
gdna_high_ss_0.50_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	2369
gdna_high_ss_0.50_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	987
gdna_high_ss_0.50_nrna_low	gdna	gdna	unambig	unspliced	377
gdna_high_ss_0.50_nrna_low	gdna	unresolved	.	unspliced	234
gdna_high_ss_0.50_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	750
gdna_high_ss_0.50_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	3964
gdna_high_ss_0.50_nrna_low	nrna	unresolved	.	unspliced	9
gdna_high_ss_0.50_nrna_low	mrna	gdna	unambig	unspliced	1
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	unspliced	635449
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_annot	152528
gdna_high_ss_0.99_nrna_low	mrna	nrna	ambig_same_strand	unspliced	13278
gdna_high_ss_0.99_nrna_low	mrna	gdna	ambig_same_strand	unspliced	13064
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_same_strand	spliced_implicit	2343
gdna_high_ss_0.99_nrna_low	mrna	mrna	unambig	spliced_annot	37866
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	unspliced	141012
gdna_high_ss_0.99_nrna_low	mrna	gdna	ambig_opp_strand	unspliced	3686
gdna_high_ss_0.99_nrna_low	nrna	gdna	ambig_same_strand	unspliced	13930
gdna_high_ss_0.99_nrna_low	nrna	nrna	ambig_same_strand	unspliced	22406
gdna_high_ss_0.99_nrna_low	nrna	mrna	ambig_same_strand	unspliced	8212
gdna_high_ss_0.99_nrna_low	nrna	gdna	ambig_opp_strand	unspliced	5913
gdna_high_ss_0.99_nrna_low	nrna	mrna	ambig_opp_strand	unspliced	1873
gdna_high_ss_0.99_nrna_low	gdna	gdna	.	unknown	1759702
gdna_high_ss_0.99_nrna_low	gdna	nrna	ambig_same_strand	unspliced	3114
gdna_high_ss_0.99_nrna_low	gdna	gdna	ambig_same_strand	unspliced	198653
gdna_high_ss_0.99_nrna_low	gdna	gdna	ambig_opp_strand	unspliced	28582
gdna_high_ss_0.99_nrna_low	gdna	mrna	ambig_opp_strand	unspliced	1683
gdna_high_ss_0.99_nrna_low	gdna	mrna	ambig_same_strand	unspliced	6546
gdna_high_ss_0.99_nrna_low	gdna	gdna	unambig	unspliced	376
gdna_high_ss_0.99_nrna_low	gdna	nrna	ambig_opp_strand	unspliced	1109
gdna_high_ss_0.99_nrna_low	gdna	unresolved	.	unspliced	234
gdna_high_ss_0.99_nrna_low	gdna	nrna	unambig	unspliced	1
gdna_high_ss_0.99_nrna_low	mrna	mrna	ambig_opp_strand	spliced_implicit	750
gdna_high_ss_0.99_nrna_low	nrna	nrna	ambig_opp_strand	unspliced	6918
gdna_high_ss_0.99_nrna_low	mrna	nrna	ambig_opp_strand	unspliced	23
gdna_high_ss_0.99_nrna_low	nrna	unresolved	.	unspliced	9
gdna_high_ss_0.99_nrna_low	mrna	gdna	unambig	unspliced	1
gdna_zero_ss_0.50_nrna_high	mrna	gdna	ambig_same_strand	unspliced	59613
gdna_zero_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	unspliced	592178
gdna_zero_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	spliced_annot	153369
gdna_zero_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	spliced_implicit	2404
gdna_zero_ss_0.50_nrna_high	mrna	mrna	unambig	spliced_annot	37519
