target_label	chrom	observed_start_1based	observed_end	gdna_false_rna	fraction_of_false_rna	pred_mrna	pred_nrna	ambig_same	ambig_opp	unspliced	mean_zw	max_zw	zw_ge_90_rate
mRNA IRS2 ENST00000375856.5	chr13	109755796	109786266	1715	0.0005147580997111952	1715	0	1561	154	1715	0.9106913768542447	0.9919355511665344	0.7772594752186589
nRNA chr2:178,525,988-178,804,642(-)	chr2	178526893	178802535	1676	0.0005030522303883167	0	1676	49	1625	1673	0.12072021501063233	0.9871425032615662	0.0017899761336515514
nRNA chr12:123,762,187-123,935,720(+)	chr12	123762190	123935691	1673	0.0005021517789019415	0	1673	1452	215	1671	0.5961818435455929	0.9159911274909973	0.10639569635385535
mRNA FAT3 ENST00000409404.6	chr11	92352096	92891554	1666	0.0005000507254337324	1666	0	1654	12	1666	0.8278319255179432	0.9202517867088318	0.4507803121248499
mRNA ZNF462 ENST00000277225.10	chr9	106923398	107011446	1654	0.0004964489194882314	1654	0	1634	17	1654	0.7876890951929729	1.0	0.5048367593712213
mRNA FAT1 ENST00000441802.7	chr4	186588211	186709840	1620	0.00048624380264264503	1620	0	1618	0	1619	0.8644153449546408	1.0	0.6561728395061729
nRNA chr6:56,457,986-56,642,996(-)	chr6	56458896	56642933	1606	0.0004820416957062271	0	1606	1605	0	1606	0.49274130544368905	0.9363210797309875	0.029265255292652552
mRNA AR ENST00000396043.4	chrX	67521831	67724284	1588	0.0004766389867879755	1588	0	1580	0	1586	0.5175601838594092	0.9907086491584778	0.25251889168765745
mRNA FLG2 ENST00000388718.5	chr1	152350091	152357645	1587	0.0004763388362925171	1587	0	0	1571	1578	0.7702637917603347	0.8908289670944214	0.0
nRNA chr9:114,850,967-115,121,030(+)	chr9	114862696	115106817	1529	0.00045893010755592854	0	1529	16	1507	1529	0.7778032201277111	0.9316181540489197	0.27665140614780903
mRNA FAT4 ENST00000394329.9	chr4	125315073	125491980	1491	0.00044752438872850845	1491	0	1489	0	1491	0.8110770266540573	0.9797412753105164	0.4869215291750503
mRNA FLRT1 ENST00000246841.3	chr11	64103236	64118848	1469	0.00044092107782842317	1469	0	0	1469	1469	0.8612467689202544	0.9773203730583191	0.6820966643975493
nRNA chr2:169,127,108-169,362,534(-)	chr2	169128526	169362517	1446	0.00043401761643287943	0	1446	1445	0	1445	0.6386681910588781	0.9131934642791748	0.13416320885200553
mRNA SON ENST00000300278.8	chr21	33549478	33560571	1391	0.0004175093391826662	1391	0	1331	59	1388	0.6495668893374669	0.9893448948860168	0.03666427030913012
mRNA SACS ENST00000402364.1	chr13	23329055	23375270	1387	0.0004163087372008325	1387	0	1387	0	1387	0.6739186721477219	0.7596307992935181	0.0
nRNA chr1:237,471,173-237,833,988(+)	chr1	237480729	237832999	1367	0.00041030572729166404	0	1367	1362	0	1367	0.6793358760757131	0.8625627756118774	0.0
nRNA chr6:11,173,451-11,259,099(+)	chr6	11174538	11255583	1363	0.0004091051253098303	0	1363	3	1353	1363	0.7181885707153175	0.8749845623970032	0.0
nRNA chr1:146,547,366-146,898,974(+)	mixed	39371153	146898963	1353	0.0004061036203552461	0	1353	910	0	1353	0.6158616750185149	0.8686283230781555	0.0
nRNA chr3:52,495,337-52,524,495(+)	chr3	52495338	52524474	1330	0.0003992001589597024	0	1330	1327	1	1330	0.628815379245837	0.9189012050628662	0.1511278195488722
nRNA chr8:123,851,986-124,120,061(+)	chr8	123852425	124120032	1285	0.00038569338666407337	0	1285	310	975	1285	0.7210919995948034	0.8880719542503357	0.0
mRNA FAT2 ENST00000261800.6	chr5	151505172	151568940	1207	0.00036228164801831636	1207	0	1182	24	1207	0.6986782828495586	0.8531289100646973	0.0
nRNA chr11:46,856,716-46,918,550(-)	chr11	46858583	46918543	1197	0.00035928014306373216	0	1197	1029	168	1197	0.8305634606377523	0.9697632193565369	0.5948203842940685
nRNA chr3:52,316,318-52,400,492(+)	chr3	52322393	52400466	1193	0.00035807954108189844	0	1193	1190	0	1190	0.4708350010369245	1.0	0.002514668901927913
mRNA STARD9 ENST00000290607.12	chr15	42663294	42719792	1186	0.0003559784876136895	1186	0	1185	0	1185	0.7531703082031082	0.9448772072792053	0.15851602023608768
mRNA RP1 ENST00000220676.2	chr8	54620955	54630704	1181	0.0003544777351363974	1181	0	1180	0	1181	0.8423414193172636	0.918350875377655	0.5740897544453852
mRNA NRIP1 ENST00000400199.5	chr21	14964421	14968529	1175	0.00035267683216364687	1175	0	1175	0	1175	0.9297282061773412	0.9969556331634521	0.8161702127659575
nRNA chr3:38,039,204-38,124,025(+)	chr3	38039218	38123471	1173	0.00035207653117273	0	1173	681	490	1171	0.7415776006235898	0.9959919452667236	0.4578005115089514
nRNA chr1:152,335,378-152,364,080(+)	chr1	152350434	152359090	1170	0.00035117607968635476	0	1170	0	1154	1158	0.6186662977386234	0.7995169162750244	0.0
mRNA ZNF318 ENST00000361428.3	chr6	43336845	43369630	1146	0.0003439724677953526	1146	0	1145	0	1146	0.8341373410888575	0.9678613543510437	0.42408376963350786
nRNA chr9:115,020,559-115,091,147(-)	chr9	115020954	115090888	1129	0.0003388699093725594	0	1129	0	1127	1129	0.800545929568969	0.97149658203125	0.32152347209920284
nRNA chr17:10,383,155-10,537,862(+)	chr17	10390185	10537841	1108	0.0003325667489679325	0	1108	3	1103	1108	0.35765859715317777	0.442522794008255	0.0
nRNA chr8:120,125,101-120,373,573(+)	chr8	120141230	120371591	1108	0.0003325667489679325	0	1108	1106	0	1107	0.635354488637527	0.9987669587135315	0.0009025270758122744
mRNA CCDC168 ENST00000322527.4	chr13	102729386	102759040	1085	0.00032566328757238877	1085	0	1084	0	1084	0.3221630873939683	0.9936223030090332	0.0009216589861751152
mRNA ZFHX3 ENST00000268489.10	chr16	72786900	72960167	1065	0.00031966027766322036	1065	0	346	718	1065	0.9246674435659193	0.9742293357849121	0.831924882629108
nRNA chr11:63,898,086-63,909,539(+)	chr11	63898089	63909400	1047	0.00031425756874496873	0	1047	1046	0	1046	0.5800816133838954	0.819828450679779	0.0
nRNA chr11:64,340,203-64,357,534(+)	chr11	64340204	64383523	1045	0.0003136572677540519	0	1045	1039	5	1043	0.40285061950300727	0.984662652015686	0.0009569377990430622
mRNA AR ENST00000513847.5	chrX	67544821	67689760	1019	0.0003058533548721329	1019	0	1011	0	1018	0.336321754737504	0.98301100730896	0.001962708537782139
mRNA SVEP1 ENST00000374469.6	chr9	110366169	110579724	1013	0.00030405245189938236	1013	0	1012	0	1013	0.8271694506572785	0.8929560780525208	0.0
mRNA MUC22 ENST00000561890.1	chr6	31010475	31035315	1003	0.0003010509469447981	1003	0	884	0	607	0.8872572189254514	1.0	0.6560319042871385
mRNA RNF213 ENST00000508628.6	chr17	80287821	80393870	1000	0.00030015049545842283	1000	0	967	32	1000	0.8529106656312943	0.9704769253730774	0.637
mRNA TCF20 ENST00000335626.8	chr22	42209649	42215439	1000	0.00030015049545842283	1000	0	1000	0	1000	0.8756747615104541	0.9983422160148621	0.698
mRNA SYNM ENST00000336292.11	chr15	99105081	99133452	999	0.00029985034496296444	999	0	443	554	998	0.9233240369834133	0.9835380911827087	0.7847847847847848
mRNA SETX ENST00000224140.6	chr9	132261584	132346392	991	0.00029744914099929707	991	0	991	0	991	0.8777495680074278	0.9827947020530701	0.7265388496468214
mRNA HIVEP2 ENST00000703918.1	chr6	142752732	142776149	985	0.0002956482380265465	985	0	852	132	985	0.742594539901705	0.9869899153709412	0.29949238578680204
mRNA FLG ENST00000368799.2	chr1	152302444	152314738	978	0.00029354718455833754	978	0	0	853	937	0.8144815988183509	0.9996509552001953	0.558282208588957
mRNA NCOA6 ENST00000359003.7	chr20	34714783	34782401	975	0.00029264673307196227	975	0	205	770	975	0.9229048820451284	0.9933469891548157	0.7835897435897435
mRNA SPEN ENST00000375759.8	chr1	15847747	15939747	969	0.0002908458300992117	969	0	963	3	969	0.7605441532994479	0.9626235961914062	0.07946336429308566
mRNA MUC17 ENST00000379439.3	chr7	101031218	101058280	964	0.0002893450776219196	964	0	946	0	930	0.5589967266138628	0.9416107535362244	0.03630705394190872
nRNA chr1:156,525,404-156,572,604(-)	chr1	156526156	156572603	960	0.00028814447564008596	0	960	960	0	955	0.8382815174680824	0.9964150786399841	0.6197916666666666
mRNA RTN3 ENST00000540798.5	mixed	63681496	145376295	954	0.0002863435726673354	954	0	952	0	953	0.781529099099627	0.8578511476516724	0.0
nRNA chr13:110,477,922-110,513,027(+)	chr13	110477929	110512470	954	0.0002863435726673354	0	954	670	263	883	0.48698889008631435	0.9827874898910522	0.07337526205450734
nRNA chr9:76,704,847-76,710,661(+)	chr9	76704853	76710659	939	0.00028184131523545906	0	939	0	931	939	0.9179985506085161	0.9663406014442444	0.7742279020234292
nRNA chr9:5,749,978-5,833,027(-)	chr9	5752934	5832975	938	0.0002815411647400006	0	938	339	595	937	0.7953924640600107	0.9942246079444885	0.43816631130063965
nRNA chr2:185,788,019-185,800,151(-)	chr2	185788475	185800135	935	0.00028064071325362535	0	935	0	935	935	0.8344082039148413	0.9560624957084656	0.597860962566845
nRNA chr2:178,541,746-178,597,681(+)	chr2	178542217	178597671	924	0.0002773390578035827	0	924	0	924	924	0.16123944359682338	0.33190223574638367	0.0
nRNA chr7:100,733,625-100,797,797(+)	mixed	42797779	100797794	919	0.0002758383053262906	0	919	912	0	915	0.5204584794088598	0.9275580644607544	0.003264417845484222
nRNA chr12:26,335,351-26,833,194(-)	chr12	26339207	26833045	918	0.00027553815483083216	0	918	763	147	918	0.5262292261095414	0.7497555017471313	0.0
mRNA FREM3 ENST00000329798.5	chr4	143577310	143700667	901	0.00027043559640803897	901	0	0	901	901	0.9382291502783388	0.9936820268630981	0.8102108768035516
nRNA chr15:81,331,216-81,374,213(-)	chr15	81332242	81374207	892	0.0002677342419489132	0	892	0	889	892	0.824438875816729	0.9678997993469238	0.5997757847533632
mRNA ANK3 ENST00000280772.7	chr10	60068637	60389794	887	0.00026623348947162105	887	0	887	0	887	0.6469114551629362	0.9726009964942932	0.005636978579481398
nRNA chr11:63,985,996-64,001,811(+)	chr11	63986017	64001095	885	0.0002656331884807042	0	885	588	297	885	0.7095926382678882	0.8950700163841248	0.0
mRNA NWD2 ENST00000309447.6	chr4	37244778	37447623	881	0.0002644325864988705	881	0	880	0	881	0.8851244370257493	0.9848876595497131	0.7185017026106697
mRNA ABCA13 ENST00000435803.6	chr7	48192826	48646070	879	0.0002638322855079537	879	0	876	0	879	0.8211683489729791	1.0	0.5437997724687145
mRNA FAM186A ENST00000327337.6	chr12	50330583	50396595	879	0.0002638322855079537	879	0	837	5	824	0.8567600009180987	0.9934130311012268	0.646188850967008
nRNA chr6:38,715,310-39,030,792(+)	chr6	38722374	39030740	876	0.0002629318340215784	0	876	766	104	873	0.4224896301817336	0.9921056032180786	0.00228310502283105
mRNA IGSF10 ENST00000282466.4	chr3	151436389	151453765	873	0.00026203138253520314	873	0	803	69	873	0.7881855504482745	0.9451268911361694	0.4146620847651776
nRNA chr7:43,112,628-43,566,001(+)	mixed	43113854	122048021	872	0.00026173123203974475	0	872	806	64	872	0.572005837683677	0.7666898369789124	0.0
nRNA chr4:76,709,601-76,802,426(-)	chr4	76709888	76800198	868	0.00026053063005791104	0	868	2	865	867	0.6542956048991823	0.8727416396141052	0.0
mRNA SHROOM3 ENST00000646790.1	chr4	76730930	76779146	865	0.00025963017857153577	865	0	0	863	865	0.894774398819215	0.9758785367012024	0.3132947976878613
nRNA chr12:1,809,378-1,918,546(-)	mixed	1809397	134967999	863	0.00025902987758061894	0	863	682	176	859	0.7515496799284171	0.9870290756225586	0.2641946697566628
nRNA chr15:81,332,346-81,362,937(+)	chr15	81332355	81362696	858	0.00025752912510332683	0	858	0	855	858	0.8352475630722958	0.944281280040741	0.5652680652680653
mRNA HRNR ENST00000368801.4	chr1	152212753	152221481	850	0.0002551279211396594	850	0	0	515	799	0.7542164447553018	0.9134177565574646	0.06
mRNA ARHGAP35 ENST00000672722.1	chr19	46918488	47001623	847	0.00025422746965328414	847	0	846	0	847	0.9269711009040915	0.9977828860282898	0.7638724911452184
nRNA ENST00000568225.2	chr8	143857766	143873248	841	0.00025242656668053365	0	841	584	0	821	0.61587564797804	0.8599398136138916	0.0
mRNA PLEC ENST00000693060.1	chr8	143916186	143933044	840	0.0002521264161850752	840	0	839	0	840	0.43605668000167325	0.5171543955802917	0.0
mRNA SETD2 ENST00000409792.4	chr3	47016724	47164012	818	0.0002455231052849899	818	0	817	0	818	0.665717966027995	0.9928393959999084	0.0012224938875305623
nRNA chr3:38,103,128-38,123,083(-)	chr3	38107248	38123046	813	0.00024402235280769779	0	813	0	813	813	0.8821808986118359	0.9868913292884827	0.7404674046740467
mRNA SPATA31H1 ENST00000447166.3	chr2	27566736	27582709	810	0.00024312190132132251	810	0	810	0	810	0.8692163563126492	0.961803674697876	0.7234567901234568
nRNA chr7:94,394,894-94,431,227(+)	chr7	94394917	94430660	804	0.00024132099834857197	0	804	784	19	804	0.609724603370944	0.8709312081336975	0.0
nRNA chr15:82,647,769-82,692,820(+)	chr15	82647774	82692564	802	0.00024072069735765514	0	802	2	800	801	0.7243306179277766	0.9993513226509094	0.0012468827930174563
nRNA chr4:67,701,260-68,080,952(+)	chr4	67701321	68074056	801	0.0002404205468621967	0	801	28	772	801	0.536460774598385	0.7610713839530945	0.0
nRNA chr13:110,456,395-110,463,287(-)	chr13	110456426	110463280	798	0.00023952009537582143	0	798	0	790	787	0.7461536581672373	0.9999991059303284	0.013784461152882205
nRNA chr6:42,564,028-42,693,505(+)	chr6	42564173	42691594	795	0.00023861964388944616	0	795	792	0	795	0.7734197706030974	0.9144417643547058	0.2188679245283019
nRNA chr8:105,785,054-105,911,869(-)	chr8	105788495	105902636	795	0.00023861964388944616	0	795	14	781	795	0.8346878025891646	0.9584639072418213	0.6062893081761006
mRNA AR ENST00000396044.8	chrX	67535821	67723935	792	0.0002377191924030709	792	0	786	0	788	0.2940612327944807	0.993493914604187	0.006313131313131313
mRNA FREM2 ENST00000280481.9	chr13	38687075	38881101	792	0.0002377191924030709	792	0	792	0	792	0.8438337978652932	0.963930070400238	0.6325757575757576
mRNA EXPH5 ENST00000525344.5	chr11	108509155	108514871	790	0.00023711889141215405	790	0	790	0	790	0.6089911496915111	0.9268122911453247	0.10632911392405063
mRNA NEDD9 ENST00000504387.5	chr6	11184829	11213728	785	0.00023561813893486195	785	0	0	783	785	0.8522262033383557	0.8846055269241333	0.0
nRNA chr15:89,575,468-89,628,023(+)	chr15	89575575	89627268	784	0.0002353179884394035	0	784	566	218	784	0.7947361302818647	0.9614419341087341	0.5739795918367347
nRNA chr2:178,539,804-178,576,557(+)	chr2	178539832	178576512	783	0.0002350178379439451	0	783	0	783	783	0.1829895315820287	0.25486016273498535	0.0
mRNA MKI67 ENST00000368653.7	chr10	128098656	128112445	778	0.00023351708546665297	778	0	771	0	772	0.6620877946506717	0.7205038666725159	0.0
nRNA chr3:46,987,989-47,009,704(+)	chr3	46988000	47009685	777	0.00023321693497119455	0	777	777	0	777	0.4135842582059873	0.7951338291168213	0.0
mRNA VCPIP1 ENST00000310421.5	chr8	66634103	66667232	768	0.00023051558051206874	768	0	768	0	768	0.8417748765399059	0.9556758403778076	0.5690104166666666
mRNA ICE1 ENST00000296564.9	chr5	5422781	5489739	767	0.00023021543001661032	767	0	767	0	767	0.8738271201993527	0.9815436005592346	0.7235984354628422
nRNA chr19:56,765,318-56,823,395(+)	chr19	56766733	56823083	762	0.00022871467753931822	0	762	1	761	761	0.7051278784274664	0.9963517785072327	0.0013123359580052493
mRNA SLC5A3 ENST00000381151.5	chr21	34094870	34097768	761	0.00022841452704385978	761	0	761	0	761	0.9239071128711241	0.9941228628158569	0.78580814717477
mRNA HIVEP3 ENST00000643665.1	chr1	41509194	41585276	759	0.00022781422605294295	759	0	758	0	759	0.7959836961011917	0.867939829826355	0.0
nRNA chr2:178,528,764-178,620,148(+)	chr2	178528937	178619989	754	0.00022631347357565082	0	754	0	751	753	0.08628627426665404	0.42112505435943604	0.0
nRNA chr4:41,612,338-41,697,814(+)	chr4	41612363	41697479	753	0.0002260133230801924	0	753	693	54	752	0.6860663484643457	0.9830392599105835	0.0013280212483399733
mRNA DSPP ENST00000651931.1	chr4	87612186	87616870	751	0.00022541302208927555	751	0	0	733	745	0.8108766284509601	0.9881036877632141	0.0013315579227696406
mRNA RAI1 ENST00000353383.6	chr17	17792938	17811441	751	0.00022541302208927555	751	0	642	109	751	0.789367259647474	0.9956483840942383	0.4607190412782956
mRNA GPATCH8 ENST00000587228.5	chr17	44397418	44401446	751	0.00022541302208927555	751	0	751	0	751	0.8727529615823542	0.9302853345870972	0.6604527296937417
nRNA chr6:38,722,809-38,972,080(+)	chr6	38722883	38972017	750	0.00022511287159381713	0	750	630	117	749	0.3856571208735307	0.5124918818473816	0.0
mRNA ZFP62 ENST00000502412.2	chr5	180848140	180851493	748	0.0002245125706029003	748	0	748	0	745	0.7414436611063021	0.9608668684959412	0.18181818181818182
nRNA chr4:87,568,034-87,732,370(-)	chr4	87571463	87716081	745	0.00022361211911652503	0	745	10	719	743	0.7010692961864023	0.9918239116668701	0.0026845637583892616
mRNA TRANK1 ENST00000429976.5	chr3	36827805	36861150	744	0.0002233119686210666	744	0	744	0	744	0.6322324929798964	0.7831398248672485	0.0
nRNA chr15:89,608,788-89,628,780(-)	chr15	89608789	89628761	742	0.00022271166763014976	0	742	0	741	742	0.8537987988351812	0.9853546023368835	0.6792452830188679
mRNA ZNF292 ENST00000339907.8	chr6	87233342	87261910	740	0.0002221113666392329	740	0	740	0	740	0.6822820174419699	0.9829925298690796	0.1527027027027027
mRNA RPTN ENST00000316073.3	chr1	152154357	152156947	739	0.0002218112161437745	739	0	737	0	710	0.7991708820743716	0.8948946595191956	0.0
mRNA TET1 ENST00000373644.5	chr10	68572220	68692283	739	0.0002218112161437745	739	0	739	0	739	0.9209043489043199	0.991492509841919	0.79702300405954
nRNA chr9:8,314,245-8,534,952(-)	chr9	8317248	8529046	738	0.00022151106564831608	0	738	735	0	738	0.6446852926821082	0.8477929830551147	0.0
nRNA chr2:224,765,089-224,947,065(-)	chr2	224765636	224947056	738	0.00022151106564831608	0	738	734	0	738	0.6083275810600861	0.870600700378418	0.0
nRNA chr1:152,189,332-152,365,557(+)	chr1	152202296	152358994	732	0.00021971016267556553	0	732	3	582	679	0.2753194656586936	0.5500894784927368	0.0
nRNA chr17:10,383,129-10,537,862(+)	chr17	10390030	10537816	729	0.00021880971118919026	0	729	3	724	729	0.22629214722320784	0.28140559792518616	0.0
mRNA XIST ENST00000429829.6	chrX	73820721	73852441	728	0.00021850956069373185	728	0	457	269	727	0.5465608311632832	0.8655081391334534	0.0
nRNA chr19:42,325,634-42,378,769(+)	chr19	42326143	42376660	721	0.0002164085072255229	0	721	720	0	720	0.4806700749645699	0.7916399836540222	0.0
nRNA chr17:10,628,525-10,657,309(-)	chr17	10628548	10655197	719	0.00021580820623460603	0	719	0	716	719	0.7520176743951228	0.9022119641304016	0.004172461752433936
mRNA TSHZ3 ENST00000240587.5	chr19	31276163	31279745	718	0.00021550805573914762	718	0	718	0	718	0.916861241574407	0.9944711327552795	0.7771587743732591
mRNA MALAT1 ENST00000618132.2	chr11	65501024	65506097	718	0.00021550805573914762	718	0	0	718	718	0.552778731875931	0.9675187468528748	0.08635097493036212
nRNA chr19:16,892,950-17,026,815(-)	chr19	16892974	17026787	718	0.00021550805573914762	0	718	666	50	718	0.6790728710155965	0.8983791470527649	0.0
mRNA ANKRD17 ENST00000509867.6	chr4	72851937	73154055	717	0.00021520790524368917	717	0	716	0	716	0.664034025863104	0.8595219254493713	0.0
mRNA BOD1L1 ENST00000507943.2	chr4	13569730	13627724	717	0.00021520790524368917	717	0	717	0	717	0.628123731210807	0.7064130902290344	0.0
mRNA PRUNE2 ENST00000426088.5	chr9	21069650	76710226	714	0.00021430745375731393	714	0	1	712	714	0.6805685240963176	0.7398232221603394	0.0
mRNA TRPS1 ENST00000520276.5	chr8	115413923	115620059	713	0.0002140073032618555	713	0	711	0	713	0.8845334596589709	0.9571771025657654	0.7279102384291725
mRNA PRR14L ENST00000327423.11	chr22	31685243	31738895	713	0.0002140073032618555	713	0	713	0	713	0.7584570211372736	0.9763568639755249	0.5021037868162693
mRNA RPRD2 ENST00000492220.1	chr1	150457315	150473552	711	0.00021340700227093866	711	0	711	0	711	0.8751450372328026	0.92974454164505	0.7158931082981715
nRNA chr2:32,357,324-32,524,908(+)	mixed	32357383	43088946	709	0.0002128067012800218	0	709	694	12	708	0.47477355027211404	0.6382635831832886	0.0
mRNA ADNP ENST00000349014.8	chr20	50891035	50894510	708	0.00021250655078456339	708	0	707	0	708	0.8405407687299227	0.9044998288154602	0.4251412429378531
mRNA DCHS2 ENST00000357232.10	chr4	154234112	154491670	707	0.00021220640028910497	707	0	290	414	707	0.7741131816280655	0.9975569844245911	0.5021216407355021
nRNA chr17:10,492,306-10,518,542(-)	chr17	10492317	10530013	705	0.00021160609929818811	0	705	0	702	705	0.7564443091657145	0.9050540924072266	0.062411347517730496
mRNA PPP1R3A ENST00000284601.4	chr7	113877352	113919008	705	0.00021160609929818811	705	0	705	0	705	0.9092555969834645	0.9898203611373901	0.7801418439716312
nRNA chr5:96,760,809-96,808,100(-)	chr5	96761996	96804264	700	0.00021010534682089599	0	700	330	368	700	0.7225303159494485	0.9390113353729248	0.29714285714285715
mRNA RLF ENST00000372771.5	chr1	40202438	40240910	699	0.00020980519632543757	699	0	698	0	699	0.8932269516165164	0.987640380859375	0.7553648068669528
mRNA MACF1 ENST00000289893.8	chr1	39331142	39485956	696	0.0002089047448390623	696	0	695	0	695	0.7755823978089096	0.9889296889305115	0.4755747126436782
mRNA ZHX1 ENST00000522655.5	chr8	123253322	123256151	696	0.0002089047448390623	696	0	695	0	696	0.8567205238619006	0.9347275495529175	0.6752873563218391
mRNA KCNB2 ENST00000523207.2	chr8	72567642	72938345	695	0.00020860459434360388	695	0	695	0	695	0.9446217760617892	0.99709153175354	0.8
mRNA SSH2 ENST00000649863.1	chr17	29630801	29761411	691	0.0002074039923617702	691	0	0	691	691	0.8766215341826079	0.9919455647468567	0.7004341534008683
mRNA ASPM ENST00000367409.9	chr1	197084169	197146632	690	0.00020710384186631176	690	0	689	0	690	0.8060316293999769	0.9549072980880737	0.5391304347826087
nRNA ENST00000329468.5	chr15	24675779	24679988	690	0.00020710384186631176	0	690	688	0	690	0.9213718723613715	0.9941775798797607	0.7840579710144927
nRNA chr6:56,603,836-56,642,788(-)	chr6	56603837	56642789	690	0.00020710384186631176	0	690	690	0	690	0.3621319897013946	0.6121770739555359	0.0
mRNA DIDO1 ENST00000395343.6	chr20	62878882	62911602	688	0.00020650354087539493	688	0	685	0	688	0.844049125505059	0.962499737739563	0.6511627906976745
mRNA ZBTB7B ENST00000292176.2	chr1	155014452	155016974	687	0.0002062033903799365	687	0	687	0	687	0.8048488678969171	0.9393279552459717	0.12372634643377002
mRNA ARHGAP32 ENST00000527272.1	chr11	128968870	128980747	683	0.0002050027883981028	683	0	683	0	683	0.7494553254009122	0.7912676930427551	0.0
mRNA PDZD2 ENST00000438447.2	chr5	31798955	32108368	683	0.0002050027883981028	683	0	680	2	682	0.8786006959763357	0.9879287481307983	0.7247437774524158
mRNA SYTL2 ENST00000634661.1	chr11	85695205	85734736	683	0.0002050027883981028	683	0	683	0	683	0.7681146059648882	0.8732752203941345	0.0
nRNA chr11:103,109,513-103,209,910(+)	chr11	103109519	103205185	682	0.00020470263790264438	0	682	678	0	681	0.5344937667141387	0.9958038926124573	0.001466275659824047
nRNA chr12:43,353,865-43,552,203(-)	chr12	43353949	43552160	681	0.00020440248740718597	0	681	680	0	681	0.645486044359671	0.8476629257202148	0.0
mRNA ZNF804B ENST00000611114.1	chr7	89333376	89337054	678	0.0002035020359208107	678	0	678	0	678	0.8238417591369411	0.8786439299583435	0.0
mRNA TSC22D1 ENST00000458659.3	chr13	44433577	44576323	673	0.00020200128344351857	673	0	643	30	673	0.9028594356340205	0.9994646906852722	0.7667161961367014
nRNA chr11:64,286,419-64,289,494(+)	chr11	64285377	64289472	671	0.00020140098245260174	0	671	668	0	670	0.6186943404132226	0.8549293875694275	0.0
nRNA chr6:44,298,730-44,313,347(-)	chr6	44300231	44313341	670	0.00020110083195714332	0	670	0	670	670	0.6930707100945622	0.8669097423553467	0.0
mRNA ERVFRD-1 ENST00000472091.2	chr6	11103295	11105597	667	0.00020020038047076805	667	0	0	666	667	0.8725153685867161	1.0	0.712143928035982
mRNA DST ENST00000361203.7	chr6	56515453	56640595	665	0.0001996000794798512	665	0	665	0	664	0.5153550332398119	0.7920078635215759	0.0
nRNA chr7:100,197,473-100,214,387(+)	chr7	100197489	100214262	663	0.00019899977848893436	0	663	113	549	663	0.7183444738657766	0.9036388993263245	0.09954751131221719
mRNA WDR81 ENST00000409644.6	chr17	1724767	1738064	663	0.00019899977848893436	663	0	80	583	663	0.7915235250783722	0.9419403672218323	0.32277526395173456
