locus_id	locus_key	chrom	observed_start_1based	observed_end	gdna_false_rna	fraction_of_false_rna	pred_mrna	pred_nrna	ambig_same	ambig_opp	unambig	unspliced	mean_zw	max_zw	zw_ge_90_rate	top_target	top_target_count
12697	chr2:12697	chr2	185738389	185833291	3099	0.0009301663854256524	2112	987	726	2369	0	3099	0.8323543553314826	1.0	0.5840593739916102	mRNA FSIP2 ENST00000424728.6	1902
15030	chr3:15030	chr3	52495338	93711032	3091	0.0009277651814619851	279	2812	2943	144	0	3091	0.5304228322232755	1.0	0.08249757360077645	nRNA chr3:52,495,337-52,524,495(+)	1330
17941	chr6:17941	chr6	11174538	11306152	3040	0.0009124575061936055	1000	2040	16	3014	1	3039	0.6950583624347162	1.0	0.003289473684210526	nRNA chr6:11,173,451-11,259,099(+)	1363
3	chr13:3	chr13	30461409	114302234	2990	0.0008974499814206843	988	2002	1795	1171	4	2982	0.5805379306704403	1.0	0.1197324414715719	nRNA chr13:49,110,312-49,209,607(+)	329
11512	chr19:11512	chr19	56621268	56836172	2702	0.0008110066387286586	1562	1140	430	2268	0	2687	0.567290684547438	0.9963517785072327	0.15581051073279054	nRNA chr19:56,765,318-56,823,395(+)	762
4511	chr11:4511	chr11	118364962	118602178	2564	0.0007695858703553962	1592	972	2117	439	2	2559	0.38511256892023416	1.0	0.038611544461778474	mRNA KMT2A ENST00000649699.1	510
7833	chr15:7833	chr15	98021200	99133452	2563	0.0007692857198599378	1309	1254	1230	1328	0	2561	0.7624449286707272	0.9956125617027283	0.4666406554818572	mRNA SYNM ENST00000336292.11	999
17309	chr5:17309	chr5	96392641	96807862	2522	0.0007569795495461424	249	2273	947	1571	0	2521	0.5418857802990691	1.0	0.10745440126883427	nRNA chr5:96,760,809-96,808,100(-)	700
3985	chr11:3985	chr11	64067918	64234291	2499	0.0007500760881505987	598	1901	1009	1477	1	2493	0.40084903170036024	1.0	0.001600640256102441	nRNA chr11:64,229,213-64,234,292(-)	649
20754	chr8:20754	chr8	76603277	76864778	2471	0.0007416718742777629	2394	77	2471	0	0	2470	0.7440185940450186	0.9894920587539673	0.48644273573452046	mRNA ZFHX4 ENST00000518282.5	2014
16292	chr4:16292	chr4	76435797	76800198	2470	0.0007413717237823045	1110	1360	20	2446	0	2468	0.6751635462916663	0.9778008460998535	0.13360323886639677	nRNA chr4:76,709,601-76,802,426(-)	868
4094	chr11:4094	chr11	66848505	66906558	2426	0.0007281651019821338	793	1633	909	1505	1	2424	0.6289746018321625	1.0	0.24154987633965375	nRNA chr11:66,857,882-66,860,475(-)	599
19647	chr7:19647	chr7	82758360	83162905	2426	0.0007281651019821338	2405	21	2418	0	0	2423	0.7411157764065995	0.9877941608428955	0.4983511953833471	mRNA PCLO ENST00000423517.6	2018
270	chr3:270	chr3	49688469	49723965	2384	0.0007155587811728801	440	1944	1247	1136	0	2384	0.49714029139421895	0.9629020690917969	0.015939597315436243	nRNA chr3:49,689,561-49,721,529(+)	577
21698	chr9:21698	chr9	106923356	107011452	2380	0.0007143581791910463	2172	208	2292	85	0	2380	0.664596708153351	1.0	0.3726890756302521	mRNA ZNF462 ENST00000277225.10	1654
3412	chr5:3412	chr5	148063893	170083301	2380	0.0007143581791910463	555	1825	889	1485	0	2378	0.5713695153273142	1.0	0.14369747899159663	nRNA chr5:169,637,326-169,934,871(+)	412
1452	chr1:1452	chr1	155337189	155853931	2365	0.0007098559217591701	1563	802	2095	257	0	2364	0.3797000357223553	0.9683002829551697	0.02029598308668076	mRNA ASH1L ENST00000548830.2	255
3	chr21:3	chr21	10413523	35887700	2266	0.0006801410227087862	1504	762	2084	159	0	2261	0.7470310312060398	1.0	0.4527802294792586	mRNA NRIP1 ENST00000400199.5	1175
1269	chr15:1269	chr15	43534355	43802062	2262	0.0006789404207269525	760	1502	947	1294	0	2255	0.6100708294827013	0.9883304238319397	0.1878868258178603	nRNA chr15:43,794,161-43,800,220(-)	434
3	chr18:3	chr18	1272287	65881137	2237	0.0006714366583404919	617	1620	1700	515	0	2226	0.6714096112117658	1.0	0.24318283415288333	nRNA chr18:36,187,496-36,272,157(+)	279
3941	chr11:3941	chr11	62433566	62534074	2212	0.0006639328959540313	2212	0	2200	0	0	2196	0.8602622843618635	1.0	0.6844484629294756	mRNA AHNAK ENST00000378024.9	2210
10493	chr19:10493	chr19	8934968	8981316	2197	0.000659430638522155	2197	0	2188	0	0	2185	0.5214367661706537	0.8952337503433228	0.0	mRNA MUC16 ENST00000397910.8	2025
18755	chr6:18755	chr6	111259392	111601622	2142	0.0006429223612719417	1068	1074	331	1810	0	2142	0.5535463224618193	0.9102497696876526	0.0009337068160597573	nRNA chr6:111,354,614-111,405,287(+)	652
4078	chr11:4078	chr11	66268590	66289184	2140	0.0006423220602810249	246	1894	904	1235	0	2140	0.7085397313853778	0.9988618493080139	0.19626168224299065	nRNA chr11:66,268,589-66,276,629(+)	373
15528	chr3:15528	chr3	151086456	151458860	2134	0.0006405211573082744	1355	779	948	1182	0	2133	0.6615748618534769	1.0	0.28444236176194937	mRNA IGSF10 ENST00000282466.4	873
7283	chr15:7283	chr15	24675779	25409312	2128	0.0006387202543355238	269	1859	1499	614	0	2125	0.6986099313975214	0.9941775798797607	0.38110902255639095	nRNA ENST00000329468.5	690
5075	chr12:5075	chr12	48996387	49055250	2088	0.0006267142345171869	1307	781	1973	114	0	2087	0.35627418956308987	0.8034069538116455	0.0	mRNA KMT2D ENST00000692637.1	617
883	chr1:883	chr1	74198237	74544361	2073	0.0006222119770853106	676	1397	592	1481	0	2073	0.6800507172102938	0.9739922881126404	0.2821997105643994	nRNA chr1:74,235,386-74,544,428(+)	639
21116	chr8:21116	chr8	143916110	143975365	2063	0.0006192104721307264	1669	394	2059	0	0	2057	0.3206607488946022	0.9784682989120483	0.0019389238972370335	mRNA PLEC ENST00000693060.1	840
4805	chr12:4805	chr12	8713828	55415152	2059	0.0006180098701488927	725	1334	1496	227	45	1793	0.5753148753053974	1.0	0.21952404079650314	mRNA PHC1 ENST00000543824.5	514
4362	chr12:4362	chr12	111418125	132126945	2053	0.0006162089671761422	456	1597	1695	349	1	2050	0.5146312169091939	1.0	0.0034096444227959084	nRNA chr12:131,949,941-132,080,460(+)	616
18962	chr6:18962	chr6	67849434	152628554	2010	0.00060330249587143	422	1588	1883	120	0	2009	0.4690034036557028	1.0	0.021890547263681594	nRNA chr6:152,121,779-152,311,167(-)	406
4328	chr11:4328	chr11	92336040	92891554	1983	0.0005951984324940525	1779	204	1933	46	0	1981	0.7446023308119228	1.0	0.3822491174987393	mRNA FAT3 ENST00000409404.6	1666
7735	chr15:7735	chr15	82537469	82709909	1961	0.0005885951215939672	133	1828	24	1934	0	1958	0.6408670178791703	0.9993513226509094	0.030086690464048955	nRNA chr15:82,647,769-82,692,820(+)	802
15132	chr3:15132	chr3	75937478	124744431	1949	0.0005849933156484661	375	1574	1917	22	0	1939	0.5178741000013559	1.0	0.064648537711647	nRNA chr3:124,384,562-124,494,574(+)	287
1686	chr20:1686	chr20	41076213	41205063	1940	0.0005822919611893403	785	1155	1657	282	0	1939	0.5750636506763277	0.9910303950309753	0.1	mRNA ZHX3 ENST00000432768.6	602
4098	chr11:4098	chr11	67119414	67256059	1936	0.0005810913592075067	654	1282	768	1168	0	1935	0.5187417123017425	0.9776962995529175	0.010330578512396695	nRNA chr11:67,252,335-67,261,545(-)	447
2666	chr10:2666	chr10	60026999	60733491	1916	0.0005750883492983382	1252	664	1581	333	0	1915	0.5402021510064765	1.0	0.05897703549060543	mRNA ANK3 ENST00000280772.7	887
5175	chr18:5175	chr18	32022600	32773741	1908	0.0005726871453346708	550	1358	429	1476	0	1907	0.6718171389448404	0.9970020055770874	0.26519916142557654	nRNA chr18:32,190,024-32,220,404(+)	358
5877	chr13:5877	chr13	23203708	23411603	1896	0.0005690853393891698	1870	26	1887	7	0	1896	0.5471495533811974	1.0	0.0010548523206751054	mRNA SACS ENST00000402364.1	1387
21157	chr9:21157	chr9	214139	745608	1881	0.0005645830819572934	864	1017	1624	250	0	1872	0.4977146679073065	0.9665191173553467	0.13609782030834663	nRNA chr9:366,237-465,259(+)	413
5086	chr12:5086	chr12	49582955	49763263	1879	0.0005639827809663765	756	1123	836	1042	0	1878	0.5306936512057366	0.9553365707397461	0.013837147418839808	nRNA chr12:49,644,952-49,652,242(-)	318
14078	chr21:14078	chr21	45421220	45544218	1874	0.0005624820284890845	692	1182	949	908	0	1845	0.44949582073213323	1.0	0.029882604055496264	nRNA chr21:45,455,521-45,513,720(+)	444
4043	chr11:4043	chr11	65497863	65506689	1873	0.000562181877993626	1856	17	9	1856	0	1871	0.4140388276045113	0.9943198561668396	0.03683929524826481	mRNA MALAT1 ENST00000618132.2	718
4059	chr11:4059	chr11	65849479	65872564	1862	0.0005588802225435834	468	1394	745	1117	0	1862	0.38402728610507	0.9559769034385681	0.001611170784103115	nRNA chr11:65,860,061-65,866,440(+)	253
9763	chr17:9763	chr17	80287821	80430327	1852	0.0005558787175889992	1292	560	1183	664	0	1843	0.648488473394065	0.9704769253730774	0.3444924406047516	mRNA RNF213 ENST00000508628.6	1000
4732	chr12:4732	chr12	4590107	5046360	1844	0.0005534775136253317	470	1374	405	1156	274	1843	0.630549977658268	0.988651692867279	0.2098698481561822	mRNA AKAP3 ENST00000545990.6	379
16806	chr4:16806	chr4	186588211	186709840	1841	0.0005525770621389565	1707	134	1838	0	2	1839	0.8077651999186621	1.0	0.5779467680608364	mRNA FAT1 ENST00000441802.7	1620
18421	chr6:18421	chr6	43298037	43369630	1837	0.0005513764601571228	1198	639	1530	305	0	1837	0.65460940013413	0.9678613543510437	0.26456178551986936	mRNA ZNF318 ENST00000361428.3	1146
11113	chr19:11113	chr19	42401516	42632095	1830	0.0005492754066889138	406	1424	19	1811	0	1828	0.6230092317094935	0.999672532081604	0.09617486338797815	nRNA chr19:42,401,513-42,427,388(-)	386
3979	chr11:3979	chr11	63839056	63910852	1830	0.0005492754066889138	237	1593	1824	0	0	1828	0.4811720107208754	0.8657242059707642	0.0	nRNA chr11:63,898,086-63,909,539(+)	1047
7752	chr15:7752	chr15	85380735	85744803	1826	0.0005480748047070801	831	995	986	835	0	1824	0.6473630199107869	0.9820640087127686	0.29572836801752467	mRNA AKAP13 ENST00000559362.5	622
20921	chr8:20921	chr8	104827488	105902636	1822	0.0005468742027252465	756	1066	42	1780	0	1822	0.6284879291282903	0.9959170818328857	0.3265642151481888	nRNA chr8:105,785,054-105,911,869(-)	795
6773	chr14:6773	chr14	63908892	64283151	1775	0.0005327671294387006	411	1364	757	1005	0	1772	0.3374565873709573	0.934160053730011	0.0005633802816901409	nRNA chr14:64,084,231-64,294,410(-)	497
9401	chr17:9401	chr17	45640403	46024510	1767	0.0005303659254750332	144	1623	477	1286	0	1764	0.6196427423244497	0.9942187666893005	0.20430107526881722	nRNA chr17:45,799,389-45,895,680(-)	481
4181	chr11:4181	chr11	71998893	72035955	1759	0.0005279647215113658	1032	727	597	1160	0	1759	0.4524814004174869	0.8193293213844299	0.0	mRNA NUMA1 ENST00000620566.4	384
2863	chr10:2863	chr10	89214484	89412527	1759	0.0005279647215113658	775	984	188	1567	0	1759	0.6755410443563618	0.9833772778511047	0.18135304150085277	nRNA chr10:89,213,568-89,414,557(-)	599
19675	chr7:19675	chr7	91940841	92242413	1758	0.0005276645710159074	1018	740	852	903	0	1758	0.46763362634219274	0.9902375936508179	0.10637087599544938	mRNA AKAP9 ENST00000681722.1	254
14699	chr3:14699	chr3	8985201	9478808	1757	0.000527364420520449	561	1196	1404	350	0	1756	0.4588902749277028	0.9935007691383362	0.035287421741605006	nRNA chr3:9,428,822-9,466,248(+)	271
14977	chr3:14977	chr3	49624975	49671352	1754	0.0005264639690340737	1754	0	1752	0	0	1753	0.8658158147076789	1.0	0.6887115165336374	mRNA BSN ENST00000296452.5	1737
11527	chr19:11527	chr19	57364834	57477552	1733	0.0005201608086294468	1086	647	1318	412	0	1730	0.630592471913505	0.9946151971817017	0.19388343912290826	mRNA ZNF749 ENST00000334181.5	329
7044	chr3:7044	chr3	52322393	52400492	1721	0.0005165590026839457	38	1683	1716	0	0	1718	0.4092679078263739	1.0	0.0017431725740848344	nRNA chr3:52,316,318-52,400,492(+)	1193
6283	chr13:6283	chr13	109755796	109786266	1716	0.0005150582502066537	1715	1	1562	154	0	1716	0.910178618859999	0.9919355511665344	0.7768065268065268	mRNA IRS2 ENST00000375856.5	1715
5176	chr12:5176	chr12	54362430	54472218	1715	0.0005147580997111952	198	1517	2	1711	0	1715	0.4683005520188774	0.8378380537033081	0.0	nRNA chr12:54,391,418-54,437,168(+)	384
1140	chr3:1140	chr3	49967215	50188286	1701	0.0005105559927747773	492	1209	1314	383	0	1699	0.5476706994873751	0.9908989071846008	0.13756613756613756	nRNA chr3:50,159,018-50,189,075(+)	222
7245	chr15:7245	chr15	20562355	32697058	1700	0.0005102558422793188	504	1196	644	587	0	1691	0.5192485227331738	1.0	0.13470588235294118	nRNA chr15:32,624,105-32,641,615(-)	255
20408	chr8:20408	chr8	24294083	24528479	1697	0.0005093553907929435	24	1673	14	1676	0	1695	0.559996188471163	0.9989192485809326	0.07837360047142015	nRNA chr8:24,300,884-24,548,618(-)	552
16134	chr4:16134	chr4	53377579	54581277	1690	0.0005072543373247346	491	1199	1229	457	0	1688	0.5616788758020077	1.0	0.10650887573964497	nRNA chr4:54,229,279-54,298,245(+)	515
14926	chr3:14926	chr3	46921824	47009685	1686	0.000506053735342901	186	1500	1683	0	0	1685	0.3656682729359809	0.954241156578064	0.0011862396204033216	nRNA chr3:46,987,989-47,009,704(+)	777
18442	chr6:18442	chr6	44270594	44377159	1682	0.0005048531333610673	241	1441	323	1359	0	1682	0.5482074886462989	0.8791567087173462	0.0	nRNA chr6:44,298,730-44,313,347(-)	670
4091	chr11:4091	chr11	66616631	66677664	1680	0.0005042528323701504	1227	453	1485	180	0	1676	0.6157423259008543	0.9430672526359558	0.15595238095238095	mRNA RBM14 ENST00000310137.5	487
130	chr1:130	chr1	6101788	6219569	1669	0.0005009511769201077	60	1609	1309	359	0	1665	0.4785529413277818	1.0	0.025763930497303775	nRNA chr1:6,101,786-6,180,321(-)	420
12017	chr2:12017	chr2	73385763	125769889	1661	0.0004985499729564404	1558	103	1559	100	0	1657	0.37697432481743787	0.9797952175140381	0.012642986152919929	mRNA ALMS1 ENST00000614410.4	661
21842	chr9:21842	chr9	127613300	127731582	1642	0.0004928471135427304	226	1416	320	1319	0	1640	0.48861290404945157	1.0	0.0006090133982947625	nRNA chr9:127,716,078-127,731,590(+)	364
2081	chr4:2081	chr4	112514251	140154173	1637	0.0004913463610654382	1004	633	1109	522	0	1636	0.5944670618101545	1.0	0.337202199144777	mRNA MAML3 ENST00000509479.6	551
6546	chr14:6546	chr14	23521646	23567743	1636	0.0004910462105699798	753	883	58	1575	1	1635	0.5479595046672596	1.0	0.05684596577017115	mRNA ZFHX2 ENST00000419474.5	560
5526	chr12:5526	chr12	106357752	106886434	1631	0.0004895454580926877	213	1418	760	864	0	1629	0.5018962311737153	1.0	0.02145922746781116	nRNA chr12:106,357,747-106,510,198(+)	539
14755	chr3:14755	chr3	14818954	15096263	1619	0.0004859436521471866	903	716	1038	580	0	1618	0.5866675140005965	0.9800489544868469	0.2970969734403953	mRNA FGD5 ENST00000640506.1	440
5260	chr12:5260	chr12	57472286	57585695	1617	0.00048534335115626976	389	1228	1286	328	1	1615	0.4777586169929077	1.0	0.009894867037724181	mRNA MBD6 ENST00000355673.8	182
4716	chr12:4716	chr12	1946060	2691441	1613	0.00048414274917443604	252	1361	750	856	0	1612	0.5550425365643422	0.9996098279953003	0.15375077495350278	nRNA chr12:2,676,000-2,691,118(-)	323
17500	chr5:17500	chr5	137807946	138037031	1604	0.0004814413947153103	667	937	736	863	1	1603	0.5848096664205304	1.0	0.12344139650872818	nRNA ENST00000503807.1	236
16253	chr4:16253	chr4	72851937	73258770	1585	0.0004757385353016002	1061	524	1574	7	0	1584	0.530727781144438	0.9999464750289917	0.0012618296529968455	mRNA ANKRD17 ENST00000509867.6	717
19798	chr7:19798	chr7	105013837	105306631	1583	0.0004751382343106834	625	958	758	822	0	1583	0.5708665456975835	0.9725747108459473	0.1863550221099179	nRNA chr7:105,110,703-105,117,479(-)	378
12627	chr2:12627	chr2	172234822	172596270	1577	0.00047333733133793284	77	1500	280	1293	0	1576	0.7138450279685425	0.9774910807609558	0.29613189600507295	nRNA chr2:172,427,417-172,504,534(+)	587
4919	chr12:4919	chr12	22201253	22575121	1573	0.0004721367293560991	127	1446	146	1422	0	1573	0.5530872468262892	0.9709430932998657	0.036236490781945324	nRNA chr12:22,409,236-22,618,868(+)	648
9103	chr17:9103	chr17	34939186	35121514	1566	0.0004700356758878902	340	1226	1244	319	0	1565	0.5474723938068715	0.9887076020240784	0.16538952745849297	nRNA ENST00000361952.5	282
20916	chr8:20916	chr8	103399930	104252174	1566	0.0004700356758878902	520	1046	870	688	0	1564	0.4587657568740776	0.9782382845878601	0.028735632183908046	nRNA chr8:103,398,657-103,501,895(-)	249
16109	chr4:16109	chr4	47595491	48037686	1563	0.0004691352244015149	400	1163	374	1188	0	1562	0.5403626430475809	0.9635239839553833	0.10748560460652591	nRNA chr4:47,831,329-47,907,534(+)	289
5862	chr5:5862	chr5	177402152	177456285	1559	0.0004679346224196812	253	1306	603	954	0	1558	0.6267910078442712	0.985984206199646	0.0782552918537524	nRNA chr5:177,431,710-177,442,064(+)	324
4709	chr12:4709	chr12	753096	909100	1556	0.00046703417093330594	1011	545	1533	11	0	1555	0.5242272882655282	0.9963913559913635	0.021850899742930592	mRNA WNK1 ENST00000676347.1	360
9396	chr17:9396	chr17	45221833	45290913	1555	0.00046673402043784755	317	1238	585	967	0	1555	0.4846729248097328	0.9193854331970215	0.026366559485530548	nRNA chr17:45,233,883-45,247,319(+)	286
20515	chr8:20515	chr8	38392448	38457534	1554	0.0004664338699423891	288	1266	848	705	0	1554	0.48894639953040786	0.8551236391067505	0.0	nRNA chr8:38,421,888-38,426,096(+)	195
1956	chr17:1956	chr17	18951967	19368858	1541	0.00046253191350142963	771	770	537	999	0	1541	0.5009379386980423	0.9877080321311951	0.18948734587929916	nRNA chr17:18,952,164-19,020,691(+)	330
4	chr21:4	chr21	8203234	8987386	1535	0.0004607310105286791	0	1535	155	0	0	1186	0.8389102047133329	1.0	0.6579804560260586	nRNA chr21:8,380,664-8,450,668(+)	1273
8729	chr17:8729	chr17	2054969	2336638	1530	0.000459230258051387	767	763	1047	480	0	1530	0.6633264519359454	0.9914751648902893	0.35228758169934643	mRNA SMG6 ENST00000263073.11	341
4092	chr11:4092	chr11	66683342	66729176	1521	0.00045652890359226117	532	989	1520	0	0	1520	0.39167228169166124	0.8918254971504211	0.0	nRNA chr11:66,685,870-66,718,872(-)	556
7358	chr15:7358	chr15	39581225	39920205	1519	0.0004559286026013443	311	1208	576	939	1	1518	0.7138071045821497	1.0	0.3469387755102041	nRNA chr15:39,581,078-39,599,466(+)	580
16539	chr4:16539	chr4	125109334	125491980	1515	0.00045472800061951063	1512	3	1512	0	0	1513	0.8100897778919821	1.0	0.48382838283828383	mRNA FAT4 ENST00000394329.9	1491
16466	chr9:16466	chr9	18474111	19043572	1515	0.00045472800061951063	534	981	1087	411	0	1514	0.5953040877750555	0.9928461313247681	0.1485148514851485	nRNA chr9:18,858,905-19,049,358(-)	236
8945	chr17:8945	chr17	17778534	17836896	1505	0.00045172649566492637	1028	477	1269	236	0	1505	0.6446733274128894	0.9956483840942383	0.26245847176079734	mRNA RAI1 ENST00000353383.6	751
17516	chr5:17516	chr5	138781991	138934431	1493	0.00044812468971942534	96	1397	667	825	0	1493	0.7544519903421482	0.9874382615089417	0.34561286001339586	nRNA chr5:138,872,631-138,875,368(-)	513
3990	chr11:3990	chr11	64269831	64289487	1490	0.00044722423823305007	671	819	1213	262	0	1469	0.5283639741936486	0.9871875047683716	0.028859060402684565	nRNA chr11:64,286,419-64,289,494(+)	671
