locus_id	locus_key	chrom	observed_start_1based	observed_end	gdna_false_rna	fraction_of_false_rna	pred_mrna	pred_nrna	ambig_same	ambig_opp	unambig	unspliced	mean_zw	max_zw	zw_ge_90_rate	top_target	top_target_count
15827	chr3:15827	chr3	46921857	47009685	1772	0.0006711297552876086	206	1566	1772	0	0	1631	0.38040593350789687	0.9994477033615112	0.017494356659142212	nRNA chr3:46,987,989-47,009,704(+)	834
17806	chr4:17806	chr4	83052074	186709840	1763	0.0006677210827156061	1648	115	1758	1	4	1754	0.799743316575813	1.0	0.5882019285309132	mRNA FAT1 ENST00000441802.7	1572
17140	chr4:17140	chr4	67701271	177248537	1756	0.0006650698929373819	349	1407	120	1635	1	1753	0.534177485381408	1.0	0.14066059225512528	nRNA chr4:67,701,260-68,080,952(+)	231
19537	chr6:19537	chr6	29199014	43369593	1755	0.0006646911515404927	1163	592	1470	284	1	1731	0.6602863054913588	1.0	0.25982905982905985	mRNA ZNF318 ENST00000361428.3	1128
15880	chr3:15880	chr3	49624975	49671352	1743	0.0006601462547778228	1740	3	1742	0	1	1739	0.844455427252936	1.0	0.6580608146873207	mRNA BSN ENST00000296452.5	1723
12034	chr19:12034	chr19	51745777	51900378	1742	0.0006597675133809336	1244	498	484	1224	34	1698	0.7000337610487429	1.0	0.31515499425947185	nRNA chr19:51,888,024-51,900,463(+)	270
12206	chr19:12206	chr19	57681969	57916580	1741	0.0006593887719840444	1582	159	1110	631	0	1722	0.60013034537441	1.0	0.14302125215393452	mRNA ZNF814 ENST00000435989.7	254
21067	chr7:21067	chr7	103297473	103989608	1730	0.0006552226166182635	461	1269	655	1074	1	1691	0.4215858218270876	1.0	0.01676300578034682	nRNA chr7:103,471,380-103,501,168(-)	224
15801	chr3:15801	chr3	44917533	64367465	1707	0.0006465115644898126	683	1024	1061	646	0	1700	0.5536134390102608	0.9972226619720459	0.050966608084358524	nRNA chr3:63,819,298-63,848,636(+)	258
6532	chr13:6532	chr13	109755789	109786266	1706	0.0006461328230929235	1705	1	1492	214	0	1706	0.87682252927549	0.9917081594467163	0.7608440797186401	mRNA IRS2 ENST00000375856.5	1705
20937	chr7:20937	chr7	93101014	111393020	1702	0.0006446178575053667	1525	177	1289	412	1	1698	0.581415683509876	1.0	0.19388954171562867	mRNA SAMD9 ENST00000446617.1	597
18104	chr5:18104	chr5	45261752	177295746	1694	0.0006415879263302534	1219	475	1589	105	0	1691	0.4422259740157596	1.0	0.05489964580873672	mRNA NSD1 ENST00000347982.9	468
10355	chr17:10355	chr17	81035133	81720975	1684	0.0006378005123613617	593	1091	1357	316	11	1574	0.44660815930009473	1.0	0.043942992874109264	mRNA AATK ENST00000326724.9	203
18410	chr5:18410	chr5	107861391	180861268	1664	0.0006302256844235783	1569	95	1663	1	0	1658	0.7599454334827337	0.9839245080947876	0.5342548076923077	mRNA ZFP62 ENST00000502412.2	1250
5767	chr12:5767	chr12	44928	112897094	1646	0.0006234083392795733	597	1049	1246	400	0	1627	0.5643896156319962	1.0	0.11300121506682867	mRNA FICD ENST00000361549.2	253
10344	chr17:10344	chr17	80287821	80430433	1642	0.0006218933736920166	1236	406	1128	514	0	1620	0.6752643517074465	0.9949232935905457	0.3629719853836784	mRNA RNF213 ENST00000508628.6	979
13139	chr2:13139	chr2	120792083	218663440	1639	0.0006207571495013491	1046	593	1155	484	0	1615	0.47870538063470075	0.9980047345161438	0.087248322147651	mRNA ZNF142 ENST00000411696.7	354
5077	chr12:5077	chr12	15108773	108569097	1635	0.0006192421839137924	421	1214	1614	17	4	1569	0.5180614932539904	1.0	0.04220183486238532	nRNA chr12:56,417,118-56,424,789(-)	342
12406	chr2:12406	chr2	26308685	228676769	1634	0.0006188634425169032	109	1525	931	703	0	1617	0.5212850193538665	1.0	0.1230110159118727	nRNA chr2:26,309,215-26,319,102(-)	430
10595	chr18:10595	chr18	26455547	75064649	1626	0.0006158335113417899	1328	298	1195	431	0	1619	0.5712132698943355	1.0	0.1980319803198032	mRNA ZNF407 ENST00000299687.10	463
5205	chr12:5205	chr12	40393469	93124239	1622	0.0006143185457542332	29	1593	1294	314	14	1567	0.43059003492243103	1.0	0.02651048088779285	nRNA chr12:40,393,447-40,570,646(+)	438
20499	chr7:20499	chr7	36038325	128860003	1617	0.0006124248387697873	115	1502	927	689	1	1539	0.642449049583199	1.0	0.03772418058132344	nRNA chr7:128,830,405-128,859,274(+)	1178
17588	chr4:17588	chr4	143559474	145064842	1613	0.0006109098731822307	970	643	28	1585	0	1613	0.7155299487258715	0.9938264489173889	0.44699318040917546	mRNA FREM3 ENST00000329798.5	865
9037	chr16:9037	chr16	72728473	73143930	1609	0.000609394907594674	1261	348	408	1201	0	1605	0.7441114204165319	0.9875850677490234	0.5295214418893723	mRNA ZFHX3 ENST00000268489.10	1149
6829	chr14:6829	chr14	24299909	51095145	1608	0.0006090161661977848	603	1005	874	731	3	1469	0.6022375284564399	1.0	0.17599502487562188	nRNA chr14:24,299,878-24,305,216(+)	281
16775	chr4:16775	chr4	960188	96698498	1601	0.0006063649764195606	172	1429	951	650	0	1565	0.4322101553869454	0.9946483969688416	0.003123048094940662	nRNA chr4:986,996-1,004,529(+)	360
4267	chr11:4267	chr11	66616631	66677499	1600	0.0006059862350226714	1188	412	1451	149	0	1598	0.6077535178454128	0.985721230506897	0.15625	mRNA RBM14 ENST00000310137.5	473
14890	chr21:14890	chr21	45405379	45544218	1595	0.0006040925280382256	657	938	861	734	0	1549	0.4322600624258382	1.0	0.03824451410658307	nRNA chr21:45,455,521-45,513,720(+)	345
15972	chr3:15972	chr3	58008398	73625048	1589	0.0006018200796568905	743	846	1345	244	0	1584	0.5184911925631679	0.9829723834991455	0.028319697923222153	nRNA chr3:58,078,328-58,170,777(+)	537
19680	chr6:19680	chr6	63646446	65495592	1588	0.0006014413382600015	1265	323	1143	443	2	1583	0.6184271577586155	1.0	0.21977329974811083	mRNA EYS ENST00000370621.7	433
19326	chr6:19326	chr6	31620962	31958913	1586	0.0006006838554662231	458	1128	1425	156	5	1423	0.43189489407744375	1.0	0.06368221941992434	nRNA chr6:31,620,714-31,637,771(+)	221
12720	chr2:12720	chr2	74461057	164028067	1584	0.0005999263726724447	553	1031	1301	277	6	1519	0.5671898848412446	1.0	0.2196969696969697	nRNA chr2:74,480,768-74,483,408(-)	239
19900	chr6:19900	chr6	111259497	111601647	1582	0.0005991688898786664	977	605	269	1313	0	1581	0.5351770705426896	0.9989292025566101	0.0037926675094816687	mRNA REV3L ENST00000368802.8	548
17215	chr4:17215	chr4	72851937	73258770	1575	0.0005965177001004422	1099	476	1567	8	0	1568	0.5087032426213698	0.9963908791542053	0.0019047619047619048	mRNA ANKRD17 ENST00000509867.6	746
4268	chr11:4268	chr11	66446230	66721511	1573	0.0005957602173066638	586	987	1568	0	5	1506	0.4072179343025641	1.0	0.008900190718372537	nRNA chr11:66,685,870-66,718,872(-)	535
20919	chr7:20919	chr7	87504049	89337251	1570	0.0005946239931159964	926	644	1409	161	0	1565	0.6639643839097754	1.0	0.021019108280254776	mRNA ZNF804B ENST00000611114.1	662
22519	chr9:22519	chr9	4490484	136398790	1564	0.0005923515447346613	583	981	785	779	0	1535	0.6103758496057261	0.9944261312484741	0.10869565217391304	nRNA chr9:136,375,566-136,398,797(-)	487
22259	chr8:22259	chr8	104895417	105902636	1556	0.000589321613559548	742	814	16	1540	0	1556	0.624775363838032	0.9917545914649963	0.10475578406169665	nRNA chr8:105,785,054-105,911,869(-)	661
8159	chr15:8159	chr15	85533587	85744796	1543	0.0005843979753999888	794	749	832	711	0	1534	0.6246791725352947	0.9978499412536621	0.25016202203499677	mRNA AKAP13 ENST00000559362.5	603
4357	chr11:4357	chr11	71998810	72035955	1542	0.0005840192340030996	986	556	512	1030	0	1520	0.4442784635316286	0.9730201363563538	0.0025940337224383916	mRNA NUMA1 ENST00000620566.4	379
914	chr1:914	chr1	71407264	248593797	1536	0.0005817467856217646	669	867	569	966	1	1511	0.5221630520312223	1.0	0.15299479166666666	nRNA chr1:156,290,579-156,295,689(-)	172
4176	chr11:4176	chr11	64340205	64383523	1530	0.0005794743372404296	135	1395	1524	6	0	1378	0.5167551581522608	1.0	0.09215686274509804	nRNA chr11:64,340,203-64,357,534(+)	1395
5291	chr12:5291	chr12	49582939	49763385	1527	0.0005783381130497621	687	840	695	832	0	1494	0.5329880171761004	0.9988429546356201	0.026850032743942372	nRNA chr12:49,644,952-49,652,242(-)	291
4269	chr11:4269	chr11	66748232	122536969	1505	0.0005700058023182003	162	1343	1444	59	2	1480	0.5874914280643247	1.0	0.14551495016611296	nRNA chr11:66,842,834-66,846,532(+)	550
4202	chr11:4202	chr11	65090543	65117698	1504	0.0005696270609213111	369	1135	1023	468	13	1386	0.552200666604628	1.0	0.16954787234042554	nRNA ENST00000310597.6	307
19557	chr6:19557	chr6	44272336	44343152	1502	0.0005688695781275329	235	1267	278	1220	4	1472	0.5453210964187553	1.0	0.019973368841544607	nRNA chr6:44,298,730-44,313,347(-)	613
4884	chr12:4884	chr12	753096	909350	1500	0.0005681120953337545	1043	457	1485	15	0	1497	0.5204734346034626	0.9959251880645752	0.023333333333333334	mRNA WNK1 ENST00000676347.1	376
1518	chr1:1518	chr1	154550072	177481558	1496	0.0005665971297461978	423	1073	1411	85	0	1476	0.5375587918987388	0.9959527850151062	0.03342245989304813	nRNA chr1:154,697,454-154,870,281(-)	531
18404	chr5:18404	chr5	104291880	112922289	1490	0.0005643246813648628	997	493	1199	291	0	1488	0.4445813302244466	0.9910204410552979	0.024832214765100672	mRNA APC ENST00000713638.1	455
20113	chr6:20113	chr6	67849434	152628523	1486	0.0005628097157773061	394	1092	1393	93	0	1476	0.4403931290045391	1.0	0.021534320323014805	nRNA chr6:152,315,197-152,334,147(-)	253
4173	chr11:4173	chr11	64269845	64289487	1483	0.0005616734915866386	644	839	1232	251	0	1408	0.5612619360745587	1.0	0.06945380984490897	nRNA chr11:64,286,419-64,289,494(+)	720
5470	chr12:5470	chr12	57472308	57585703	1476	0.0005590223018084145	373	1103	1164	311	1	1389	0.49571060360066066	1.0	0.032520325203252036	mRNA MBD6 ENST00000355673.8	180
12701	chr2:12701	chr2	73370354	125769889	1474	0.0005582648190146361	1427	47	1473	1	0	1469	0.340355435739495	0.9782946705818176	0.011533242876526458	mRNA ALMS1 ENST00000614410.4	666
4988	chr12:4988	chr12	8713901	104372762	1470	0.0005567498534270794	609	861	1225	190	55	926	0.5182004474749674	1.0	0.09591836734693877	mRNA PHC1 ENST00000543824.5	340
18174	chr5:18174	chr5	62306164	72726106	1470	0.0005567498534270794	295	1175	580	889	1	1453	0.4344364842355606	1.0	0.029251700680272108	nRNA chr5:62,347,283-62,403,943(-)	320
9294	chr17:9294	chr17	6641031	68600574	1466	0.0005552348878395228	217	1249	849	616	1	1461	0.5002096084659312	1.0	0.034106412005457026	nRNA chr17:27,582,920-27,622,144(+)	262
17452	chr4:17452	chr4	112826313	113761295	1465	0.0005548561464426336	837	628	1463	2	0	1460	0.43061072149476093	0.9456103444099426	0.025255972696245733	mRNA ANK2 ENST00000264366.10	489
22502	chr9:22502	chr9	214197	745608	1458	0.0005522049566644094	791	667	1259	199	0	1454	0.45345449576982194	0.9512311220169067	0.12139917695473251	mRNA KANK1 ENST00000692345.1	267
20512	chr7:20512	chr7	37693552	135169226	1455	0.0005510687324737419	704	751	518	937	0	1447	0.5914039745517203	0.9985487461090088	0.1711340206185567	nRNA chr7:135,092,362-135,170,707(-)	256
17518	chr4:17518	chr4	125109334	125492011	1452	0.0005499325082830743	1452	0	1452	0	0	1449	0.7981069471864106	1.0	0.44077134986225897	mRNA FAT4 ENST00000394329.9	1434
9446	chr17:9446	chr17	17778523	17823571	1447	0.0005480388012986285	1037	410	1233	212	2	1428	0.6225847142916521	1.0	0.2515549412577747	mRNA RAI1 ENST00000353383.6	719
18486	chr5:18486	chr5	124637436	124746198	1447	0.0005480388012986285	1355	92	1384	62	1	1446	0.42851627174875573	1.0	0.0034554250172771253	mRNA ZNF608 ENST00000504926.5	482
