locus_id	locus_key	qname	true_source	predicted_detail	chrom	fragment_start_1based	fragment_end	read_start_1based	read_end	cigar	template_length	mapq	is_reverse	mate_is_reverse	nh	nm	as	zf	zw	zc	zs	zl	zt	zg	zr	target_label
6465	chr13:6465	A00839:75:H7MFFDSXY:3:2525:22281:28933	gdna	nrna	chr13	110511995	110512162	110512013	110512162	150M	-168	255	True	False	1	0	298	9	0.5444831252098083	ambig_same_strand	unspliced	6465	ENST00000648222.1	ENSG00000134871.20	COL4A2	nRNA ENST00000648222.1
6465	chr13:6465	A00839:75:H7MFFDSXY:3:2561:30933:34053	gdna	nrna	chr13	110163363	110163584	110163363	110163512	150M	222	255	False	True	1	0	298	25	0.6116864681243896	ambig_same_strand	unspliced	6465	RIGEL_NRNA_chr13_2_110149060_110299118	RIGEL_NRNA_chr13_2_110149060_110299118		nRNA chr13:110,149,060-110,299,118(-)
12263	chr2:12263	A00839:75:H7MFFDSXY:3:1516:25446:1188	gdna	mrna	chr2	48582035	48582378	48582229	48582378	150M	-344	255	True	False	1	0	298	3	0.13352765142917633	ambig_same_strand	unspliced	12263	ENST00000404752.6	ENSG00000243244.7	STON1	mRNA STON1 ENST00000404752.6
12263	chr2:12263	A00839:75:H7MFFDSXY:3:2627:2944:30232	gdna	nrna	chr2	201271391	201271601	201271452	201271601	150M	-211	255	True	False	1	0	294	25	0.07111163437366486	ambig_same_strand	unspliced	12263	RIGEL_NRNA_chr2_1_201261951_201272776	RIGEL_NRNA_chr2_1_201261951_201272776		nRNA chr2:201,261,951-201,272,776(+)
12263	chr2:12263	A00839:75:H7MFFDSXY:3:2266:14832:2910	gdna	mrna	chr2	48646676	48647001	48646852	48647001	150M	-326	255	True	False	1	0	298	3	0.8795478940010071	ambig_opp_strand	unspliced	12263	ENST00000394751.5	ENSG00000068781.21	STON1-GTF2A1L	mRNA STON1-GTF2A1L ENST00000394751.5
12263	chr2:12263	A00839:75:H7MFFDSXY:3:1678:25527:24001	gdna	nrna	chr2	127286839	127287146	127286839	127286988	150M	308	255	False	True	1	0	298	25	0.6087235808372498	ambig_same_strand	unspliced	12263	RIGEL_NRNA_chr2_2_127286748_127294107	RIGEL_NRNA_chr2_2_127286748_127294107		nRNA chr2:127,286,748-127,294,107(-)
9590	chr17:9590	A00839:75:H7MFFDSXY:3:1105:2284:25363	gdna	mrna	chr17	29636022	29636305	29636022	29636171	150M	284	255	False	True	1	0	296	3	0.9675247669219971	ambig_opp_strand	unspliced	9590	ENST00000649863.1	ENSG00000141298.19	SSH2	mRNA SSH2 ENST00000649863.1
9590	chr17:9590	A00839:75:H7MFFDSXY:3:1351:5972:23766	gdna	nrna	chr17	29612073	29612410	29612261	29612410	150M	-338	255	True	False	1	0	298	25	0.23531405627727509	ambig_same_strand	unspliced	9590	RIGEL_NRNA_chr17_1_29560546_29707090	RIGEL_NRNA_chr17_1_29560546_29707090		nRNA chr17:29,560,546-29,707,090(+)
9590	chr17:9590	A00839:75:H7MFFDSXY:3:1506:25048:9518	gdna	nrna	chr17	29631500	29631681	29631532	29631681	150M	-182	255	True	False	1	0	298	25	0.7121607065200806	ambig_opp_strand	unspliced	9590	RIGEL_NRNA_chr17_1_29560546_29707090	RIGEL_NRNA_chr17_1_29560546_29707090		nRNA chr17:29,560,546-29,707,090(+)
9590	chr17:9590	A00839:75:H7MFFDSXY:3:2645:30472:28620	gdna	nrna	chr17	29574841	29575137	29574988	29575137	150M	-297	255	True	False	1	0	296	25	0.5534963011741638	ambig_opp_strand	unspliced	9590	RIGEL_NRNA_chr17_1_29560546_29707090	RIGEL_NRNA_chr17_1_29560546_29707090		nRNA chr17:29,560,546-29,707,090(+)
18408	chr5:18408	A00839:75:H7MFFDSXY:3:1163:14262:25441	gdna	nrna	chr5	141183091	141183317	141183091	141183240	150M	227	255	False	True	1	0	296	25	0.8757743835449219	ambig_opp_strand	unspliced	18408	RIGEL_NRNA_chr5_2_141136682_141241744	RIGEL_NRNA_chr5_2_141136682_141241744		nRNA chr5:141,136,682-141,241,744(-)
18408	chr5:18408	A00839:75:H7MFFDSXY:3:2258:19117:23171	gdna	nrna	chr5	141186893	141187403	141186893	141187042	150M	511	255	False	True	1	0	298	25	0.015096351504325867	ambig_opp_strand	unspliced	18408	RIGEL_NRNA_chr5_2_141183400_141201396	RIGEL_NRNA_chr5_2_141183400_141201396		nRNA chr5:141,183,400-141,201,396(-)
18408	chr5:18408	A00839:75:H7MFFDSXY:3:1512:7401:2409	gdna	nrna	chr5	141235450	141235769	141235620	141235769	150M	-320	255	True	False	1	0	296	9	0.6418857574462891	ambig_opp_strand	unspliced	18408	ENST00000524813.2	ENSG00000146001.6	PCDHB18P	nRNA ENST00000524813.2
18408	chr5:18408	A00839:75:H7MFFDSXY:3:2462:6542:9909	gdna	nrna	chr5	141209640	141210038	141209889	141210038	150M	-399	255	True	False	1	1	296	25	0.2515006363391876	ambig_opp_strand	unspliced	18408	RIGEL_NRNA_chr5_1_141208696_141211537	RIGEL_NRNA_chr5_1_141208696_141211537		nRNA chr5:141,208,696-141,211,537(+)
1437	chr1:1437	A00839:75:H7MFFDSXY:3:1436:25536:12712	gdna	nrna	chr1	152350515	152350871	152350515	152350664	150M	357	255	False	True	1	0	298	25	0.06421361863613129	ambig_opp_strand	unspliced	1437	RIGEL_NRNA_chr1_2_152348734_152360006	RIGEL_NRNA_chr1_2_152348734_152360006		nRNA chr1:152,348,734-152,360,006(-)
1437	chr1:1437	A00839:75:H7MFFDSXY:3:2130:1289:21762	gdna	nrna	chr1	152353387	152353563	152353414	152353563	150M	-177	255	True	False	1	1	294	25	0.798764705657959	ambig_opp_strand	unspliced	1437	RIGEL_NRNA_chr1_1_152335378_152364080	RIGEL_NRNA_chr1_1_152335378_152364080		nRNA chr1:152,335,378-152,364,080(+)
1437	chr1:1437	A00839:75:H7MFFDSXY:3:2167:21920:30311	gdna	mrna	chr1	152155615	152155895	152155615	152155764	150M	281	255	False	True	1	1	296	3	0.8730872273445129	ambig_same_strand	unspliced	1437	ENST00000316073.3	ENSG00000215853.3	RPTN	mRNA RPTN ENST00000316073.3
1437	chr1:1437	A00839:75:H7MFFDSXY:3:1208:28393:8735	gdna	mrna	chr1	152219117	152219375	152219117	152219266	150M	259	255	False	True	1	1	294	3	0.7690253853797913	ambig_opp_strand	unspliced	1437	ENST00000368801.4	ENSG00000197915.7	HRNR	mRNA HRNR ENST00000368801.4
4278	chr11:4278	A00839:75:H7MFFDSXY:3:1352:22507:4178	gdna	nrna	chr11	67405409	67405703	67405554	67405703	150M	-295	255	True	False	1	0	296	25	0.1007670909166336	ambig_opp_strand	unspliced	4278	RIGEL_NRNA_chr11_1_67405247_67410089	RIGEL_NRNA_chr11_1_67405247_67410089		nRNA chr11:67,405,247-67,410,089(+)
4278	chr11:4278	A00839:75:H7MFFDSXY:3:2111:13557:26224	gdna	nrna	chr11	67397370	67397631	67397482	67397631	150M	-262	255	True	False	1	0	298	25	0.934227466583252	ambig_same_strand	unspliced	4278	RIGEL_NRNA_chr11_1_67395669_67398410	RIGEL_NRNA_chr11_1_67395669_67398410		nRNA chr11:67,395,669-67,398,410(+)
4278	chr11:4278	A00839:75:H7MFFDSXY:3:2239:25608:21355	gdna	mrna	chr11	85725802	85726086	85725802	85725951	150M	285	255	False	True	1	0	298	3	0.8725444674491882	ambig_same_strand	unspliced	4278	ENST00000634661.1	ENSG00000137501.18	SYTL2	mRNA SYTL2 ENST00000634661.1
4278	chr11:4278	A00839:75:H7MFFDSXY:3:1235:13232:32675	gdna	nrna	chr11	67405700	67406022	67405873	67406022	150M	-323	255	True	False	1	0	296	25	0.43222469091415405	ambig_opp_strand	unspliced	4278	RIGEL_NRNA_chr11_1_67405045_67406088	RIGEL_NRNA_chr11_1_67405045_67406088		nRNA chr11:67,405,045-67,406,088(+)
18628	chr5:18628	A00839:75:H7MFFDSXY:3:2660:27489:24455	gdna	nrna	chr5	141370516	141370713	141370564	141370713	150M	-198	255	True	False	1	0	298	9	0.9012879133224487	ambig_same_strand	unspliced	18628	ENST00000618934.1	ENSG00000262209.3	PCDHGB3	nRNA ENST00000618934.1
18628	chr5:18628	A00839:75:H7MFFDSXY:3:1170:19280:8954	gdna	nrna	chr5	141371747	141371997	141371848	141371997	150M	-251	255	True	False	1	0	298	9	0.8912330269813538	ambig_same_strand	unspliced	18628	ENST00000618934.1	ENSG00000262209.3	PCDHGB3	nRNA ENST00000618934.1
18628	chr5:18628	A00839:75:H7MFFDSXY:3:2421:32226:1219	gdna	nrna	chr5	141331971	141332231	141332082	141332231	150M	-261	255	True	False	1	0	298	9	0.6302122473716736	ambig_same_strand	unspliced	18628	ENST00000378105.4	ENSG00000204956.6	PCDHGA1	nRNA ENST00000378105.4
18628	chr5:18628	A00839:75:H7MFFDSXY:3:1174:23439:16344	gdna	nrna	chr5	141365768	141366101	141365952	141366101	150M	-334	255	True	False	1	1	294	9	0.4720602035522461	ambig_same_strand	unspliced	18628	ENST00000611914.1	ENSG00000253485.3	PCDHGA5	nRNA ENST00000611914.1
9377	chr17:9377	A00839:75:H7MFFDSXY:3:2614:22797:12602	gdna	nrna	chr17	10529523	10529804	10529523	10529672	150M	282	255	False	True	1	0	296	25	0.5790031552314758	ambig_opp_strand	unspliced	9377	RIGEL_NRNA_chr17_2_10521147_10549623	RIGEL_NRNA_chr17_2_10521147_10549623		nRNA chr17:10,521,147-10,549,623(-)
9377	chr17:9377	A00839:75:H7MFFDSXY:3:2655:32768:4351	gdna	nrna	chr17	10496104	10496381	10496104	10496253	150M	278	255	False	True	1	0	298	25	0.6713460087776184	ambig_opp_strand	unspliced	9377	RIGEL_NRNA_chr17_2_10492306_10518542	RIGEL_NRNA_chr17_2_10492306_10518542		nRNA chr17:10,492,306-10,518,542(-)
9377	chr17:9377	A00839:75:H7MFFDSXY:3:1428:20663:14982	gdna	nrna	chr17	10450708	10450949	10450800	10450949	150M	-242	255	True	False	1	0	298	25	0.5609768033027649	ambig_opp_strand	unspliced	9377	RIGEL_NRNA_chr17_1_10383155_10537862	RIGEL_NRNA_chr17_1_10383155_10537862		nRNA chr17:10,383,155-10,537,862(+)
9377	chr17:9377	A00839:75:H7MFFDSXY:3:2557:16857:25645	gdna	nrna	chr17	10654758	10655046	10654758	10654907	150M	289	255	False	True	1	0	294	25	0.6167489886283875	ambig_opp_strand	unspliced	9377	RIGEL_NRNA_chr17_2_10628525_10657309	RIGEL_NRNA_chr17_2_10628525_10657309		nRNA chr17:10,628,525-10,657,309(-)
23984	chrX:23984	A00839:75:H7MFFDSXY:3:2623:20826:15828	gdna	mrna	chrX	67544876	67545269	67545120	67545269	150M	-394	255	True	False	1	0	243	3	0.4066552221775055	ambig_same_strand	unspliced	23984	ENST00000513847.5	ENSG00000169083.18	AR	mRNA AR ENST00000513847.5
23984	chrX:23984	A00839:75:H7MFFDSXY:3:1672:6126:32643	gdna	mrna	chrX	67545878	67546081	67545932	67546081	150M	-204	255	True	False	1	0	298	3	0.3271141052246094	ambig_same_strand	unspliced	23984	ENST00000513847.5	ENSG00000169083.18	AR	mRNA AR ENST00000513847.5
23984	chrX:23984	A00839:75:H7MFFDSXY:3:1452:10104:36151	gdna	mrna	chrX	67723778	67724014	67723865	67724014	150M	-237	255	True	False	1	0	298	3	0.9645005464553833	ambig_same_strand	unspliced	23984	ENST00000396043.4	ENSG00000169083.18	AR	mRNA AR ENST00000396043.4
23984	chrX:23984	A00839:75:H7MFFDSXY:3:2220:26621:4977	gdna	mrna	chrX	67695027	67695204	67695055	67695204	150M	-178	255	True	False	1	0	298	3	0.5256271362304688	ambig_same_strand	unspliced	23984	ENST00000504326.5	ENSG00000169083.18	AR	mRNA AR ENST00000504326.5
22928	chr9:22928	A00839:75:H7MFFDSXY:3:2405:17987:35650	gdna	mrna	chr9	76703781	76704016	76703781	76703930	150M	236	255	False	True	1	0	296	3	0.6877070069313049	ambig_opp_strand	unspliced	22928	ENST00000426088.5	ENSG00000106772.19	PRUNE2	mRNA PRUNE2 ENST00000426088.5
22928	chr9:22928	A00839:75:H7MFFDSXY:3:2415:13331:10238	gdna	nrna	chr9	76614524	76614790	76614524	76614673	150M	267	255	False	True	1	0	298	25	0.7551667094230652	ambig_opp_strand	unspliced	22928	RIGEL_NRNA_chr9_2_76614007_76615162	RIGEL_NRNA_chr9_2_76614007_76615162		nRNA chr9:76,614,007-76,615,162(-)
22928	chr9:22928	A00839:75:H7MFFDSXY:3:1120:17137:1611	gdna	nrna	chr9	123367550	123368088	123367939	123368088	150M	-539	255	True	False	1	1	296	25	0.08642593026161194	ambig_same_strand	unspliced	22928	RIGEL_NRNA_chr9_1_123356169_123374099	RIGEL_NRNA_chr9_1_123356169_123374099		nRNA chr9:123,356,169-123,374,099(+)
22928	chr9:22928	A00839:75:H7MFFDSXY:3:2203:21974:16501	gdna	nrna	chr9	123457244	123457525	123457244	123457393	150M	282	255	False	True	1	0	298	25	0.5384149551391602	ambig_same_strand	unspliced	22928	RIGEL_NRNA_chr9_2_123437646_123462023	RIGEL_NRNA_chr9_2_123437646_123462023		nRNA chr9:123,437,646-123,462,023(-)
9572	chr17:9572	A00839:75:H7MFFDSXY:3:1512:11541:21919	gdna	nrna	chr17	28619673	28619884	28619673	28619822	150M	212	255	False	True	1	0	298	25	0.24202468991279602	ambig_same_strand	unspliced	9572	RIGEL_NRNA_chr17_2_28614881_28645454	RIGEL_NRNA_chr17_2_28614881_28645454		nRNA chr17:28,614,881-28,645,454(-)
9572	chr17:9572	A00839:75:H7MFFDSXY:3:1422:28673:11475	gdna	mrna	chr17	28633697	28633858	28633697	28633846	150M	162	255	False	True	1	0	298	3	0.7814062833786011	ambig_opp_strand	unspliced	9572	ENST00000581064.1	ENSG00000007202.16	BLTP2	mRNA BLTP2 ENST00000581064.1
9572	chr17:9572	A00839:75:H7MFFDSXY:3:2550:8675:9126	gdna	nrna	chr17	28638113	28638289	28638113	28638262	150M	177	255	False	True	1	0	298	25	0.45026591420173645	ambig_same_strand	unspliced	9572	RIGEL_NRNA_chr17_2_28614881_28645454	RIGEL_NRNA_chr17_2_28614881_28645454		nRNA chr17:28,614,881-28,645,454(-)
9572	chr17:9572	A00839:75:H7MFFDSXY:3:1542:6045:35070	gdna	nrna	chr17	28547754	28548076	28547754	28547903	150M	323	255	False	True	1	0	298	25	0.4986487627029419	ambig_same_strand	unspliced	9572	RIGEL_NRNA_chr17_2_28547687_28548173	RIGEL_NRNA_chr17_2_28547687_28548173		nRNA chr17:28,547,687-28,548,173(-)
22644	chr9:22644	A00839:75:H7MFFDSXY:3:2512:9552:36010	gdna	nrna	chr9	106924052	106924272	106924123	106924272	150M	-221	255	True	False	1	1	294	25	0.13006439805030823	ambig_same_strand	unspliced	22644	RIGEL_NRNA_chr9_1_106863165_107013634	RIGEL_NRNA_chr9_1_106863165_107013634		nRNA chr9:106,863,165-107,013,634(+)
22644	chr9:22644	A00839:75:H7MFFDSXY:3:2447:12870:11193	gdna	mrna	chr9	106926432	106926817	106926668	106926817	150M	-386	255	True	False	1	0	298	3	0.9432350993156433	ambig_same_strand	unspliced	22644	ENST00000277225.10	ENSG00000148143.13	ZNF462	mRNA ZNF462 ENST00000277225.10
22644	chr9:22644	A00839:75:H7MFFDSXY:3:2316:19479:20008	gdna	mrna	chr9	106924578	106924902	106924753	106924902	150M	-325	255	True	False	1	0	294	3	0.9954119324684143	ambig_same_strand	unspliced	22644	ENST00000277225.10	ENSG00000148143.13	ZNF462	mRNA ZNF462 ENST00000277225.10
22644	chr9:22644	A00839:75:H7MFFDSXY:3:1247:14290:5948	gdna	nrna	chr9	107003138	107003431	107003282	107003431	150M	-294	255	True	False	1	0	298	25	0.10696359723806381	ambig_opp_strand	unspliced	22644	RIGEL_NRNA_chr9_1_106863165_107013634	RIGEL_NRNA_chr9_1_106863165_107013634		nRNA chr9:106,863,165-107,013,634(+)
14756	chr21:14756	A00839:75:H7MFFDSXY:3:2439:30969:24345	gdna	mrna	chr21	33553032	33553289	33553140	33553289	150M	-258	255	True	False	1	0	297	3	0.6784660220146179	ambig_same_strand	unspliced	14756	ENST00000300278.8	ENSG00000159140.23	SON	mRNA SON ENST00000300278.8
14756	chr21:14756	A00839:75:H7MFFDSXY:3:2304:23845:29481	gdna	mrna	chr21	33553325	33553492	33553343	33553492	150M	-168	255	True	False	1	0	298	3	0.19622531533241272	ambig_same_strand	unspliced	14756	ENST00000356577.10	ENSG00000159140.23	SON	mRNA SON ENST00000356577.10
14756	chr21:14756	A00839:75:H7MFFDSXY:3:1118:1443:19210	gdna	nrna	chr21	33774642	33774964	33774815	33774964	150M	-323	255	True	False	1	0	298	25	0.7709972858428955	ambig_opp_strand	unspliced	14756	RIGEL_NRNA_chr21_1_33774362_33775079	RIGEL_NRNA_chr21_1_33774362_33775079		nRNA chr21:33,774,362-33,775,079(+)
14756	chr21:14756	A00839:75:H7MFFDSXY:3:2539:19696:31532	gdna	nrna	chr21	33599061	33599311	33599061	33599210	150M	251	255	False	True	1	0	298	25	0.40013226866722107	ambig_same_strand	unspliced	14756	RIGEL_NRNA_chr21_2_33595336_33602265	RIGEL_NRNA_chr21_2_33595336_33602265		nRNA chr21:33,595,336-33,602,265(-)
15589	chr3:15589	A00839:75:H7MFFDSXY:3:1215:9344:20525	gdna	nrna	chr3	9828963	9829181	9829032	9829181	150M	-219	255	True	False	1	0	298	25	0.1638212502002716	ambig_same_strand	unspliced	15589	RIGEL_NRNA_chr3_1_9825860_9829335	RIGEL_NRNA_chr3_1_9825860_9829335		nRNA chr3:9,825,860-9,829,335(+)
15589	chr3:15589	A00839:75:H7MFFDSXY:3:1258:26277:17253	gdna	nrna	chr3	151327855	151328040	151327855	151328004	150M	186	255	False	True	1	1	296	25	0.8536324501037598	ambig_opp_strand	unspliced	15589	RIGEL_NRNA_chr3_2_151326311_151329549	RIGEL_NRNA_chr3_2_151326311_151329549		nRNA chr3:151,326,311-151,329,549(-)
15589	chr3:15589	A00839:75:H7MFFDSXY:3:2536:29713:9549	gdna	nrna	chr3	9813184	9813401	9813252	9813401	150M	-218	255	True	False	1	0	296	25	0.16224366426467896	ambig_same_strand	unspliced	15589	RIGEL_NRNA_chr3_1_9809720_9818871	RIGEL_NRNA_chr3_1_9809720_9818871		nRNA chr3:9,809,720-9,818,871(+)
15589	chr3:15589	A00839:75:H7MFFDSXY:3:1365:23194:5713	gdna	nrna	chr3	9841924	9842156	9841924	9842073	150M	233	255	False	True	1	0	298	25	0.14799444377422333	ambig_opp_strand	unspliced	15589	RIGEL_NRNA_chr3_2_9841735_9844602	RIGEL_NRNA_chr3_2_9841735_9844602		nRNA chr3:9,841,735-9,844,602(-)
3535	chr11:3535	A00839:75:H7MFFDSXY:3:1125:32741:6308	gdna	nrna	chr11	5488808	5489090	5488941	5489090	150M	-283	255	True	False	1	1	296	9	0.9612001776695251	ambig_opp_strand	unspliced	3535	ENST00000322641.5	ENSG00000181609.5	OR52D1	nRNA ENST00000322641.5
3535	chr11:3535	A00839:75:H7MFFDSXY:3:2471:1208:31798	gdna	nrna	chr11	5352186	5352359	5352210	5352359	150M	-174	255	True	False	1	0	298	9	0.9683609008789062	ambig_opp_strand	unspliced	3535	ENST00000380219.1	ENSG00000176239.7	OR51B6	nRNA ENST00000380219.1
3535	chr11:3535	A00839:75:H7MFFDSXY:3:1251:14660:28980	gdna	mrna	chr11	5788220	5788548	5788220	5788369	150M	329	255	False	True	1	1	296	3	0.6454834342002869	ambig_same_strand	unspliced	3535	ENST00000641645.1	ENSG00000181001.3	OR52N1	mRNA OR52N1 ENST00000641645.1
3535	chr11:3535	A00839:75:H7MFFDSXY:3:2637:25599:26976	gdna	mrna	chr11	5643403	5643576	5643427	5643576	150M	-174	255	True	False	1	0	298	3	0.2119186371564865	ambig_opp_strand	unspliced	3535	ENST00000429814.3	ENSG00000258659.7	TRIM34	mRNA TRIM34 ENST00000429814.3
5463	chr12:5463	A00839:75:H7MFFDSXY:3:1517:13593:10410	gdna	nrna	chr12	57209671	57209972	57209823	57209972	150M	-302	255	True	False	1	0	298	25	0.5022167563438416	ambig_same_strand	unspliced	5463	RIGEL_NRNA_chr12_1_57203617_57213340	RIGEL_NRNA_chr12_1_57203617_57213340		nRNA chr12:57,203,617-57,213,340(+)
5463	chr12:5463	A00839:75:H7MFFDSXY:3:2239:4725:30968	gdna	nrna	chr12	57168958	57169216	57169067	57169216	150M	-259	255	True	False	1	1	296	25	0.8030734658241272	ambig_same_strand	unspliced	5463	RIGEL_NRNA_chr12_1_57128482_57213361	RIGEL_NRNA_chr12_1_57128482_57213361		nRNA chr12:57,128,482-57,213,361(+)
5463	chr12:5463	A00839:75:H7MFFDSXY:3:1510:3387:27524	gdna	nrna	chr12	57184027	57184271	57184122	57184271	150M	-245	255	True	False	1	0	298	25	0.8383615612983704	ambig_same_strand	unspliced	5463	RIGEL_NRNA_chr12_1_57128482_57213361	RIGEL_NRNA_chr12_1_57128482_57213361		nRNA chr12:57,128,482-57,213,361(+)
5463	chr12:5463	A00839:75:H7MFFDSXY:3:2159:15637:7905	gdna	nrna	chr12	57201699	57201989	57201840	57201989	150M	-291	255	True	False	1	0	292	25	0.5366302132606506	ambig_same_strand	unspliced	5463	RIGEL_NRNA_chr12_1_57201107_57203276	RIGEL_NRNA_chr12_1_57201107_57203276		nRNA chr12:57,201,107-57,203,276(+)
4167	chr11:4167	A00839:75:H7MFFDSXY:3:1402:17264:6934	gdna	nrna	chr11	63996830	63997090	63996941	63997090	150M	-261	255	True	False	1	0	298	25	0.8536274433135986	ambig_same_strand	unspliced	4167	RIGEL_NRNA_chr11_1_63985996_64001811	RIGEL_NRNA_chr11_1_63985996_64001811		nRNA chr11:63,985,996-64,001,811(+)
4167	chr11:4167	A00839:75:H7MFFDSXY:3:2145:15582:27445	gdna	nrna	chr11	63996783	63996935	63996786	63996935	150M	-153	255	True	False	1	0	298	25	0.1466265171766281	ambig_same_strand	unspliced	4167	RIGEL_NRNA_chr11_1_63985996_64001811	RIGEL_NRNA_chr11_1_63985996_64001811		nRNA chr11:63,985,996-64,001,811(+)
4167	chr11:4167	A00839:75:H7MFFDSXY:3:2431:4987:7185	gdna	nrna	chr11	64000251	64000553	64000404	64000553	150M	-303	255	True	False	1	0	298	25	0.7318016886711121	ambig_opp_strand	unspliced	4167	RIGEL_NRNA_chr11_1_63985996_64001811	RIGEL_NRNA_chr11_1_63985996_64001811		nRNA chr11:63,985,996-64,001,811(+)
4167	chr11:4167	A00839:75:H7MFFDSXY:3:1518:16215:27727	gdna	nrna	chr11	64116183	64116439	64116183	64116332	150M	257	255	False	True	1	0	298	25	0.41000744700431824	ambig_opp_strand	unspliced	4167	RIGEL_NRNA_chr11_2_63999382_64126934	RIGEL_NRNA_chr11_2_63999382_64126934		nRNA chr11:63,999,382-64,126,934(-)
4067	chr11:4067	A00839:75:H7MFFDSXY:3:1662:32814:32706	gdna	nrna	chr11	64256351	64256581	64256432	64256581	150M	-231	255	True	False	1	1	294	25	0.9319356083869934	ambig_same_strand	unspliced	4067	RIGEL_NRNA_chr11_1_64251529_64267923	RIGEL_NRNA_chr11_1_64251529_64267923		nRNA chr11:64,251,529-64,267,923(+)
4067	chr11:4067	A00839:75:H7MFFDSXY:3:1369:27642:12602	gdna	nrna	chr11	64255377	64255636	64255487	64255636	150M	-260	255	True	False	1	0	298	25	0.9140519499778748	ambig_same_strand	unspliced	4067	RIGEL_NRNA_chr11_1_64251529_64267923	RIGEL_NRNA_chr11_1_64251529_64267923		nRNA chr11:64,251,529-64,267,923(+)
4067	chr11:4067	A00839:75:H7MFFDSXY:3:1242:10330:18129	gdna	nrna	chr11	64263650	64263977	64263828	64263977	150M	-328	255	True	False	1	1	294	25	0.6993793845176697	ambig_same_strand	unspliced	4067	RIGEL_NRNA_chr11_1_64251529_64267923	RIGEL_NRNA_chr11_1_64251529_64267923		nRNA chr11:64,251,529-64,267,923(+)
